"","Fiscal.Year","SinceFirstFiscalYear","PlatformPortfolio.AnD","SubCustomer.component","USDATL","Obligation.2014"
"7410",2013-09-30,4.92054794520548,"Aircraft and Drones","Air Force","CARTER",0.278288582499238
"7411",2013-09-30,4.92054794520548,"Aircraft and Drones","DLA","CARTER",0.00128973332954199
"7412",2013-09-30,4.92054794520548,"Aircraft and Drones","Additional
DoD
Components","CARTER",-0.00660249914583122
"7413",2013-09-30,4.92054794520548,"Electronics and Communications","Army","CARTER",0.262633979507464
"7414",2013-09-30,4.92054794520548,"Electronics and Communications","Navy","CARTER",0.238804348677059
"7415",2013-09-30,4.92054794520548,"Electronics and Communications","Air Force","CARTER",0.114165049484411
"7416",2013-09-30,4.92054794520548,"Electronics and Communications","DLA","CARTER",0.00121629320727125
"7417",2013-09-30,4.92054794520548,"Electronics and Communications","MDA","CARTER",0.000101331482075759
"7418",2013-09-30,4.92054794520548,"Electronics and Communications","Military
Health","CARTER",-0.000159897572864832
"7419",2013-09-30,4.92054794520548,"Electronics and Communications","Additional
DoD
Components","CARTER",0.277223792343658
"7420",2013-09-30,4.92054794520548,"Facilities and Construction","Army","CARTER",0.166291712103686
"7421",2013-09-30,4.92054794520548,"Facilities and Construction","Navy","CARTER",0.136949027619783
"7422",2013-09-30,4.92054794520548,"Facilities and Construction","Air Force","CARTER",0.0239215938854473
"7423",2013-09-30,4.92054794520548,"Facilities and Construction","DLA","CARTER",0.0229988920622525
"7424",2013-09-30,4.92054794520548,"Facilities and Construction","MDA","CARTER",-0.000341526917030568
"7425",2013-09-30,4.92054794520548,"Facilities and Construction","Military
Health","CARTER",0.000194881689854778
"7426",2013-09-30,4.92054794520548,"Facilities and Construction","Additional
DoD
Components","CARTER",0.00427052419467858
"7427",2013-09-30,4.92054794520548,"Land Vehicles","Army","CARTER",0.0924544167804407
"7428",2013-09-30,4.92054794520548,"Land Vehicles","Navy","CARTER",5.9196650147253e-05
"7429",2013-09-30,4.92054794520548,"Land Vehicles","Air Force","CARTER",-2.09553258860567e-05
"7430",2013-09-30,4.92054794520548,"Land Vehicles","DLA","CARTER",-4.44027602315426e-06
"7431",2013-09-30,4.92054794520548,"Land Vehicles","MDA","CARTER",-1.19833451812735e-06
"7432",2013-09-30,4.92054794520548,"Land Vehicles","Additional
DoD
Components","CARTER",-0.00297255103077079
"7433",2013-09-30,4.92054794520548,"Missile and Space Systems","Army","CARTER",0.369941366713415
"7434",2013-09-30,4.92054794520548,"Missile and Space Systems","Navy","CARTER",0.0283619062672895
"7435",2013-09-30,4.92054794520548,"Missile and Space Systems","Air Force","CARTER",0.0431527731504011
"7436",2013-09-30,4.92054794520548,"Missile and Space Systems","DLA","CARTER",-0.000118166307809485
"7437",2013-09-30,4.92054794520548,"Missile and Space Systems","MDA","CARTER",0.0117871878227887
"7438",2013-09-30,4.92054794520548,"Missile and Space Systems","Additional
DoD
Components","CARTER",-8.54067228597542e-07
"7439",2013-09-30,4.92054794520548,"Other Products","Army","CARTER",0.0329231732574388
"7440",2013-09-30,4.92054794520548,"Other Products","Navy","CARTER",0.00502467291865543
"7441",2013-09-30,4.92054794520548,"Other Products","Air Force","CARTER",-0.000421527876002843
"7442",2013-09-30,4.92054794520548,"Other Products","DLA","CARTER",0.0372412804407434
"7443",2013-09-30,4.92054794520548,"Other Products","Additional
DoD
Components","CARTER",8.58043058799634e-05
"7444",2013-09-30,4.92054794520548,"Other R&D and Knowledge Based","Army","CARTER",0.75971128306601
"7445",2013-09-30,4.92054794520548,"Other R&D and Knowledge Based","Navy","CARTER",0.445442487168681
"7446",2013-09-30,4.92054794520548,"Other R&D and Knowledge Based","Air Force","CARTER",0.173414606729055
"7447",2013-09-30,4.92054794520548,"Other R&D and Knowledge Based","DLA","CARTER",0.00636004689793846
"7448",2013-09-30,4.92054794520548,"Other R&D and Knowledge Based","MDA","CARTER",0.0147059361022646
"7449",2013-09-30,4.92054794520548,"Other R&D and Knowledge Based","Military
Health","CARTER",0.00222457063735148
"7450",2013-09-30,4.92054794520548,"Other R&D and Knowledge Based","Additional
DoD
Components","CARTER",0.116273153325277
"7451",2013-09-30,4.92054794520548,"Other Services","Army","CARTER",1.01850321480674
"7452",2013-09-30,4.92054794520548,"Other Services","Navy","CARTER",0.245765832139129
"7453",2013-09-30,4.92054794520548,"Other Services","Air Force","CARTER",0.0114713705324464
"7454",2013-09-30,4.92054794520548,"Other Services","DLA","CARTER",-6.26383670153346e-06
"7455",2013-09-30,4.92054794520548,"Other Services","Military
Health","CARTER",0.143548645562303
"7456",2013-09-30,4.92054794520548,"Other Services","Additional
DoD
Components","CARTER",-0.000991826186046512
"7457",2013-09-30,4.92054794520548,"Ships & Submarines","Army","CARTER",0.0027959561129278
"7458",2013-09-30,4.92054794520548,"Ships & Submarines","Navy","CARTER",0.511911430284655
"7459",2013-09-30,4.92054794520548,"Ships & Submarines","Air Force","CARTER",0
"7460",2013-09-30,4.92054794520548,"Ships & Submarines","DLA","CARTER",-0.000318185761653295
"7461",2013-09-30,4.92054794520548,"Ships & Submarines","Additional
DoD
Components","CARTER",0.000607878491317152
"7462",2013-09-30,4.92054794520548,"Weapons and Ammunition","Army","CARTER",0.117183595388545
"7463",2013-09-30,4.92054794520548,"Weapons and Ammunition","Navy","CARTER",0.0125156407177821
"7464",2013-09-30,4.92054794520548,"Weapons and Ammunition","Air Force","CARTER",0.0285080592281913
"7465",2013-09-30,4.92054794520548,"Weapons and Ammunition","DLA","CARTER",0.000341415659591754
"7466",2013-09-30,4.92054794520548,"Weapons and Ammunition","Additional
DoD
Components","CARTER",-4.70999309434345e-06
"7467",2014-09-30,2.0027397260274,"Aircraft and Drones","Army","KENDALL",0.1925233985708
"7468",2014-09-30,2.0027397260274,"Aircraft and Drones","Navy","KENDALL",1.1699753956202
"7469",2014-09-30,2.0027397260274,"Aircraft and Drones","Air Force","KENDALL",0.7854439470573
"7470",2014-09-30,2.0027397260274,"Aircraft and Drones","DLA","KENDALL",0.2984753383126
"7471",2014-09-30,2.0027397260274,"Aircraft and Drones","Additional
DoD
Components","KENDALL",0.0431131720962
"7472",2014-09-30,2.0027397260274,"Electronics and Communications","Army","KENDALL",0.1383246578847
"7473",2014-09-30,2.0027397260274,"Electronics and Communications","Navy","KENDALL",0.5340871301884
"7474",2014-09-30,2.0027397260274,"Electronics and Communications","Air Force","KENDALL",0.3534280030507
"7475",2014-09-30,2.0027397260274,"Electronics and Communications","DLA","KENDALL",0.0922728341591
"7476",2014-09-30,2.0027397260274,"Electronics and Communications","MDA","KENDALL",0.00020443243
"7477",2014-09-30,2.0027397260274,"Electronics and Communications","Military
Health","KENDALL",0.00203987929
"7478",2014-09-30,2.0027397260274,"Electronics and Communications","Additional
DoD
Components","KENDALL",0.2339434970842
"7479",2014-09-30,2.0027397260274,"Facilities and Construction","Army","KENDALL",0.4722560164568
"7480",2014-09-30,2.0027397260274,"Facilities and Construction","Navy","KENDALL",0.1917786345611
"7481",2014-09-30,2.0027397260274,"Facilities and Construction","Air Force","KENDALL",0.3002468854515
"7482",2014-09-30,2.0027397260274,"Facilities and Construction","DLA","KENDALL",0.2818040265882
"7483",2014-09-30,2.0027397260274,"Facilities and Construction","MDA","KENDALL",0
"7484",2014-09-30,2.0027397260274,"Facilities and Construction","Military
Health","KENDALL",0
"7485",2014-09-30,2.0027397260274,"Facilities and Construction","Additional
DoD
Components","KENDALL",0.0060757436659
"7486",2014-09-30,2.0027397260274,"Land Vehicles","Army","KENDALL",0.2702352868457
"7487",2014-09-30,2.0027397260274,"Land Vehicles","Navy","KENDALL",0.0052781950989
"7488",2014-09-30,2.0027397260274,"Land Vehicles","Air Force","KENDALL",0.0125512591637
"7489",2014-09-30,2.0027397260274,"Land Vehicles","DLA","KENDALL",0.0623024190568
"7490",2014-09-30,2.0027397260274,"Land Vehicles","Additional
DoD
Components","KENDALL",9.69543294e-05
"7491",2014-09-30,2.0027397260274,"Missile and Space Systems","Army","KENDALL",0.0489831754054
"7492",2014-09-30,2.0027397260274,"Missile and Space Systems","Navy","KENDALL",0.1722765135721
"7493",2014-09-30,2.0027397260274,"Missile and Space Systems","Air Force","KENDALL",0.0813815988165
"7494",2014-09-30,2.0027397260274,"Missile and Space Systems","DLA","KENDALL",0.0006681296221
"7495",2014-09-30,2.0027397260274,"Missile and Space Systems","MDA","KENDALL",0.104385176875
"7496",2014-09-30,2.0027397260274,"Missile and Space Systems","Additional
DoD
Components","KENDALL",0.00017932695
"7497",2014-09-30,2.0027397260274,"Other Products","Army","KENDALL",0.1411402251702
"7498",2014-09-30,2.0027397260274,"Other Products","Navy","KENDALL",0.0336242908909
"7499",2014-09-30,2.0027397260274,"Other Products","Air Force","KENDALL",0.0325692933152
"7500",2014-09-30,2.0027397260274,"Other Products","DLA","KENDALL",0.8319004399519
"7501",2014-09-30,2.0027397260274,"Other Products","Additional
DoD
Components","KENDALL",0.0001919756484
"7502",2014-09-30,2.0027397260274,"Other R&D and Knowledge Based","Army","KENDALL",0.1702997936863
"7503",2014-09-30,2.0027397260274,"Other R&D and Knowledge Based","Navy","KENDALL",0.1323416338609
"7504",2014-09-30,2.0027397260274,"Other R&D and Knowledge Based","Air Force","KENDALL",0.2292425349415
"7505",2014-09-30,2.0027397260274,"Other R&D and Knowledge Based","DLA","KENDALL",0.0050045948008
"7506",2014-09-30,2.0027397260274,"Other R&D and Knowledge Based","MDA","KENDALL",0.006175583
"7507",2014-09-30,2.0027397260274,"Other R&D and Knowledge Based","Military
Health","KENDALL",0.0004598766875
"7508",2014-09-30,2.0027397260274,"Other R&D and Knowledge Based","Additional
DoD
Components","KENDALL",0.0851459646091
"7509",2014-09-30,2.0027397260274,"Other Services","Army","KENDALL",0.0227918529041
"7510",2014-09-30,2.0027397260274,"Other Services","Navy","KENDALL",0.1365546924664
"7511",2014-09-30,2.0027397260274,"Other Services","Air Force","KENDALL",0.8077066613243
"7512",2014-09-30,2.0027397260274,"Other Services","DLA","KENDALL",0.0208714121538
"7513",2014-09-30,2.0027397260274,"Other Services","MDA","KENDALL",0.000228
"7514",2014-09-30,2.0027397260274,"Other Services","Military
Health","KENDALL",0.6539659740703
"7515",2014-09-30,2.0027397260274,"Other Services","Additional
DoD
Components","KENDALL",1.0384991492907
"7516",2014-09-30,2.0027397260274,"Ships & Submarines","Army","KENDALL",0.0019142328413
"7517",2014-09-30,2.0027397260274,"Ships & Submarines","Navy","KENDALL",0.2472494415599
"7518",2014-09-30,2.0027397260274,"Ships & Submarines","Air Force","KENDALL",0.0002210204798
"7519",2014-09-30,2.0027397260274,"Ships & Submarines","DLA","KENDALL",0.1135357991995
"7520",2014-09-30,2.0027397260274,"Ships & Submarines","Additional
DoD
Components","KENDALL",-0.001414314546
"7521",2014-09-30,2.0027397260274,"Weapons and Ammunition","Army","KENDALL",0.0355783611436
"7522",2014-09-30,2.0027397260274,"Weapons and Ammunition","Navy","KENDALL",0.0062754237391
"7523",2014-09-30,2.0027397260274,"Weapons and Ammunition","Air Force","KENDALL",0.0638154543661
"7524",2014-09-30,2.0027397260274,"Weapons and Ammunition","DLA","KENDALL",0.0108025577036
"7525",2014-09-30,2.0027397260274,"Weapons and Ammunition","Additional
DoD
Components","KENDALL",4.28829531e-05
"7526",2014-09-30,2.08767123287671,"Aircraft and Drones","Army","KENDALL",0.3143258984472
"7527",2014-09-30,2.08767123287671,"Aircraft and Drones","Navy","KENDALL",0.5021903497607
"7528",2014-09-30,2.08767123287671,"Aircraft and Drones","Air Force","KENDALL",1.4035491834754
"7529",2014-09-30,2.08767123287671,"Aircraft and Drones","DLA","KENDALL",0.3006278527306
"7530",2014-09-30,2.08767123287671,"Aircraft and Drones","Additional
DoD
Components","KENDALL",0.0718548387983
"7531",2014-09-30,2.08767123287671,"Electronics and Communications","Army","KENDALL",0.2589430503065
"7532",2014-09-30,2.08767123287671,"Electronics and Communications","Navy","KENDALL",0.5214184980069
"7533",2014-09-30,2.08767123287671,"Electronics and Communications","Air Force","KENDALL",0.3086399912274
"7534",2014-09-30,2.08767123287671,"Electronics and Communications","DLA","KENDALL",0.0954533620016
"7535",2014-09-30,2.08767123287671,"Electronics and Communications","MDA","KENDALL",0.00600283534
"7536",2014-09-30,2.08767123287671,"Electronics and Communications","Military
Health","KENDALL",0.00530904951
"7537",2014-09-30,2.08767123287671,"Electronics and Communications","Additional
DoD
Components","KENDALL",0.3477277356654
"7538",2014-09-30,2.08767123287671,"Facilities and Construction","Army","KENDALL",0.8481734943731
"7539",2014-09-30,2.08767123287671,"Facilities and Construction","Navy","KENDALL",0.422945850146
"7540",2014-09-30,2.08767123287671,"Facilities and Construction","Air Force","KENDALL",0.0853223275436
"7541",2014-09-30,2.08767123287671,"Facilities and Construction","DLA","KENDALL",0.1218983351908
"7542",2014-09-30,2.08767123287671,"Facilities and Construction","MDA","KENDALL",-0.0001292948672
"7543",2014-09-30,2.08767123287671,"Facilities and Construction","Military
Health","KENDALL",6e-06
"7544",2014-09-30,2.08767123287671,"Facilities and Construction","Additional
DoD
Components","KENDALL",0.0040040356657
"7545",2014-09-30,2.08767123287671,"Land Vehicles","Army","KENDALL",0.2986895743159
"7546",2014-09-30,2.08767123287671,"Land Vehicles","Navy","KENDALL",0.0058568377268
"7547",2014-09-30,2.08767123287671,"Land Vehicles","Air Force","KENDALL",0.0016436918632
"7548",2014-09-30,2.08767123287671,"Land Vehicles","DLA","KENDALL",0.0563305056035
"7549",2014-09-30,2.08767123287671,"Land Vehicles","MDA","KENDALL",1.188784e-05
"7550",2014-09-30,2.08767123287671,"Land Vehicles","Additional
DoD
Components","KENDALL",-0.0010848650581
"7551",2014-09-30,2.08767123287671,"Missile and Space Systems","Army","KENDALL",0.048944205797
"7552",2014-09-30,2.08767123287671,"Missile and Space Systems","Navy","KENDALL",0.3185257606992
"7553",2014-09-30,2.08767123287671,"Missile and Space Systems","Air Force","KENDALL",0.3914127671127
"7554",2014-09-30,2.08767123287671,"Missile and Space Systems","DLA","KENDALL",0.0004037817102
"7555",2014-09-30,2.08767123287671,"Missile and Space Systems","MDA","KENDALL",0.261501803625
"7556",2014-09-30,2.08767123287671,"Missile and Space Systems","Additional
DoD
Components","KENDALL",0.000133
"7557",2014-09-30,2.08767123287671,"Other Products","Army","KENDALL",0.1329448777837
"7558",2014-09-30,2.08767123287671,"Other Products","Navy","KENDALL",0.1228643657241
"7559",2014-09-30,2.08767123287671,"Other Products","Air Force","KENDALL",0.0060668861198
"7560",2014-09-30,2.08767123287671,"Other Products","DLA","KENDALL",1.4747758193627
"7561",2014-09-30,2.08767123287671,"Other Products","Additional
DoD
Components","KENDALL",0.0084156445999
"7562",2014-09-30,2.08767123287671,"Other R&D and Knowledge Based","Army","KENDALL",0.4277311232425
"7563",2014-09-30,2.08767123287671,"Other R&D and Knowledge Based","Navy","KENDALL",0.3144038897254
"7564",2014-09-30,2.08767123287671,"Other R&D and Knowledge Based","Air Force","KENDALL",0.2480934790478
"7565",2014-09-30,2.08767123287671,"Other R&D and Knowledge Based","DLA","KENDALL",0.0122556937696
"7566",2014-09-30,2.08767123287671,"Other R&D and Knowledge Based","MDA","KENDALL",0.2478218599629
"7567",2014-09-30,2.08767123287671,"Other R&D and Knowledge Based","Military
Health","KENDALL",0.0010220775127
"7568",2014-09-30,2.08767123287671,"Other R&D and Knowledge Based","Additional
DoD
Components","KENDALL",0.0950570665129
"7569",2014-09-30,2.08767123287671,"Other Services","Army","KENDALL",0.2548108214423
"7570",2014-09-30,2.08767123287671,"Other Services","Navy","KENDALL",0.1997814419066
"7571",2014-09-30,2.08767123287671,"Other Services","Air Force","KENDALL",0.1830785843463
"7572",2014-09-30,2.08767123287671,"Other Services","DLA","KENDALL",0.0063350884846
"7573",2014-09-30,2.08767123287671,"Other Services","MDA","KENDALL",0.000519
"7574",2014-09-30,2.08767123287671,"Other Services","Military
Health","KENDALL",0.3836850036577
"7575",2014-09-30,2.08767123287671,"Other Services","Additional
DoD
Components","KENDALL",0.2835893225093
"7576",2014-09-30,2.08767123287671,"Ships & Submarines","Army","KENDALL",0.009274585964
"7577",2014-09-30,2.08767123287671,"Ships & Submarines","Navy","KENDALL",0.4686413148886
"7578",2014-09-30,2.08767123287671,"Ships & Submarines","Air Force","KENDALL",0.0001990269102
"7579",2014-09-30,2.08767123287671,"Ships & Submarines","DLA","KENDALL",0.0975193337305
"7580",2014-09-30,2.08767123287671,"Ships & Submarines","Additional
DoD
Components","KENDALL",0.012735512956
"7581",2014-09-30,2.08767123287671,"Weapons and Ammunition","Army","KENDALL",0.1101364761165
"7582",2014-09-30,2.08767123287671,"Weapons and Ammunition","Navy","KENDALL",0.0284144379841
"7583",2014-09-30,2.08767123287671,"Weapons and Ammunition","Air Force","KENDALL",0.0407070586436
"7584",2014-09-30,2.08767123287671,"Weapons and Ammunition","DLA","KENDALL",0.0081267770705
"7585",2014-09-30,2.08767123287671,"Weapons and Ammunition","Additional
DoD
Components","KENDALL",0.000896037
"7586",2014-09-30,2.16986301369863,"Aircraft and Drones","Army","KENDALL",2.1388065738913
"7587",2014-09-30,2.16986301369863,"Aircraft and Drones","Navy","KENDALL",2.1152987865978
"7588",2014-09-30,2.16986301369863,"Aircraft and Drones","Air Force","KENDALL",2.0680695065659
"7589",2014-09-30,2.16986301369863,"Aircraft and Drones","DLA","KENDALL",0.259796207734
"7590",2014-09-30,2.16986301369863,"Aircraft and Drones","Additional
DoD
Components","KENDALL",0.0626462096514
"7591",2014-09-30,2.16986301369863,"Electronics and Communications","Army","KENDALL",0.480118038314
"7592",2014-09-30,2.16986301369863,"Electronics and Communications","Navy","KENDALL",0.8872652162567
"7593",2014-09-30,2.16986301369863,"Electronics and Communications","Air Force","KENDALL",0.6492172418251
"7594",2014-09-30,2.16986301369863,"Electronics and Communications","DLA","KENDALL",0.1552279558759
"7595",2014-09-30,2.16986301369863,"Electronics and Communications","MDA","KENDALL",0.00038236531
"7596",2014-09-30,2.16986301369863,"Electronics and Communications","Military
Health","KENDALL",0.01752867889
"7597",2014-09-30,2.16986301369863,"Electronics and Communications","Additional
DoD
Components","KENDALL",0.3901929138733
"7598",2014-09-30,2.16986301369863,"Facilities and Construction","Army","KENDALL",1.0896488683554
"7599",2014-09-30,2.16986301369863,"Facilities and Construction","Navy","KENDALL",0.5804025583442
"7600",2014-09-30,2.16986301369863,"Facilities and Construction","Air Force","KENDALL",0.1587050000172
"7601",2014-09-30,2.16986301369863,"Facilities and Construction","DLA","KENDALL",0.0897804447559
"7602",2014-09-30,2.16986301369863,"Facilities and Construction","MDA","KENDALL",3.244944e-05
"7603",2014-09-30,2.16986301369863,"Facilities and Construction","Military
Health","KENDALL",6.06640391e-05
"7604",2014-09-30,2.16986301369863,"Facilities and Construction","Additional
DoD
Components","KENDALL",0.0143655780766
"7605",2014-09-30,2.16986301369863,"Land Vehicles","Army","KENDALL",0.5494858820674
"7606",2014-09-30,2.16986301369863,"Land Vehicles","Navy","KENDALL",0.0185716800284
"7607",2014-09-30,2.16986301369863,"Land Vehicles","Air Force","KENDALL",0.0218225347655
"7608",2014-09-30,2.16986301369863,"Land Vehicles","DLA","KENDALL",0.0704020096548
"7609",2014-09-30,2.16986301369863,"Land Vehicles","Additional
DoD
Components","KENDALL",7.54847589e-05
"7610",2014-09-30,2.16986301369863,"Missile and Space Systems","Army","KENDALL",0.1687083690986
"7611",2014-09-30,2.16986301369863,"Missile and Space Systems","Navy","KENDALL",0.3914028744919
"7612",2014-09-30,2.16986301369863,"Missile and Space Systems","Air Force","KENDALL",0.6487819494263
"7613",2014-09-30,2.16986301369863,"Missile and Space Systems","DLA","KENDALL",0.0015162465565
"7614",2014-09-30,2.16986301369863,"Missile and Space Systems","MDA","KENDALL",0.2873584366331
"7615",2014-09-30,2.16986301369863,"Missile and Space Systems","Additional
DoD
Components","KENDALL",0.0019839557578
"7616",2014-09-30,2.16986301369863,"Other Products","Army","KENDALL",0.1209644520439
"7617",2014-09-30,2.16986301369863,"Other Products","Navy","KENDALL",0.0662555091284
"7618",2014-09-30,2.16986301369863,"Other Products","Air Force","KENDALL",0.0075927189041
"7619",2014-09-30,2.16986301369863,"Other Products","DLA","KENDALL",1.3023194617737
"7620",2014-09-30,2.16986301369863,"Other Products","Additional
DoD
Components","KENDALL",0.0017668105503
"7621",2014-09-30,2.16986301369863,"Other R&D and Knowledge Based","Army","KENDALL",0.6068029936222
"7622",2014-09-30,2.16986301369863,"Other R&D and Knowledge Based","Navy","KENDALL",0.4428277832065
"7623",2014-09-30,2.16986301369863,"Other R&D and Knowledge Based","Air Force","KENDALL",0.3330319104652
"7624",2014-09-30,2.16986301369863,"Other R&D and Knowledge Based","DLA","KENDALL",0.0702182270346
"7625",2014-09-30,2.16986301369863,"Other R&D and Knowledge Based","MDA","KENDALL",0.0294308680625
"7626",2014-09-30,2.16986301369863,"Other R&D and Knowledge Based","Military
Health","KENDALL",0.0206725331808
"7627",2014-09-30,2.16986301369863,"Other R&D and Knowledge Based","Additional
DoD
Components","KENDALL",0.17588111781
"7628",2014-09-30,2.16986301369863,"Other Services","Army","KENDALL",0.3305921213609
"7629",2014-09-30,2.16986301369863,"Other Services","Navy","KENDALL",0.1200296819585
"7630",2014-09-30,2.16986301369863,"Other Services","Air Force","KENDALL",0.8878138286327
"7631",2014-09-30,2.16986301369863,"Other Services","DLA","KENDALL",0.0027747428211
"7632",2014-09-30,2.16986301369863,"Other Services","MDA","KENDALL",3e-04
"7633",2014-09-30,2.16986301369863,"Other Services","Military
Health","KENDALL",0.3779874459649
"7634",2014-09-30,2.16986301369863,"Other Services","Additional
DoD
Components","KENDALL",0.1903337934693
"7635",2014-09-30,2.16986301369863,"Ships & Submarines","Army","KENDALL",0.0210768792771
"7636",2014-09-30,2.16986301369863,"Ships & Submarines","Navy","KENDALL",0.772786926031
"7637",2014-09-30,2.16986301369863,"Ships & Submarines","Air Force","KENDALL",3.23485e-05
"7638",2014-09-30,2.16986301369863,"Ships & Submarines","DLA","KENDALL",0.0749643283262
"7639",2014-09-30,2.16986301369863,"Ships & Submarines","Additional
DoD
Components","KENDALL",0.0126002873455
"7640",2014-09-30,2.16986301369863,"Weapons and Ammunition","Army","KENDALL",0.1794429743598
"7641",2014-09-30,2.16986301369863,"Weapons and Ammunition","Navy","KENDALL",0.1387519133327
"7642",2014-09-30,2.16986301369863,"Weapons and Ammunition","Air Force","KENDALL",0.034604539495
"7643",2014-09-30,2.16986301369863,"Weapons and Ammunition","DLA","KENDALL",0.010192144841
"7644",2014-09-30,2.16986301369863,"Weapons and Ammunition","Additional
DoD
Components","KENDALL",0.00205273598
"7645",2014-09-30,2.25479452054795,"Aircraft and Drones","Army","KENDALL",0.6358640273661
"7646",2014-09-30,2.25479452054795,"Aircraft and Drones","Navy","KENDALL",0.4720973664729
"7647",2014-09-30,2.25479452054795,"Aircraft and Drones","Air Force","KENDALL",0.7060274830071
"7648",2014-09-30,2.25479452054795,"Aircraft and Drones","DLA","KENDALL",0.290342801629
"7649",2014-09-30,2.25479452054795,"Aircraft and Drones","Additional
DoD
Components","KENDALL",0.0567565291882
"7650",2014-09-30,2.25479452054795,"Electronics and Communications","Army","KENDALL",0.4290412729163
"7651",2014-09-30,2.25479452054795,"Electronics and Communications","Navy","KENDALL",0.6578753517857
"7652",2014-09-30,2.25479452054795,"Electronics and Communications","Air Force","KENDALL",0.2805835863493
"7653",2014-09-30,2.25479452054795,"Electronics and Communications","DLA","KENDALL",0.0876725432557
"7654",2014-09-30,2.25479452054795,"Electronics and Communications","MDA","KENDALL",0.00019309726
"7655",2014-09-30,2.25479452054795,"Electronics and Communications","Military
Health","KENDALL",0.0190399879205
"7656",2014-09-30,2.25479452054795,"Electronics and Communications","Additional
DoD
Components","KENDALL",0.3362574973281
"7657",2014-09-30,2.25479452054795,"Facilities and Construction","Army","KENDALL",0.634582943685
"7658",2014-09-30,2.25479452054795,"Facilities and Construction","Navy","KENDALL",0.3369419129801
"7659",2014-09-30,2.25479452054795,"Facilities and Construction","Air Force","KENDALL",0.2479164976909
"7660",2014-09-30,2.25479452054795,"Facilities and Construction","DLA","KENDALL",0.1044158843573
"7661",2014-09-30,2.25479452054795,"Facilities and Construction","MDA","KENDALL",0
"7662",2014-09-30,2.25479452054795,"Facilities and Construction","Military
Health","KENDALL",3.84998e-06
"7663",2014-09-30,2.25479452054795,"Facilities and Construction","Additional
DoD
Components","KENDALL",0.007538159064
"7664",2014-09-30,2.25479452054795,"Land Vehicles","Army","KENDALL",0.0958484635285
"7665",2014-09-30,2.25479452054795,"Land Vehicles","Navy","KENDALL",0.039672403536
"7666",2014-09-30,2.25479452054795,"Land Vehicles","Air Force","KENDALL",0.0155458640949
"7667",2014-09-30,2.25479452054795,"Land Vehicles","DLA","KENDALL",0.0771601785767
"7668",2014-09-30,2.25479452054795,"Land Vehicles","Additional
DoD
Components","KENDALL",7.52733016e-05
"7669",2014-09-30,2.25479452054795,"Missile and Space Systems","Army","KENDALL",0.0365765739621
"7670",2014-09-30,2.25479452054795,"Missile and Space Systems","Navy","KENDALL",0.0165105962211
"7671",2014-09-30,2.25479452054795,"Missile and Space Systems","Air Force","KENDALL",0.1678488740805
"7672",2014-09-30,2.25479452054795,"Missile and Space Systems","DLA","KENDALL",0.0007413384526
"7673",2014-09-30,2.25479452054795,"Missile and Space Systems","MDA","KENDALL",0.1927172440625
"7674",2014-09-30,2.25479452054795,"Missile and Space Systems","Additional
DoD
Components","KENDALL",0.00157709063
"7675",2014-09-30,2.25479452054795,"Other Products","Army","KENDALL",0.1321592512655
"7676",2014-09-30,2.25479452054795,"Other Products","Navy","KENDALL",0.0430660197541
"7677",2014-09-30,2.25479452054795,"Other Products","Air Force","KENDALL",0.0095343494263
"7678",2014-09-30,2.25479452054795,"Other Products","DLA","KENDALL",1.6054275701528
"7679",2014-09-30,2.25479452054795,"Other Products","Additional
DoD
Components","KENDALL",0.0002826071708
"7680",2014-09-30,2.25479452054795,"Other R&D and Knowledge Based","Army","KENDALL",0.5881233732551
"7681",2014-09-30,2.25479452054795,"Other R&D and Knowledge Based","Navy","KENDALL",0.318358426883
"7682",2014-09-30,2.25479452054795,"Other R&D and Knowledge Based","Air Force","KENDALL",0.3124203549876
"7683",2014-09-30,2.25479452054795,"Other R&D and Knowledge Based","DLA","KENDALL",0.0973274689931
"7684",2014-09-30,2.25479452054795,"Other R&D and Knowledge Based","MDA","KENDALL",0.0126786038243
"7685",2014-09-30,2.25479452054795,"Other R&D and Knowledge Based","Military
Health","KENDALL",0.0054980397225
"7686",2014-09-30,2.25479452054795,"Other R&D and Knowledge Based","Additional
DoD
Components","KENDALL",0.1720455411326
"7687",2014-09-30,2.25479452054795,"Other Services","Army","KENDALL",0.0865996961976
"7688",2014-09-30,2.25479452054795,"Other Services","Navy","KENDALL",0.0943721423933
"7689",2014-09-30,2.25479452054795,"Other Services","Air Force","KENDALL",0.0553304324092
"7690",2014-09-30,2.25479452054795,"Other Services","DLA","KENDALL",0.0026994170904
"7691",2014-09-30,2.25479452054795,"Other Services","MDA","KENDALL",1.44403203e-05
"7692",2014-09-30,2.25479452054795,"Other Services","Military
Health","KENDALL",0.2058117573398
"7693",2014-09-30,2.25479452054795,"Other Services","Additional
DoD
Components","KENDALL",0.1819154360993
"7694",2014-09-30,2.25479452054795,"Ships & Submarines","Army","KENDALL",0.0028950928766
"7695",2014-09-30,2.25479452054795,"Ships & Submarines","Navy","KENDALL",0.8248479391758
"7696",2014-09-30,2.25479452054795,"Ships & Submarines","Air Force","KENDALL",9.39793496e-05
"7697",2014-09-30,2.25479452054795,"Ships & Submarines","DLA","KENDALL",0.0736829021598
"7698",2014-09-30,2.25479452054795,"Ships & Submarines","Additional
DoD
Components","KENDALL",0.0050354856813
