"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","PlatformPortfolio.AnD","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"6273",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.0107658584109115,0.00442908540344758
"6274",2013-09-01,2013-09-30,"Q4",2013-09-30,6.92328767123288,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-0.00204660876480146,0.00266325631997038
"6275",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Missile and Space Systems","Additional
DoD
Components","YOUNG",5.21131846720069e-05,0.00292378761026067
"6276",2013-10-01,2013-12-31,"Q1",2014-09-30,7.00547945205479,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-0.0001283276575,-0.000707607745876485
"6277",2013-12-01,2013-12-31,"Q1",2014-09-30,7.17260273972603,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.00157244495,0.000498743492390669
"6278",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-3.01125267436885e-05,0.000471334921918771
"6279",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Missile and Space Systems","Additional
DoD
Components","YOUNG",2.40377620881472e-06,0.000514912066488375
"6280",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.00124219197396963,0.000404827741144919
"6281",2014-04-01,2014-06-30,"Q3",2014-09-30,7.5041095890411,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-0.0008724562939,0.000124046485426149
"6282",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-5.65762729995721e-06,0.000121359350923225
"6283",2014-08-01,2014-09-30,"Q4",2014-09-30,7.83835616438356,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-0.0018632914783,-0.000913801799833319
"6284",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-6.16592854086436e-06,-0.000625038344713607
"6285",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.000912125053487377,-0.000319110784451162
"6286",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-1.84695656824989e-05,0.000295829853088005
"6287",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-1.75031022678648e-06,0.000297301725859364
"6288",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-5.66966195977749e-05,-2.56388318356868e-05
"6289",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Missile and Space Systems","Additional
DoD
Components","YOUNG",2.64939024390244e-05,-1.06510091285123e-05
"6290",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.000468008392782207,0.000145935225207819
"6291",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-0.00159925723877465,-0.000368251647851141
"6292",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-4.39381032312212e-05,-0.000391728983074556
"6293",2012-02-01,2012-03-31,"Q2",2012-09-30,5.33972602739726,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-0.000100201925651323,-0.000581132422552399
"6294",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-5.45530843474612e-06,-4.98651124390968e-05
"6295",2011-11-01,2011-12-31,"Q1",2012-09-30,5.08767123287671,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-0.00038244156111626,-0.000162699598400776
"6296",2012-01-01,2012-03-31,"Q2",2012-09-30,5.25479452054795,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-7.47330038101123e-05,-0.000154209957787039
"6297",2012-06-01,2012-06-30,"Q3",2012-09-30,5.67123287671233,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-2.19050561219236e-06,-0.000153121690179522
"6298",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.000127858791439362,1.69784273390192e-05
"6299",2011-10-01,2011-12-31,"Q1",2012-09-30,5.0027397260274,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-1.08105241478735e-05,3.82859205597654e-05
"6300",2012-04-01,2012-06-30,"Q3",2012-09-30,5.5041095890411,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-2.99551024611259e-06,3.8017585681792e-05
"6301",2013-02-01,2013-03-31,"Q2",2013-09-30,6.34246575342466,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-0.0011216250175688,-0.00037847701732093
"6302",2013-11-01,2013-12-31,"Q1",2014-09-30,7.09041095890411,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-2.799203e-05,-0.000384204185938305
"6303",2012-08-01,2012-09-30,"Q4",2012-09-30,5.83835616438356,"Missile and Space Systems","Additional
DoD
Components","YOUNG",1.51992585727525e-05,-0.000378139262998683
"6304",2011-12-01,2011-12-31,"Q1",2012-09-30,5.16986301369863,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.00119349940273916,0.000393568877103971
"6305",2014-01-01,2014-03-31,"Q2",2014-09-30,7.25753424657534,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.0003284265938,0.000512375085037305
"6306",2014-05-01,2014-06-30,"Q3",2014-09-30,7.58630136986301,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-0.0018370114629,-0.000105028488786946
"6307",2014-06-01,2014-06-30,"Q3",2014-09-30,7.67123287671233,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.000294846471,-0.000404579466033333
"6308",2014-09-01,2014-09-30,"Q4",2014-09-30,7.92328767123288,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-0.0018852068729,-0.00114245728826667
"6309",2014-02-01,2014-03-31,"Q2",2014-09-30,7.34246575342466,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.0001707059862,-0.000473218138566667
"6310",2014-03-01,2014-03-31,"Q2",2014-09-30,7.41917808219178,"Missile and Space Systems","Additional
DoD
Components","YOUNG",0.0001340296821,-0.000526823734866667
"6311",2013-08-01,2013-09-30,"Q4",2013-09-30,6.83835616438356,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-0.00116435828739718,-0.000286540873032392
"6312",2013-07-01,2013-09-30,"Q4",2013-09-30,6.75342465753425,"Missile and Space Systems","Additional
DoD
Components","YOUNG",2.68754036762466e-05,-0.00033448440054031
"6313",2014-07-01,2014-09-30,"Q4",2014-09-30,7.75342465753425,"Missile and Space Systems","Additional
DoD
Components","YOUNG",-0.0002304921641,-0.000455991682606977
"6314",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0.0105587662805802,NA
"6315",2010-04-01,2010-06-30,"Q3",2010-09-22,1.4986301369863,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-8.3007595207531e-06,NA
"6316",2010-06-01,2010-06-30,"Q3",2010-09-22,1.66575342465753,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",9.14326059050064e-06,0.00351986959388332
"6317",2010-07-01,2010-09-30,"Q4",2010-09-22,1.74794520547945,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-2.11336114676936e-05,-6.76370346598203e-06
"6318",2010-08-01,2010-09-30,"Q4",2010-09-22,1.83287671232877,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.00014361366067608,-5.18680038510911e-05
"6319",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.000348220446915652,-0.000170989239686476
"6320",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0.0492712615190936,0.0162598091371673
"6321",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-1.8726395300042e-06,0.016307056144216
"6322",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.000694752475870751,0.0161915454678976
"6323",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0.010401488669744,0.00323495451811442
"6324",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-1.13002780352178e-05,0.00323181197194602
"6325",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0.000237498970239934,0.00354256245398291
"6326",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-2.09313767892081e-05,6.84224384718361e-05
"6327",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-4.70512856707627e-06,7.06208216278832e-05
"6328",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.000144945256220169,-5.6860587192151e-05
"6329",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0,-4.98834615957483e-05
"6330",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0.00255407641264343,0.000803043718807753
"6331",2014-03-01,2014-03-31,"Q2",2014-09-30,5.41643835616438,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.0004257691338,0.000709435759614476
"6332",2014-05-01,2014-06-30,"Q3",2014-09-30,5.58356164383562,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0,0.000709435759614476
"6333",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0.00188703831998268,0.00048708972872756
"6334",2014-07-01,2014-09-30,"Q4",2014-09-30,5.75068493150685,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0,0.00062901277332756
"6335",2009-10-01,2009-12-31,"Q1",2010-09-22,1,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",1.20453572956782e-05,0.000633027892426119
"6336",2009-11-01,2009-12-31,"Q1",2010-09-22,1.08493150684932,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0,4.01511909855941e-06
"6337",2010-03-01,2010-03-31,"Q2",2010-09-22,1.41369863013699,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0.00216086924475824,0.000724304867351305
"6338",2010-01-01,2010-03-31,"Q2",2010-09-22,1.25205479452055,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0.00105341035515618,0.00107142653330481
"6339",2010-05-01,2010-06-30,"Q3",2010-09-22,1.58082191780822,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.00035052999572101,0.000954583201397804
"6340",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0.0852179146768779,0.0286402650121043
"6341",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-6.66888375996643e-06,0.028286905265799
"6342",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-3.86359630717583e-06,0.0284024607322702
"6343",2010-09-01,2010-09-30,"Q4",2010-09-22,1.91780821917808,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",2.34491548994437e-05,4.30555827743382e-06
"6344",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.00156243941460344,-0.000514284618670391
"6345",2011-11-01,2011-12-31,"Q1",2012-09-30,3.08493150684932,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",5.04582432293276e-05,-0.00049617733882489
"6346",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-5.39336026017625e-05,-0.000521971591325292
"6347",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-3.14729332773814e-09,-1.15950222192088e-06
"6348",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0,-1.79789166316967e-05
"6349",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.000410914251879312,-0.00013697246639088
"6350",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.0236844815158068,-0.00803179858922871
"6351",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-1.23046030274946e-07,-0.00803183960457213
"6352",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0,-0.00789486818727903
"6353",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",6.60099522697268e-05,2.19623020798173e-05
"6354",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.000111418747841982,-1.51362651907518e-05
"6355",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.000713440641819844,-0.000252949812464033
"6356",2013-11-01,2013-12-31,"Q1",2014-09-30,5.08767123287671,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0,-0.000274953129887275
"6357",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0,-0.000237813547273281
"6358",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0,0
"6359",2014-04-01,2014-06-30,"Q3",2014-09-30,5.5013698630137,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.006569,-0.00218966666666667
"6360",2014-06-01,2014-06-30,"Q3",2014-09-30,5.66849315068493,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.0003375955101,-0.00230219850336667
"6361",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-1.52739194292908e-06,-0.00230270763401431
"6362",2013-10-01,2013-12-31,"Q1",2014-09-30,5.0027397260274,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-2.67777598e-05,-0.000121966887280976
"6363",2013-12-01,2013-12-31,"Q1",2014-09-30,5.16986301369863,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0,-9.43505058097636e-06
"6364",2014-01-01,2014-03-31,"Q2",2014-09-30,5.25479452054795,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.0003052107061,-0.000110662821966667
"6365",2014-02-01,2014-03-31,"Q2",2014-09-30,5.33972602739726,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0,-0.000101736902033333
"6366",2014-08-01,2014-09-30,"Q4",2014-09-30,5.83561643835616,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-0.0008933850351,-0.000399531913733333
"6367",2014-09-01,2014-09-30,"Q4",2014-09-30,5.92054794520548,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",-1.53349e-06,-0.000298306175033333
"6368",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Missile and Space Systems","Additional
DoD
Components","CARTER
pre-BBP",0,-0.000298306175033333
"6369",2011-11-01,2011-12-31,"Q1",2012-07-30,1.08493150684932,"Missile and Space Systems","Additional
DoD
Components","BBP1",4.80322314900628e-06,NA
"6370",2011-12-01,2011-12-31,"Q1",2012-07-30,1.16712328767123,"Missile and Space Systems","Additional
DoD
Components","BBP1",5.87241272783441e-06,NA
"6371",2012-10-01,2012-12-31,"Q1",2013-09-30,2.0027397260274,"Missile and Space Systems","Additional
DoD
Components","BBP1",0,3.55854529228023e-06
"6372",2012-12-01,2012-12-31,"Q1",2013-09-30,2.16986301369863,"Missile and Space Systems","Additional
DoD
Components","BBP1",0,1.95747090927814e-06
"6373",2013-01-01,2013-03-31,"Q2",2013-09-30,2.25479452054795,"Missile and Space Systems","Additional
DoD
Components","BBP1",0,0
"6374",2013-04-01,2013-06-30,"Q3",2013-09-30,2.5013698630137,"Missile and Space Systems","Additional
DoD
Components","BBP1",0,0
"6375",2013-06-01,2013-06-30,"Q3",2013-09-30,2.66849315068493,"Missile and Space Systems","Additional
DoD
Components","BBP1",-7.78706204935513e-06,-2.59568734978504e-06
"6376",2013-08-01,2013-09-30,"Q4",2013-09-30,2.83561643835616,"Missile and Space Systems","Additional
DoD
Components","BBP1",0,-2.59568734978504e-06
"6377",2013-09-01,2013-09-30,"Q4",2013-09-30,2.92054794520548,"Missile and Space Systems","Additional
DoD
Components","BBP1",-4.83050358484818e-05,-1.86973659659456e-05
"6378",2013-10-01,2013-12-31,"Q1",2014-09-30,3.0027397260274,"Missile and Space Systems","Additional
DoD
Components","BBP1",-1.086979e-05,-1.97249419494939e-05
"6379",2014-01-01,2014-03-31,"Q2",2014-09-30,3.25479452054795,"Missile and Space Systems","Additional
DoD
Components","BBP1",-0.0001277958165,-6.23235474494939e-05
"6380",2014-02-01,2014-03-31,"Q2",2014-09-30,3.33972602739726,"Missile and Space Systems","Additional
DoD
Components","BBP1",-1.4171e-05,-5.09455355e-05
"6381",2014-03-01,2014-03-31,"Q2",2014-09-30,3.41643835616438,"Missile and Space Systems","Additional
DoD
Components","BBP1",0,-4.73222721666667e-05
"6382",2014-08-01,2014-09-30,"Q4",2014-09-30,3.83561643835616,"Missile and Space Systems","Additional
DoD
Components","BBP1",-3.2259e-05,-1.54766666666667e-05
"6383",2011-03-01,2011-03-31,"Q2",2011-09-30,0.413698630136986,"Missile and Space Systems","Additional
DoD
Components","BBP1",0.00161884511120436,0.000528862037068121
"6384",2011-05-01,2011-06-30,"Q3",2011-09-30,0.580821917808219,"Missile and Space Systems","Additional
DoD
Components","BBP1",7.06378514477549e-07,0.000529097496572947
"6385",2011-01-01,2011-03-31,"Q2",2011-09-30,0.252054794520548,"Missile and Space Systems","Additional
DoD
Components","BBP1",6.84094733529165e-05,0.000562653654357253
"6386",2011-02-01,2011-03-31,"Q2",2011-09-30,0.336986301369863,"Missile and Space Systems","Additional
DoD
Components","BBP1",1.18979227864037e-06,2.34352147153448e-05
"6387",2011-07-01,2011-09-30,"Q4",2011-09-30,0.747945205479452,"Missile and Space Systems","Additional
DoD
Components","BBP1",-2.02794796475031e-05,1.64399286613512e-05
"6388",2011-08-01,2011-09-30,"Q4",2011-09-30,0.832876712328767,"Missile and Space Systems","Additional
DoD
Components","BBP1",0.00166615535039866,0.000549021887676598
"6389",2012-02-01,2012-03-31,"Q2",2012-07-30,1.33698630136986,"Missile and Space Systems","Additional
DoD
Components","BBP1",2.09543816290804e-05,0.000555610084126745
"6390",2012-04-01,2012-06-30,"Q3",2012-07-30,1.5013698630137,"Missile and Space Systems","Additional
DoD
Components","BBP1",0.00239317701575533,0.00136009558259436
"6391",2012-05-01,2012-06-30,"Q3",2012-07-30,1.58356164383562,"Missile and Space Systems","Additional
DoD
Components","BBP1",0.00155023993409536,0.00132145711049326
"6392",2012-06-01,2012-06-30,"Q3",2012-07-30,1.66849315068493,"Missile and Space Systems","Additional
DoD
Components","BBP1",0.00160361528163938,0.00184901074383002
"6393",2011-09-01,2011-09-30,"Q4",2011-09-30,0.917808219178082,"Missile and Space Systems","Additional
DoD
Components","BBP1",3.00071338648762e-06,0.00105228530970707
"6394",2012-07-01,2012-09-30,"Q4",2012-07-30,1.75068493150685,"Missile and Space Systems","Additional
DoD
Components","BBP1",0.000706518381217176,0.000771044792081014
"6395",2012-08-01,2012-09-30,"Q4",2012-09-30,1.83561643835616,"Missile and Space Systems","Additional
DoD
Components","BBP1",0,0.000236506364867888
"6396",2012-01-01,2012-03-31,"Q2",2012-07-30,1.25205479452055,"Missile and Space Systems","Additional
DoD
Components","BBP1",-8.81823705076717e-06,0.000232566714722136
"6397",2012-09-01,2012-09-30,"Q4",2012-09-30,1.92054794520548,"Missile and Space Systems","Additional
DoD
Components","BBP1",0,-2.93941235025572e-06
"6398",2013-05-01,2013-06-30,"Q3",2013-09-30,2.58356164383562,"Missile and Space Systems","Additional
DoD
Components","BBP1",-5.68701127246877e-05,-2.18961165918183e-05
"6399",2012-11-01,2012-12-31,"Q1",2013-09-30,2.08767123287671,"Missile and Space Systems","Additional
DoD
Components","BBP1",0,-1.89567042415626e-05
"6400",2013-11-01,2013-12-31,"Q1",2014-09-30,3.08767123287671,"Missile and Space Systems","Additional
DoD
Components","BBP1",0,-1.89567042415626e-05
"6401",2013-12-01,2013-12-31,"Q1",2014-09-30,3.16986301369863,"Missile and Space Systems","Additional
DoD
Components","BBP1",0.000373042,0.000124347333333333
"6402",2013-03-01,2013-03-31,"Q2",2013-09-30,2.41643835616438,"Missile and Space Systems","Additional
DoD
Components","BBP1",0,0.000124347333333333
"6403",2013-02-01,2013-03-31,"Q2",2013-09-30,2.33972602739726,"Missile and Space Systems","Additional
DoD
Components","BBP1",6.08667695744897e-06,0.000126376225652483
"6404",2013-07-01,2013-09-30,"Q4",2013-09-30,2.75068493150685,"Missile and Space Systems","Additional
DoD
Components","BBP1",0.000378795572255509,0.000128294083070986
"6405",2014-04-01,2014-06-30,"Q3",2014-09-30,3.5013698630137,"Missile and Space Systems","Additional
DoD
Components","BBP1",0,0.000128294083070986
"6406",2014-06-01,2014-06-30,"Q3",2014-09-30,3.66849315068493,"Missile and Space Systems","Additional
DoD
Components","BBP1",0.000128,0.000168931857418503
"6407",2014-07-01,2014-09-30,"Q4",2014-09-30,3.75068493150685,"Missile and Space Systems","Additional
DoD
Components","BBP1",2.96776299e-05,5.25592099666667e-05
"6408",2011-04-01,2011-06-30,"Q3",2011-09-30,0.498630136986301,"Missile and Space Systems","Additional
DoD
Components","BBP1",1.29502727654217e-06,5.29908857255141e-05
"6409",2011-06-01,2011-06-30,"Q3",2011-09-30,0.665753424657534,"Missile and Space Systems","Additional
DoD
Components","BBP1",1.2180444817457e-06,1.0730233886096e-05
"6410",2012-03-01,2012-03-31,"Q2",2012-07-30,1.41643835616438,"Missile and Space Systems","Additional
DoD
Components","BBP1",0,8.37690586095957e-07
"6411",2014-09-01,2014-09-30,"Q4",2014-09-30,3.92054794520548,"Missile and Space Systems","Additional
DoD
Components","BBP1",-6.49654883e-05,-2.12491479394181e-05
"6412",2014-05-01,2014-06-30,"Q3",2014-09-30,3.58356164383562,"Missile and Space Systems","Additional
DoD
Components","BBP1",0.000673036,0.000202690170566667
"6413",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0,NA
"6414",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.000653045597643952,NA
"6415",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",-2.68508175078704e-06,0.000216786838631055
"6416",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.000187813513760536,0.000279391343217901
"6417",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",4.05513457905961e-05,7.52265926001151e-05
"6418",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.000307879830912968,0.0001787482301547
"6419",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.00132264941708134,0.00055702686459497
"6420",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.00056981066324769,0.000733446637080668
"6421",2014-05-01,2014-06-30,"Q3",2014-09-18,2.58356164383562,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",8.83844376e-05,0.000660281505976345
"6422",2014-06-01,2014-06-30,"Q3",2014-09-18,2.66849315068493,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0052628703302,0.0019736884770159
"6423",2014-08-01,2014-09-30,"Q4",2014-09-18,2.83561643835616,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",4.81670195e-05,0.00179980726243333
"6424",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",-1.54166924106683e-05,0.00176520688576311
"6425",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.000723776696529709,0.00025217567453968
"6426",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0,0.000236120001373013
"6427",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0,0.000241258898843236
"6428",2013-10-01,2013-12-31,"Q1",2014-09-18,2.0027397260274,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.00017932695,5.977565e-05
"6429",2013-12-01,2013-12-31,"Q1",2014-09-18,2.16986301369863,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.0016109137578,0.0005967469026
"6430",2014-01-01,2014-03-31,"Q2",2014-09-18,2.25479452054795,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",0.00157709063,0.00112244377926667
"6431",2014-02-01,2014-03-31,"Q2",2014-09-18,2.33972602739726,"Missile and Space Systems","Additional
DoD
Components","Section 808
FY12 NDAA
Implem.",-5.1335702e-06,0.0010609569392
