"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","PlatformPortfolio.AnD","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"6936",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Electronics and Communications","Additional
DoD
Components","CARTER",0.108426575369148,0.173808106284195
"6937",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Facilities and Construction","Army","CARTER",0.0920909414959886,0.212206246122542
"6938",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Facilities and Construction","Navy","CARTER",0.0778985782730781,0.0667819656155513
"6939",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Facilities and Construction","Air Force","CARTER",0.0230325670525033,0.0146261868696727
"6940",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Facilities and Construction","DLA","CARTER",0.0102520258004468,0.00860613811116753
"6941",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Facilities and Construction","MDA","CARTER",0.000162014343353306,-5.99718598896449e-05
"6942",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Facilities and Construction","Military
Health","CARTER",0.000134174115365086,3.88910054839037e-05
"6943",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Facilities and Construction","Additional
DoD
Components","CARTER",0.00803850268416777,0.00436371253681324
"6944",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Land Vehicles","Army","CARTER",0.0701730826484208,0.154471707112187
"6945",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Land Vehicles","Navy","CARTER",-0.0116918728444196,-0.00483627604539454
"6946",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Land Vehicles","Air Force","CARTER",2.0753945465624e-05,0.000136146325581395
"6947",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Land Vehicles","DLA","CARTER",-3.55832223012085e-06,0.00766969951955688
"6948",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Land Vehicles","MDA","CARTER",2.52868894079415e-06,1.51565612296726e-05
"6949",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Land Vehicles","Additional
DoD
Components","CARTER",1.28160255915507e-05,-0.000991613658880877
"6950",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Missile and Space Systems","Army","CARTER",0.0184861792467757,0.0243027676808842
"6951",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Missile and Space Systems","Navy","CARTER",0.0500725684180969,0.0416521038410238
"6952",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Missile and Space Systems","Air Force","CARTER",0.0318874434293694,0.0193795905849128
"6953",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Missile and Space Systems","DLA","CARTER",-0.000417102109271859,-0.000149962823533394
"6954",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Missile and Space Systems","MDA","CARTER",0.101209259133543,0.0624854676525168
"6955",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Missile and Space Systems","Additional
DoD
Components","CARTER",-0.000111418747841982,-3.40929694323144e-05
"6956",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other Products","Army","CARTER",0.0154017956897532,0.0170904676729291
"6957",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other Products","Navy","CARTER",0.00376560527226566,0.00421936480593074
"6958",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other Products","Air Force","CARTER",-0.000114706317152432,2.15620115771301e-05
"6959",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other Products","DLA","CARTER",0.000564868645171118,0.0288489988328086
"6960",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other Products","Additional
DoD
Components","CARTER",0.000114682421346603,-0.000169338045597644
"6961",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other R&D and Knowledge Based","Army","CARTER",0.397190015551539,0.3007112672042
"6962",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other R&D and Knowledge Based","Navy","CARTER",0.169410048546461,0.215571961200433
"6963",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other R&D and Knowledge Based","Air Force","CARTER",0.0756180093514776,0.081687366477047
"6964",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other R&D and Knowledge Based","DLA","CARTER",0.00476358718665583,0.00565915309017975
"6965",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other R&D and Knowledge Based","MDA","CARTER",0.0239919390467147,0.0118745322205071
"6966",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other R&D and Knowledge Based","Military
Health","CARTER",3.76868386310551e-05,0.000661205443318233
"6967",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other R&D and Knowledge Based","Additional
DoD
Components","CARTER",0.0525195135300091,0.0846969129630344
"6968",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other Services","Army","CARTER",0.18120533796405,0.444932807124945
"6969",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other Services","Navy","CARTER",0.0587550457216411,0.0238562654321452
"6970",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other Services","Air Force","CARTER",0.00302588265065502,-0.00482813761873328
"6971",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other Services","DLA","CARTER",-1.75797910023357e-05,0.00194418031925517
"6972",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other Services","Military
Health","CARTER",0.562709538302833,0.736880332875901
"6973",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Other Services","Additional
DoD
Components","CARTER",0.0319620006701533,0.0998058599188452
"6974",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Ships & Submarines","Army","CARTER",-0.000255275254290647,0.00204134666551572
"6975",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Ships & Submarines","Navy","CARTER",0.048756249347517,0.627251802951627
"6976",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Ships & Submarines","Air Force","CARTER",-9.29521681730476e-06,0.000339163032090992
"6977",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Ships & Submarines","DLA","CARTER",-4.02498222808977e-05,0.00189422142794252
"6978",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Ships & Submarines","Additional
DoD
Components","CARTER",-0.000305403888595511,0.0013761966083748
"6979",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Weapons and Ammunition","Army","CARTER",0.0103401322047324,0.0718072112195593
"6980",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Weapons and Ammunition","Navy","CARTER",0.00763278637991266,0.0524301435557333
"6981",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Weapons and Ammunition","Air Force","CARTER",0.00706274041068346,0.0069765296219127
"6982",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Weapons and Ammunition","DLA","CARTER",-7.59642530720016e-07,-1.03495855252023e-05
"6983",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Weapons and Ammunition","MDA","CARTER",8.12430181781253e-05,0.000107428373693678
"6984",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Weapons and Ammunition","Additional
DoD
Components","CARTER",0.00226438232923733,0.00108373667110118
"6985",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Aircraft and Drones","Army","CARTER",0.00264273746237433,0.0389377465549575
"6986",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Aircraft and Drones","Navy","CARTER",0.129779244821062,0.214695317218307
"6987",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Aircraft and Drones","Air Force","CARTER",0.722239849722047,0.440709854243526
"6988",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Aircraft and Drones","DLA","CARTER",-0.00430232397907992,-0.00167838004661318
"6989",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Aircraft and Drones","Additional
DoD
Components","CARTER",-0.00237771874733421,-0.00600544624139332
"6990",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Electronics and Communications","Army","CARTER",0.147821277027013,0.174595309064182
"6991",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Electronics and Communications","Navy","CARTER",0.158796717564436,0.157402376785518
"6992",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Electronics and Communications","Air Force","CARTER",0.0804768828533564,0.0643461938632409
"6993",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Electronics and Communications","DLA","CARTER",0.0121736711346603,0.00636945118225517
"6994",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Electronics and Communications","MDA","CARTER",0.0056453054426729,0.00208530945742379
"6995",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Electronics and Communications","Military
Health","CARTER",-5.9771504011374e-07,2.28896956771944e-05
"6996",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Electronics and Communications","Additional
DoD
Components","CARTER",0.110159840554484,0.13627448321435
"6997",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Facilities and Construction","Army","CARTER",0.224911926270641,0.182427037058935
"6998",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Facilities and Construction","Navy","CARTER",0.0359514383685386,0.062126323341153
"6999",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Facilities and Construction","Air Force","CARTER",0.0287429574004265,0.0242714560841881
"7000",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Facilities and Construction","DLA","CARTER",0.0140940057135168,0.0116128720759622
"7001",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Facilities and Construction","MDA","CARTER",0.000533240801563928,0.000117909409295555
"7002",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Facilities and Construction","Military
Health","CARTER",6.93028849395755e-05,0.000132786230053146
"7003",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Facilities and Construction","Additional
DoD
Components","CARTER",0.000540065014420636,0.00163029030276565
"7004",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Land Vehicles","Army","CARTER",0.223359677143089,0.120021587022985
"7005",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Land Vehicles","Navy","CARTER",-0.00213516585538743,-0.00480453336058359
"7006",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Land Vehicles","Air Force","CARTER",-6.88501061236925e-05,6.63643678954673e-05
"7007",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Land Vehicles","DLA","CARTER",3.56045292982634e-05,0.000201552985849808
"7008",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Land Vehicles","MDA","CARTER",2.18391388240073e-05,7.72316441555804e-06
"7009",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Land Vehicles","Additional
DoD
Components","CARTER",-5.24854472428151e-05,0.00221929425481568
"7010",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Missile and Space Systems","Army","CARTER",-0.0235656670504722,0.00875783453457906
"7011",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Missile and Space Systems","Navy","CARTER",0.00601685635929725,0.0192449257340538
"7012",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Missile and Space Systems","Air Force","CARTER",0.709076610271859,0.256835271974163
"7013",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Missile and Space Systems","DLA","CARTER",-0.000223071951051082,-0.000135084438881554
"7014",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Missile and Space Systems","MDA","CARTER",0.212658362029958,0.117133340261332
"7015",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Missile and Space Systems","Additional
DoD
Components","CARTER",-5.68701127246877e-05,-0.00791382489152059
"7016",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other Products","Army","CARTER",0.0169687426476084,0.0774429795720772
"7017",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other Products","Navy","CARTER",0.000353231755458515,0.0164924498252481
"7018",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other Products","Air Force","CARTER",-0.00136222218665583,-0.000547957833790325
"7019",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other Products","DLA","CARTER",0.406590615561186,1.18781450946086
"7020",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other Products","Military
Health","CARTER",2.29943843810298e-05,NA
"7021",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other Products","Additional
DoD
Components","CARTER",-8.18523408144613e-07,-0.0017552039126299
"7022",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other R&D and Knowledge Based","Army","CARTER",0.296907043157205,0.394112558030287
"7023",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other R&D and Knowledge Based","Navy","CARTER",0.208883999287397,0.214348817869334
"7024",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other R&D and Knowledge Based","Air Force","CARTER",0.134201535180664,0.110247602707796
"7025",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other R&D and Knowledge Based","DLA","CARTER",0.000349756169391693,0.00437721189264778
"7026",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other R&D and Knowledge Based","MDA","CARTER",0.0613066384253072,0.0243158504238177
"7027",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other R&D and Knowledge Based","Military
Health","CARTER",0.00117844114958871,0.00145244994245286
"7028",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other R&D and Knowledge Based","Additional
DoD
Components","CARTER",0.0526725031852341,0.0719578842629904
"7029",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other Services","Army","CARTER",0.199715758841373,0.209583360059053
"7030",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other Services","Navy","CARTER",0.0222869752693206,0.0257854443321485
"7031",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other Services","Air Force","CARTER",0.0128920300998274,0.00652306200927525
"7032",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other Services","DLA","CARTER",0.00113443040733218,0.00226683945818073
"7033",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other Services","Military
Health","CARTER",0.294476979504824,0.648071585445821
"7034",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Other Services","Additional
DoD
Components","CARTER",0.0335302690994211,0.0938114010908324
"7035",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Ships & Submarines","Army","CARTER",0.0161208508877831,0.00545563504546224
"7036",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Ships & Submarines","Navy","CARTER",0.269662073444399,0.655213928364612
"7037",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Ships & Submarines","Air Force","CARTER",9.16502488067432e-07,5.70300880671961e-05
"7038",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Ships & Submarines","DLA","CARTER",1.02125349852747e-05,2.77261006059375e-05
"7039",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Ships & Submarines","Additional
DoD
Components","CARTER",-0.000742513384990352,0.000764137458346027
"7040",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Weapons and Ammunition","Army","CARTER",0.0152487707786128,0.0543691552469111
"7041",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Weapons and Ammunition","Navy","CARTER",0.0146246838631055,0.0335810875768565
"7042",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Weapons and Ammunition","Air Force","CARTER",0.0167813742883112,0.0319940861618428
"7043",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Weapons and Ammunition","DLA","CARTER",0,-1.50844609206055e-05
"7044",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Weapons and Ammunition","MDA","CARTER",3.35127449984767e-05,5.06773501737536e-05
"7045",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Weapons and Ammunition","Additional
DoD
Components","CARTER",0,0.00108990023343827
"7046",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Aircraft and Drones","Army","CARTER",0.606199092832944,0.220075539762195
"7047",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Aircraft and Drones","Navy","CARTER",0.291226546124708,0.271249726831116
"7048",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Aircraft and Drones","Air Force","CARTER",0.308752255516401,0.410657177786602
"7049",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Aircraft and Drones","DLA","CARTER",-0.00457976705351884,-0.00311766892664432
"7050",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Aircraft and Drones","Additional
DoD
Components","CARTER",-0.0107389630695643,-0.00668001104092617
"7051",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Electronics and Communications","Army","CARTER",0.138989450557327,0.165162555707525
"7052",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Electronics and Communications","Navy","CARTER",0.161519353225449,0.127918887404252
"7053",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Electronics and Communications","Air Force","CARTER",0.177372335847365,0.098056530166819
"7054",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Electronics and Communications","DLA","CARTER",0.00179019436975729,0.00674012003073694
"7055",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Electronics and Communications","MDA","CARTER",0.00972456890423479,0.00383854019713861
"7056",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Electronics and Communications","Military
Health","CARTER",0.000175610206154159,6.67257661994702e-05
"7057",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Electronics and Communications","Additional
DoD
Components","CARTER",0.13183858592353,0.116808333949054
"7058",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Facilities and Construction","Army","CARTER",0.072408381777191,0.12980374984794
"7059",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Facilities and Construction","Navy","CARTER",0.0336701290947497,0.0491733819121221
"7060",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Facilities and Construction","Air Force","CARTER",0.0796508900570732,0.0438088048366677
"7061",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Facilities and Construction","DLA","CARTER",0.00439990815598659,0.00958197988998341
"7062",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Facilities and Construction","MDA","CARTER",1.15790660099523e-05,0.000835184589323002
"7063",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Facilities and Construction","Military
Health","CARTER",0.000247787549913679,0.000170657374902678
"7064",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Facilities and Construction","Additional
DoD
Components","CARTER",0.00405680898771199,0.00432825408547396
"7065",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Land Vehicles","Army","CARTER",0.0192288914787245,0.104253883756745
"7066",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Land Vehicles","Navy","CARTER",-0.000116664222301208,0.000407722399817203
"7067",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Land Vehicles","Air Force","CARTER",0.00010053823499543,0.000347092146575945
"7068",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Land Vehicles","DLA","CARTER",-4.29993896618259e-06,1.02675772993467e-05
"7069",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Land Vehicles","Additional
DoD
Components","CARTER",-0.000320174082461663,-0.000107488009444501
"7070",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Missile and Space Systems","Army","CARTER",0.107031936634305,0.0590904270482589
"7071",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Missile and Space Systems","Navy","CARTER",0.0475917571024678,0.034560393959954
"7072",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Missile and Space Systems","Air Force","CARTER",0.0501424746196811,0.262920282370934
"7073",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Missile and Space Systems","DLA","CARTER",-0.000282400033004976,0.00783076929332107
"7074",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Missile and Space Systems","MDA","CARTER",0.0911057959753224,0.134991139046275
"7075",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Missile and Space Systems","Additional
DoD
Components","CARTER",-7.62871940692597e-06,0.000848815897745501
"7076",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other Products","Army","CARTER",0.020636739157713,0.0791879607280638
"7077",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other Products","Navy","CARTER",0.00287216959642531,0.00380386429345655
"7078",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other Products","Air Force","CARTER",-0.000526908121153651,-0.000667945541653972
"7079",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other Products","DLA","CARTER",-5.84593223316746e-05,0.212830014712223
"7080",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other Products","Military
Health","CARTER",1.70859144917234e-05,3.4325861449516e-05
"7081",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other Products","Additional
DoD
Components","CARTER",-3.66020107646999e-07,4.15083138688602e-05
"7082",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other R&D and Knowledge Based","Army","CARTER",0.373337356101655,0.386161671546993
"7083",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other R&D and Knowledge Based","Navy","CARTER",0.238709655756271,0.20566790119671
"7084",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other R&D and Knowledge Based","Air Force","CARTER",0.127945184160455,0.112588242897532
"7085",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other R&D and Knowledge Based","DLA","CARTER",0.0016911796636539,0.0023496346851156
"7086",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other R&D and Knowledge Based","MDA","CARTER",0.0188450698796588,0.0293301154488677
"7087",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other R&D and Knowledge Based","Military
Health","CARTER",0.000650038526962527,0.000216679508987509
"7088",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other R&D and Knowledge Based","Additional
DoD
Components","CARTER",0.0832163113345181,0.0628027760165871
"7089",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other Services","Army","CARTER",0.235543616958972,0.197663247598455
"7090",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other Services","Navy","CARTER",0.0464564332205748,0.0424994847371788
"7091",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other Services","Air Force","CARTER",0.0075134415854575,0.00898119685461
"7092",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other Services","DLA","CARTER",0.000417665430994211,0.000180702000575471
"7093",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other Services","Military
Health","CARTER",1.3615625150982,0.914355911044277
"7094",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Other Services","Additional
DoD
Components","CARTER",0.124299315261501,0.0632638616770251
"7095",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Ships & Submarines","Army","CARTER",0.00871474763887478,0.00497118080792796
"7096",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Ships & Submarines","Navy","CARTER",0.118404017925561,0.145607446905826
"7097",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Ships & Submarines","Air Force","CARTER",0.000279088886158221,9.78737792224645e-05
"7098",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Ships & Submarines","DLA","CARTER",-6.8775526353204e-05,-3.2937604549609e-05
"7099",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Ships & Submarines","Additional
DoD
Components","CARTER",0.00518294887122982,0.00137834386588132
"7100",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Weapons and Ammunition","Army","CARTER",0.0265750470813446,0.0173879833548966
"7101",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Weapons and Ammunition","Navy","CARTER",0.00288010404691784,0.0621260390529262
"7102",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Weapons and Ammunition","Air Force","CARTER",0.0230568194548594,0.0244360297755434
"7103",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Weapons and Ammunition","DLA","CARTER",-3.38706204935513e-06,-5.35269625266579e-07
"7104",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Weapons and Ammunition","MDA","CARTER",0.0013658373108561,0.000561478284418266
"7105",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Weapons and Ammunition","Additional
DoD
Components","CARTER",-2.87036363359399e-05,0.00074522623096713
"7106",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Aircraft and Drones","Army","KENDALL",0.597958948439931,1.13871257878941
"7107",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Aircraft and Drones","Navy","KENDALL",3.18801369369321,1.52593683183186
"7108",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Aircraft and Drones","Air Force","KENDALL",0.855086085217427,1.20979046706669
"7109",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Aircraft and Drones","DLA","KENDALL",0.317911090222098,0.306336016495819
"7110",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Aircraft and Drones","Additional
DoD
Components","KENDALL",0.0594839080295521,0.0714787594594631
"7111",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Electronics and Communications","Army","KENDALL",0.702759737435056,0.841442052957889
"7112",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Electronics and Communications","Navy","KENDALL",0.709374362868691,0.767806657457398
"7113",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Electronics and Communications","Air Force","KENDALL",0.593814300815883,0.484824580408619
"7114",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Electronics and Communications","DLA","KENDALL",0.0897224422876003,0.12162838292898
"7115",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Electronics and Communications","MDA","KENDALL",0.000628897126028232,0.00176471450187874
"7116",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Electronics and Communications","Military
Health","KENDALL",0.000785445648420839,0.00391233162384483
"7117",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Electronics and Communications","Additional
DoD
Components","KENDALL",0.428731265228496,0.458653202892184
"7118",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Facilities and Construction","Army","KENDALL",1.45194382760028,1.50917541404912
"7119",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Facilities and Construction","Navy","KENDALL",0.369473625565756,0.356042729057953
"7120",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Facilities and Construction","Air Force","KENDALL",0.212557163249619,0.190021676733354
"7121",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Facilities and Construction","DLA","KENDALL",0.115776056177008,0.137427214976033
"7122",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Facilities and Construction","MDA","KENDALL",0.00184903736691378,0.000638134929724789
"7123",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Facilities and Construction","Military
Health","KENDALL",0.000111850816492333,0.000736321070546021
"7124",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Facilities and Construction","Additional
DoD
Components","KENDALL",0.0232374527003148,0.0321605966382316
"7125",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Land Vehicles","Army","KENDALL",0.469760717151214,0.329304437572628
"7126",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Land Vehicles","Navy","KENDALL",0.0111610253680309,0.0132272830934972
"7127",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Land Vehicles","Air Force","KENDALL",0.00454655609789784,0.0109849156816289
"7128",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Land Vehicles","DLA","KENDALL",0.0506425342832335,0.063881660660438
"7129",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Land Vehicles","MDA","KENDALL",0.000144007296029247,0.000169614592350656
"7130",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Land Vehicles","Additional
DoD
Components","KENDALL",0.000223183782370265,0.00109733137791544
"7131",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Missile and Space Systems","Army","KENDALL",0.0804711004464304,0.175343146749298
"7132",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Missile and Space Systems","Navy","KENDALL",0.229493314922007,0.169298921652212
"7133",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Missile and Space Systems","Air Force","KENDALL",0.113369390639586,0.181232494763481
"7134",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Missile and Space Systems","DLA","KENDALL",0.00734028561825937,0.00729069110436343
