"","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","USDATL","Obligation.2014"
"1257",2010-09-30,1.74794520547945,"Cost+","DLA","CARTER",0.00143507267864784
"1258",2010-09-30,1.74794520547945,"Cost+","MDA","CARTER",0.107726013617886
"1259",2010-09-30,1.74794520547945,"Cost+","MilitaryHealth","CARTER",0.000326102909713308
"1260",2010-09-30,1.74794520547945,"Cost+","Additional DoD Components","CARTER",0.305477605519897
"1261",2010-09-30,1.74794520547945,"Fixed","Army","CARTER",6.15267366808943
"1262",2010-09-30,1.74794520547945,"Fixed","Navy","CARTER",2.82359387959991
"1263",2010-09-30,1.74794520547945,"Fixed","Air Force","CARTER",1.42039020516688
"1264",2010-09-30,1.74794520547945,"Fixed","DLA","CARTER",2.5069746716089
"1265",2010-09-30,1.74794520547945,"Fixed","MDA","CARTER",0.00318149944373128
"1266",2010-09-30,1.74794520547945,"Fixed","MilitaryHealth","CARTER",0.00151736142490372
"1267",2010-09-30,1.74794520547945,"Fixed","Additional DoD Components","CARTER",0.520860132113821
"1268",2010-09-30,1.74794520547945,"Time/Mat.","Army","CARTER",0.397780860173299
"1269",2010-09-30,1.74794520547945,"Time/Mat.","Navy","CARTER",0.0410841481279418
"1270",2010-09-30,1.74794520547945,"Time/Mat.","Air Force","CARTER",0.126940225074882
"1271",2010-09-30,1.74794520547945,"Time/Mat.","DLA","CARTER",0.0461509351198117
"1272",2010-09-30,1.74794520547945,"Time/Mat.","MDA","CARTER",0.00267464698331194
"1273",2010-09-30,1.74794520547945,"Time/Mat.","Additional DoD Components","CARTER",0.0602535066538297
"1274",2010-09-30,1.74794520547945,"Unlabeled","Army","CARTER",-8.69062901155327e-06
"1275",2010-09-30,1.74794520547945,"Unlabeled","Navy","CARTER",0
"1276",2010-09-30,1.74794520547945,"Unlabeled","Air Force","CARTER",0
"1277",2010-09-30,1.74794520547945,"Unlabeled","MDA","CARTER",0
"1278",2010-09-30,1.74794520547945,"Unlabeled","Additional DoD Components","CARTER",-3.84292896876337e-06
"1279",2010-09-30,1.83287671232877,"Combination","Army","CARTER",0.17133071834617
"1280",2010-09-30,1.83287671232877,"Combination","Navy","CARTER",0.0494914632113821
"1281",2010-09-30,1.83287671232877,"Combination","Air Force","CARTER",0.0230331793966624
"1282",2010-09-30,1.83287671232877,"Combination","DLA","CARTER",0
"1283",2010-09-30,1.83287671232877,"Combination","Additional DoD Components","CARTER",0.0395053747539581
"1284",2010-09-30,1.83287671232877,"Cost+","Army","CARTER",0.98651513372914
"1285",2010-09-30,1.83287671232877,"Cost+","Navy","CARTER",1.20168194687634
"1286",2010-09-30,1.83287671232877,"Cost+","Air Force","CARTER",0.879273185825845
"1287",2010-09-30,1.83287671232877,"Cost+","DLA","CARTER",-8.91099700470689e-05
"1288",2010-09-30,1.83287671232877,"Cost+","MDA","CARTER",0.0684828655327343
"1289",2010-09-30,1.83287671232877,"Cost+","MilitaryHealth","CARTER",0.0012538189987163
"1290",2010-09-30,1.83287671232877,"Cost+","Additional DoD Components","CARTER",0.157999724582798
"1291",2010-09-30,1.83287671232877,"Fixed","Army","CARTER",7.83059682017544
"1292",2010-09-30,1.83287671232877,"Fixed","Navy","CARTER",2.83418213960205
"1293",2010-09-30,1.83287671232877,"Fixed","Air Force","CARTER",2.67278833126872
"1294",2010-09-30,1.83287671232877,"Fixed","DLA","CARTER",2.55901013870347
"1295",2010-09-30,1.83287671232877,"Fixed","MDA","CARTER",0.00136065703893881
"1296",2010-09-30,1.83287671232877,"Fixed","MilitaryHealth","CARTER",0.0136664791827129
"1297",2010-09-30,1.83287671232877,"Fixed","Additional DoD Components","CARTER",0.578966312623021
"1298",2010-09-30,1.83287671232877,"Time/Mat.","Army","CARTER",0.481242909510056
"1299",2010-09-30,1.83287671232877,"Time/Mat.","Navy","CARTER",0.055358814762516
"1300",2010-09-30,1.83287671232877,"Time/Mat.","Air Force","CARTER",0.143928915436457
"1301",2010-09-30,1.83287671232877,"Time/Mat.","DLA","CARTER",0.0575295907894737
"1302",2010-09-30,1.83287671232877,"Time/Mat.","MDA","CARTER",0.000927667950363714
"1303",2010-09-30,1.83287671232877,"Time/Mat.","Additional DoD Components","CARTER",0.0402418074240479
"1304",2010-09-30,1.83287671232877,"Unlabeled","Army","CARTER",0
"1305",2010-09-30,1.83287671232877,"Unlabeled","Navy","CARTER",0
"1306",2010-09-30,1.83287671232877,"Unlabeled","Air Force","CARTER",0
"1307",2010-09-30,1.83287671232877,"Unlabeled","MDA","CARTER",0
"1308",2010-09-30,1.83287671232877,"Unlabeled","Additional DoD Components","CARTER",-1.06443731279418e-05
"1309",2010-09-30,1.91780821917808,"Combination","Army","CARTER",0.327831562066752
"1310",2010-09-30,1.91780821917808,"Combination","Navy","CARTER",0.128748910954215
"1311",2010-09-30,1.91780821917808,"Combination","Air Force","CARTER",0.0241979873448866
"1312",2010-09-30,1.91780821917808,"Combination","MilitaryHealth","CARTER",0
"1313",2010-09-30,1.91780821917808,"Combination","Additional DoD Components","CARTER",0.094016099978605
"1314",2010-09-30,1.91780821917808,"Cost+","Army","CARTER",3.90321321836757
"1315",2010-09-30,1.91780821917808,"Cost+","Navy","CARTER",2.70652887044288
"1316",2010-09-30,1.91780821917808,"Cost+","Air Force","CARTER",2.24310056506205
"1317",2010-09-30,1.91780821917808,"Cost+","DLA","CARTER",0.00836261900941378
"1318",2010-09-30,1.91780821917808,"Cost+","MDA","CARTER",0.126563954107831
"1319",2010-09-30,1.91780821917808,"Cost+","MilitaryHealth","CARTER",0.000377993153615747
"1320",2010-09-30,1.91780821917808,"Cost+","Additional DoD Components","CARTER",0.578951329022251
"1321",2010-09-30,1.91780821917808,"Fixed","Army","CARTER",20.2004383645807
"1322",2010-09-30,1.91780821917808,"Fixed","Navy","CARTER",8.97216846001284
"1323",2010-09-30,1.91780821917808,"Fixed","Air Force","CARTER",5.69039699902653
"1324",2010-09-30,1.91780821917808,"Fixed","DLA","CARTER",4.20339428578306
"1325",2010-09-30,1.91780821917808,"Fixed","MDA","CARTER",0.00394132786692341
"1326",2010-09-30,1.91780821917808,"Fixed","MilitaryHealth","CARTER",-7.05832691484804e-05
"1327",2010-09-30,1.91780821917808,"Fixed","Additional DoD Components","CARTER",1.56978721156397
"1328",2010-09-30,1.91780821917808,"Time/Mat.","Army","CARTER",1.27077865813008
"1329",2010-09-30,1.91780821917808,"Time/Mat.","Navy","CARTER",0.20145351410997
"1330",2010-09-30,1.91780821917808,"Time/Mat.","Air Force","CARTER",0.336703991655969
"1331",2010-09-30,1.91780821917808,"Time/Mat.","DLA","CARTER",0.0814505277064613
"1332",2010-09-30,1.91780821917808,"Time/Mat.","MDA","CARTER",0.00167365211810013
"1333",2010-09-30,1.91780821917808,"Time/Mat.","Additional DoD Components","CARTER",0.119355962334189
"1334",2010-09-30,1.91780821917808,"Unlabeled","Army","CARTER",-1.34479888746256e-05
"1335",2010-09-30,1.91780821917808,"Unlabeled","Navy","CARTER",0
"1336",2010-09-30,1.91780821917808,"Unlabeled","Air Force","CARTER",0
"1337",2010-09-30,1.91780821917808,"Unlabeled","MDA","CARTER",0
"1338",2010-09-30,1.91780821917808,"Unlabeled","Additional DoD Components","CARTER",0
"1339",2010-09-30,3.0027397260274,"Combination","Army","YOUNG",0.00698795012836971
"1340",2010-09-30,3.0027397260274,"Combination","Navy","YOUNG",0.026946392190843
"1341",2010-09-30,3.0027397260274,"Combination","Air Force","YOUNG",0.0216175494009414
"1342",2010-09-30,3.0027397260274,"Combination","Additional DoD Components","YOUNG",0.005436925
"1343",2010-09-30,3.0027397260274,"Cost+","Army","YOUNG",0.454993749893025
"1344",2010-09-30,3.0027397260274,"Cost+","Navy","YOUNG",0.666843892715019
"1345",2010-09-30,3.0027397260274,"Cost+","Air Force","YOUNG",0.504694046747967
"1346",2010-09-30,3.0027397260274,"Cost+","DLA","YOUNG",2.83721651690201e-05
"1347",2010-09-30,3.0027397260274,"Cost+","MDA","YOUNG",0.128811748149337
"1348",2010-09-30,3.0027397260274,"Cost+","Additional DoD Components","YOUNG",0.0217959323277706
"1349",2010-09-30,3.0027397260274,"Fixed","Army","YOUNG",0.700069073994437
"1350",2010-09-30,3.0027397260274,"Fixed","Navy","YOUNG",0.357133811029097
"1351",2010-09-30,3.0027397260274,"Fixed","Air Force","YOUNG",0.515548682103124
"1352",2010-09-30,3.0027397260274,"Fixed","DLA","YOUNG",0.177183267618742
"1353",2010-09-30,3.0027397260274,"Fixed","MDA","YOUNG",0.00177006153187848
"1354",2010-09-30,3.0027397260274,"Fixed","MilitaryHealth","YOUNG",0.228723624433034
"1355",2010-09-30,3.0027397260274,"Fixed","Additional DoD Components","YOUNG",0.196214011916988
"1356",2010-09-30,3.0027397260274,"Other","Army","YOUNG",0.00094191270860077
"1357",2010-09-30,3.0027397260274,"Other","Navy","YOUNG",0
"1358",2010-09-30,3.0027397260274,"Time/Mat.","Army","YOUNG",0.111566135387249
"1359",2010-09-30,3.0027397260274,"Time/Mat.","Navy","YOUNG",0.0147511619276851
"1360",2010-09-30,3.0027397260274,"Time/Mat.","Air Force","YOUNG",0.0660759305305948
"1361",2010-09-30,3.0027397260274,"Time/Mat.","DLA","YOUNG",0.00218036006632435
"1362",2010-09-30,3.0027397260274,"Time/Mat.","MDA","YOUNG",0.00218918164313222
"1363",2010-09-30,3.0027397260274,"Time/Mat.","Additional DoD Components","YOUNG",0.068409600855798
"1364",2010-09-30,3.0027397260274,"Unlabeled","Army","YOUNG",0.0546491109863072
"1365",2010-09-30,3.0027397260274,"Unlabeled","Navy","YOUNG",-0.0106597606546855
"1366",2010-09-30,3.0027397260274,"Unlabeled","Air Force","YOUNG",0.00336109700470689
"1367",2010-09-30,3.0027397260274,"Unlabeled","DLA","YOUNG",0
"1368",2010-09-30,3.0027397260274,"Unlabeled","Additional DoD Components","YOUNG",0.00456903208172871
"1369",2010-09-30,3.08767123287671,"Combination","Army","YOUNG",0.0597630229567822
"1370",2010-09-30,3.08767123287671,"Combination","Navy","YOUNG",0.00784453691698759
"1371",2010-09-30,3.08767123287671,"Combination","Air Force","YOUNG",0.00123571260162602
"1372",2010-09-30,3.08767123287671,"Combination","Additional DoD Components","YOUNG",0.00708478192126658
"1373",2010-09-30,3.08767123287671,"Cost+","Army","YOUNG",0.578954966367137
"1374",2010-09-30,3.08767123287671,"Cost+","Navy","YOUNG",0.950843362227214
"1375",2010-09-30,3.08767123287671,"Cost+","Air Force","YOUNG",0.410874575748823
"1376",2010-09-30,3.08767123287671,"Cost+","MDA","YOUNG",0.08938560868635
"1377",2010-09-30,3.08767123287671,"Cost+","Additional DoD Components","YOUNG",0.0119994920196834
"1378",2010-09-30,3.08767123287671,"Fixed","Army","YOUNG",0.718335153059478
"1379",2010-09-30,3.08767123287671,"Fixed","Navy","YOUNG",0.693302829567822
"1380",2010-09-30,3.08767123287671,"Fixed","Air Force","YOUNG",1.31930838426401
"1381",2010-09-30,3.08767123287671,"Fixed","DLA","YOUNG",0.0583848369276851
"1382",2010-09-30,3.08767123287671,"Fixed","MDA","YOUNG",0.0148462170517758
"1383",2010-09-30,3.08767123287671,"Fixed","MilitaryHealth","YOUNG",0.264546828637142
"1384",2010-09-30,3.08767123287671,"Fixed","Additional DoD Components","YOUNG",0.0746581636285837
"1385",2010-09-30,3.08767123287671,"Time/Mat.","Army","YOUNG",0.159430532113821
"1386",2010-09-30,3.08767123287671,"Time/Mat.","Navy","YOUNG",0.00277154537869063
"1387",2010-09-30,3.08767123287671,"Time/Mat.","Air Force","YOUNG",0.120873152685066
"1388",2010-09-30,3.08767123287671,"Time/Mat.","DLA","YOUNG",0.00354054611681643
"1389",2010-09-30,3.08767123287671,"Time/Mat.","MDA","YOUNG",0.0162048751176722
"1390",2010-09-30,3.08767123287671,"Time/Mat.","Additional DoD Components","YOUNG",0.0496077322849807
"1391",2010-09-30,3.08767123287671,"Unlabeled","Army","YOUNG",0.0281445891206675
"1392",2010-09-30,3.08767123287671,"Unlabeled","Navy","YOUNG",0.0132331145378691
"1393",2010-09-30,3.08767123287671,"Unlabeled","Air Force","YOUNG",0.00216238566538297
"1394",2010-09-30,3.08767123287671,"Unlabeled","DLA","YOUNG",0
"1395",2010-09-30,3.08767123287671,"Unlabeled","Additional DoD Components","YOUNG",0.00465547654043646
"1396",2010-09-30,3.16986301369863,"Combination","Army","YOUNG",0.120142996170304
"1397",2010-09-30,3.16986301369863,"Combination","Navy","YOUNG",0.129473160483526
"1398",2010-09-30,3.16986301369863,"Combination","Air Force","YOUNG",-0.0472787016260163
"1399",2010-09-30,3.16986301369863,"Combination","Additional DoD Components","YOUNG",0.0200065052417629
"1400",2010-09-30,3.16986301369863,"Cost+","Army","YOUNG",0.971433790853659
"1401",2010-09-30,3.16986301369863,"Cost+","Navy","YOUNG",0.821416338778348
"1402",2010-09-30,3.16986301369863,"Cost+","Air Force","YOUNG",0.776409893763372
"1403",2010-09-30,3.16986301369863,"Cost+","DLA","YOUNG",0.000121083654257595
"1404",2010-09-30,3.16986301369863,"Cost+","MDA","YOUNG",0.149706058108686
"1405",2010-09-30,3.16986301369863,"Cost+","Additional DoD Components","YOUNG",0.0265032124625588
"1406",2010-09-30,3.16986301369863,"Fixed","Army","YOUNG",2.44434174991442
"1407",2010-09-30,3.16986301369863,"Fixed","Navy","YOUNG",0.501389579728284
"1408",2010-09-30,3.16986301369863,"Fixed","Air Force","YOUNG",1.12754382539581
"1409",2010-09-30,3.16986301369863,"Fixed","DLA","YOUNG",0.026513450203252
"1410",2010-09-30,3.16986301369863,"Fixed","MDA","YOUNG",0.00602064796747967
"1411",2010-09-30,3.16986301369863,"Fixed","MilitaryHealth","YOUNG",0.0383866496683783
"1412",2010-09-30,3.16986301369863,"Fixed","Additional DoD Components","YOUNG",0.222215072828413
"1413",2010-09-30,3.16986301369863,"Other","Navy","YOUNG",0
"1414",2010-09-30,3.16986301369863,"Time/Mat.","Army","YOUNG",0.30165929775353
"1415",2010-09-30,3.16986301369863,"Time/Mat.","Navy","YOUNG",0.0179069525139067
"1416",2010-09-30,3.16986301369863,"Time/Mat.","Air Force","YOUNG",0.16287643156825
"1417",2010-09-30,3.16986301369863,"Time/Mat.","DLA","YOUNG",0.00186828127941806
"1418",2010-09-30,3.16986301369863,"Time/Mat.","MDA","YOUNG",0.0221992188382542
"1419",2010-09-30,3.16986301369863,"Time/Mat.","MilitaryHealth","YOUNG",0
"1420",2010-09-30,3.16986301369863,"Time/Mat.","Additional DoD Components","YOUNG",0.0321371263906718
"1421",2010-09-30,3.16986301369863,"Unlabeled","Army","YOUNG",0.0325521203145058
"1422",2010-09-30,3.16986301369863,"Unlabeled","Navy","YOUNG",0.0072094363928113
"1423",2010-09-30,3.16986301369863,"Unlabeled","Air Force","YOUNG",0.000661103979460847
"1424",2010-09-30,3.16986301369863,"Unlabeled","Additional DoD Components","YOUNG",0.00345688707744972
"1425",2010-09-30,3.25479452054795,"Combination","Army","YOUNG",0.0350670387997433
"1426",2010-09-30,3.25479452054795,"Combination","Navy","YOUNG",0.116432713543004
"1427",2010-09-30,3.25479452054795,"Combination","Air Force","YOUNG",0.023124046758665
"1428",2010-09-30,3.25479452054795,"Combination","Additional DoD Components","YOUNG",0.0219661506953359
"1429",2010-09-30,3.25479452054795,"Cost+","Army","YOUNG",1.24291881913778
"1430",2010-09-30,3.25479452054795,"Cost+","Navy","YOUNG",1.41162928088361
"1431",2010-09-30,3.25479452054795,"Cost+","Air Force","YOUNG",0.734118970314506
"1432",2010-09-30,3.25479452054795,"Cost+","DLA","YOUNG",0.000149764655541292
"1433",2010-09-30,3.25479452054795,"Cost+","MDA","YOUNG",0.145740661039795
"1434",2010-09-30,3.25479452054795,"Cost+","Additional DoD Components","YOUNG",0.0354373062794181
"1435",2010-09-30,3.25479452054795,"Fixed","Army","YOUNG",2.58662797673299
"1436",2010-09-30,3.25479452054795,"Fixed","Navy","YOUNG",3.95511195206461
"1437",2010-09-30,3.25479452054795,"Fixed","Air Force","YOUNG",0.609157428209243
"1438",2010-09-30,3.25479452054795,"Fixed","DLA","YOUNG",0.0512574619276851
"1439",2010-09-30,3.25479452054795,"Fixed","MDA","YOUNG",0.00362021144629867
"1440",2010-09-30,3.25479452054795,"Fixed","MilitaryHealth","YOUNG",0.948904645571245
"1441",2010-09-30,3.25479452054795,"Fixed","Additional DoD Components","YOUNG",0.0926089829161318
"1442",2010-09-30,3.25479452054795,"Other","Navy","YOUNG",0
"1443",2010-09-30,3.25479452054795,"Time/Mat.","Army","YOUNG",0.272771083322636
"1444",2010-09-30,3.25479452054795,"Time/Mat.","Navy","YOUNG",0.0077668668699187
"1445",2010-09-30,3.25479452054795,"Time/Mat.","Air Force","YOUNG",0.20145092601626
"1446",2010-09-30,3.25479452054795,"Time/Mat.","DLA","YOUNG",0.00894914905862217
"1447",2010-09-30,3.25479452054795,"Time/Mat.","MDA","YOUNG",0.0128008514334617
"1448",2010-09-30,3.25479452054795,"Time/Mat.","Additional DoD Components","YOUNG",0.0347093548138639
"1449",2010-09-30,3.25479452054795,"Unlabeled","Army","YOUNG",0
"1450",2010-09-30,3.25479452054795,"Unlabeled","Navy","YOUNG",0
"1451",2010-09-30,3.25479452054795,"Unlabeled","Air Force","YOUNG",0
"1452",2010-09-30,3.25479452054795,"Unlabeled","Additional DoD Components","YOUNG",0
"1453",2010-09-30,3.33972602739726,"Combination","Army","YOUNG",0.273497188339752
"1454",2010-09-30,3.33972602739726,"Combination","Navy","YOUNG",0.0350620217693624
"1455",2010-09-30,3.33972602739726,"Combination","Air Force","YOUNG",0.0104092375909285
"1456",2010-09-30,3.33972602739726,"Combination","Additional DoD Components","YOUNG",0.0198973948438169
"1457",2010-09-30,3.33972602739726,"Cost+","Army","YOUNG",0.645774701337184
"1458",2010-09-30,3.33972602739726,"Cost+","Navy","YOUNG",1.26211461081515
"1459",2010-09-30,3.33972602739726,"Cost+","Air Force","YOUNG",0.68577912698973
"1460",2010-09-30,3.33972602739726,"Cost+","DLA","YOUNG",0.000875053487376979
"1461",2010-09-30,3.33972602739726,"Cost+","MDA","YOUNG",0.293701579214805
"1462",2010-09-30,3.33972602739726,"Cost+","Additional DoD Components","YOUNG",0.0767061251925546
"1463",2010-09-30,3.33972602739726,"Fixed","Army","YOUNG",1.03312632854086
"1464",2010-09-30,3.33972602739726,"Fixed","Navy","YOUNG",0.109068847400513
"1465",2010-09-30,3.33972602739726,"Fixed","Air Force","YOUNG",0.327893772272144
"1466",2010-09-30,3.33972602739726,"Fixed","DLA","YOUNG",0.0605776652866923
"1467",2010-09-30,3.33972602739726,"Fixed","MDA","YOUNG",0.00963182003637142
"1468",2010-09-30,3.33972602739726,"Fixed","MilitaryHealth","YOUNG",7.52746041934104e-05
"1469",2010-09-30,3.33972602739726,"Fixed","Additional DoD Components","YOUNG",0.0974749418913137
"1470",2010-09-30,3.33972602739726,"Other","Navy","YOUNG",2.95080231065469e-06
"1471",2010-09-30,3.33972602739726,"Time/Mat.","Army","YOUNG",0.424786411799315
"1472",2010-09-30,3.33972602739726,"Time/Mat.","Navy","YOUNG",0.00853934461916988
"1473",2010-09-30,3.33972602739726,"Time/Mat.","Air Force","YOUNG",0.19545585004279
"1474",2010-09-30,3.33972602739726,"Time/Mat.","DLA","YOUNG",0.00511342075310227
"1475",2010-09-30,3.33972602739726,"Time/Mat.","MDA","YOUNG",0.0198679641206675
"1476",2010-09-30,3.33972602739726,"Time/Mat.","Additional DoD Components","YOUNG",0.033355401732991
"1477",2010-09-30,3.33972602739726,"Unlabeled","Army","YOUNG",0
"1478",2010-09-30,3.33972602739726,"Unlabeled","Navy","YOUNG",0
"1479",2010-09-30,3.33972602739726,"Unlabeled","Air Force","YOUNG",0
"1480",2010-09-30,3.33972602739726,"Unlabeled","Additional DoD Components","YOUNG",0
"1481",2010-09-30,3.41643835616438,"Combination","Army","YOUNG",0.0811677133718443
"1482",2010-09-30,3.41643835616438,"Combination","Navy","YOUNG",0.12199972385537
"1483",2010-09-30,3.41643835616438,"Combination","Air Force","YOUNG",0.0112654221758665
"1484",2010-09-30,3.41643835616438,"Combination","Additional DoD Components","YOUNG",0.00448162425117672
"1485",2010-09-30,3.41643835616438,"Cost+","Army","YOUNG",0.538191166773641
