"","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","USDATL","Obligation.2014"
"934",2009-09-30,2.83561643835616,"Combination","Additional DoD Components","YOUNG",0.0459383213574367
"935",2009-09-30,2.83561643835616,"Cost+","Army","YOUNG",0.825914873457458
"936",2009-09-30,2.83561643835616,"Cost+","Navy","YOUNG",0.522155861279498
"937",2009-09-30,2.83561643835616,"Cost+","Air Force","YOUNG",0.407823844923144
"938",2009-09-30,2.83561643835616,"Cost+","DLA","YOUNG",0.000621366291405066
"939",2009-09-30,2.83561643835616,"Cost+","MDA","YOUNG",0.142803239001948
"940",2009-09-30,2.83561643835616,"Cost+","Additional DoD Components","YOUNG",0.0567112072634769
"941",2009-09-30,2.83561643835616,"Fixed","Army","YOUNG",1.15421951805586
"942",2009-09-30,2.83561643835616,"Fixed","Navy","YOUNG",0.376037651017536
"943",2009-09-30,2.83561643835616,"Fixed","Air Force","YOUNG",0.543417161008876
"944",2009-09-30,2.83561643835616,"Fixed","DLA","YOUNG",-0.0230163015263044
"945",2009-09-30,2.83561643835616,"Fixed","MDA","YOUNG",0.0113791124269322
"946",2009-09-30,2.83561643835616,"Fixed","MilitaryHealth","YOUNG",-0.00221138960814029
"947",2009-09-30,2.83561643835616,"Fixed","Additional DoD Components","YOUNG",0.0571908647218013
"948",2009-09-30,2.83561643835616,"Time/Mat.","Army","YOUNG",0.645393576477593
"949",2009-09-30,2.83561643835616,"Time/Mat.","Navy","YOUNG",0.020840502294869
"950",2009-09-30,2.83561643835616,"Time/Mat.","Air Force","YOUNG",0.139012372061052
"951",2009-09-30,2.83561643835616,"Time/Mat.","DLA","YOUNG",0.00652328553799524
"952",2009-09-30,2.83561643835616,"Time/Mat.","MDA","YOUNG",0.00394838602511366
"953",2009-09-30,2.83561643835616,"Time/Mat.","Additional DoD Components","YOUNG",0.00986894952370643
"954",2009-09-30,2.83561643835616,"Unlabeled","Army","YOUNG",0.00649828415241394
"955",2009-09-30,2.83561643835616,"Unlabeled","Navy","YOUNG",0.0380644421844555
"956",2009-09-30,2.83561643835616,"Unlabeled","Air Force","YOUNG",-0.000326554102619615
"957",2009-09-30,2.83561643835616,"Unlabeled","DLA","YOUNG",0
"958",2009-09-30,2.83561643835616,"Unlabeled","MDA","YOUNG",0
"959",2009-09-30,2.83561643835616,"Unlabeled","Additional DoD Components","YOUNG",0.000947122266724399
"960",2009-09-30,2.92054794520548,"Combination","Army","YOUNG",1.31578076164754
"961",2009-09-30,2.92054794520548,"Combination","Navy","YOUNG",0.285184243515913
"962",2009-09-30,2.92054794520548,"Combination","Air Force","YOUNG",0.161913162069712
"963",2009-09-30,2.92054794520548,"Combination","DLA","YOUNG",0.00104972068629573
"964",2009-09-30,2.92054794520548,"Combination","MDA","YOUNG",0.00758273735657069
"965",2009-09-30,2.92054794520548,"Combination","Additional DoD Components","YOUNG",0.107034045193765
"966",2009-09-30,2.92054794520548,"Cost+","Army","YOUNG",1.14132353965144
"967",2009-09-30,2.92054794520548,"Cost+","Navy","YOUNG",0.896359673663131
"968",2009-09-30,2.92054794520548,"Cost+","Air Force","YOUNG",0.864630302717038
"969",2009-09-30,2.92054794520548,"Cost+","DLA","YOUNG",0.000550643710759905
"970",2009-09-30,2.92054794520548,"Cost+","MDA","YOUNG",0.145713348192249
"971",2009-09-30,2.92054794520548,"Cost+","Additional DoD Components","YOUNG",0.0294300909287725
"972",2009-09-30,2.92054794520548,"Fixed","Army","YOUNG",2.83576686573934
"973",2009-09-30,2.92054794520548,"Fixed","Navy","YOUNG",0.736693012416107
"974",2009-09-30,2.92054794520548,"Fixed","Air Force","YOUNG",0.624813186966876
"975",2009-09-30,2.92054794520548,"Fixed","DLA","YOUNG",0.0916028781879195
"976",2009-09-30,2.92054794520548,"Fixed","MDA","YOUNG",0.00161298584109115
"977",2009-09-30,2.92054794520548,"Fixed","MilitaryHealth","YOUNG",0.00564707972504871
"978",2009-09-30,2.92054794520548,"Fixed","Additional DoD Components","YOUNG",0.0600519258930504
"979",2009-09-30,2.92054794520548,"Other","Navy","YOUNG",1.43590495778307e-05
"980",2009-09-30,2.92054794520548,"Time/Mat.","Army","YOUNG",0.707649803399004
"981",2009-09-30,2.92054794520548,"Time/Mat.","Navy","YOUNG",0.0319231130764235
"982",2009-09-30,2.92054794520548,"Time/Mat.","Air Force","YOUNG",0.187605288103486
"983",2009-09-30,2.92054794520548,"Time/Mat.","DLA","YOUNG",0.0341284617666162
"984",2009-09-30,2.92054794520548,"Time/Mat.","MDA","YOUNG",0.0141724857653172
"985",2009-09-30,2.92054794520548,"Time/Mat.","Additional DoD Components","YOUNG",0.0397148038211734
"986",2009-09-30,2.92054794520548,"Unlabeled","Army","YOUNG",-0.00152534905823771
"987",2009-09-30,2.92054794520548,"Unlabeled","Navy","YOUNG",0.154711362849102
"988",2009-09-30,2.92054794520548,"Unlabeled","Air Force","YOUNG",0.00376728106733059
"989",2009-09-30,2.92054794520548,"Unlabeled","DLA","YOUNG",5.31934401385581e-05
"990",2009-09-30,2.92054794520548,"Unlabeled","Additional DoD Components","YOUNG",0.00209843715089846
"991",2010-09-30,1,"Combination","Army","CARTER",0.00310902952503209
"992",2010-09-30,1,"Combination","Navy","CARTER",0.216758209039367
"993",2010-09-30,1,"Combination","Air Force","CARTER",0.000308871127513907
"994",2010-09-30,1,"Combination","Additional DoD Components","CARTER",-0.000163580445014976
"995",2010-09-30,1,"Cost+","Army","CARTER",0.274155785216089
"996",2010-09-30,1,"Cost+","Navy","CARTER",0.902052133515191
"997",2010-09-30,1,"Cost+","Air Force","CARTER",0.474364355990586
"998",2010-09-30,1,"Cost+","DLA","CARTER",0.00699038419982884
"999",2010-09-30,1,"Cost+","MDA","CARTER",0.0620481782199401
"1000",2010-09-30,1,"Cost+","Additional DoD Components","CARTER",0.049686511724433
"1001",2010-09-30,1,"Fixed","Army","CARTER",2.98646032027172
"1002",2010-09-30,1,"Fixed","Navy","CARTER",1.30094547090287
"1003",2010-09-30,1,"Fixed","Air Force","CARTER",1.35471217045357
"1004",2010-09-30,1,"Fixed","DLA","CARTER",1.76822152363072
"1005",2010-09-30,1,"Fixed","MDA","CARTER",0.000530666816431322
"1006",2010-09-30,1,"Fixed","MilitaryHealth","CARTER",0.159708870143346
"1007",2010-09-30,1,"Fixed","Additional DoD Components","CARTER",1.74404633976252
"1008",2010-09-30,1,"Time/Mat.","Army","CARTER",0.0654292559370988
"1009",2010-09-30,1,"Time/Mat.","Navy","CARTER",0.0371647949614891
"1010",2010-09-30,1,"Time/Mat.","Air Force","CARTER",0.0504787587933248
"1011",2010-09-30,1,"Time/Mat.","DLA","CARTER",0.0731687118207103
"1012",2010-09-30,1,"Time/Mat.","MDA","CARTER",6.41848523748395e-05
"1013",2010-09-30,1,"Time/Mat.","Additional DoD Components","CARTER",0.0312620704749679
"1014",2010-09-30,1,"Unlabeled","Army","CARTER",0.00578611658108686
"1015",2010-09-30,1,"Unlabeled","Navy","CARTER",0.00643723110825845
"1016",2010-09-30,1,"Unlabeled","Air Force","CARTER",0
"1017",2010-09-30,1,"Unlabeled","MDA","CARTER",0
"1018",2010-09-30,1,"Unlabeled","Additional DoD Components","CARTER",0.000365783771929825
"1019",2010-09-30,1.08493150684932,"Combination","Army","CARTER",0.00274238612537441
"1020",2010-09-30,1.08493150684932,"Combination","Navy","CARTER",0.0046282817821994
"1021",2010-09-30,1.08493150684932,"Combination","Air Force","CARTER",0.00232020651476252
"1022",2010-09-30,1.08493150684932,"Combination","DLA","CARTER",0
"1023",2010-09-30,1.08493150684932,"Combination","Additional DoD Components","CARTER",-0.219130618057338
"1024",2010-09-30,1.08493150684932,"Cost+","Army","CARTER",0.53213947156611
"1025",2010-09-30,1.08493150684932,"Cost+","Navy","CARTER",0.975254201850663
"1026",2010-09-30,1.08493150684932,"Cost+","Air Force","CARTER",0.328606393281985
"1027",2010-09-30,1.08493150684932,"Cost+","DLA","CARTER",0.000991059050064185
"1028",2010-09-30,1.08493150684932,"Cost+","MDA","CARTER",0.0242377118635002
"1029",2010-09-30,1.08493150684932,"Cost+","Additional DoD Components","CARTER",0.132506964676936
"1030",2010-09-30,1.08493150684932,"Fixed","Army","CARTER",4.72138569139923
"1031",2010-09-30,1.08493150684932,"Fixed","Navy","CARTER",1.26118871572529
"1032",2010-09-30,1.08493150684932,"Fixed","Air Force","CARTER",0.686662883493795
"1033",2010-09-30,1.08493150684932,"Fixed","DLA","CARTER",3.59561273164313
"1034",2010-09-30,1.08493150684932,"Fixed","MDA","CARTER",0.0023162053487377
"1035",2010-09-30,1.08493150684932,"Fixed","MilitaryHealth","CARTER",0.0672189192019683
"1036",2010-09-30,1.08493150684932,"Fixed","Additional DoD Components","CARTER",0.474753048063757
"1037",2010-09-30,1.08493150684932,"Time/Mat.","Army","CARTER",0.102377832691485
"1038",2010-09-30,1.08493150684932,"Time/Mat.","Navy","CARTER",0.0535698614569961
"1039",2010-09-30,1.08493150684932,"Time/Mat.","Air Force","CARTER",0.101294609103552
"1040",2010-09-30,1.08493150684932,"Time/Mat.","DLA","CARTER",0.0397345669554985
"1041",2010-09-30,1.08493150684932,"Time/Mat.","MDA","CARTER",0.00090928540864356
"1042",2010-09-30,1.08493150684932,"Time/Mat.","Additional DoD Components","CARTER",0.0295474070175439
"1043",2010-09-30,1.08493150684932,"Unlabeled","Army","CARTER",0.0063698424368849
"1044",2010-09-30,1.08493150684932,"Unlabeled","Navy","CARTER",0.00161449763585794
"1045",2010-09-30,1.08493150684932,"Unlabeled","Air Force","CARTER",0.000256676444159178
"1046",2010-09-30,1.08493150684932,"Unlabeled","Additional DoD Components","CARTER",0.00346476370346598
"1047",2010-09-30,1.16712328767123,"Combination","Army","CARTER",0.0774452871523321
"1048",2010-09-30,1.16712328767123,"Combination","Navy","CARTER",0.0198746892918271
"1049",2010-09-30,1.16712328767123,"Combination","Air Force","CARTER",0.000105932327770646
"1050",2010-09-30,1.16712328767123,"Combination","Additional DoD Components","CARTER",0.00854237813436029
"1051",2010-09-30,1.16712328767123,"Cost+","Army","CARTER",1.26142741640993
"1052",2010-09-30,1.16712328767123,"Cost+","Navy","CARTER",0.531856303027386
"1053",2010-09-30,1.16712328767123,"Cost+","Air Force","CARTER",0.620431395421481
"1054",2010-09-30,1.16712328767123,"Cost+","DLA","CARTER",0.00168052631578947
"1055",2010-09-30,1.16712328767123,"Cost+","MDA","CARTER",0.0283835419341036
"1056",2010-09-30,1.16712328767123,"Cost+","Additional DoD Components","CARTER",0.249117535119812
"1057",2010-09-30,1.16712328767123,"Fixed","Army","CARTER",6.6056017228819
"1058",2010-09-30,1.16712328767123,"Fixed","Navy","CARTER",2.54512996207745
"1059",2010-09-30,1.16712328767123,"Fixed","Air Force","CARTER",2.33176509968977
"1060",2010-09-30,1.16712328767123,"Fixed","DLA","CARTER",1.69069826622807
"1061",2010-09-30,1.16712328767123,"Fixed","MDA","CARTER",0.00417554062901155
"1062",2010-09-30,1.16712328767123,"Fixed","MilitaryHealth","CARTER",0.000641767073170732
"1063",2010-09-30,1.16712328767123,"Fixed","Additional DoD Components","CARTER",0.78343508932392
"1064",2010-09-30,1.16712328767123,"Time/Mat.","Army","CARTER",0.275594911178862
"1065",2010-09-30,1.16712328767123,"Time/Mat.","Navy","CARTER",0.0527215493581515
"1066",2010-09-30,1.16712328767123,"Time/Mat.","Air Force","CARTER",0.0790114380188276
"1067",2010-09-30,1.16712328767123,"Time/Mat.","DLA","CARTER",0.0438667543752674
"1068",2010-09-30,1.16712328767123,"Time/Mat.","MDA","CARTER",0.0010453594351733
"1069",2010-09-30,1.16712328767123,"Time/Mat.","Additional DoD Components","CARTER",0.0256508933461703
"1070",2010-09-30,1.16712328767123,"Unlabeled","Army","CARTER",0.00955579177364142
"1071",2010-09-30,1.16712328767123,"Unlabeled","Navy","CARTER",0.00235486749037227
"1072",2010-09-30,1.16712328767123,"Unlabeled","Air Force","CARTER",0
"1073",2010-09-30,1.16712328767123,"Unlabeled","Additional DoD Components","CARTER",-1.20838682071031e-06
"1074",2010-09-30,1.25205479452055,"Combination","Army","CARTER",0.0212193390671801
"1075",2010-09-30,1.25205479452055,"Combination","Navy","CARTER",0.00794607777064613
"1076",2010-09-30,1.25205479452055,"Combination","Air Force","CARTER",0.00446890930680359
"1077",2010-09-30,1.25205479452055,"Combination","Additional DoD Components","CARTER",0.0206209381364998
"1078",2010-09-30,1.25205479452055,"Cost+","Army","CARTER",0.664422491880616
"1079",2010-09-30,1.25205479452055,"Cost+","Navy","CARTER",1.86191178111896
"1080",2010-09-30,1.25205479452055,"Cost+","Air Force","CARTER",0.742530885387249
"1081",2010-09-30,1.25205479452055,"Cost+","DLA","CARTER",0.0202412729995721
"1082",2010-09-30,1.25205479452055,"Cost+","MDA","CARTER",0.119727918271288
"1083",2010-09-30,1.25205479452055,"Cost+","Additional DoD Components","CARTER",0.263801628080873
"1084",2010-09-30,1.25205479452055,"Fixed","Army","CARTER",3.66237548310869
"1085",2010-09-30,1.25205479452055,"Fixed","Navy","CARTER",1.35103699063971
"1086",2010-09-30,1.25205479452055,"Fixed","Air Force","CARTER",1.85464190776637
"1087",2010-09-30,1.25205479452055,"Fixed","DLA","CARTER",3.61928948704536
"1088",2010-09-30,1.25205479452055,"Fixed","MDA","CARTER",0.00314722121309371
"1089",2010-09-30,1.25205479452055,"Fixed","MilitaryHealth","CARTER",0.25769014012623
"1090",2010-09-30,1.25205479452055,"Fixed","Additional DoD Components","CARTER",0.692477525727428
"1091",2010-09-30,1.25205479452055,"Time/Mat.","Army","CARTER",0.159228250994865
"1092",2010-09-30,1.25205479452055,"Time/Mat.","Navy","CARTER",0.0484130503530167
"1093",2010-09-30,1.25205479452055,"Time/Mat.","Air Force","CARTER",0.100577356846384
"1094",2010-09-30,1.25205479452055,"Time/Mat.","DLA","CARTER",0.0356161309157039
"1095",2010-09-30,1.25205479452055,"Time/Mat.","MDA","CARTER",0.00134788189987163
"1096",2010-09-30,1.25205479452055,"Time/Mat.","Additional DoD Components","CARTER",0.0391197368955926
"1097",2010-09-30,1.25205479452055,"Unlabeled","Army","CARTER",0
"1098",2010-09-30,1.25205479452055,"Unlabeled","Navy","CARTER",0
"1099",2010-09-30,1.25205479452055,"Unlabeled","Air Force","CARTER",0
"1100",2010-09-30,1.25205479452055,"Unlabeled","Additional DoD Components","CARTER",-2.50546320068464e-05
"1101",2010-09-30,1.33698630136986,"Combination","Army","CARTER",0.0945036546534018
"1102",2010-09-30,1.33698630136986,"Combination","Navy","CARTER",0.252213945154044
"1103",2010-09-30,1.33698630136986,"Combination","Air Force","CARTER",0.00249541471972614
"1104",2010-09-30,1.33698630136986,"Combination","Additional DoD Components","CARTER",0.00541438633932392
"1105",2010-09-30,1.33698630136986,"Cost+","Army","CARTER",0.974111586007702
"1106",2010-09-30,1.33698630136986,"Cost+","Navy","CARTER",1.10880635111254
"1107",2010-09-30,1.33698630136986,"Cost+","Air Force","CARTER",0.830973464741121
"1108",2010-09-30,1.33698630136986,"Cost+","DLA","CARTER",0.00278007167308515
"1109",2010-09-30,1.33698630136986,"Cost+","MDA","CARTER",0.132980655755242
"1110",2010-09-30,1.33698630136986,"Cost+","Additional DoD Components","CARTER",0.213345245560548
"1111",2010-09-30,1.33698630136986,"Fixed","Army","CARTER",6.04462450281344
"1112",2010-09-30,1.33698630136986,"Fixed","Navy","CARTER",2.86100230097347
"1113",2010-09-30,1.33698630136986,"Fixed","Air Force","CARTER",1.4115327237163
"1114",2010-09-30,1.33698630136986,"Fixed","DLA","CARTER",1.85006319734703
"1115",2010-09-30,1.33698630136986,"Fixed","MDA","CARTER",0.00662033737697903
"1116",2010-09-30,1.33698630136986,"Fixed","MilitaryHealth","CARTER",0.00118561740479247
"1117",2010-09-30,1.33698630136986,"Fixed","Additional DoD Components","CARTER",0.732416728080873
"1118",2010-09-30,1.33698630136986,"Other","Navy","CARTER",0
"1119",2010-09-30,1.33698630136986,"Time/Mat.","Army","CARTER",0.36265419021181
"1120",2010-09-30,1.33698630136986,"Time/Mat.","Navy","CARTER",0.0443554229995721
"1121",2010-09-30,1.33698630136986,"Time/Mat.","Air Force","CARTER",0.10552603457424
"1122",2010-09-30,1.33698630136986,"Time/Mat.","DLA","CARTER",0.0374272073277706
"1123",2010-09-30,1.33698630136986,"Time/Mat.","MDA","CARTER",0.00486170303808301
"1124",2010-09-30,1.33698630136986,"Time/Mat.","Additional DoD Components","CARTER",0.0335216797389816
"1125",2010-09-30,1.33698630136986,"Unlabeled","Army","CARTER",0
"1126",2010-09-30,1.33698630136986,"Unlabeled","Navy","CARTER",0
"1127",2010-09-30,1.33698630136986,"Unlabeled","Air Force","CARTER",0
"1128",2010-09-30,1.33698630136986,"Unlabeled","DLA","CARTER",0
"1129",2010-09-30,1.33698630136986,"Unlabeled","Additional DoD Components","CARTER",0
"1130",2010-09-30,1.41369863013699,"Combination","Army","CARTER",0.143973333429611
"1131",2010-09-30,1.41369863013699,"Combination","Navy","CARTER",0.0864143945977749
"1132",2010-09-30,1.41369863013699,"Combination","Air Force","CARTER",0.00759953965554129
"1133",2010-09-30,1.41369863013699,"Combination","DLA","CARTER",7.91258985879332e-05
"1134",2010-09-30,1.41369863013699,"Combination","Additional DoD Components","CARTER",0.00370341586435601
"1135",2010-09-30,1.41369863013699,"Cost+","Army","CARTER",0.737489013500214
"1136",2010-09-30,1.41369863013699,"Cost+","Navy","CARTER",1.77181917603766
"1137",2010-09-30,1.41369863013699,"Cost+","Air Force","CARTER",0.955353698085152
"1138",2010-09-30,1.41369863013699,"Cost+","DLA","CARTER",0.00181072528883184
"1139",2010-09-30,1.41369863013699,"Cost+","MDA","CARTER",0.0642322047496791
"1140",2010-09-30,1.41369863013699,"Cost+","Additional DoD Components","CARTER",0.429462226422764
"1141",2010-09-30,1.41369863013699,"Fixed","Army","CARTER",7.196970147454
"1142",2010-09-30,1.41369863013699,"Fixed","Navy","CARTER",3.49978287877621
"1143",2010-09-30,1.41369863013699,"Fixed","Air Force","CARTER",2.24171316157467
"1144",2010-09-30,1.41369863013699,"Fixed","DLA","CARTER",2.17425577723577
"1145",2010-09-30,1.41369863013699,"Fixed","MDA","CARTER",0.00117054318570817
"1146",2010-09-30,1.41369863013699,"Fixed","MilitaryHealth","CARTER",0.00191164014762516
"1147",2010-09-30,1.41369863013699,"Fixed","Additional DoD Components","CARTER",1.16285825111254
"1148",2010-09-30,1.41369863013699,"Time/Mat.","Army","CARTER",0.562022610023534
"1149",2010-09-30,1.41369863013699,"Time/Mat.","Navy","CARTER",0.0794586775139067
"1150",2010-09-30,1.41369863013699,"Time/Mat.","Air Force","CARTER",0.18919763902439
"1151",2010-09-30,1.41369863013699,"Time/Mat.","DLA","CARTER",0.0527653662708601
"1152",2010-09-30,1.41369863013699,"Time/Mat.","MDA","CARTER",0.00122844030808729
"1153",2010-09-30,1.41369863013699,"Time/Mat.","Additional DoD Components","CARTER",0.141758058023107
"1154",2010-09-30,1.41369863013699,"Unlabeled","Army","CARTER",0
"1155",2010-09-30,1.41369863013699,"Unlabeled","Navy","CARTER",-1.98438168592212e-05
"1156",2010-09-30,1.41369863013699,"Unlabeled","Air Force","CARTER",0
"1157",2010-09-30,1.41369863013699,"Unlabeled","MDA","CARTER",0
"1158",2010-09-30,1.41369863013699,"Unlabeled","Additional DoD Components","CARTER",0
"1159",2010-09-30,1.4986301369863,"Combination","Army","CARTER",0.456041125342319
"1160",2010-09-30,1.4986301369863,"Combination","Navy","CARTER",0.145598094030809
"1161",2010-09-30,1.4986301369863,"Combination","Air Force","CARTER",0.00996785048138639
"1162",2010-09-30,1.4986301369863,"Combination","DLA","CARTER",0
"1163",2010-09-30,1.4986301369863,"Combination","Additional DoD Components","CARTER",0.0385623518185708
"1164",2010-09-30,1.4986301369863,"Cost+","Army","CARTER",1.22761970524176
"1165",2010-09-30,1.4986301369863,"Cost+","Navy","CARTER",1.3260352783911
"1166",2010-09-30,1.4986301369863,"Cost+","Air Force","CARTER",0.824630469244758
"1167",2010-09-30,1.4986301369863,"Cost+","DLA","CARTER",0.00777347370560548
"1168",2010-09-30,1.4986301369863,"Cost+","MDA","CARTER",0.124541470111254
"1169",2010-09-30,1.4986301369863,"Cost+","Additional DoD Components","CARTER",0.193230636574668
"1170",2010-09-30,1.4986301369863,"Fixed","Army","CARTER",6.11332035409713
"1171",2010-09-30,1.4986301369863,"Fixed","Navy","CARTER",2.17837710742405
"1172",2010-09-30,1.4986301369863,"Fixed","Air Force","CARTER",1.14976938014549
"1173",2010-09-30,1.4986301369863,"Fixed","DLA","CARTER",4.57253160748823
"1174",2010-09-30,1.4986301369863,"Fixed","MDA","CARTER",0.0162398143132221
"1175",2010-09-30,1.4986301369863,"Fixed","MilitaryHealth","CARTER",0.00169371893453145
"1176",2010-09-30,1.4986301369863,"Fixed","Additional DoD Components","CARTER",1.11551063077664
"1177",2010-09-30,1.4986301369863,"Time/Mat.","Army","CARTER",0.441056316463415
"1178",2010-09-30,1.4986301369863,"Time/Mat.","Navy","CARTER",0.0778738405862217
"1179",2010-09-30,1.4986301369863,"Time/Mat.","Air Force","CARTER",0.143526829375267
"1180",2010-09-30,1.4986301369863,"Time/Mat.","DLA","CARTER",0.0543924327342747
"1181",2010-09-30,1.4986301369863,"Time/Mat.","MDA","CARTER",0.000384039366709457
"1182",2010-09-30,1.4986301369863,"Time/Mat.","Additional DoD Components","CARTER",0.16882167084938
"1183",2010-09-30,1.4986301369863,"Unlabeled","Army","CARTER",0
"1184",2010-09-30,1.4986301369863,"Unlabeled","Navy","CARTER",0
"1185",2010-09-30,1.4986301369863,"Unlabeled","Air Force","CARTER",0
"1186",2010-09-30,1.4986301369863,"Unlabeled","MDA","CARTER",0
"1187",2010-09-30,1.4986301369863,"Unlabeled","Additional DoD Components","CARTER",0
"1188",2010-09-30,1.58082191780822,"Combination","Army","CARTER",0.158897569854514
"1189",2010-09-30,1.58082191780822,"Combination","Navy","CARTER",0.0576649581621737
"1190",2010-09-30,1.58082191780822,"Combination","Air Force","CARTER",0.0343533447475396
"1191",2010-09-30,1.58082191780822,"Combination","DLA","CARTER",0.000855798031664527
"1192",2010-09-30,1.58082191780822,"Combination","Additional DoD Components","CARTER",0.0143063499893025
"1193",2010-09-30,1.58082191780822,"Cost+","Army","CARTER",0.945029065147625
"1194",2010-09-30,1.58082191780822,"Cost+","Navy","CARTER",1.04838658185708
"1195",2010-09-30,1.58082191780822,"Cost+","Air Force","CARTER",0.628210382434745
"1196",2010-09-30,1.58082191780822,"Cost+","DLA","CARTER",0.000283267008985879
"1197",2010-09-30,1.58082191780822,"Cost+","MDA","CARTER",0.0911271916880616
"1198",2010-09-30,1.58082191780822,"Cost+","MilitaryHealth","CARTER",0.0561661681643132
"1199",2010-09-30,1.58082191780822,"Cost+","Additional DoD Components","CARTER",0.175681855166881
"1200",2010-09-30,1.58082191780822,"Fixed","Army","CARTER",6.88667427871202
"1201",2010-09-30,1.58082191780822,"Fixed","Navy","CARTER",2.1373380423834
"1202",2010-09-30,1.58082191780822,"Fixed","Air Force","CARTER",1.87950469553915
"1203",2010-09-30,1.58082191780822,"Fixed","DLA","CARTER",2.33541966953359
"1204",2010-09-30,1.58082191780822,"Fixed","MDA","CARTER",0.0103236175331622
"1205",2010-09-30,1.58082191780822,"Fixed","MilitaryHealth","CARTER",0.00579694827770646
"1206",2010-09-30,1.58082191780822,"Fixed","Additional DoD Components","CARTER",0.652876417404793
"1207",2010-09-30,1.58082191780822,"Time/Mat.","Army","CARTER",0.232529979589217
"1208",2010-09-30,1.58082191780822,"Time/Mat.","Navy","CARTER",0.0575003425652546
"1209",2010-09-30,1.58082191780822,"Time/Mat.","Air Force","CARTER",0.0861853136713736
"1210",2010-09-30,1.58082191780822,"Time/Mat.","DLA","CARTER",0.0385617325310227
"1211",2010-09-30,1.58082191780822,"Time/Mat.","MDA","CARTER",0.00269940094137783
"1212",2010-09-30,1.58082191780822,"Time/Mat.","Additional DoD Components","CARTER",0.037235005198973
"1213",2010-09-30,1.58082191780822,"Unlabeled","Army","CARTER",0
"1214",2010-09-30,1.58082191780822,"Unlabeled","Navy","CARTER",0
"1215",2010-09-30,1.58082191780822,"Unlabeled","Air Force","CARTER",0
"1216",2010-09-30,1.58082191780822,"Unlabeled","MDA","CARTER",0
"1217",2010-09-30,1.58082191780822,"Unlabeled","Additional DoD Components","CARTER",0
"1218",2010-09-30,1.66575342465753,"Combination","Army","CARTER",0.111022923587933
"1219",2010-09-30,1.66575342465753,"Combination","Navy","CARTER",0.0396546341249465
"1220",2010-09-30,1.66575342465753,"Combination","Air Force","CARTER",0.00937848532306376
"1221",2010-09-30,1.66575342465753,"Combination","DLA","CARTER",0.00200577663671374
"1222",2010-09-30,1.66575342465753,"Combination","Additional DoD Components","CARTER",0.0410880368635002
"1223",2010-09-30,1.66575342465753,"Cost+","Army","CARTER",1.28313008414634
"1224",2010-09-30,1.66575342465753,"Cost+","Navy","CARTER",1.290132276273
"1225",2010-09-30,1.66575342465753,"Cost+","Air Force","CARTER",0.878216044341036
"1226",2010-09-30,1.66575342465753,"Cost+","DLA","CARTER",5.88361146769362e-05
"1227",2010-09-30,1.66575342465753,"Cost+","MDA","CARTER",0.0584029832263586
"1228",2010-09-30,1.66575342465753,"Cost+","MilitaryHealth","CARTER",0.000786446298673513
"1229",2010-09-30,1.66575342465753,"Cost+","Additional DoD Components","CARTER",0.313582541046213
"1230",2010-09-30,1.66575342465753,"Fixed","Army","CARTER",7.47956691546887
"1231",2010-09-30,1.66575342465753,"Fixed","Navy","CARTER",3.31591515189249
"1232",2010-09-30,1.66575342465753,"Fixed","Air Force","CARTER",2.83138645050278
"1233",2010-09-30,1.66575342465753,"Fixed","DLA","CARTER",4.20198995867565
"1234",2010-09-30,1.66575342465753,"Fixed","MDA","CARTER",0.00646479603123663
"1235",2010-09-30,1.66575342465753,"Fixed","MilitaryHealth","CARTER",0.0306486472935387
"1236",2010-09-30,1.66575342465753,"Fixed","Additional DoD Components","CARTER",0.743426228583654
"1237",2010-09-30,1.66575342465753,"Time/Mat.","Army","CARTER",0.508634311788618
"1238",2010-09-30,1.66575342465753,"Time/Mat.","Navy","CARTER",0.050557365661104
"1239",2010-09-30,1.66575342465753,"Time/Mat.","Air Force","CARTER",0.121913501797176
"1240",2010-09-30,1.66575342465753,"Time/Mat.","DLA","CARTER",0.0502844254172015
"1241",2010-09-30,1.66575342465753,"Time/Mat.","MDA","CARTER",0.00113336435601198
"1242",2010-09-30,1.66575342465753,"Time/Mat.","Additional DoD Components","CARTER",0.181409305445015
"1243",2010-09-30,1.66575342465753,"Unlabeled","Army","CARTER",0
"1244",2010-09-30,1.66575342465753,"Unlabeled","Navy","CARTER",0
"1245",2010-09-30,1.66575342465753,"Unlabeled","Air Force","CARTER",0
"1246",2010-09-30,1.66575342465753,"Unlabeled","DLA","CARTER",0
"1247",2010-09-30,1.66575342465753,"Unlabeled","MDA","CARTER",0
"1248",2010-09-30,1.66575342465753,"Unlabeled","Additional DoD Components","CARTER",0
"1249",2010-09-30,1.74794520547945,"Combination","Army","CARTER",0.063493052813436
"1250",2010-09-30,1.74794520547945,"Combination","Navy","CARTER",0.150218548427471
"1251",2010-09-30,1.74794520547945,"Combination","Air Force","CARTER",0.0210963652652974
"1252",2010-09-30,1.74794520547945,"Combination","DLA","CARTER",1.41739409499358e-05
"1253",2010-09-30,1.74794520547945,"Combination","Additional DoD Components","CARTER",0.019790032156611
"1254",2010-09-30,1.74794520547945,"Cost+","Army","CARTER",1.16418651870988
"1255",2010-09-30,1.74794520547945,"Cost+","Navy","CARTER",1.02840957022893
"1256",2010-09-30,1.74794520547945,"Cost+","Air Force","CARTER",0.507588438714163
