"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"440",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Combination","Additional
DoD
Components","YOUNG",0.0347197544062107,0.0251521757163478
"441",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Combination","Additional
DoD
Components","YOUNG",0.0128761783676039,0.0195406691438318
"442",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Combination","Additional
DoD
Components","YOUNG",0.0131766894985313,0.0202575407574486
"443",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Combination","Additional
DoD
Components","YOUNG",0.0210545474716744,0.0157024717792698
"444",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Combination","Additional
DoD
Components","YOUNG",0.0306460417645825,0.0216257595782627
"445",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Combination","Additional
DoD
Components","YOUNG",0.0380689186844314,0.0299231693068961
"446",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Combination","Additional
DoD
Components","YOUNG",0.0165810208350818,0.0284319937613652
"447",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Combination","Additional
DoD
Components","YOUNG",0.0204325876731011,0.0250275090642048
"448",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Combination","Additional
DoD
Components","YOUNG",0.0264138493600504,0.0211424859560778
"449",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Combination","Additional
DoD
Components","YOUNG",0.0149010766156106,0.0205825045495874
"450",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Combination","Additional
DoD
Components","YOUNG",0.00528089175409148,0.0155319392432508
"451",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Combination","Additional
DoD
Components","YOUNG",0.0179452458560638,0.0127090714085886
"452",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Combination","Additional
DoD
Components","CARTER",0.0334822770513098,NA
"453",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Combination","Additional
DoD
Components","CARTER",0.0493231674280147,NA
"454",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Combination","Additional
DoD
Components","CARTER",0.157160098159775,0.0799885142130331
"455",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Combination","Additional
DoD
Components","CARTER",0.0707827302771163,0.0924219986216353
"456",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Combination","Additional
DoD
Components","CARTER",0.0786970666594501,0.102213298365447
"457",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Combination","Additional
DoD
Components","CARTER",0.327512216042433,0.158997337659667
"458",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"Combination","Additional
DoD
Components","CARTER",-0.000163580445014976,0.135348567418956
"459",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"Combination","Additional
DoD
Components","CARTER",-0.219130618057338,0.03607267251336
"460",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"Combination","Additional
DoD
Components","CARTER",0.00854237813436029,-0.0702506067893311
"461",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"Combination","Additional
DoD
Components","CARTER",0.0206209381364998,-0.0633224339288261
"462",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"Combination","Additional
DoD
Components","CARTER",0.00541438633932392,0.0115259008700613
"463",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"Combination","Additional
DoD
Components","CARTER",0.00370341586435601,0.00991291344672657
"464",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"Combination","Additional
DoD
Components","CARTER",0.0385623518185708,0.0158933846740836
"465",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"Combination","Additional
DoD
Components","CARTER",0.0143063499893025,0.0188573725574098
"466",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"Combination","Additional
DoD
Components","CARTER",0.0410880368635002,0.0313189128904579
"467",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"Combination","Additional
DoD
Components","CARTER",0.019790032156611,0.0250614730031379
"468",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"Combination","Additional
DoD
Components","CARTER",0.0395053747539581,0.0334611479246898
"469",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"Combination","Additional
DoD
Components","CARTER",0.094016099978605,0.0511038356297247
"470",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"Combination","Additional
DoD
Components","CARTER",0.012017959431389,0.0485131447213174
"471",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"Combination","Additional
DoD
Components","CARTER",0.0373960776017625,0.0478100456705855
"472",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"Combination","Additional
DoD
Components","CARTER",0.00384334549937054,0.017752460844174
"473",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"Combination","Additional
DoD
Components","CARTER",0.0203081135753252,0.0205158455588194
"474",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"Combination","Additional
DoD
Components","CARTER",0.022275619817457,0.0154756929640509
"475",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"Combination","Additional
DoD
Components","CARTER",0.0413619140369282,0.0279818824765701
"476",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Combination","Additional
DoD
Components","CARTER",0.0181410974402014,0.0272595437648622
"477",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Combination","Additional
DoD
Components","CARTER",0.0271969120541334,0.028899974510421
"478",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Combination","Additional
DoD
Components","CARTER",0.0290069870751154,0.0247816655231501
"479",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Combination","Additional
DoD
Components","CARTER",0.065659701405791,0.0406212001783466
"480",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Combination","Additional
DoD
Components","CARTER",0.0214032576689047,0.038689982049937
"481",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Combination","Additional
DoD
Components","CARTER",0.0935723549727234,0.0602117713491397
"482",2011-10-01,2011-12-31,"Q1",2012-09-30,3,"Combination","Additional
DoD
Components","CARTER",0.0181843068479044,0.0443866398298442
"483",2011-11-01,2011-12-31,"Q1",2012-09-30,3.08493150684932,"Combination","Additional
DoD
Components","CARTER",0.0185775011636289,0.0434447209947523
"484",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"Combination","Additional
DoD
Components","CARTER",0.0209897881474616,0.0192505320529983
"485",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Combination","Additional
DoD
Components","CARTER",0.0191489829162805,0.019572090742457
"486",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"Combination","Additional
DoD
Components","CARTER",0.0190431349294614,0.0197273019977345
"487",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Combination","Additional
DoD
Components","CARTER",0.0201460514159201,0.019446056420554
"488",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"Combination","Additional
DoD
Components","CARTER",0.0171317630419112,0.0187736497957643
"489",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Combination","Additional
DoD
Components","CARTER",0.031609041077129,0.0229622851783201
"490",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Combination","Additional
DoD
Components","CARTER",0.035396528236021,0.0280457774516871
"491",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Combination","Additional
DoD
Components","CARTER",0.0363337018226753,0.0344464237119418
"492",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Combination","Additional
DoD
Components","CARTER",0.0262349247966224,0.0326550516184396
"493",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Combination","Additional
DoD
Components","CARTER",0.0429530548038307,0.0351738938077095
"494",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Combination","Additional
DoD
Components","CARTER",0.0113524746014014,0.0268468180672848
"495",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Combination","Additional
DoD
Components","CARTER",0.0167602989539961,0.0236886094530761
"496",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Combination","Additional
DoD
Components","CARTER",0.0214990629027115,0.0165372788193697
"497",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"Combination","Additional
DoD
Components","CARTER",0.00825335759652686,0.0155042398177448
"498",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Combination","Additional
DoD
Components","CARTER",0.00842948354574997,0.0127273013483294
"499",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Combination","Additional
DoD
Components","CARTER",0.0295561225981517,0.0154129879134762
"500",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"Combination","Additional
DoD
Components","CARTER",0.000826556413425409,0.012937387519109
"501",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"Combination","Additional
DoD
Components","CARTER",0.0199923337093531,0.0167916709069767
"502",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"Combination","Additional
DoD
Components","CARTER",0.00301129530486443,0.00794339514254765
"503",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"Combination","Additional
DoD
Components","CARTER",0.00414253227561694,0.00904872042994482
"504",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"Combination","Additional
DoD
Components","CARTER",0.012830294193663,0.0066613739247148
"505",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"Combination","Additional
DoD
Components","CARTER",0.060014195687519,0.025662340718933
"506",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"Combination","Additional
DoD
Components","KENDALL",-1.99861886869097e-06,NA
"507",2014-01-01,2014-03-31,"Q2",2014-09-30,2.25479452054795,"Combination","Additional
DoD
Components","KENDALL",-9.64912e-06,-5.82386943434549e-06
"508",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"Cost+","Army","YOUNG",0.136100628622741,NA
"509",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"Cost+","Army","YOUNG",0.327140728050286,NA
"510",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Cost+","Army","YOUNG",0.951410862083287,0.471550739585438
"511",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Cost+","Army","YOUNG",0.158863122711497,0.479138237615023
"512",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Cost+","Army","YOUNG",0.444455544414317,0.518243176403033
"513",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Cost+","Army","YOUNG",0.711839846193059,0.438386171106291
"514",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Cost+","Army","YOUNG",0.557175872483731,0.571157087697035
"515",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Cost+","Army","YOUNG",0.591662027668113,0.620225915448301
"516",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Cost+","Army","YOUNG",0.516785188839479,0.555207696330441
"517",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Cost+","Army","YOUNG",1.27423182694143,0.794226347816341
"518",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Cost+","Army","YOUNG",0.392994188362256,0.728003734714389
"519",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Cost+","Army","YOUNG",0.474815496138829,0.714013837147505
"520",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Cost+","Army","YOUNG",1.22476770798265,0.697525797494577
"521",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Cost+","Army","YOUNG",0.880835655563991,0.860139619895155
"522",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Cost+","Army","YOUNG",2.24268615787419,1.44942984047361
"523",2008-10-01,2008-12-31,"Q1",2009-09-30,2.0027397260274,"Cost+","Army","YOUNG",1.35192802171466,1.49181661171761
"524",2008-11-01,2008-12-31,"Q1",2009-09-30,2.08767123287671,"Cost+","Army","YOUNG",0.786748742714873,1.46045430743457
"525",2008-12-01,2008-12-31,"Q1",2009-09-30,2.16986301369863,"Cost+","Army","YOUNG",0.817091069917731,0.98525594478242
"526",2009-01-01,2009-03-31,"Q2",2009-09-30,2.25479452054795,"Cost+","Army","YOUNG",0.86143713775709,0.821758983463232
"527",2009-02-01,2009-03-31,"Q2",2009-09-30,2.33972602739726,"Cost+","Army","YOUNG",1.2934148410695,0.990647682914772
"528",2009-03-01,2009-03-31,"Q2",2009-09-30,2.41643835616438,"Cost+","Army","YOUNG",1.01070184751028,1.05518460877896
"529",2009-04-01,2009-06-30,"Q3",2009-09-30,2.5013698630137,"Cost+","Army","YOUNG",1.32323173768132,1.20911614208703
"530",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Cost+","Army","YOUNG",0.784898959818143,1.03961084833658
"531",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Cost+","Army","YOUNG",0.703468625308508,0.937199774269322
"532",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Cost+","Army","YOUNG",1.01751741201559,0.835294999047413
"533",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Cost+","Army","YOUNG",0.825914873457458,0.848966970260518
"534",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Cost+","Army","YOUNG",1.14132353965144,0.994918608374829
"535",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Cost+","Army","YOUNG",0.454993749893025,0.807410721000641
"536",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Cost+","Army","YOUNG",0.578954966367137,0.725090751970534
"537",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Cost+","Army","YOUNG",0.971433790853659,0.668460835704607
"538",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Cost+","Army","YOUNG",1.24291881913778,0.93110252545286
"539",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Cost+","Army","YOUNG",0.645774701337184,0.953375770442875
"540",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Cost+","Army","YOUNG",0.538191166773641,0.808961562416203
"541",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Cost+","Army","YOUNG",0.775369914035088,0.653111927381971
"542",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Cost+","Army","YOUNG",0.362718477439024,0.558759852749251
"543",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Cost+","Army","YOUNG",0.200542124518614,0.446210171997575
"544",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Cost+","Army","YOUNG",0.40440764444801,0.322556082135216
"545",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Cost+","Army","YOUNG",0.804972290939238,0.469974019968621
"546",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Cost+","Army","YOUNG",0.731154505648267,0.646844813678505
"547",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Cost+","Army","YOUNG",0.100119304469157,0.545415367018887
"548",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Cost+","Army","YOUNG",0.249818284473353,0.360364031530259
"549",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Cost+","Army","YOUNG",0.361088311172891,0.2370086333718
"550",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Cost+","Army","YOUNG",0.647101963029794,0.419336186225346
"551",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Cost+","Army","YOUNG",0.20283103712757,0.403673770443419
"552",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Cost+","Army","YOUNG",0.21015705718632,0.353363352447895
"553",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Cost+","Army","YOUNG",0.449309571621905,0.287432555311932
"554",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Cost+","Army","YOUNG",0.534689098730592,0.398051909179606
"555",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Cost+","Army","YOUNG",0.190535042761225,0.391511237704574
"556",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Cost+","Army","YOUNG",0.272135046684851,0.332453062725556
"557",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Cost+","Army","YOUNG",0.488730130675619,0.317133406707232
"558",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Cost+","Army","YOUNG",0.459559036949224,0.406808071436565
"559",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Cost+","Army","CARTER",0.0660702822688894,NA
"560",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Cost+","Army","CARTER",0.3768309777441,NA
"561",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Cost+","Army","CARTER",0.374937602359818,0.272612954124269
"562",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Cost+","Army","CARTER",0.395454651169084,0.382407743757668
"563",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Cost+","Army","CARTER",0.267593507685646,0.345995253738183
"564",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Cost+","Army","CARTER",1.31464099460922,0.659229717821318
"565",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"Cost+","Army","CARTER",0.274155785216089,0.618796762503653
"566",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"Cost+","Army","CARTER",0.53213947156611,0.706978750463807
"567",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"Cost+","Army","CARTER",1.26142741640993,0.689240891064042
"568",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"Cost+","Army","CARTER",0.664422491880616,0.819329793285551
"569",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"Cost+","Army","CARTER",0.974111586007702,0.966653831432749
"570",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"Cost+","Army","CARTER",0.737489013500214,0.792007697129511
"571",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"Cost+","Army","CARTER",1.22761970524176,0.979740101583226
"572",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"Cost+","Army","CARTER",0.945029065147625,0.970045927963201
"573",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"Cost+","Army","CARTER",1.28313008414634,1.15192628484524
"574",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"Cost+","Army","CARTER",1.16418651870988,1.13078188933462
"575",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"Cost+","Army","CARTER",0.98651513372914,1.14461057886179
"576",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"Cost+","Army","CARTER",3.90321321836757,2.0179716236022
"577",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"Cost+","Army","CARTER",0.435656639362148,1.77512833048628
"578",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"Cost+","Army","CARTER",1.43425490618968,1.92437492130646
"579",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"Cost+","Army","CARTER",1.57686780231851,1.14892644929011
"580",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"Cost+","Army","CARTER",1.55073113210239,1.52061794687019
"581",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"Cost+","Army","CARTER",0.986440097335292,1.37134634391873
"582",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"Cost+","Army","CARTER",1.63767536850608,1.39161553264792
"583",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Cost+","Army","CARTER",1.56286420922157,1.39565989168765
"584",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Cost+","Army","CARTER",1.42806160110155,1.54286705960974
"585",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Cost+","Army","CARTER",2.7714934319765,1.92080641409987
"586",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Cost+","Army","CARTER",1.85602509690516,2.0185267099944
"587",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Cost+","Army","CARTER",1.54580292284935,2.05777381724367
"588",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Cost+","Army","CARTER",4.91579224466009,2.7725400881382
"589",2011-10-01,2011-12-31,"Q1",2012-09-30,3,"Cost+","Army","CARTER",0.793364904458861,2.41832002398943
"590",2011-11-01,2011-12-31,"Q1",2012-09-30,3.08493150684932,"Cost+","Army","CARTER",0.354012708021831,2.02105661904693
"591",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"Cost+","Army","CARTER",1.15235179070127,0.766576467727319
"592",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Cost+","Army","CARTER",0.822128701946247,0.776164400223115
"593",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"Cost+","Army","CARTER",1.25308082312841,1.07585377192531
"594",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Cost+","Army","CARTER",1.30045761684687,1.12522238064051
"595",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"Cost+","Army","CARTER",1.39193560338791,1.3151580144544
"596",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Cost+","Army","CARTER",0.967823214375451,1.22007214487008
"597",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Cost+","Army","CARTER",1.0977535837092,1.15250413382419
"598",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Cost+","Army","CARTER",1.70200055997323,1.25585911935262
"599",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Cost+","Army","CARTER",0.529883700648749,1.10987928144372
"600",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Cost+","Army","CARTER",2.24151333229328,1.49113253097175
"601",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Cost+","Army","CARTER",0.286841099453742,1.01941271079859
"602",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Cost+","Army","CARTER",0.658551839403676,1.06230209038356
"603",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Cost+","Army","CARTER",1.02370634074033,0.656366426532582
"604",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"Cost+","Army","CARTER",0.464694965552656,0.715651048565553
"605",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Cost+","Army","CARTER",0.892772397157205,0.793724567816729
"606",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Cost+","Army","CARTER",0.979410802335026,0.778959388348295
"607",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"Cost+","Army","CARTER",0.462958420867472,0.778380540119901
"608",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"Cost+","Army","CARTER",0.505392022992993,0.64925374873183
"609",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"Cost+","Army","CARTER",0.518162334914289,0.495504259591585
"610",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"Cost+","Army","CARTER",1.9846010907187,1.00271848287533
"611",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"Cost+","Army","CARTER",0.757633518018178,1.08679898121705
"612",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"Cost+","Army","CARTER",1.65066738696842,1.4643006652351
"613",2011-11-01,2011-12-31,"Q1",2012-09-30,0.0849315068493151,"Cost+","Army","KENDALL",0.262019084069612,NA
"614",2011-12-01,2011-12-31,"Q1",2012-09-30,0.167123287671233,"Cost+","Army","KENDALL",0.451619945175574,NA
"615",2012-01-01,2012-03-31,"Q2",2012-09-30,0.252054794520548,"Cost+","Army","KENDALL",0.290436061991556,0.334691697078914
"616",2012-02-01,2012-03-31,"Q2",2012-09-30,0.336986301369863,"Cost+","Army","KENDALL",0.595481836360828,0.445845947842653
"617",2012-03-01,2012-03-31,"Q2",2012-09-30,0.416438356164384,"Cost+","Army","KENDALL",0.687647736855113,0.524521878402499
"618",2012-04-01,2012-06-30,"Q3",2012-09-30,0.501369863013699,"Cost+","Army","KENDALL",0.54468205575121,0.60927054298905
"619",2012-05-01,2012-06-30,"Q3",2012-09-30,0.583561643835616,"Cost+","Army","KENDALL",1.12948321257337,0.787271001726564
"620",2012-06-01,2012-06-30,"Q3",2012-09-30,0.668493150684932,"Cost+","Army","KENDALL",0.67079759463495,0.781654287653177
"621",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"Cost+","Army","KENDALL",0.37082631175986,0.723702372989393
"622",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"Cost+","Army","KENDALL",0.815372626722274,0.618998844372361
"623",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"Cost+","Army","KENDALL",2.98567797171249,1.39062563673154
"624",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"Cost+","Army","KENDALL",0.341326408247385,1.38079233556072
"625",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"Cost+","Army","KENDALL",0.882723533170712,1.4032426377102
"626",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"Cost+","Army","KENDALL",1.01008237174632,0.744710771054805
"627",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"Cost+","Army","KENDALL",0.471099517585559,0.78796847416753
"628",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"Cost+","Army","KENDALL",0.6442030282222,0.708461639184693
"629",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"Cost+","Army","KENDALL",0.728182029614096,0.614494858473951
"630",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"Cost+","Army","KENDALL",0.449458121565959,0.607281059800751
"631",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"Cost+","Army","KENDALL",1.31085680711496,0.829498986098338
"632",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"Cost+","Army","KENDALL",0.992728527574287,0.917681152085068
"633",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"Cost+","Army","KENDALL",1.22622135697746,1.17660223055557
"634",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"Cost+","Army","KENDALL",1.01822762462791,1.07905916972655
"635",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"Cost+","Army","KENDALL",2.94623908378379,1.73022935512972
"636",2013-10-01,2013-12-31,"Q1",2014-09-30,2.0027397260274,"Cost+","Army","KENDALL",0.2589840289421,1.40781691245127
"637",2013-11-01,2013-12-31,"Q1",2014-09-30,2.08767123287671,"Cost+","Army","KENDALL",0.6294497463154,1.2782242863471
