"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"522",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Combination","MDA","YOUNG",0.0109969696312364,0.0271277579067245
"523",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Combination","MDA","YOUNG",0.00382481127982646,0.0252194485538684
"524",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Combination","MDA","YOUNG",0.0117275931778742,0.00884979136297903
"525",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Combination","MDA","YOUNG",0.0589486854513964,0.0248336966363657
"526",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Combination","MDA","YOUNG",0.0922391140290106,0.0543051308860937
"527",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Combination","MDA","YOUNG",0.0375393089196796,0.0629090361333622
"528",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Combination","MDA","YOUNG",0.111625564245508,0.0804679957313993
"529",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Combination","MDA","YOUNG",0.000230804319116692,0.0497985591614347
"530",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Combination","MDA","YOUNG",0.000184386575373218,0.0373469183799992
"531",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Combination","MDA","YOUNG",0.00758273735657069,0.00266597608368687
"532",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Combination","MDA","YOUNG",0.0154971519809483,0.00775475863763072
"533",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Combination","MDA","YOUNG",0.00589401602078372,0.00965796845276755
"534",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Combination","MDA","YOUNG",0,0.00713038933391066
"535",2014-04-01,2014-06-30,"Q3",2014-09-30,7.5041095890411,"Combination","MDA","YOUNG",-3.9075e-06,0.00196336950692791
"536",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Combination","MilitaryHealth","YOUNG",0.00893503362255965,NA
"537",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Combination","MilitaryHealth","YOUNG",0,NA
"538",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Combination","MilitaryHealth","YOUNG",0,0.00297834454085322
"539",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Combination","MilitaryHealth","YOUNG",0,0
"540",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Combination","MilitaryHealth","YOUNG",7.2234273318872e-06,2.40780911062907e-06
"541",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Combination","MilitaryHealth","YOUNG",8.95444685466377e-05,3.22559652928416e-05
"542",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Combination","MilitaryHealth","YOUNG",1.11221908893709e-05,3.59633622559653e-05
"543",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Combination","MilitaryHealth","YOUNG",-7.2093526737389e-06,3.11524355874233e-05
"544",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Combination","MilitaryHealth","YOUNG",8.76488417406365e-06,4.22590746323189e-06
"545",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Combination","MilitaryHealth","YOUNG",0,5.18510500108248e-07
"546",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Combination","MilitaryHealth","YOUNG",1.60749079887422e-06,3.45745832431262e-06
"547",2012-02-01,2012-03-31,"Q2",2012-09-30,5.33972602739726,"Combination","MilitaryHealth","YOUNG",0.00271165173514571,0.000904419741981529
"548",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Combination","MilitaryHealth","YOUNG",0,0.000904419741981529
"549",2013-08-01,2013-09-30,"Q4",2013-09-30,6.83835616438356,"Combination","MilitaryHealth","YOUNG",0,0.000903883911715237
"550",2013-10-01,2013-12-31,"Q1",2014-09-30,7.00547945205479,"Combination","MilitaryHealth","YOUNG",0,0
"551",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"Combination","MilitaryHealth","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0,0
"552",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"Combination","Additional DoD Components","YOUNG",0.0565289987652935,NA
"553",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Combination","Additional DoD Components","YOUNG",0.23482840694803,NA
"554",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Combination","Additional DoD Components","YOUNG",0.060810087472885,0.117389164395403
"555",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Combination","Additional DoD Components","YOUNG",0.0438138511388286,0.113150781853248
"556",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Combination","Additional DoD Components","YOUNG",0.133293923004338,0.0793059538720174
"557",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Combination","Additional DoD Components","YOUNG",0.0489395770173536,0.0753491170535069
"558",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Combination","Additional DoD Components","YOUNG",0.0497308029392625,0.0773214343203181
"559",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Combination","Additional DoD Components","YOUNG",0.106228866442516,0.0682997487997108
"560",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Combination","Additional DoD Components","YOUNG",0.13120465516269,0.0957214415148228
"561",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Combination","Additional DoD Components","YOUNG",0.121617838221258,0.119683786608821
"562",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Combination","Additional DoD Components","YOUNG",0.124369991681128,0.125730828355025
"563",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Combination","Additional DoD Components","YOUNG",0.118768211062907,0.121585346988431
"564",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Combination","Additional DoD Components","YOUNG",0.0659692211171367,0.103035807953724
"565",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Combination","Additional DoD Components","YOUNG",0.344318411149675,0.176351947776573
"566",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Combination","Additional DoD Components","YOUNG",0.106838869928556,0.172375500731789
"567",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Combination","Additional DoD Components","YOUNG",0.137170813130548,0.196109364736259
"568",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Combination","Additional DoD Components","YOUNG",0.121149752511366,0.121719811856823
"569",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Combination","Additional DoD Components","YOUNG",0.191225146232951,0.149848570624955
"570",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Combination","Additional DoD Components","YOUNG",0.10646187959515,0.139612259446489
"571",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Combination","Additional DoD Components","YOUNG",0.191670262708378,0.163119096178827
"572",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Combination","Additional DoD Components","YOUNG",0.217885689900411,0.17200594406798
"573",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Combination","Additional DoD Components","YOUNG",0.0543158820199177,0.154623944876236
"574",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Combination","Additional DoD Components","YOUNG",0.0764111011257848,0.116204224348705
"575",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Combination","Additional DoD Components","YOUNG",0.0486817479432778,0.0598029103629934
"576",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Combination","Additional DoD Components","YOUNG",0.0459383213574367,0.0570103901421664
"577",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Combination","Additional DoD Components","YOUNG",0.107034045193765,0.0672180381648264
"578",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Combination","Additional DoD Components","YOUNG",0.005436925,0.0528030971837338
"579",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Combination","Additional DoD Components","YOUNG",0.00708478192126658,0.0398519173716772
"580",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Combination","Additional DoD Components","YOUNG",0.0200065052417629,0.0108427373876765
"581",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Combination","Additional DoD Components","YOUNG",0.0219661506953359,0.0163524792861218
"582",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Combination","Additional DoD Components","YOUNG",0.0198973948438169,0.0206233502603052
"583",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Combination","Additional DoD Components","YOUNG",0.00448162425117672,0.0154483899301098
"584",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Combination","Additional DoD Components","YOUNG",0.024205466067608,0.0161948283875339
"585",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Combination","Additional DoD Components","YOUNG",0.0103845587184424,0.0130238830124091
"586",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Combination","Additional DoD Components","YOUNG",0.00582746045143346,0.0134724950791613
"587",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Combination","Additional DoD Components","YOUNG",0.00805931456996149,0.0080904445799458
"588",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Combination","Additional DoD Components","YOUNG",0.0297106980851519,0.0145324910355156
"589",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Combination","Additional DoD Components","YOUNG",0.0110260746576808,0.0162653624375981
"590",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Combination","Additional DoD Components","YOUNG",0.0306460417645825,0.0237942715024717
"591",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Combination","Additional DoD Components","YOUNG",0.0149010766156106,0.0188577310126246
"592",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"Combination","Additional DoD Components","YOUNG",0.0195222707374565,0.0216897963725498
"593",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Combination","Additional DoD Components","YOUNG",0.0179452458560638,0.017456197736377
"594",2011-11-01,2011-12-31,"Q1",2012-09-30,5.08767123287671,"Combination","Additional DoD Components","YOUNG",0.0151045704664813,0.0175240290200005
"595",2011-12-01,2011-12-31,"Q1",2012-09-30,5.16986301369863,"Combination","Additional DoD Components","YOUNG",0.0224358262176913,0.0184952141800788
"596",2012-01-01,2012-03-31,"Q2",2012-09-30,5.25479452054795,"Combination","Additional DoD Components","YOUNG",0.0262791873957368,0.0212731946933031
"597",2012-02-01,2012-03-31,"Q2",2012-09-30,5.33972602739726,"Combination","Additional DoD Components","YOUNG",0.0119710471218206,0.0202286869117496
"598",2012-03-01,2012-03-31,"Q2",2012-09-30,5.41917808219178,"Combination","Additional DoD Components","YOUNG",0.0330101829780661,0.0237534724985412
"599",2012-04-01,2012-06-30,"Q3",2012-09-30,5.5041095890411,"Combination","Additional DoD Components","YOUNG",0.00603705949953661,0.0170060965331411
"600",2012-05-01,2012-06-30,"Q3",2012-09-30,5.58630136986301,"Combination","Additional DoD Components","YOUNG",0.000170703006899392,0.013072648494834
"601",2012-06-01,2012-06-30,"Q3",2012-09-30,5.67123287671233,"Combination","Additional DoD Components","YOUNG",0.0314079243538256,0.0125385622867539
"602",2012-07-01,2012-09-30,"Q4",2012-09-30,5.75342465753425,"Combination","Additional DoD Components","YOUNG",0.0129732196787149,0.0148506156798133
"603",2012-09-01,2012-09-30,"Q4",2012-09-30,5.92328767123288,"Combination","Additional DoD Components","YOUNG",0.00889679184430028,0.0177593119589469
"604",2012-11-01,2012-12-31,"Q1",2013-09-30,6.09041095890411,"Combination","Additional DoD Components","YOUNG",0.00803100463044582,0.00996700538448698
"605",2012-12-01,2012-12-31,"Q1",2013-09-30,6.17260273972603,"Combination","Additional DoD Components","YOUNG",0.0180801229175383,0.0116693064640948
"606",2013-01-01,2013-03-31,"Q2",2013-09-30,6.25753424657534,"Combination","Additional DoD Components","YOUNG",0.0086329907308825,0.0115813727596222
"607",2013-02-01,2013-03-31,"Q2",2013-09-30,6.34246575342466,"Combination","Additional DoD Components","YOUNG",0.00309938616045496,0.00993749993629193
"608",2013-03-01,2013-03-31,"Q2",2013-09-30,6.41917808219178,"Combination","Additional DoD Components","YOUNG",-0.000296256202295115,0.00381204022968078
"609",2013-04-01,2013-06-30,"Q3",2013-09-30,6.5041095890411,"Combination","Additional DoD Components","YOUNG",0.000336557163400021,0.00104656237385329
"610",2013-05-01,2013-06-30,"Q3",2013-09-30,6.58630136986301,"Combination","Additional DoD Components","YOUNG",-0.00289914052310348,-0.000952946520666193
"611",2013-06-01,2013-06-30,"Q3",2013-09-30,6.67123287671233,"Combination","Additional DoD Components","YOUNG",0.00220181012704377,-0.000120257744219898
"612",2013-07-01,2013-09-30,"Q4",2013-09-30,6.75342465753425,"Combination","Additional DoD Components","YOUNG",0.000706371076774652,3.01356023831262e-06
"613",2013-08-01,2013-09-30,"Q4",2013-09-30,6.83835616438356,"Combination","Additional DoD Components","YOUNG",-0.00558523026475069,-0.000892349686977421
"614",2013-09-01,2013-09-30,"Q4",2013-09-30,6.92328767123288,"Combination","Additional DoD Components","YOUNG",0.00121128792058495,-0.00122252375579703
"615",2013-11-01,2013-12-31,"Q1",2014-09-30,7.09041095890411,"Combination","Additional DoD Components","YOUNG",-0.0002014697265,-0.00152513735688858
"616",2014-02-01,2014-03-31,"Q2",2014-09-30,7.34246575342466,"Combination","Additional DoD Components","YOUNG",-9.02880585e-05,0.000306510045194983
"617",2014-04-01,2014-06-30,"Q3",2014-09-30,7.5041095890411,"Combination","Additional DoD Components","YOUNG",-0.0011288979104,-0.000473551898466667
"618",2014-07-01,2014-09-30,"Q4",2014-09-30,7.75342465753425,"Combination","Additional DoD Components","YOUNG",-0.0042154566524,-0.00181154754043333
"619",2014-08-01,2014-09-30,"Q4",2014-09-30,7.83835616438356,"Combination","Additional DoD Components","YOUNG",-0.0082008678756,-0.00451507414613333
"620",2014-09-01,2014-09-30,"Q4",2014-09-30,7.92328767123288,"Combination","Additional DoD Components","YOUNG",-0.0045202119217,-0.0056455121499
"621",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Combination","Additional DoD Components","YOUNG",0.0128761783676039,5.16995234346208e-05
"622",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Combination","Additional DoD Components","YOUNG",0.0347197544062107,0.0143585736173715
"623",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Combination","Additional DoD Components","YOUNG",0.0210545474716744,0.022883493415163
"624",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Combination","Additional DoD Components","YOUNG",0.0131766894985313,0.0229836637921388
"625",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Combination","Additional DoD Components","YOUNG",0.0165810208350818,0.0169374192684291
"626",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Combination","Additional DoD Components","YOUNG",0.0204325876731011,0.0167300993355714
"627",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Combination","Additional DoD Components","YOUNG",0.0380689186844314,0.0250275090642048
"628",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Combination","Additional DoD Components","YOUNG",0.0264138493600504,0.0283051185725276
"629",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Combination","Additional DoD Components","YOUNG",0.00528089175409148,0.0232545532661911
"630",2011-10-01,2011-12-31,"Q1",2012-09-30,5.0027397260274,"Combination","Additional DoD Components","YOUNG",0.0269626647513129,0.0195524686218183
"631",2012-08-01,2012-09-30,"Q4",2012-09-30,5.83835616438356,"Combination","Additional DoD Components","YOUNG",0.00775169078364741,0.0133317490963506
"632",2012-10-01,2012-12-31,"Q1",2013-09-30,6.00547945205479,"Combination","Additional DoD Components","YOUNG",0.0280904563384787,0.0209349372911464
"633",2013-10-01,2013-12-31,"Q1",2014-09-30,7.00547945205479,"Combination","Additional DoD Components","YOUNG",-0.002096653665,0.011248497819042
"634",2014-05-01,2014-06-30,"Q3",2014-09-30,7.58630136986301,"Combination","Additional DoD Components","YOUNG",-0.0029424339525,0.00768378957365957
"635",2014-06-01,2014-06-30,"Q3",2014-09-30,7.67123287671233,"Combination","Additional DoD Components","YOUNG",-0.0026151241441,-0.00255140392053333
"636",2014-01-01,2014-03-31,"Q2",2014-09-30,7.25753424657534,"Combination","Additional DoD Components","YOUNG",-0.0002274760626,-0.00192834471973333
"637",2014-03-01,2014-03-31,"Q2",2014-09-30,7.41917808219178,"Combination","Additional DoD Components","YOUNG",-0.0009053904191,-0.0012493302086
"638",2013-12-01,2013-12-31,"Q1",2014-09-30,7.17260273972603,"Combination","Additional DoD Components","YOUNG",0.001519,0.000128711172766667
"639",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0493231674280147,NA
"640",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.157160098159775,NA
"641",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0707827302771163,0.0924219986216353
"642",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0786970666594501,0.102213298365447
"643",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.000163580445014976,0.0497720721638505
"644",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.219130618057338,-0.0468657106143011
"645",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00854237813436029,-0.0702506067893311
"646",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0206209381364998,-0.0633224339288261
"647",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00370341586435601,0.0109555773784054
"648",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0385623518185708,0.0209622352731422
"649",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0143063499893025,0.0188573725574098
"650",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0410880368635002,0.0313189128904579
"651",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.019790032156611,0.0250614730031379
"652",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0395053747539581,0.0334611479246898
"653",2010-11-01,2010-12-31,"Q1",2011-03-15,2.08493150684932,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0373960776017625,0.0322304948374439
"654",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0181410974402014,0.031680849931974
"655",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0290069870751154,0.0281813873723598
"656",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0935723549727234,0.0469068131626801
"657",2011-11-01,2011-12-31,"Q1",2012-09-30,3.08493150684932,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0185775011636289,0.0470522810704892
"658",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0191489829162805,0.0437662796842109
"659",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0190431349294614,0.0189232063364569
"660",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0201460514159201,0.019446056420554
"661",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0363337018226753,0.025174296056019
"662",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0429530548038307,0.0331442693474754
"663",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0113524746014014,0.0302130770759692
"664",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0214990629027115,0.0252681974359812
"665",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0295561225981517,0.0208025533674215
"666",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0334822770513098,0.0281791541840577
"667",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.327512216042433,0.130183538563965
"668",2013-11-01,2013-12-31,"Q1",2014-09-30,5.08767123287671,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",7.37942499999999e-05,0.120356095781248
"669",2014-04-01,2014-06-30,"Q3",2014-09-30,5.5013698630137,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0001159886889,0.109156673867844
"670",2014-05-01,2014-06-30,"Q3",2014-09-30,5.58356164383562,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0005825119088,-0.000208235449233333
"671",2014-06-01,2014-06-30,"Q3",2014-09-30,5.66849315068493,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0004801497776,-0.000392883458433333
"672",2014-07-01,2014-09-30,"Q4",2014-09-30,5.75068493150685,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0014983910508,-0.000853684245733333
"673",2014-08-01,2014-09-30,"Q4",2014-09-30,5.83561643835616,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0033722569372,-0.0017835992552
"674",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00541438633932392,0.000181246117107973
"675",2014-09-01,2014-09-30,"Q4",2014-09-30,5.92054794520548,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0022347802742,-6.42169573586936e-05
"676",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.094016099978605,0.032398568681243
"677",2010-10-01,2010-12-31,"Q1",2011-03-15,2,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.012017959431389,0.0345997597119313
"678",2010-12-01,2010-12-31,"Q1",2011-03-15,2.16712328767123,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00384334549937054,0.0366258016364549
"679",2011-01-01,2011-03-31,"Q2",2011-03-15,2.25205479452055,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0203081135753252,0.0120564728353616
"680",2011-03-01,2011-03-31,"Q2",2011-03-15,2.41369863013699,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0413619140369282,0.021837791037208
"681",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0271969120541334,0.029622313222129
"682",2011-02-01,2011-03-31,"Q2",2011-03-15,2.33698630136986,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.022275619817457,0.0302781486361729
"683",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.065659701405791,0.0383774110924605
"684",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0214032576689047,0.0364461929640509
"685",2011-10-01,2011-12-31,"Q1",2012-09-30,3,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0181843068479044,0.0350824219742001
"686",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0209897881474616,0.0201924508880903
"687",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.031609041077129,0.0235943786908317
"688",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.035396528236021,0.0293317858202039
"689",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0171317630419112,0.0280457774516871
"690",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00842948354574997,0.0203192582745607
"691",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0262349247966224,0.0172653904614279
"692",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0167602989539961,0.0171415690987895
"693",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"Combination","Additional DoD Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0199923337093531,0.0209958524866572
