"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"4155",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0861853136713736,0.139636594023677
"4156",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.121913501797176,0.117208548281272
"4157",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.126940225074882,0.111679680181144
"4158",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.143928915436457,0.130927547436172
"4159",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.336703991655969,0.202524377389103
"4160",2010-10-01,2010-12-31,"Q1",2011-03-15,2,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0641546866135124,0.181595864568646
"4161",2010-11-01,2010-12-31,"Q1",2011-03-15,2.08493150684932,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0476630541229543,0.149507244130812
"4162",2010-12-01,2010-12-31,"Q1",2011-03-15,2.16712328767123,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.113267197996223,0.0750283129108966
"4163",2011-01-01,2011-03-31,"Q2",2011-03-15,2.25205479452055,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.110392865694503,0.0904410392712267
"4164",2011-02-01,2011-03-31,"Q2",2011-03-15,2.33698630136986,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0851044356063785,0.102921499765701
"4165",2011-03-01,2011-03-31,"Q2",2011-03-15,2.41369863013699,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0607838317037348,0.085427044334872
"4166",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0424738186319765,0.0627873619806966
"4167",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0352664255455308,0.046174691960414
"4168",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0699489724192195,0.0492297388655756
"4169",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0435175339068401,0.0495776439571968
"4170",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.035957968380193,0.0498081582354175
"4171",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0757753187683592,0.0517502736851308
"4172",2011-10-01,2011-12-31,"Q1",2012-09-30,3,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0391655082998661,0.0502995984828061
"4173",2011-11-01,2011-12-31,"Q1",2012-09-30,3.08493150684932,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0128636493255072,0.0426014921312442
"4174",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0243926898259706,0.0254739491504479
"4175",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0216656611574503,0.0196406667696427
"4176",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0265822242199567,0.0242135250677925
"4177",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.032653030635362,0.0269669720042563
"4178",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0228194789825971,0.0273515779459719
"4179",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0168745813098548,0.0241156969759379
"4180",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0263395548244259,0.0220112050389593
"4181",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0222972633611369,0.0218371331651392
"4182",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0165440668829163,0.021726961689493
"4183",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.101746908948615,0.046862746397556
"4184",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0149199821508074,0.0444036526607795
"4185",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00643573607921194,0.0410342090595448
"4186",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0068145838789479,0.00939010070298906
"4187",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0261463125114248,0.0131322108231949
"4188",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00352371596689347,0.0121615374524221
"4189",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.015866102522191,0.0151787103335031
"4190",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00589042084462273,0.00842674644456905
"4191",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0124776120231543,0.0114113784633226
"4192",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0058312671210521,0.0080664333296097
"4193",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0124555722036153,0.0102548171159406
"4194",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0129571517054941,0.0104146636767205
"4195",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.000624817797704885,0.00826263537046816
"4196",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00506105550949528,0.00579779647242815
"4197",2013-10-01,2013-12-31,"Q1",2014-09-30,5.0027397260274,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0045923820688,0.00300953992686346
"4198",2013-11-01,2013-12-31,"Q1",2014-09-30,5.08767123287671,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0038567907352,0.00450340943783176
"4199",2013-12-01,2013-12-31,"Q1",2014-09-30,5.16986301369863,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0029982848179,0.0038158192073
"4200",2014-01-01,2014-03-31,"Q2",2014-09-30,5.25479452054795,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00621817792,0.0043577511577
"4201",2014-02-01,2014-03-31,"Q2",2014-09-30,5.33972602739726,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0008135656148,0.0028009657077
"4202",2014-03-01,2014-03-31,"Q2",2014-09-30,5.41643835616438,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0010908940547,0.00216516878663333
"4203",2014-04-01,2014-06-30,"Q3",2014-09-30,5.5013698630137,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0025384554823,0.000938594640733333
"4204",2014-05-01,2014-06-30,"Q3",2014-09-30,5.58356164383562,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0031623841224,0.0022639112198
"4205",2014-06-01,2014-06-30,"Q3",2014-09-30,5.66849315068493,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0013542996972,0.00235171310063333
"4206",2014-07-01,2014-09-30,"Q4",2014-09-30,5.75068493150685,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0009203478281,0.00181234388256667
"4207",2014-08-01,2014-09-30,"Q4",2014-09-30,5.83561643835616,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0040362646373,0.00210363738753333
"4208",2014-09-01,2014-09-30,"Q4",2014-09-30,5.92054794520548,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0092620073808,0.00473953994873333
"4209",2011-03-01,2011-03-31,"Q2",2011-09-30,0.413698630136986,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.025818414613932,NA
"4210",2011-05-01,2011-06-30,"Q3",2011-09-30,0.580821917808219,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0338394455832984,NA
"4211",2011-06-01,2011-06-30,"Q3",2011-09-30,0.665753424657534,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0420749263848091,0.0339109288606798
"4212",2011-07-01,2011-09-30,"Q4",2011-09-30,0.747945205479452,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0844473225346202,0.0534538981675759
"4213",2011-08-01,2011-09-30,"Q4",2011-09-30,0.832876712328767,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0786690837389845,0.0683971108861379
"4214",2011-09-01,2011-09-30,"Q4",2011-09-30,0.917808219178082,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.14319856502308,0.102104990432228
"4215",2011-10-01,2011-12-31,"Q1",2012-09-30,1,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0652826230769231,0.0957167572796626
"4216",2011-11-01,2011-12-31,"Q1",2012-09-30,1.08493150684932,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0375668177221707,0.0820160019407246
"4217",2011-12-01,2011-12-31,"Q1",2012-09-30,1.16712328767123,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0740499478632479,0.0589664628874472
"4218",2012-01-01,2012-03-31,"Q2",2012-09-30,1.25205479452055,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0504423198022861,0.0540196951292349
"4219",2012-02-01,2012-03-31,"Q2",2012-09-30,1.33698630136986,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0508173388837401,0.0584365355164247
"4220",2012-03-01,2012-03-31,"Q2",2012-09-30,1.41643835616438,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.062086830995778,0.0544488298939347
"4221",2012-04-01,2012-06-30,"Q3",2012-09-30,1.5013698630137,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0920987667902379,0.068334312223252
"4222",2012-05-01,2012-06-30,"Q3",2012-09-30,1.58356164383562,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0871178763773041,0.0804344913877733
"4223",2012-06-01,2012-06-30,"Q3",2012-09-30,1.66849315068493,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0998744606734631,0.0930303679470017
"4224",2012-07-01,2012-09-30,"Q4",2012-09-30,1.75068493150685,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0941523012872001,0.0937148794459891
"4225",2012-08-01,2012-09-30,"Q4",2012-09-30,1.83561643835616,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0506989736175471,0.0815752451927368
"4226",2012-09-01,2012-09-30,"Q4",2012-09-30,1.92054794520548,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.117761153969725,0.0875374762914908
"4227",2012-10-01,2012-12-31,"Q1",2013-04-23,2.0027397260274,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.038458462995227,0.0689728635274997
"4228",2012-11-01,2012-12-31,"Q1",2013-04-23,2.08767123287671,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0321955706138926,0.0628050625262815
"4229",2012-12-01,2012-12-31,"Q1",2013-04-23,2.16986301369863,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0342922724746623,0.0349821020279273
"4230",2013-01-01,2013-03-31,"Q2",2013-04-23,2.25479452054795,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0233441350813446,0.0299439927232998
"4231",2013-02-01,2013-03-31,"Q2",2013-04-23,2.33972602739726,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0163602908379202,0.024665566131309
"4232",2013-03-01,2013-03-31,"Q2",2013-04-23,2.41643835616438,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0628873239197725,0.0341972499463458
"4233",2013-04-01,2013-06-30,"Q3",2013-04-23,2.5013698630137,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0401844861391287,0.0398107002989405
"4234",2013-05-01,2013-06-30,"Q3",2013-09-30,2.58356164383562,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0196450991433939,0.040905636400765
"4235",2013-06-01,2013-06-30,"Q3",2013-09-30,2.66849315068493,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.032004809609932,0.0306114649641515
"4236",2013-08-01,2013-09-30,"Q4",2013-09-30,2.83561643835616,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.00743088380989134,0.0196935975210724
"4237",2013-09-01,2013-09-30,"Q4",2013-09-30,2.92054794520548,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0418966612451508,0.0271107848883247
"4238",2013-10-01,2013-12-31,"Q1",2014-09-30,3.0027397260274,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0075568511491,0.0189614654013807
"4239",2013-11-01,2013-12-31,"Q1",2014-09-30,3.08767123287671,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.014534833574,0.0213294486560836
"4240",2013-12-01,2013-12-31,"Q1",2014-09-30,3.16986301369863,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0070877028307,0.00972646251793333
"4241",2014-01-01,2014-03-31,"Q2",2014-09-30,3.25479452054795,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0103204857676,0.0106476740574333
"4242",2014-02-01,2014-03-31,"Q2",2014-09-30,3.33972602739726,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0056201532833,0.00767611396053333
"4243",2014-03-01,2014-03-31,"Q2",2014-09-30,3.41643835616438,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0130389637943,0.00965986761506667
"4244",2014-04-01,2014-06-30,"Q3",2014-09-30,3.5013698630137,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0063093095614,0.00832280887966667
"4245",2014-05-01,2014-06-30,"Q3",2014-09-30,3.58356164383562,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0047412437958,0.0080298390505
"4246",2014-06-01,2014-06-30,"Q3",2014-09-30,3.66849315068493,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0141251046468,0.00839188600133333
"4247",2014-07-01,2014-09-30,"Q4",2014-09-30,3.75068493150685,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0069686539768,0.00861166747313333
"4248",2014-08-01,2014-09-30,"Q4",2014-09-30,3.83561643835616,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0059954525529,0.00902973705883333
"4249",2014-09-01,2014-09-30,"Q4",2014-09-30,3.92054794520548,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0093868760948,0.0074503275415
"4250",2011-04-01,2011-06-30,"Q3",2011-09-30,0.498630136986301,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0898687953105329,0.0350837079860776
"4251",2013-07-01,2013-09-30,"Q4",2013-09-30,2.75068493150685,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0682359425072611,0.0558305379708647
"4252",2013-06-01,2013-06-30,"Q3",2013-09-30,0.665753424657534,"Time/Mat.","Air Force","BBP2",0.0195930360423479,NA
"4253",2013-07-01,2013-09-30,"Q4",2013-09-30,0.747945205479452,"Time/Mat.","Air Force","BBP2",0.00961790544399309,NA
"4254",2013-10-01,2013-12-31,"Q1",2014-09-18,1,"Time/Mat.","Air Force","BBP2",0.0076658768091,0.012292272765147
"4255",2013-11-01,2013-12-31,"Q1",2014-09-18,1.08493150684932,"Time/Mat.","Air Force","BBP2",0.0131987825499,0.010160854934331
"4256",2013-12-01,2013-12-31,"Q1",2014-09-18,1.16712328767123,"Time/Mat.","Air Force","BBP2",0.0178679018472,0.0129108537354
"4257",2014-01-01,2014-03-31,"Q2",2014-09-18,1.25205479452055,"Time/Mat.","Air Force","BBP2",0.0070069395146,0.0126912079705667
"4258",2014-03-01,2014-03-31,"Q2",2014-09-18,1.41369863013699,"Time/Mat.","Air Force","BBP2",0.0103052277678,0.0117266897098667
"4259",2014-04-01,2014-06-30,"Q3",2014-09-18,1.4986301369863,"Time/Mat.","Air Force","BBP2",0.0150389819815,0.0107837164213
"4260",2014-05-01,2014-06-30,"Q3",2014-09-18,1.58082191780822,"Time/Mat.","Air Force","BBP2",0.020187274339,0.0151771613627667
"4261",2014-06-01,2014-06-30,"Q3",2014-09-18,1.66575342465753,"Time/Mat.","Air Force","BBP2",0.023656863302,0.0196277065408333
"4262",2014-07-01,2014-09-30,"Q4",2014-09-18,1.74794520547945,"Time/Mat.","Air Force","BBP2",0.0268249509375,0.0235563628595
"4263",2014-08-01,2014-09-30,"Q4",2014-09-18,1.83287671232877,"Time/Mat.","Air Force","BBP2",0.0188251277491,0.0231023139962
"4264",2013-04-01,2013-06-30,"Q3",2013-09-30,0.498630136986301,"Time/Mat.","Air Force","BBP2",0.000271435015740835,0.0153071712341136
"4265",2013-05-01,2013-06-30,"Q3",2013-09-30,0.580821917808219,"Time/Mat.","Air Force","BBP2",0.00957786318503097,0.0095581419832906
"4266",2013-08-01,2013-09-30,"Q4",2013-09-30,0.832876712328767,"Time/Mat.","Air Force","BBP2",0.00687372659216005,0.00557434159764395
"4267",2013-09-01,2013-09-30,"Q4",2013-09-30,0.917808219178082,"Time/Mat.","Air Force","BBP2",0.0339938399237331,0.0168151432336414
"4268",2014-09-01,2014-09-30,"Q4",2014-09-18,1.91780821917808,"Time/Mat.","Air Force","BBP2",0.0309947047295,0.0239540904151311
"4269",2014-02-01,2014-03-31,"Q2",2014-09-18,1.33698630136986,"Time/Mat.","Air Force","BBP2",0.0244751882774,0.029821244310211
"4270",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"Time/Mat.","DLA","YOUNG",0.00225175883937591,NA
"4271",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Time/Mat.","DLA","YOUNG",0.0178376330115613,NA
"4272",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Time/Mat.","DLA","YOUNG",0.00824308355748373,0.00944415846947366
"4273",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Time/Mat.","DLA","YOUNG",0.00376894943600868,0.00994988866835125
"4274",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Time/Mat.","DLA","YOUNG",0.001640550835141,0.00455086127621113
"4275",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Time/Mat.","DLA","YOUNG",0.0104449872451193,0.00528482917208966
"4276",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Time/Mat.","DLA","YOUNG",0.0136557140455531,0.00858041737527115
"4277",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Time/Mat.","DLA","YOUNG",0.00613111868763557,0.0100772733261027
"4278",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Time/Mat.","DLA","YOUNG",0.00357548468546638,0.0077874391395517
"4279",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Time/Mat.","DLA","YOUNG",0.0302313437201735,0.0133126490310918
"4280",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Time/Mat.","DLA","YOUNG",0.136226037984412,0.0566776221300174
"4281",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Time/Mat.","DLA","YOUNG",0.0713512274518294,0.0792695363854717
"4282",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Time/Mat.","DLA","YOUNG",0.0433090333946742,0.0836287662769719
"4283",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Time/Mat.","DLA","YOUNG",0.040262603334055,0.0516409547268529
"4284",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Time/Mat.","DLA","YOUNG",0.0748025170058454,0.0527913845781915
"4285",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Time/Mat.","DLA","YOUNG",0.0544339116800173,0.0564996773399726
"4286",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Time/Mat.","DLA","YOUNG",0.00447443634985928,0.0445702883452407
"4287",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Time/Mat.","DLA","YOUNG",0.00558252949772678,0.0214969591758678
"4288",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Time/Mat.","DLA","YOUNG",0.00652328553799524,0.00552675046186043
"4289",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Time/Mat.","DLA","YOUNG",0.00218036006632435,0.00476205836734879
"4290",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Time/Mat.","DLA","YOUNG",0.00354054611681643,0.00408139724037867
"4291",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Time/Mat.","DLA","YOUNG",0.00186828127941806,0.00252972915418628
"4292",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Time/Mat.","DLA","YOUNG",0.00894914905862217,0.00478599215161888
"4293",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Time/Mat.","DLA","YOUNG",0.00511342075310227,0.0053102836970475
"4294",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Time/Mat.","DLA","YOUNG",0.00168870502781344,0.00525042494651262
"4295",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Time/Mat.","DLA","YOUNG",-0.000338803048780488,0.00215444091071174
"4296",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Time/Mat.","DLA","YOUNG",8.95459991442021e-06,0.000452952192982456
"4297",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Time/Mat.","DLA","YOUNG",0.000810828177150193,0.000160326576094708
"4298",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Time/Mat.","DLA","YOUNG",0.00361307981386393,0.00147762086364285
"4299",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Time/Mat.","DLA","YOUNG",0.00181047168378263,0.00207812655826558
"4300",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Time/Mat.","DLA","YOUNG",0.000239294565673521,0.00188761535444003
"4301",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"Time/Mat.","DLA","YOUNG",0.000294817431810529,0.000781527893755559
"4302",2011-11-01,2011-12-31,"Q1",2012-09-30,5.08767123287671,"Time/Mat.","DLA","YOUNG",0.000206981773246833,0.000247031256910294
"4303",2012-01-01,2012-03-31,"Q2",2012-09-30,5.25479452054795,"Time/Mat.","DLA","YOUNG",0.0013170328699413,0.000606277358332889
"4304",2012-03-01,2012-03-31,"Q2",2012-09-30,5.41917808219178,"Time/Mat.","DLA","YOUNG",-0.000180572093502214,0.000447814183228641
"4305",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Time/Mat.","DLA","YOUNG",0.00232506494577007,0.00115384190740305
"4306",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Time/Mat.","DLA","YOUNG",0.00863094924078091,0.00359181403101625
"4307",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Time/Mat.","DLA","YOUNG",0.00697308296095445,0.00597636571583514
"4308",2012-09-01,2012-09-30,"Q4",2012-09-30,5.92328767123288,"Time/Mat.","DLA","YOUNG",2.05952013180929e-06,0.00520203057395572
"4309",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Time/Mat.","DLA","YOUNG",0.00758700097613883,0.00485404781907503
"4310",2012-12-01,2012-12-31,"Q1",2013-09-30,6.17260273972603,"Time/Mat.","DLA","YOUNG",0,0.00252968683209021
"4311",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Time/Mat.","DLA","YOUNG",0.0812895967308941,0.029625532569011
"4312",2013-11-01,2013-12-31,"Q1",2014-09-30,7.09041095890411,"Time/Mat.","DLA","YOUNG",-7.94537e-06,0.0270938837869647
"4313",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Time/Mat.","DLA","YOUNG",0.0083911275925525,0.0298909263178155
"4314",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Time/Mat.","DLA","YOUNG",0.0341284617666162,0.0141705479963895
"4315",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Time/Mat.","DLA","YOUNG",0.00136082427612253,0.0146268045450971
"4316",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Time/Mat.","DLA","YOUNG",0.000239294565673521,0.0119095268694707
