"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"1595",2010-09-30,"Q4",2010-09-30,1.91780821917808,"Unlabeled","Additional
DoD
Components","CARTER",0,-4.82910069890173e-06
"1596",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Combination","Army","YOUNG",0.160425226080445,0.146821242308515
"1597",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Combination","Navy","YOUNG",0.0628039120239623,0.0758679634538582
"1598",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Combination","Air Force","YOUNG",0.0261867948759093,0.0247246709313935
"1599",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Combination","Additional
DoD
Components","YOUNG",0.00805931456996149,0.0080904445799458
"1600",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Cost+","Army","YOUNG",0.40440764444801,0.322556082135216
"1601",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Cost+","Navy","YOUNG",0.493757118196406,0.574190886364285
"1602",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Cost+","Air Force","YOUNG",0.233022062804878,0.431835763304094
"1603",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Cost+","DLA","YOUNG",3.8076593923834e-05,0.000127088136499786
"1604",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Cost+","MDA","YOUNG",0.103787454439452,0.169672748217087
"1605",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Cost+","Additional
DoD
Components","YOUNG",0.0167135986093282,0.0299325891277992
"1606",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Fixed","Army","YOUNG",0.550907748256312,0.589384591716588
"1607",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Fixed","Navy","YOUNG",0.205028573309799,0.201546776960776
"1608",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Fixed","Air Force","YOUNG",0.0969379092961061,0.24567447124162
"1609",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Fixed","DLA","YOUNG",0.161195691324347,0.108170734741834
"1610",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Fixed","MDA","YOUNG",0.0088217959563543,0.0044733175795179
"1611",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Fixed","Military
Health","YOUNG",0.0711757462237912,0.0421505081229496
"1612",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Fixed","Additional
DoD
Components","YOUNG",0.027069178893881,0.0257356659570675
"1613",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Other","Navy","YOUNG",6.83143988018828e-06,9.86341463414634e-06
"1614",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Time/Mat.","Army","YOUNG",0.105541620485665,0.188544203187848
"1615",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Time/Mat.","Navy","YOUNG",0.00455540177578092,0.00348297632292112
"1616",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Time/Mat.","Air Force","YOUNG",0.0809632892490372,0.0885034981457709
"1617",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Time/Mat.","DLA","YOUNG",0.00361307981386393,0.00147762086364285
"1618",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Time/Mat.","MDA","YOUNG",0.00440411107188704,0.00616483377549565
"1619",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Time/Mat.","Additional
DoD
Components","YOUNG",0.00848850757381258,0.00386910514548566
"1620",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Unlabeled","Army","YOUNG",0,0
"1621",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Unlabeled","Navy","YOUNG",0,0
"1622",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Unlabeled","Air Force","YOUNG",0,0
"1623",2010-09-30,"Q4",2010-09-30,3.75068493150685,"Unlabeled","Additional
DoD
Components","YOUNG",0,0
"1624",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Combination","Army","YOUNG",0.120141188232777,0.118574475659678
"1625",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Combination","Navy","YOUNG",0.160680221673085,0.095109538029525
"1626",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Combination","Air Force","YOUNG",0.0127376223791185,0.0197013363464556
"1627",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Combination","Additional
DoD
Components","YOUNG",0.0297106980851519,0.0145324910355156
"1628",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Cost+","Army","YOUNG",0.804972290939238,0.469974019968621
"1629",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Cost+","Navy","YOUNG",0.391923523020967,0.472342477642276
"1630",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Cost+","Air Force","YOUNG",0.525550759852375,0.524594540233205
"1631",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Cost+","DLA","YOUNG",0.000106974753958066,0.000175529885180431
"1632",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Cost+","MDA","YOUNG",0.0384685961596063,0.110672753269862
"1633",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Cost+","Additional
DoD
Components","YOUNG",0.0138408566324347,0.0203411285586935
"1634",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Fixed","Army","YOUNG",0.887217379439452,0.680971423423905
"1635",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Fixed","Navy","YOUNG",0.147007011553273,0.215377560561546
"1636",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Fixed","Air Force","YOUNG",0.256185638970903,0.289619346872771
"1637",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Fixed","DLA","YOUNG",0.0709939322635858,0.0949164365996291
"1638",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Fixed","MDA","YOUNG",0.00245950028883184,0.00501663942732848
"1639",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Fixed","Military
Health","YOUNG",0.0064594255669662,0.0335755179681928
"1640",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Fixed","Additional
DoD
Components","YOUNG",0.00847048567608044,0.0183334435494223
"1641",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Time/Mat.","Army","YOUNG",0.239419845154044,0.187922306340037
"1642",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Time/Mat.","Navy","YOUNG",0.00626433095849379,0.00449895249964342
"1643",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Time/Mat.","Air Force","YOUNG",0.115303656814292,0.0902296368741977
"1644",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Time/Mat.","DLA","YOUNG",0.00181047168378263,0.00207812655826558
"1645",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Time/Mat.","MDA","YOUNG",0.00510708140778776,0.00595366124661247
"1646",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Time/Mat.","Additional
DoD
Components","YOUNG",0.0189062787441164,0.0112849430609043
"1647",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Unlabeled","Army","YOUNG",0,0
"1648",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Unlabeled","Navy","YOUNG",0,0
"1649",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Unlabeled","Air Force","YOUNG",0,0
"1650",2010-09-30,"Q4",2010-09-30,3.83561643835616,"Unlabeled","Additional
DoD
Components","YOUNG",0,0
"1651",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Combination","Army","YOUNG",0.355123704118528,0.211896706143917
"1652",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Combination","Navy","YOUNG",0.17813289678006,0.133872343492369
"1653",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Combination","Air Force","YOUNG",0.0439703144308943,0.0276315772286407
"1654",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Combination","DLA","YOUNG",0.000237372817715019,0.000660770216859759
"1655",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Combination","Military
Health","YOUNG",0,3.45745832431262e-06
"1656",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Combination","Additional
DoD
Components","YOUNG",0.0110260746576808,0.0162653624375981
"1657",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Cost+","Army","YOUNG",0.731154505648267,0.646844813678505
"1658",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Cost+","Navy","YOUNG",0.881096426807873,0.588925689341749
"1659",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Cost+","Air Force","YOUNG",0.732400751829268,0.496991191495507
"1660",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Cost+","DLA","YOUNG",-5.61189559264014e-05,2.96441306518328e-05
"1661",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Cost+","MDA","YOUNG",0.0410664941912709,0.0611075149301098
"1662",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Cost+","Military
Health","YOUNG",0,-9.70138774403471e-05
"1663",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Cost+","Additional
DoD
Components","YOUNG",0.0494930383825417,0.0266824978747682
"1664",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Fixed","Army","YOUNG",1.68536426021609,1.04116312930395
"1665",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Fixed","Navy","YOUNG",2.40086786072957,0.917634481864213
"1666",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Fixed","Air Force","YOUNG",0.44507687843389,0.266066808900299
"1667",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Fixed","DLA","YOUNG",0.127726946673085,0.119972190087006
"1668",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Fixed","MDA","YOUNG",0.00488928357937527,0.0053901932748538
"1669",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Fixed","Military
Health","YOUNG",0.0273067155220368,0.0349806291042647
"1670",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Fixed","Additional
DoD
Components","YOUNG",0.0628886226358579,0.0328094290686065
"1671",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Other","Navy","YOUNG",1.82629225502781e-05,1.0190703893881e-05
"1672",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Time/Mat.","Army","YOUNG",0.346932240896448,0.230631235512052
"1673",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Time/Mat.","Navy","YOUNG",0.0263191506097561,0.0123796277813436
"1674",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Time/Mat.","Air Force","YOUNG",0.0807815796427043,0.0923495085686778
"1675",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Time/Mat.","DLA","YOUNG",0.00278249114249037,0.00273534754671231
"1676",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Time/Mat.","MDA","YOUNG",0.0078386047389816,0.00578326573955213
"1677",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Time/Mat.","Military
Health","YOUNG",-0.00022389960419341,0.000864887719298246
"1678",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Time/Mat.","Additional
DoD
Components","YOUNG",0.0791225037655113,0.0355057633611468
"1679",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Unlabeled","Army","YOUNG",0,0
"1680",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Unlabeled","Navy","YOUNG",0,0
"1681",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Unlabeled","Air Force","YOUNG",0,0
"1682",2010-09-30,"Q4",2010-09-30,3.92054794520548,"Unlabeled","Additional
DoD
Components","YOUNG",0,0
"1683",2010-12-31,"Q1",2011-09-30,2,"Combination","Army","CARTER",0.00475889622324801,0.16797372554539
"1684",2010-12-31,"Q1",2011-09-30,2,"Combination","Navy","CARTER",0.010410163669744,0.0628835126117803
"1685",2010-12-31,"Q1",2011-09-30,2,"Combination","Air Force","CARTER",0.0113733736151909,0.01953484678558
"1686",2010-12-31,"Q1",2011-09-30,2,"Combination","Additional
DoD
Components","CARTER",0.012017959431389,0.0485131447213174
"1687",2010-12-31,"Q1",2011-09-30,2,"Cost+","Army","CARTER",0.435656639362148,1.77512833048628
"1688",2010-12-31,"Q1",2011-09-30,2,"Cost+","Navy","CARTER",1.08872171975451,1.66564417902457
"1689",2010-12-31,"Q1",2011-09-30,2,"Cost+","Air Force","CARTER",0.700757573562736,1.27437710815021
"1690",2010-12-31,"Q1",2011-09-30,2,"Cost+","DLA","CARTER",0.00516064364246748,0.00447805089394473
"1691",2010-12-31,"Q1",2011-09-30,2,"Cost+","MDA","CARTER",0.0459590232375157,0.0803352809593602
"1692",2010-12-31,"Q1",2011-09-30,2,"Cost+","Military
Health","CARTER",-0.000945194083088544,0.000228872689747835
"1693",2010-12-31,"Q1",2011-09-30,2,"Cost+","Additional
DoD
Components","CARTER",0.123038414886697,0.286663156163916
"1694",2010-12-31,"Q1",2011-09-30,2,"Fixed","Army","CARTER",2.14107350318926,10.0573695626485
"1695",2010-12-31,"Q1",2011-09-30,2,"Fixed","Navy","CARTER",1.7833590566303,4.5299032187484
"1696",2010-12-31,"Q1",2011-09-30,2,"Fixed","Air Force","CARTER",2.46720585296895,3.6101303944214
"1697",2010-12-31,"Q1",2011-09-30,2,"Fixed","DLA","CARTER",2.48081516304029,3.08107319584227
"1698",2010-12-31,"Q1",2011-09-30,2,"Fixed","MDA","CARTER",0.00140425184641209,0.0022354122507581
"1699",2010-12-31,"Q1",2011-09-30,2,"Fixed","Military
Health","CARTER",0.142068608980277,0.0518881682979471
"1700",2010-12-31,"Q1",2011-09-30,2,"Fixed","Additional
DoD
Components","CARTER",1.16833964422996,1.10569772280565
"1701",2010-12-31,"Q1",2011-09-30,2,"Time/Mat.","Army","CARTER",0.0799305090432228,0.610650692227787
"1702",2010-12-31,"Q1",2011-09-30,2,"Time/Mat.","Navy","CARTER",0.0376535794901385,0.0981553027875415
"1703",2010-12-31,"Q1",2011-09-30,2,"Time/Mat.","Air Force","CARTER",0.0641546866135124,0.181595864568646
"1704",2010-12-31,"Q1",2011-09-30,2,"Time/Mat.","DLA","CARTER",0.0819883823961393,0.0736561669640248
"1705",2010-12-31,"Q1",2011-09-30,2,"Time/Mat.","MDA","CARTER",0.000472093999160722,0.00102447135587485
"1706",2010-12-31,"Q1",2011-09-30,2,"Time/Mat.","Additional
DoD
Components","CARTER",0.0412183292908099,0.0669386996830156
"1707",2010-12-31,"Q1",2011-09-30,2,"Unlabeled","Army","CARTER",0,-4.48266295820853e-06
"1708",2010-12-31,"Q1",2011-09-30,2,"Unlabeled","Navy","CARTER",0,0
"1709",2010-12-31,"Q1",2011-09-30,2,"Unlabeled","Air Force","CARTER",0,0
"1710",2010-12-31,"Q1",2011-09-30,2,"Unlabeled","DLA","CARTER",0,0
"1711",2010-12-31,"Q1",2011-09-30,2,"Unlabeled","MDA","CARTER",0,0
"1712",2010-12-31,"Q1",2011-09-30,2,"Unlabeled","Additional
DoD
Components","CARTER",0,-3.5481243759806e-06
"1713",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Combination","Army","CARTER",0.0523544019932858,0.128314953427762
"1714",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Combination","Navy","CARTER",0.0482776311791859,0.0624789019343816
"1715",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Combination","Air Force","CARTER",0.00401389642257658,0.013195085794218
"1716",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Combination","Additional
DoD
Components","CARTER",0.0373960776017625,0.0478100456705855
"1717",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Cost+","Army","CARTER",1.43425490618968,1.92437492130646
"1718",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Cost+","Navy","CARTER",1.04753675896979,1.61426244972239
"1719",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Cost+","Air Force","CARTER",0.633738367152749,1.19253216859251
"1720",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Cost+","DLA","CARTER",0.0120789162819975,0.00853405964462624
"1721",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Cost+","MDA","CARTER",0.0741813701216953,0.0822347824890139
"1722",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Cost+","Military
Health","CARTER",-1.08686529584557e-05,-0.000192689860810418
"1723",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Cost+","Additional
DoD
Components","CARTER",0.184934447597566,0.295641397168838
"1724",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Fixed","Army","CARTER",4.17228102525178,8.83793096434057
"1725",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Fixed","Navy","CARTER",1.89497347096097,4.2168336625347
"1726",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Fixed","Air Force","CARTER",1.17567965810953,3.111094170035
"1727",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Fixed","DLA","CARTER",1.93479718176668,2.87300221019667
"1728",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Fixed","MDA","CARTER",0.00244181518044482,0.00259579829792677
"1729",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Fixed","Military
Health","CARTER",0.00857241355434326,0.0501901464218239
"1730",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Fixed","Additional
DoD
Components","CARTER",0.635039954196391,1.12438893666344
"1731",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Time/Mat.","Army","CARTER",0.244667300577004,0.531792155916769
"1732",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Time/Mat.","Navy","CARTER",0.0668509602182123,0.10198601793944
"1733",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Time/Mat.","Air Force","CARTER",0.0476630541229543,0.149507244130812
"1734",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Time/Mat.","DLA","CARTER",0.045430913218632,0.0696232744404109
"1735",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Time/Mat.","MDA","CARTER",0.00109211078472514,0.00107928563399533
"1736",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Time/Mat.","Additional
DoD
Components","CARTER",0.0203105572912295,0.0602949496387429
"1737",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Unlabeled","Army","CARTER",0,-4.48266295820853e-06
"1738",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Unlabeled","Navy","CARTER",0,0
"1739",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Unlabeled","Air Force","CARTER",0,0
"1740",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Unlabeled","DLA","CARTER",0,0
"1741",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Unlabeled","MDA","CARTER",0,0
"1742",2010-12-31,"Q1",2011-09-30,2.08493150684932,"Unlabeled","Additional
DoD
Components","CARTER",0,0
"1743",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Combination","Army","CARTER",0.0717880821548468,0.0429671267904602
"1744",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Combination","Navy","CARTER",0.0299755385858162,0.0295544444782487
"1745",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Combination","Air Force","CARTER",0.00460184207931179,0.00666303737235977
"1746",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Combination","Additional
DoD
Components","CARTER",0.00384334549937054,0.017752460844174
"1747",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Cost+","Army","CARTER",1.57686780231851,1.14892644929011
"1748",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Cost+","Navy","CARTER",1.12128122566093,1.08584656812841
"1749",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Cost+","Air Force","CARTER",1.10736436294587,0.813953434553784
"1750",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Cost+","DLA","CARTER",0.00396917121275703,0.00706957704574066
"1751",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Cost+","MDA","CARTER",0.0955307909882501,0.071890394782487
"1752",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Cost+","Military
Health","CARTER",-0.000281420478388586,-0.000412494404811862
"1753",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Cost+","Additional
DoD
Components","CARTER",0.286369576059589,0.198114146181284
"1754",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Fixed","Army","CARTER",6.22593647613303,4.17976366819136
"1755",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Fixed","Navy","CARTER",4.77691081723668,2.81841444827598
"1756",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Fixed","Air Force","CARTER",3.07102949341167,2.23797166816338
"1757",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Fixed","DLA","CARTER",3.97439022407679,2.79666752296125
"1758",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Fixed","MDA","CARTER",0.00295013256399496,0.00226539986361729
"1759",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Fixed","Military
Health","CARTER",0.0617230290075535,0.0707880171807246
"1760",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Fixed","Additional
DoD
Components","CARTER",1.88828215035669,1.23055391626102
"1761",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Time/Mat.","Army","CARTER",0.239903496863198,0.188167102161141
"1762",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Time/Mat.","Navy","CARTER",0.0486728431389005,0.0510591276157504
"1763",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Time/Mat.","Air Force","CARTER",0.113267197996223,0.0750283129108966
"1764",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Time/Mat.","DLA","CARTER",0.0221958944607637,0.0498717300251783
"1765",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Time/Mat.","MDA","CARTER",0.000768410323122115,0.000777538369002658
"1766",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Time/Mat.","Additional
DoD
Components","CARTER",0.0273155589278221,0.0296148151699538
"1767",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Unlabeled","Army","CARTER",0,0
"1768",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Unlabeled","Navy","CARTER",0,0
"1769",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Unlabeled","Air Force","CARTER",0,0
"1770",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Unlabeled","MDA","CARTER",0,0
"1771",2010-12-31,"Q1",2011-09-30,2.16712328767123,"Unlabeled","Additional
DoD
Components","CARTER",0,0
"1772",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Combination","Army","YOUNG",0.115800581934536,0.197021824761947
"1773",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Combination","Navy","YOUNG",0.0978829364351658,0.145565351629437
"1774",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Combination","Air Force","YOUNG",0.0809368529060008,0.0458815965720046
"1775",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Combination","Additional
DoD
Components","YOUNG",0.0347197544062107,0.0251521757163478
"1776",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Cost+","Army","YOUNG",0.100119304469157,0.545415367018887
"1777",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Cost+","Navy","YOUNG",0.514095270793118,0.595705073540653
"1778",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Cost+","Air Force","YOUNG",0.428817169702056,0.5622562271279
"1779",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Cost+","MDA","YOUNG",0.0667703392887117,0.0487684765465296
"1780",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Cost+","Additional
DoD
Components","YOUNG",-0.0065804752832564,0.01891780657724
"1781",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Fixed","Army","YOUNG",0.340932624402014,0.971171421352519
"1782",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Fixed","Navy","YOUNG",0.538077711256819,1.02865086117989
"1783",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Fixed","Air Force","YOUNG",0.431713799108267,0.37765877217102
"1784",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Fixed","DLA","YOUNG",0.0531735674255141,0.0839648154540617
"1785",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Fixed","MDA","YOUNG",0.00180586057490558,0.00305154814770423
"1786",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Fixed","Military
Health","YOUNG",0.313336114750315,0.115700751946439
"1787",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Fixed","Additional
DoD
Components","YOUNG",0.144820828976081,0.0720599790960063
"1788",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Time/Mat.","Army","YOUNG",0.0261815243810323,0.204177870143841
"1789",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Time/Mat.","Navy","YOUNG",0.00499905004196391,0.0125275105367379
"1790",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Time/Mat.","Air Force","YOUNG",0.0308693897503147,0.0756515420691036
"1791",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Time/Mat.","DLA","YOUNG",0.00136082427612253,0.00198459570079851
"1792",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Time/Mat.","MDA","YOUNG",0.00117382605958875,0.00470650406878604
"1793",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Time/Mat.","Additional
DoD
Components","YOUNG",0.0329641130822493,0.0436642985306257
"1794",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Unlabeled","Army","YOUNG",0,0
"1795",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Unlabeled","Navy","YOUNG",0,0
"1796",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Unlabeled","Air Force","YOUNG",0,0
"1797",2010-12-31,"Q1",2011-09-30,4.0027397260274,"Unlabeled","Additional
DoD
Components","YOUNG",0,0
"1798",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Combination","Army","YOUNG",0.103059852664708,0.191328046239258
"1799",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Combination","Navy","YOUNG",0.109597491439362,0.128537774884863
"1800",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Combination","Air Force","YOUNG",0.00361605390264373,0.042841073746513
"1801",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Combination","MDA","YOUNG",0,0.00253791517648063
"1802",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Combination","Additional
DoD
Components","YOUNG",0.0128761783676039,0.0195406691438318
"1803",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Cost+","Army","YOUNG",0.249818284473353,0.360364031530259
"1804",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Cost+","Navy","YOUNG",4.02872735900126,1.80797301886742
"1805",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Cost+","Air Force","YOUNG",0.367716797230382,0.509644906253902
"1806",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Cost+","DLA","YOUNG",0.000136382710868653,6.24128363001058e-05
"1807",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Cost+","MDA","YOUNG",0.0381469628619387,0.0486612654473071
"1808",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Cost+","Additional
DoD
Components","YOUNG",0.0127346125052455,0.0185490585348436
"1809",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Fixed","Army","YOUNG",1.67161445518254,1.23263711326688
"1810",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Fixed","Navy","YOUNG",0.277690333990768,1.07221196865905
"1811",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Fixed","Air Force","YOUNG",0.058525616040705,0.311772097860954
"1812",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Fixed","DLA","YOUNG",0.0656867732060428,0.0821957624348807
"1813",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Fixed","MDA","YOUNG",0.00161593082249266,0.00277035832559117
"1814",2010-12-31,"Q1",2011-09-30,4.08767123287671,"Fixed","Military
Health","YOUNG",0.155096938900546,0.165246589724299
