"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Competition.sum","Competition.effective.only","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"1183",2012-05-01,2012-06-30,"Q3",2012-09-30,0.583561643835616,"2 Offers","Effective Comp.","Navy","KENDALL",0.224798629193698,0.290601355274088
"1184",2012-06-01,2012-06-30,"Q3",2012-09-30,0.668493150684932,"2 Offers","Effective Comp.","Navy","KENDALL",0.305463552723715,0.28218662354718
"1185",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"2 Offers","Effective Comp.","Navy","KENDALL",0.335386804839872,0.288549662252429
"1186",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"2 Offers","Effective Comp.","Navy","KENDALL",0.420852060374833,0.353900805979473
"1187",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"2 Offers","Effective Comp.","Navy","KENDALL",0.879005173535166,0.545081346249957
"1188",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"2 Offers","Effective Comp.","Navy","KENDALL",0.125201402477607,0.475019545462535
"1189",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"2 Offers","Effective Comp.","Navy","KENDALL",0.298739833247893,0.434315469753556
"1190",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"2 Offers","Effective Comp.","Navy","KENDALL",0.272515750591652,0.232152328772384
"1191",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"2 Offers","Effective Comp.","Navy","KENDALL",0.16071707151437,0.243990885117972
"1192",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"2 Offers","Effective Comp.","Navy","KENDALL",0.229737227496801,0.220990016534274
"1193",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"2 Offers","Effective Comp.","Navy","KENDALL",0.26815403631045,0.219536111773874
"1194",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"2 Offers","Effective Comp.","Navy","KENDALL",0.233452046325378,0.243781103377543
"1195",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"2 Offers","Effective Comp.","Navy","KENDALL",0.223425068546969,0.241677050394266
"1196",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"2 Offers","Effective Comp.","Navy","KENDALL",1.80679303249751,0.754556715789953
"1197",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"2 Offers","Effective Comp.","Navy","KENDALL",0.360850863614299,0.797022988219593
"1198",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"2 Offers","Effective Comp.","Navy","KENDALL",0.372856089931248,0.84683332868102
"1199",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"2 Offers","Effective Comp.","Navy","KENDALL",0.906080861903524,0.546595938483024
"1200",2013-10-01,2013-12-31,"Q1",2014-09-30,2.0027397260274,"2 Offers","Effective Comp.","Navy","KENDALL",0.0757862436675,0.451574398500757
"1201",2013-11-01,2013-12-31,"Q1",2014-09-30,2.08767123287671,"2 Offers","Effective Comp.","Navy","KENDALL",0.2584059027268,0.413424336099275
"1202",2013-12-01,2013-12-31,"Q1",2014-09-30,2.16986301369863,"2 Offers","Effective Comp.","Navy","KENDALL",0.2654314065053,0.1998745176332
"1203",2014-01-01,2014-03-31,"Q2",2014-09-30,2.25479452054795,"2 Offers","Effective Comp.","Navy","KENDALL",0.2399193446058,0.2545855512793
"1204",2014-02-01,2014-03-31,"Q2",2014-09-30,2.33972602739726,"2 Offers","Effective Comp.","Navy","KENDALL",0.2566132105775,0.253987987229533
"1205",2014-03-01,2014-03-31,"Q2",2014-09-30,2.41643835616438,"2 Offers","Effective Comp.","Navy","KENDALL",1.7374264702296,0.744653008470967
"1206",2014-04-01,2014-06-30,"Q3",2014-09-30,2.5013698630137,"2 Offers","Effective Comp.","Navy","KENDALL",0.325209579816,0.773083086874367
"1207",2014-05-01,2014-06-30,"Q3",2014-09-30,2.58356164383562,"2 Offers","Effective Comp.","Navy","KENDALL",0.293152119092,0.785262723045867
"1208",2014-06-01,2014-06-30,"Q3",2014-09-30,2.66849315068493,"2 Offers","Effective Comp.","Navy","KENDALL",0.3176301287833,0.3119972758971
"1209",2014-07-01,2014-09-30,"Q4",2014-09-30,2.75068493150685,"2 Offers","Effective Comp.","Navy","KENDALL",0.4797824763215,0.363521574732267
"1210",2014-08-01,2014-09-30,"Q4",2014-09-30,2.83561643835616,"2 Offers","Effective Comp.","Navy","KENDALL",0.5744922939972,0.457301633034
"1211",2014-09-01,2014-09-30,"Q4",2014-09-30,2.92054794520548,"2 Offers","Effective Comp.","Navy","KENDALL",1.2038616683951,0.752712146237933
"1212",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"2 Offers","Effective Comp.","Air Force","YOUNG",0.0734385178358963,NA
"1213",2007-08-01,2007-09-30,"Q4",2007-09-30,0.832876712328767,"2 Offers","Effective Comp.","Air Force","YOUNG",0.307797617173645,NA
"1214",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"2 Offers","Effective Comp.","Air Force","YOUNG",1.07138820847458,0.484208114494706
"1215",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"2 Offers","Effective Comp.","Air Force","YOUNG",0.118701290997831,0.499295705548684
"1216",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"2 Offers","Effective Comp.","Air Force","YOUNG",0.304251902809111,0.498113800760506
"1217",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"2 Offers","Effective Comp.","Air Force","YOUNG",0.350827473546638,0.25792688911786
"1218",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"2 Offers","Effective Comp.","Air Force","YOUNG",0.312669192993492,0.322582856449747
"1219",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"2 Offers","Effective Comp.","Air Force","YOUNG",0.314381720466377,0.325959462335503
"1220",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"2 Offers","Effective Comp.","Air Force","YOUNG",0.262054714143167,0.296368542534346
"1221",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"2 Offers","Effective Comp.","Air Force","YOUNG",0.41024356356833,0.328893332725958
"1222",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"2 Offers","Effective Comp.","Air Force","YOUNG",0.407546718438178,0.359948332049891
"1223",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"2 Offers","Effective Comp.","Air Force","YOUNG",0.513601649392625,0.443797310466377
"1224",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"2 Offers","Effective Comp.","Air Force","YOUNG",0.302744000021692,0.407964122617498
"1225",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"2 Offers","Effective Comp.","Air Force","YOUNG",0.51668247845987,0.444342709291395
"1226",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"2 Offers","Effective Comp.","Air Force","YOUNG",1.25939461277657,0.692940363752711
"1227",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"2 Offers","Effective Comp.","Air Force","YOUNG",0.495319264483655,0.757132118573365
"1228",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"2 Offers","Effective Comp.","Air Force","YOUNG",0.173221798430396,0.642645225230208
"1229",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"2 Offers","Effective Comp.","Air Force","YOUNG",0.41276285519593,0.360434639369994
"1230",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"2 Offers","Effective Comp.","Air Force","YOUNG",0.301461955823771,0.295815536483366
"1231",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"2 Offers","Effective Comp.","Air Force","YOUNG",0.459985933416324,0.391403581478675
"1232",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"2 Offers","Effective Comp.","Air Force","YOUNG",0.384569740506603,0.382005876582233
"1233",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"2 Offers","Effective Comp.","Air Force","YOUNG",0.354061847261312,0.39953917372808
"1234",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"2 Offers","Effective Comp.","Air Force","YOUNG",0.192317841318467,0.310316476362127
"1235",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"2 Offers","Effective Comp.","Air Force","YOUNG",0.169058469592986,0.238479386057588
"1236",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"2 Offers","Effective Comp.","Air Force","YOUNG",0.26505538742152,0.208810566110991
"1237",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"2 Offers","Effective Comp.","Air Force","YOUNG",0.171770978772462,0.201961611928989
"1238",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"2 Offers","Effective Comp.","Air Force","YOUNG",0.25066143739987,0.22916260119795
"1239",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"2 Offers","Effective Comp.","Air Force","YOUNG",0.0961575855691057,0.172863333913812
"1240",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"2 Offers","Effective Comp.","Air Force","YOUNG",0.087768985012837,0.144862669327271
"1241",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"2 Offers","Effective Comp.","Air Force","YOUNG",0.114015650759521,0.0993140737804878
"1242",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"2 Offers","Effective Comp.","Air Force","YOUNG",0.38840472165169,0.196729785808016
"1243",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"2 Offers","Effective Comp.","Air Force","YOUNG",0.103058825320924,0.201826399244045
"1244",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"2 Offers","Effective Comp.","Air Force","YOUNG",0.131185988329054,0.207549845100556
"1245",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"2 Offers","Effective Comp.","Air Force","YOUNG",0.110381661745828,0.114875491798602
"1246",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"2 Offers","Effective Comp.","Air Force","YOUNG",0.0799121534338896,0.107159934502924
"1247",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"2 Offers","Effective Comp.","Air Force","YOUNG",0.137839842479675,0.109377885886464
"1248",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"2 Offers","Effective Comp.","Air Force","YOUNG",0.0632201211168164,0.0936573723434603
"1249",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"2 Offers","Effective Comp.","Air Force","YOUNG",0.0663750022357724,0.0891449886107545
"1250",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"2 Offers","Effective Comp.","Air Force","YOUNG",0.130408995271716,0.0866680395414349
"1251",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"2 Offers","Effective Comp.","Air Force","YOUNG",0.0757692618548049,0.0908510864540977
"1252",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"2 Offers","Effective Comp.","Air Force","YOUNG",0.119029227108687,0.108402494745069
"1253",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"2 Offers","Effective Comp.","Air Force","YOUNG",0.180255425881242,0.125017971614911
"1254",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"2 Offers","Effective Comp.","Air Force","YOUNG",0.0977617200167856,0.132348791002238
"1255",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"2 Offers","Effective Comp.","Air Force","YOUNG",0.0550376606063785,0.111018268834802
"1256",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"2 Offers","Effective Comp.","Air Force","YOUNG",0.0877094589278221,0.080169613183662
"1257",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"2 Offers","Effective Comp.","Air Force","YOUNG",0.102525025377675,0.0817573816372919
"1258",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"2 Offers","Effective Comp.","Air Force","YOUNG",0.0429264008078053,0.0777202950377675
"1259",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"2 Offers","Effective Comp.","Air Force","YOUNG",0.184765203640369,0.11007220994195
"1260",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"2 Offers","Effective Comp.","Air Force","YOUNG",0.0452745300671423,0.0909887115051056
"1261",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"2 Offers","Effective Comp.","Air Force","YOUNG",0.0271745460658833,0.0857380932577983
"1262",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"2 Offers","Effective Comp.","Air Force","YOUNG",0.0842000951951322,0.0522163904427193
"1263",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"2 Offers","Effective Comp.","Air Force","CARTER",0.0324638116800173,NA
"1264",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"2 Offers","Effective Comp.","Air Force","CARTER",0.23943805071444,NA
"1265",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"2 Offers","Effective Comp.","Air Force","CARTER",0.336238362177961,0.202713408190806
"1266",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"2 Offers","Effective Comp.","Air Force","CARTER",0.343811684942628,0.306496032611676
"1267",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"2 Offers","Effective Comp.","Air Force","CARTER",0.281347052316519,0.320465699812369
"1268",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"2 Offers","Effective Comp.","Air Force","CARTER",0.901361711063001,0.508840149440716
"1269",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"2 Offers","Effective Comp.","Air Force","CARTER",0.117225806493368,0.433311523290962
"1270",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"2 Offers","Effective Comp.","Air Force","CARTER",0.187840034028669,0.402142517195012
"1271",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"2 Offers","Effective Comp.","Air Force","CARTER",0.23356113143988,0.179542323987306
"1272",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"2 Offers","Effective Comp.","Air Force","CARTER",0.492988827899016,0.304796664455855
"1273",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"2 Offers","Effective Comp.","Air Force","CARTER",0.281095718335473,0.335881892558123
"1274",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"2 Offers","Effective Comp.","Air Force","CARTER",0.398618028936671,0.390900858390387
"1275",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"2 Offers","Effective Comp.","Air Force","CARTER",0.447647043592212,0.375786930288119
"1276",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"2 Offers","Effective Comp.","Air Force","CARTER",0.225659728465982,0.357308266998288
"1277",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"2 Offers","Effective Comp.","Air Force","CARTER",0.619651713617886,0.430986161892027
"1278",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"2 Offers","Effective Comp.","Air Force","CARTER",0.295597472528883,0.380302971537584
"1279",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"2 Offers","Effective Comp.","Air Force","CARTER",0.495672707819855,0.470307297988875
"1280",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"2 Offers","Effective Comp.","Air Force","CARTER",1.05466702253958,0.615312400962773
"1281",2010-10-01,2010-12-31,"Q1",2011-09-30,2,"2 Offers","Effective Comp.","Air Force","CARTER",0.314044960449014,0.621461563602816
"1282",2010-11-01,2010-12-31,"Q1",2011-09-30,2.08493150684932,"2 Offers","Effective Comp.","Air Force","CARTER",0.271938722356274,0.546883568448289
"1283",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"2 Offers","Effective Comp.","Air Force","CARTER",0.331333133812421,0.305772272205903
"1284",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"2 Offers","Effective Comp.","Air Force","CARTER",0.508842270006295,0.370704708724997
"1285",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"2 Offers","Effective Comp.","Air Force","CARTER",0.227254412903903,0.355809938907539
"1286",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"2 Offers","Effective Comp.","Air Force","CARTER",1.20200628549098,0.646034322800392
"1287",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"2 Offers","Effective Comp.","Air Force","CARTER",0.462931994355854,0.630730897583578
"1288",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"2 Offers","Effective Comp.","Air Force","CARTER",0.44152464946496,0.702154309770597
"1289",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"2 Offers","Effective Comp.","Air Force","CARTER",0.452249720048258,0.452235454623024
"1290",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"2 Offers","Effective Comp.","Air Force","CARTER",0.515978344198489,0.469917571237236
"1291",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"2 Offers","Effective Comp.","Air Force","CARTER",0.531949201961813,0.500059088736187
"1292",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"2 Offers","Effective Comp.","Air Force","CARTER",1.17437767507344,0.740768407077913
"1293",2011-10-01,2011-12-31,"Q1",2011-11-02,3,"2 Offers","Effective Comp.","Air Force","CARTER",0.309811649469674,0.672046175501641
"1294",2011-11-01,2011-12-31,"Q1",2011-11-02,3.08493150684932,"2 Offers","Effective Comp.","Air Force","CARTER",0.282340520193595,0.588843281578902
"1295",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"2 Offers","Effective Comp.","Air Force","CARTER",0.318134598939347,0.303428922867539
"1296",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"2 Offers","Effective Comp.","Air Force","CARTER",0.435745119586036,0.345406746239659
"1297",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"2 Offers","Effective Comp.","Air Force","CARTER",0.495653976202245,0.416511231575876
"1298",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"2 Offers","Effective Comp.","Air Force","CARTER",0.792375393069715,0.574591496285999
"1299",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"2 Offers","Effective Comp.","Air Force","CARTER",0.144383741592009,0.477471036954656
"1300",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"2 Offers","Effective Comp.","Air Force","CARTER",0.18191223935743,0.372890458006384
"1301",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"2 Offers","Effective Comp.","Air Force","CARTER",0.207804615848007,0.178033532265815
"1302",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"2 Offers","Effective Comp.","Air Force","CARTER",0.093625902708269,0.161114252637902
"1303",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"2 Offers","Effective Comp.","Air Force","CARTER",0.194222977994027,0.165217832183435
"1304",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"2 Offers","Effective Comp.","Air Force","CARTER",0.397007804314695,0.22828556167233
"1305",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"2 Offers","Effective Comp.","Air Force","CARTER",0.197644303219458,0.262958361842727
"1306",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"2 Offers","Effective Comp.","Air Force","CARTER",0.602940791246471,0.399197632926874
"1307",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"2 Offers","Effective Comp.","Air Force","CARTER",0.338023487032396,0.379536193832775
"1308",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"2 Offers","Effective Comp.","Air Force","CARTER",0.135384367524627,0.358782881934498
"1309",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"2 Offers","Effective Comp.","Air Force","CARTER",0.0712538753162384,0.181553909957754
"1310",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"2 Offers","Effective Comp.","Air Force","CARTER",0.0858180935681934,0.0974854454696862
"1311",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"2 Offers","Effective Comp.","Air Force","CARTER",0.103712595434853,0.0869281881064283
"1312",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"2 Offers","Effective Comp.","Air Force","CARTER",0.551111372561897,0.246880687188315
