"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Competition.sum","Competition.effective.only","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"36",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"1 Offer","Not Effective Comp.","Army","YOUNG",0.144432569833119,0.194818593731279
"37",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"1 Offer","Not Effective Comp.","Army","YOUNG",0.137836844779632,0.138130895781629
"38",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"1 Offer","Not Effective Comp.","Army","YOUNG",0.155670963896021,0.145980126169591
"39",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"1 Offer","Not Effective Comp.","Army","YOUNG",0.439685327513907,0.244397712063186
"40",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0328565968422157,0.209404296084048
"41",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0487373534934956,0.173759759283206
"42",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0800892771191775,0.0538944091516296
"43",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"1 Offer","Not Effective Comp.","Army","YOUNG",0.119998311382711,0.0829416473317946
"44",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0872799228388586,0.0957891704469156
"45",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"1 Offer","Not Effective Comp.","Army","YOUNG",0.343677519702056,0.183651917974542
"46",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"1 Offer","Not Effective Comp.","Army","YOUNG",0.11702562650021,0.182661023013708
"47",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0453338464855224,0.168678997562596
"48",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"1 Offer","Not Effective Comp.","Army","YOUNG",0.145278838932018,0.102546103972584
"49",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"1 Offer","Not Effective Comp.","Army","YOUNG",0.113732127947965,0.101448271121835
"50",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0901520730067142,0.116387679962232
"51",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"1 Offer","Not Effective Comp.","Army","YOUNG",0.125103220226605,0.109662473727095
"52",2011-10-01,2011-12-31,"Q1",2012-09-30,5.0027397260274,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0288944201627021,0.0813832377986738
"53",2011-11-01,2011-12-31,"Q1",2012-09-30,5.08767123287671,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0304404352177943,0.0614793585357005
"54",2011-12-01,2011-12-31,"Q1",2012-09-30,5.16986301369863,"1 Offer","Not Effective Comp.","Army","YOUNG",0.106117575584389,0.0551508103216284
"55",2012-01-01,2012-03-31,"Q2",2012-09-30,5.25479452054795,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0323068595819174,0.0562882901280335
"56",2012-02-01,2012-03-31,"Q2",2012-09-30,5.33972602739726,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0555704926681083,0.0646649759448049
"57",2012-03-01,2012-03-31,"Q2",2012-09-30,5.41917808219178,"1 Offer","Not Effective Comp.","Army","YOUNG",0.145826970888683,0.0779014410462362
"58",2012-04-01,2012-06-30,"Q3",2012-09-30,5.5041095890411,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0460219172175883,0.0824731269247932
"59",2012-05-01,2012-06-30,"Q3",2012-09-30,5.58630136986301,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0266963395324889,0.0728484092129201
"60",2012-06-01,2012-06-30,"Q3",2012-09-30,5.67123287671233,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0309138755329008,0.034544044094326
"61",2012-07-01,2012-09-30,"Q4",2012-09-30,5.75342465753425,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0525500024611266,0.0367200725088388
"62",2012-08-01,2012-09-30,"Q4",2012-09-30,5.83835616438356,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0205350478838431,0.0346663086259568
"63",2012-09-01,2012-09-30,"Q4",2012-09-30,5.92328767123288,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0392698364329111,0.0374516289259603
"64",2012-10-01,2012-12-31,"Q1",2013-09-30,6.00547945205479,"1 Offer","Not Effective Comp.","Army","YOUNG",0.00683632602132629,0.0222137367793602
"65",2012-11-01,2012-12-31,"Q1",2013-09-30,6.09041095890411,"1 Offer","Not Effective Comp.","Army","YOUNG",0.00684482192535798,0.0176503281265318
"66",2012-12-01,2012-12-31,"Q1",2013-09-30,6.17260273972603,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0496933343807251,0.0211248274424698
"67",2013-01-01,2013-03-31,"Q2",2013-09-30,6.25753424657534,"1 Offer","Not Effective Comp.","Army","YOUNG",0.00991062659672997,0.0221495943009377
"68",2013-02-01,2013-03-31,"Q2",2013-09-30,6.34246575342466,"1 Offer","Not Effective Comp.","Army","YOUNG",-0.00523457867980095,0.0181231274325514
"69",2013-03-01,2013-03-31,"Q2",2013-09-30,6.41917808219178,"1 Offer","Not Effective Comp.","Army","YOUNG",0.00514626120991165,0.00327410304228022
"70",2013-04-01,2013-06-30,"Q3",2013-09-30,6.5041095890411,"1 Offer","Not Effective Comp.","Army","YOUNG",-0.0287837891101858,-0.00962403552669172
"71",2013-05-01,2013-06-30,"Q3",2013-09-30,6.58630136986301,"1 Offer","Not Effective Comp.","Army","YOUNG",0.00383773564131207,-0.00659993075298737
"72",2013-06-01,2013-06-30,"Q3",2013-09-30,6.67123287671233,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0106995295615924,-0.00474884130242714
"73",2013-07-01,2013-09-30,"Q4",2013-09-30,6.75342465753425,"1 Offer","Not Effective Comp.","Army","YOUNG",0.00512097349903524,0.00655274623397989
"74",2013-08-01,2013-09-30,"Q4",2013-09-30,6.83835616438356,"1 Offer","Not Effective Comp.","Army","YOUNG",0.00173832918289834,0.00585294408117532
"75",2013-09-01,2013-09-30,"Q4",2013-09-30,6.92328767123288,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0140819526113537,0.00698041843109576
"76",2013-10-01,2013-12-31,"Q1",2014-09-30,7.00547945205479,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0019124086399,0.00591089681138402
"77",2013-11-01,2013-12-31,"Q1",2014-09-30,7.09041095890411,"1 Offer","Not Effective Comp.","Army","YOUNG",0.006199711416,0.0073980242224179
"78",2013-12-01,2013-12-31,"Q1",2014-09-30,7.17260273972603,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0060113624015,0.0047078274858
"79",2014-01-01,2014-03-31,"Q2",2014-09-30,7.25753424657534,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0034258972033,0.0052123236736
"80",2014-02-01,2014-03-31,"Q2",2014-09-30,7.34246575342466,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0020686995448,0.00383531971653333
"81",2014-03-01,2014-03-31,"Q2",2014-09-30,7.41917808219178,"1 Offer","Not Effective Comp.","Army","YOUNG",0.004983783168,0.00349279330536667
"82",2014-04-01,2014-06-30,"Q3",2014-09-30,7.5041095890411,"1 Offer","Not Effective Comp.","Army","YOUNG",0.003509555412,0.00352067937493333
"83",2014-05-01,2014-06-30,"Q3",2014-09-30,7.58630136986301,"1 Offer","Not Effective Comp.","Army","YOUNG",-0.0013773691398,0.0023719898134
"84",2014-06-01,2014-06-30,"Q3",2014-09-30,7.67123287671233,"1 Offer","Not Effective Comp.","Army","YOUNG",-0.0011208428778,0.0003371144648
"85",2014-07-01,2014-09-30,"Q4",2014-09-30,7.75342465753425,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0179373958262,0.00514639460286667
"86",2014-08-01,2014-09-30,"Q4",2014-09-30,7.83835616438356,"1 Offer","Not Effective Comp.","Army","YOUNG",-0.0041656258661,0.0042169756941
"87",2014-09-01,2014-09-30,"Q4",2014-09-30,7.92328767123288,"1 Offer","Not Effective Comp.","Army","YOUNG",0.0264120008678,0.0133945902759667
"88",2009-04-01,2009-06-30,"Q3",2009-09-30,0.498630136986301,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.151801634011691,NA
"89",2009-05-01,2009-06-30,"Q3",2009-09-30,0.580821917808219,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.90340831739554,NA
"90",2009-06-01,2009-06-30,"Q3",2009-09-30,0.665753424657534,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",1.17622329218446,0.743811081197229
"91",2009-07-01,2009-09-30,"Q4",2009-09-30,0.747945205479452,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.787788240322581,0.955806616634192
"92",2009-08-01,2009-09-30,"Q4",2009-09-30,0.832876712328767,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",1.38435951988526,1.11612368413076
"93",2009-09-01,2009-09-30,"Q4",2009-09-30,0.917808219178082,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",3.27058219329942,1.81424331783575
"94",2009-10-01,2009-12-31,"Q1",2010-09-30,1,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.510474553572957,1.72180542225254
"95",2009-11-01,2009-12-31,"Q1",2010-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.545633086745828,1.4422299445394
"96",2009-12-01,2009-12-31,"Q1",2010-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.993105517008986,0.68307105244259
"97",2010-01-01,2010-03-31,"Q2",2010-09-30,1.25205479452055,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.909668073192127,0.816135558982313
"98",2010-02-01,2010-03-31,"Q2",2010-09-30,1.33698630136986,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.820039374903723,0.907604321701612
"99",2010-03-01,2010-03-31,"Q2",2010-09-30,1.41369863013699,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",1.18422688193196,0.971311443342605
"100",2010-04-01,2010-06-30,"Q3",2010-09-30,1.4986301369863,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",1.17688234476893,1.06038286720154
"101",2010-05-01,2010-06-30,"Q3",2010-09-30,1.58082191780822,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",1.64234969356012,1.33448630675367
"102",2010-06-01,2010-06-30,"Q3",2010-09-30,1.66575342465753,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",1.2850120639923,1.36808136744045
"103",2010-07-01,2010-09-30,"Q4",2010-09-30,1.74794520547945,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",1.16310576684852,1.36348917480031
"104",2010-08-01,2010-09-30,"Q4",2010-09-30,1.83287671232877,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",1.75101152051776,1.39970978378619
"105",2010-09-01,2010-09-30,"Q4",2010-09-30,1.91780821917808,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",3.76806703405006,2.22739477380545
"106",2010-10-01,2010-12-31,"Q1",2010-11-02,2,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.427791986288292,1.98229018028537
"107",2010-11-01,2010-12-31,"Q1",2010-11-02,2.08493150684932,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",1.1594490615086,1.78510269394899
"108",2010-12-01,2010-12-31,"Q1",2011-09-30,2.16712328767123,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.277360041879983,0.621533696558959
"109",2011-01-01,2011-03-31,"Q2",2011-09-30,2.25205479452055,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.404971831693244,0.61392697836061
"110",2011-02-01,2011-03-31,"Q2",2011-09-30,2.33698630136986,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.195554915621066,0.292628929731431
"111",2011-03-01,2011-03-31,"Q2",2011-09-30,2.41369863013699,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.381883993075955,0.327470246796755
"112",2011-04-01,2011-06-30,"Q3",2011-09-30,2.4986301369863,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.286823016575745,0.288087308424255
"113",2011-05-01,2011-06-30,"Q3",2011-09-30,2.58082191780822,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.229194734169115,0.299300581273605
"114",2011-06-01,2011-06-30,"Q3",2011-09-30,2.66575342465753,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.310702346202266,0.275573365649042
"115",2011-07-01,2011-09-30,"Q4",2011-09-30,2.74794520547945,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.439312542341586,0.326403207570989
"116",2011-08-01,2011-09-30,"Q4",2011-09-30,2.83287671232877,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.535494369051616,0.428503085865156
"117",2011-09-01,2011-09-30,"Q4",2011-09-30,2.91780821917808,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.487739042855644,0.487515318082949
"118",2011-10-01,2011-12-31,"Q1",2012-09-30,3,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0632542183503244,0.362162543419195
"119",2011-11-01,2011-12-31,"Q1",2012-09-30,3.08493150684932,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0850110395942745,0.212001433600081
"120",2011-12-01,2011-12-31,"Q1",2012-09-30,3.16712328767123,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.197260562774174,0.115175273572924
"121",2012-01-01,2012-03-31,"Q2",2012-09-30,3.25205479452055,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.119150802800947,0.133807468389799
"122",2012-02-01,2012-03-31,"Q2",2012-09-30,3.33698630136986,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.124144258335908,0.14685187463701
"123",2012-03-01,2012-03-31,"Q2",2012-09-30,3.41643835616438,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.167353120183297,0.136882727106717
"124",2012-04-01,2012-06-30,"Q3",2012-09-30,3.5013698630137,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.162651785130265,0.151383054549823
"125",2012-05-01,2012-06-30,"Q3",2012-09-30,3.58356164383562,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0967402581505509,0.142248387821371
"126",2012-06-01,2012-06-30,"Q3",2012-09-30,3.66849315068493,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.126349444145814,0.128580495808877
"127",2012-07-01,2012-09-30,"Q4",2012-09-30,3.75068493150685,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.128839608392545,0.117309770229636
"128",2012-08-01,2012-09-30,"Q4",2012-09-30,3.83561643835616,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.195908562774174,0.150365871770844
"129",2012-09-01,2012-09-30,"Q4",2012-09-30,3.92054794520548,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.133573106466893,0.152773759211204
"130",2012-10-01,2012-12-31,"Q1",2013-09-30,4.0027397260274,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0478188939211943,0.12576685438742
"131",2012-11-01,2012-12-31,"Q1",2013-09-30,4.08767123287671,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0809472949236316,0.087446431770573
"132",2012-12-01,2012-12-31,"Q1",2013-09-30,4.16986301369863,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.15770508709607,0.0954904253136319
"133",2013-01-01,2013-03-31,"Q2",2013-09-30,4.25479452054795,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0305805084438915,0.0897442968211977
"134",2013-02-01,2013-03-31,"Q2",2013-09-30,4.33972602739726,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0393941184679598,0.0758932380026404
"135",2013-03-01,2013-03-31,"Q2",2013-09-30,4.41643835616438,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0500826538319285,0.0400190935812599
"136",2013-04-01,2013-06-30,"Q3",2013-09-30,4.5013698630137,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0192564952242307,0.0362444225080397
"137",2013-05-01,2013-06-30,"Q3",2013-09-30,4.58356164383562,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0376511119658779,0.0356634203406791
"138",2013-06-01,2013-06-30,"Q3",2013-09-30,4.66849315068493,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.102597431882807,0.0531683463576385
"139",2013-07-01,2013-09-30,"Q4",2013-09-30,4.75068493150685,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0534181850805321,0.064555576309739
"140",2013-08-01,2013-09-30,"Q4",2013-09-30,4.83561643835616,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0500261294791307,0.0686805821474899
"141",2013-09-01,2013-09-30,"Q4",2013-09-30,4.92054794520548,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0663870450561592,0.056610453205274
"142",2013-10-01,2013-12-31,"Q1",2014-09-30,5.0027397260274,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0091916353665,0.0418682699672633
"143",2013-11-01,2013-12-31,"Q1",2014-09-30,5.08767123287671,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0593765558877,0.0449850787701197
"144",2013-12-01,2013-12-31,"Q1",2014-09-30,5.16986301369863,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0513601616909,0.0399761176483667
"145",2014-01-01,2014-03-31,"Q2",2014-09-30,5.25479452054795,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0162320259736,0.0423229145174
"146",2014-02-01,2014-03-31,"Q2",2014-09-30,5.33972602739726,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.007192207097,0.0249281315871667
"147",2014-03-01,2014-03-31,"Q2",2014-09-30,5.41643835616438,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0165014004024,0.013308544491
"148",2014-04-01,2014-06-30,"Q3",2014-09-30,5.5013698630137,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0029847697368,0.00889279241206667
"149",2014-05-01,2014-06-30,"Q3",2014-09-30,5.58356164383562,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0110665772232,0.0101842491208
"150",2014-06-01,2014-06-30,"Q3",2014-09-30,5.66849315068493,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0112560071144,0.00843578469146667
"151",2014-07-01,2014-09-30,"Q4",2014-09-30,5.75068493150685,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",0.0197844007851,0.0140356617075667
"152",2014-08-01,2014-09-30,"Q4",2014-09-30,5.83561643835616,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",-0.0064539384639,0.00819548981186667
"153",2014-09-01,2014-09-30,"Q4",2014-09-30,5.92054794520548,"1 Offer","Not Effective Comp.","Army","CARTER
pre-BBP",-0.023752486549,-0.00347400807593333
"154",2010-11-01,2010-12-31,"Q1",2011-09-30,0.0849315068493151,"1 Offer","Not Effective Comp.","Army","BBP1",0.850329355339908,NA
"155",2010-12-01,2010-12-31,"Q1",2011-09-30,0.167123287671233,"1 Offer","Not Effective Comp.","Army","BBP1",0.480244474013848,NA
"156",2011-01-01,2011-03-31,"Q2",2011-09-30,0.252054794520548,"1 Offer","Not Effective Comp.","Army","BBP1",0.417796036739404,0.582789955364386
"157",2011-02-01,2011-03-31,"Q2",2011-09-30,0.336986301369863,"1 Offer","Not Effective Comp.","Army","BBP1",0.512023840579102,0.470021450444118
"158",2011-03-01,2011-03-31,"Q2",2011-09-30,0.413698630136986,"1 Offer","Not Effective Comp.","Army","BBP1",0.734372230130088,0.554730702482865
"159",2011-04-01,2011-06-30,"Q3",2011-09-30,0.498630136986301,"1 Offer","Not Effective Comp.","Army","BBP1",0.731808926636592,0.659401665781927
"160",2011-05-01,2011-06-30,"Q3",2011-09-30,0.580821917808219,"1 Offer","Not Effective Comp.","Army","BBP1",0.580073726888376,0.682084961218352
"161",2011-06-01,2011-06-30,"Q3",2011-09-30,0.665753424657534,"1 Offer","Not Effective Comp.","Army","BBP1",0.735229696496013,0.682370783340327
"162",2011-07-01,2011-09-30,"Q4",2011-09-30,0.747945205479452,"1 Offer","Not Effective Comp.","Army","BBP1",1.78564917224087,1.03365086520842
"163",2011-08-01,2011-09-30,"Q4",2011-09-30,0.832876712328767,"1 Offer","Not Effective Comp.","Army","BBP1",0.948510027748636,1.15646296549517
"164",2011-09-01,2011-09-30,"Q4",2011-09-30,0.917808219178082,"1 Offer","Not Effective Comp.","Army","BBP1",2.22862927172682,1.65426282390544
"165",2011-10-01,2011-12-31,"Q1",2012-09-30,1,"1 Offer","Not Effective Comp.","Army","BBP1",0.192606817969313,1.12324870581492
"166",2011-11-01,2011-12-31,"Q1",2012-09-30,1.08493150684932,"1 Offer","Not Effective Comp.","Army","BBP1",0.367416215188961,0.92955076829503
"167",2011-12-01,2011-12-31,"Q1",2012-09-30,1.16712328767123,"1 Offer","Not Effective Comp.","Army","BBP1",0.535123989692102,0.365049007616792
"168",2012-01-01,2012-03-31,"Q2",2012-09-30,1.25205479452055,"1 Offer","Not Effective Comp.","Army","BBP1",0.425667815539079,0.442736006806714
"169",2012-02-01,2012-03-31,"Q2",2012-09-30,1.33698630136986,"1 Offer","Not Effective Comp.","Army","BBP1",0.710386297775718,0.557059367668966
