"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Vehicle.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"1850",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Single-Awd.","DLA","YOUNG",0.0455000951433462,0.0291954508451006
"1851",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Single-Awd.","MDA","YOUNG",0.0477463231921267,0.0509926271894166
"1852",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Single-Awd.","Military
Health","YOUNG",0.000426508130081301,0.000142822279275424
"1853",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Single-Awd.","Additional
DoD
Components","YOUNG",0.0224832973577236,0.0708225067928969
"1854",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Unlbd. IDV","Army","YOUNG",0.000334833172871202,0.00256509787476822
"1855",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Unlbd. IDV","Navy","YOUNG",0.000996889623448866,0.000346242811296534
"1856",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Unlbd. IDV","Air Force","YOUNG",-8.04450149764655e-05,8.75134574240479e-05
"1857",2010-03-31,"Q2",2010-09-30,3.25479452054795,"Unlbd. IDV","Additional
DoD
Components","YOUNG",0.000384304664099273,0.000232203679931536
"1858",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Definitive","Army","YOUNG",1.21574057335259,1.92766642580944
"1859",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Definitive","Navy","YOUNG",0.966716476508344,2.35577537718228
"1860",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Definitive","Air Force","YOUNG",0.427507379995721,0.896602643232064
"1861",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Definitive","DLA","YOUNG",0.014930643677792,0.00959135820496363
"1862",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Definitive","MDA","YOUNG",0.235210616335045,0.15325480676437
"1863",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Definitive","Military
Health","YOUNG",0,0.328839466984025
"1864",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Definitive","Additional
DoD
Components","YOUNG",0.0579169692340608,0.0594921244116388
"1865",2010-03-31,"Q2",2010-09-30,3.33972602739726,"FSS","Army","YOUNG",0.0264672474433034,0.0414058465661104
"1866",2010-03-31,"Q2",2010-09-30,3.33972602739726,"FSS","Navy","YOUNG",0.00981599540008558,0.0151880252496078
"1867",2010-03-31,"Q2",2010-09-30,3.33972602739726,"FSS","Air Force","YOUNG",0.0253744863393239,0.0269667577521038
"1868",2010-03-31,"Q2",2010-09-30,3.33972602739726,"FSS","DLA","YOUNG",0.0078531498716303,0.00852785364070746
"1869",2010-03-31,"Q2",2010-09-30,3.33972602739726,"FSS","MDA","YOUNG",0.00722050918913137,0.00578387725360148
"1870",2010-03-31,"Q2",2010-09-30,3.33972602739726,"FSS","Military
Health","YOUNG",5.37084937954643e-05,0.000150870203965198
"1871",2010-03-31,"Q2",2010-09-30,3.33972602739726,"FSS","Additional
DoD
Components","YOUNG",0.0179753623234917,0.0236041567536728
"1872",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Multi-Awd.","Army","YOUNG",0.614106095121951,0.490724740807303
"1873",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Multi-Awd.","Navy","YOUNG",0.350749431407788,0.254893702585223
"1874",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Multi-Awd.","Air Force","YOUNG",0.203640260237484,0.224453300181857
"1875",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Multi-Awd.","DLA","YOUNG",1.37183354728285e-06,0.000665436417772073
"1876",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Multi-Awd.","Additional
DoD
Components","YOUNG",0.074842999775353,0.0678822501818571
"1877",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Other IDV","Army","YOUNG",0.000235221566110398,0.000817700720296677
"1878",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Other IDV","Navy","YOUNG",0.000510135654685494,0.00109716941591784
"1879",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Other IDV","Air Force","YOUNG",0.00648001982242191,0.00559859102838397
"1880",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Other IDV","DLA","YOUNG",0,3.72486093281985e-05
"1881",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Other IDV","Additional
DoD
Components","YOUNG",0.00294106957637997,0.00575583820068464
"1882",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Pur. Order","Army","YOUNG",0.0145706096812152,0.0197144535052061
"1883",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Pur. Order","Navy","YOUNG",0.0036189336970475,0.00724883720938525
"1884",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Pur. Order","Air Force","YOUNG",0.00208145262088147,0.00350824551419198
"1885",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Pur. Order","DLA","YOUNG",-7.19287227214377e-05,5.89197903294822e-05
"1886",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Pur. Order","Military
Health","YOUNG",2.15661103979461e-05,4.24870917130224e-06
"1887",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Pur. Order","Additional
DoD
Components","YOUNG",0.00366615574454429,0.00265638180716018
"1888",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Single-Awd.","Army","YOUNG",0.506510748866068,0.979269995999144
"1889",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Single-Awd.","Navy","YOUNG",0.0833831557873342,0.159815323416774
"1890",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Single-Awd.","Air Force","YOUNG",0.55445438787976,0.445416527053915
"1891",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Single-Awd.","DLA","YOUNG",0.0438529028669234,0.0329648753815433
"1892",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Single-Awd.","MDA","YOUNG",0.080770237847668,0.0619690754350307
"1893",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Single-Awd.","Military
Health","YOUNG",0,0.00012760405077735
"1894",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Single-Awd.","Additional
DoD
Components","YOUNG",0.0700913070068464,0.0793059678790472
"1895",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Unlbd. IDV","Army","YOUNG",-0.000445866014120668,0.00196733759806019
"1896",2010-03-31,"Q2",2010-09-30,3.33972602739726,"Unlbd. IDV","Navy","YOUNG",-6.3530487804878e-06,0.000357908176437028
"1897",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Definitive","Army","YOUNG",1.2172711398267,1.58309148475966
"1898",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Definitive","Navy","YOUNG",0.885549071887035,2.28000408697048
"1899",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Definitive","Air Force","YOUNG",0.654457483397518,0.636795945571245
"1900",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Definitive","DLA","YOUNG",0.0267387995400086,0.0168109398587933
"1901",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Definitive","MDA","YOUNG",0.182582747550278,0.176217254136357
"1902",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Definitive","Military
Health","YOUNG",0.0044167946512623,0.317501616652403
"1903",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Definitive","Additional
DoD
Components","YOUNG",0.22729144016902,0.120837738967337
"1904",2010-03-31,"Q2",2010-09-30,3.41643835616438,"FSS","Army","YOUNG",0.0640221220688917,0.0438020456461275
"1905",2010-03-31,"Q2",2010-09-30,3.41643835616438,"FSS","Navy","YOUNG",0.0168041428968763,0.0156630813329054
"1906",2010-03-31,"Q2",2010-09-30,3.41643835616438,"FSS","Air Force","YOUNG",0.0495712357509628,0.0374720543538725
"1907",2010-03-31,"Q2",2010-09-30,3.41643835616438,"FSS","DLA","YOUNG",0.00607508445656825,0.00622290524889459
"1908",2010-03-31,"Q2",2010-09-30,3.41643835616438,"FSS","MDA","YOUNG",0.00387102894736842,0.00479426883112252
"1909",2010-03-31,"Q2",2010-09-30,3.41643835616438,"FSS","Military
Health","YOUNG",0.00281856276208815,0.00109039112466125
"1910",2010-03-31,"Q2",2010-09-30,3.41643835616438,"FSS","Additional
DoD
Components","YOUNG",0.0611463029952931,0.0320436614462987
"1911",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Multi-Awd.","Army","YOUNG",0.787320345079161,0.622410564259735
"1912",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Multi-Awd.","Navy","YOUNG",0.373326199165597,0.311202798370418
"1913",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Multi-Awd.","Air Force","YOUNG",0.175657004621309,0.224769518831123
"1914",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Multi-Awd.","DLA","YOUNG",-0.00358876711596063,-0.000819561403508772
"1915",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Multi-Awd.","Additional
DoD
Components","YOUNG",0.0588623357509628,0.0658693583368992
"1916",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Other IDV","Army","YOUNG",0.000683130755241763,0.000932760740265297
"1917",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Other IDV","Navy","YOUNG",0.000128690629011553,0.000212942094565683
"1918",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Other IDV","Air Force","YOUNG",0.00547107882969619,0.00704244189487947
"1919",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Other IDV","Additional
DoD
Components","YOUNG",0.0204097121202396,0.00841434231564684
"1920",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Pur. Order","Army","YOUNG",0.0257456311403509,0.0198090101019826
"1921",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Pur. Order","Navy","YOUNG",0.00558709700470689,0.00596254448723435
"1922",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Pur. Order","Air Force","YOUNG",0.00437319320710312,0.00317869494722579
"1923",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Pur. Order","DLA","YOUNG",0.00198257641206675,0.00071145311296534
"1924",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Pur. Order","MDA","YOUNG",4.58606118955926e-05,0.000103864819569248
"1925",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Pur. Order","Military
Health","YOUNG",-3.53838254172015e-06,3.06924832406219e-06
"1926",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Pur. Order","Additional
DoD
Components","YOUNG",0.00287630360504921,0.0027625135929254
"1927",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Single-Awd.","Army","YOUNG",0.374329019587077,0.724638124261874
"1928",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Single-Awd.","Navy","YOUNG",0.254533492362003,0.200510128790472
"1929",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Single-Awd.","Air Force","YOUNG",0.266335739216945,0.40518652381258
"1930",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Single-Awd.","DLA","YOUNG",0.0726603331621737,0.0540044437241478
"1931",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Single-Awd.","MDA","YOUNG",0.0388561997860505,0.0557909202752817
"1932",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Single-Awd.","Military
Health","YOUNG",-0.000159955872913992,8.88507523891028e-05
"1933",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Single-Awd.","Additional
DoD
Components","YOUNG",0.0682439837612323,0.0536061960419341
"1934",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Unlbd. IDV","Army","YOUNG",0.000794486585365854,0.000227817914705463
"1935",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Unlbd. IDV","Navy","YOUNG",-1.83042362002567e-06,0.000329568717016118
"1936",2010-03-31,"Q2",2010-09-30,3.41643835616438,"Unlbd. IDV","Air Force","YOUNG",-3.80367993153616e-06,-1.33622307802025e-05
"1937",2010-06-30,"Q3",2010-09-30,1.4986301369863,"BPA","Army","CARTER",0.0330421678326915,0.0220413980530595
"1938",2010-06-30,"Q3",2010-09-30,1.4986301369863,"BPA","Navy","CARTER",0.000310630156183141,0.000158139577093139
"1939",2010-06-30,"Q3",2010-09-30,1.4986301369863,"BPA","Air Force","CARTER",0.000497913457424048,0.000165971152474683
"1940",2010-06-30,"Q3",2010-09-30,1.4986301369863,"BPA","Additional
DoD
Components","CARTER",7.94929931536157e-05,0.000206747628726287
"1941",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Definitive","Army","CARTER",2.31747396445229,2.37884483472757
"1942",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Definitive","Navy","CARTER",1.10621262674369,1.46952340236414
"1943",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Definitive","Air Force","CARTER",0.500221137355584,0.674383231607474
"1944",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Definitive","DLA","CARTER",0.159272398823278,0.16961516540793
"1945",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Definitive","MDA","CARTER",0.0592620055733847,0.0555027393060904
"1946",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Definitive","Military
Health","CARTER",0.0009609702610184,NA
"1947",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Definitive","Additional
DoD
Components","CARTER",0.10570557940736,0.144589404129225
"1948",2010-06-30,"Q3",2010-09-30,1.4986301369863,"FSS","Army","CARTER",0.200788448587933,0.157246589331051
"1949",2010-06-30,"Q3",2010-09-30,1.4986301369863,"FSS","Navy","CARTER",0.167005458953787,0.120076047782057
"1950",2010-06-30,"Q3",2010-09-30,1.4986301369863,"FSS","Air Force","CARTER",0.0578032859114249,0.0592754031129653
"1951",2010-06-30,"Q3",2010-09-30,1.4986301369863,"FSS","DLA","CARTER",0.00956100309157039,0.0084697877977464
"1952",2010-06-30,"Q3",2010-09-30,1.4986301369863,"FSS","MDA","CARTER",0.00881641787548139,0.0063483284766795
"1953",2010-06-30,"Q3",2010-09-30,1.4986301369863,"FSS","Additional
DoD
Components","CARTER",0.0292604381364998,0.0396476955676794
"1954",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Multi-Awd.","Army","CARTER",1.19809934265083,1.69437922505705
"1955",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Multi-Awd.","Navy","CARTER",0.470195434274711,0.45118581391385
"1956",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Multi-Awd.","Air Force","CARTER",0.283411180776637,0.315615378098702
"1957",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Multi-Awd.","DLA","CARTER",0.0403697118100128,0.0595143591035516
"1958",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Multi-Awd.","MDA","CARTER",0.000261903551561831,9.08670089858793e-05
"1959",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Multi-Awd.","Additional
DoD
Components","CARTER",0.658409860772358,0.538248384477963
"1960",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Other IDV","Army","CARTER",0.00980220006418485,0.0126394552774212
"1961",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Other IDV","Navy","CARTER",0.0134643403936671,0.00894648143274854
"1962",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Other IDV","Air Force","CARTER",-0.00049693269148481,0.00548279641634574
"1963",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Other IDV","DLA","CARTER",0.000398648983739837,0.00100484817073171
"1964",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Other IDV","Additional
DoD
Components","CARTER",0.0355441388318357,0.0302717426365711
"1965",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Pur. Order","Army","CARTER",0.27685600643988,0.295878182987448
"1966",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Pur. Order","Navy","CARTER",0.126400940821566,0.11941504103195
"1967",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Pur. Order","Air Force","CARTER",0.0759054827877621,0.0684694167023249
"1968",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Pur. Order","DLA","CARTER",0.249863331910569,0.238493650588361
"1969",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Pur. Order","MDA","CARTER",8.82541720154044e-06,0.000107580944230495
"1970",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Pur. Order","Additional
DoD
Components","CARTER",0.0545244517650834,0.0583917677756383
"1971",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Single-Awd.","Army","CARTER",4.19552753821138,3.55354798136856
"1972",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Single-Awd.","Navy","CARTER",1.84299311032306,2.30689822677935
"1973",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Single-Awd.","Air Force","CARTER",1.21053823507702,1.50019878723078
"1974",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Single-Awd.","DLA","CARTER",4.1746878525567,2.44022159327485
"1975",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Single-Awd.","MDA","CARTER",0.0728161713735559,0.0553737861574668
"1976",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Single-Awd.","Military
Health","CARTER",0.000732748673513051,0.000797649696904864
"1977",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Single-Awd.","Additional
DoD
Components","CARTER",0.632601328112965,0.601655369383825
"1978",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Unlbd. IDV","Army","CARTER",0.00644783290543432,0.0035511796106119
"1979",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Unlbd. IDV","Navy","CARTER",0.00130177876551134,0.00103605504564256
"1980",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Unlbd. IDV","Air Force","CARTER",1.42265725288832e-05,0.000504417458279846
"1981",2010-06-30,"Q3",2010-09-30,1.4986301369863,"Unlbd. IDV","DLA","CARTER",0.00054456675224647,0.000640257313507346
"1982",2010-06-30,"Q3",2010-09-30,1.58082191780822,"BPA","Army","CARTER",0.0394442475395807,0.031672761499786
"1983",2010-06-30,"Q3",2010-09-30,1.58082191780822,"BPA","Navy","CARTER",0.00115681861360719,0.000515962655113393
"1984",2010-06-30,"Q3",2010-09-30,1.58082191780822,"BPA","Air Force","CARTER",0.000193929118528027,0.000230614191984025
"1985",2010-06-30,"Q3",2010-09-30,1.58082191780822,"BPA","Additional
DoD
Components","CARTER",0.00035293431750107,0.000144142436884895
"1986",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Definitive","Army","CARTER",2.67576182531023,2.43263924187348
"1987",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Definitive","Navy","CARTER",1.29724428495935,1.45767983401084
"1988",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Definitive","Air Force","CARTER",0.638542394961489,0.631931388189987
"1989",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Definitive","DLA","CARTER",0.248959668239196,0.221004840596919
"1990",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Definitive","MDA","CARTER",0.0626225201005563,0.0451921639566396
"1991",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Definitive","Military
Health","CARTER",0.0561661681643132,NA
"1992",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Definitive","Additional
DoD
Components","CARTER",0.0611797558194266,0.148919714687634
"1993",2010-06-30,"Q3",2010-09-30,1.58082191780822,"FSS","Army","CARTER",0.285295326551134,0.217456417918271
"1994",2010-06-30,"Q3",2010-09-30,1.58082191780822,"FSS","Navy","CARTER",0.114009253893881,0.132559630038511
"1995",2010-06-30,"Q3",2010-09-30,1.58082191780822,"FSS","Air Force","CARTER",0.0619547267971759,0.070325657523891
"1996",2010-06-30,"Q3",2010-09-30,1.58082191780822,"FSS","DLA","CARTER",0.00822215481386393,0.00973351715875053
"1997",2010-06-30,"Q3",2010-09-30,1.58082191780822,"FSS","MDA","CARTER",0.00890440838682071,0.00639638502353445
"1998",2010-06-30,"Q3",2010-09-30,1.58082191780822,"FSS","Military
Health","CARTER",1.28353979460847e-05,0.000461323042362002
"1999",2010-06-30,"Q3",2010-09-30,1.58082191780822,"FSS","Additional
DoD
Components","CARTER",0.0355167514655541,0.0409921756775068
"2000",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Multi-Awd.","Army","CARTER",1.87118340522037,1.61880575397233
"2001",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Multi-Awd.","Navy","CARTER",0.444371246919127,0.5121778536728
"2002",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Multi-Awd.","Air Force","CARTER",0.509909197935387,0.409710350388675
"2003",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Multi-Awd.","DLA","CARTER",0.0434883416666667,0.0473062433960919
"2004",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Multi-Awd.","MDA","CARTER",1.16056910569106e-05,9.11697475395807e-05
"2005",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Multi-Awd.","Additional
DoD
Components","CARTER",0.415967281803594,0.555772578847525
"2006",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Other IDV","Army","CARTER",0.00313580295250321,0.0124939374732563
"2007",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Other IDV","Navy","CARTER",0.0114946538831836,0.0109606021680217
"2008",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Other IDV","Air Force","CARTER",0.00706234342105263,0.00453693264869491
"2009",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Other IDV","DLA","CARTER",0.000738432466837826,0.00114799075738126
"2010",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Other IDV","Additional
DoD
Components","CARTER",0.0262137678326915,0.0363782742012552
"2011",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Pur. Order","Army","CARTER",0.309786407445443,0.30445959682285
"2012",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Pur. Order","Navy","CARTER",0.118467170314506,0.12617987625517
"2013",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Pur. Order","Air Force","CARTER",0.0531761827449722,0.0720592520824419
"2014",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Pur. Order","DLA","CARTER",0.302089857188703,0.274421237801312
"2015",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Pur. Order","MDA","CARTER",2.61264441591784e-05,0.000114613821138211
"2016",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Pur. Order","Additional
DoD
Components","CARTER",0.0584546557659392,0.0663437533625731
"2017",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Single-Awd.","Army","CARTER",3.0377849571994,3.74581781572885
"2018",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Single-Awd.","Navy","CARTER",1.31319477645486,1.91438273980887
"2019",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Single-Awd.","Air Force","CARTER",1.35654498633932,1.52715247267865
"2020",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Single-Awd.","DLA","CARTER",1.77028400044929,2.52505841654899
"2021",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Single-Awd.","MDA","CARTER",0.0325855495400086,0.0521879081835687
"2022",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Single-Awd.","Military
Health","CARTER",0.00578411287976038,0.00273347545999144
"2023",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Single-Awd.","Additional
DoD
Components","CARTER",0.282410139409499,0.529441953615747
"2024",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Unlbd. IDV","Army","CARTER",0.000738921084724005,0.00386230766295821
"2025",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Unlbd. IDV","Navy","CARTER",0.000951719929396662,0.000953344226929111
"2026",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Unlbd. IDV","Air Force","CARTER",0.000869975074882328,0.000724100288831836
"2027",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Unlbd. IDV","DLA","CARTER",0.00133801228070175,0.000904078983026672
"2028",2010-06-30,"Q3",2010-09-30,1.58082191780822,"Unlbd. IDV","Additional
DoD
Components","CARTER",4.34134574240479e-06,3.90125338753388e-05
"2029",2010-06-30,"Q3",2010-09-30,1.66575342465753,"BPA","Army","CARTER",0.0386194201326487,0.0370352785016403
"2030",2010-06-30,"Q3",2010-09-30,1.66575342465753,"BPA","Navy","CARTER",0.00433013706675225,0.00193252861218086
"2031",2010-06-30,"Q3",2010-09-30,1.66575342465753,"BPA","Air Force","CARTER",0.000124777396234489,0.000272206657395521
"2032",2010-06-30,"Q3",2010-09-30,1.66575342465753,"BPA","DLA","CARTER",0.000891831835686778,0.000297277278562259
"2033",2010-06-30,"Q3",2010-09-30,1.66575342465753,"BPA","Additional
DoD
Components","CARTER",0.00102536510483526,0.000485930805163315
"2034",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Definitive","Army","CARTER",2.48528435262088,2.49284004746113
"2035",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Definitive","Navy","CARTER",2.18723439581729,1.53023043584011
"2036",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Definitive","Air Force","CARTER",0.639870466570389,0.592877999629154
"2037",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Definitive","DLA","CARTER",0.214793036264442,0.207675034442305
"2038",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Definitive","MDA","CARTER",0.0136190198117244,0.0451678484952218
"2039",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Definitive","Military
Health","CARTER",0.000786446298673513,0.019304528241335
"2040",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Definitive","Additional
DoD
Components","CARTER",0.18697138478819,0.117952240004992
"2041",2010-06-30,"Q3",2010-09-30,1.66575342465753,"FSS","Army","CARTER",0.217027455712452,0.23437041028384
"2042",2010-06-30,"Q3",2010-09-30,1.66575342465753,"FSS","Navy","CARTER",0.134730074047925,0.138581595631864
"2043",2010-06-30,"Q3",2010-09-30,1.66575342465753,"FSS","Air Force","CARTER",0.181600574058622,0.100452862255741
"2044",2010-06-30,"Q3",2010-09-30,1.66575342465753,"FSS","DLA","CARTER",0.0145826329054343,0.0107885969369562
"2045",2010-06-30,"Q3",2010-09-30,1.66575342465753,"FSS","MDA","CARTER",0.0046589141741549,0.007459913478819
"2046",2010-06-30,"Q3",2010-09-30,1.66575342465753,"FSS","Military
Health","CARTER",7.47977428326915e-05,0.000105236153901013
"2047",2010-06-30,"Q3",2010-09-30,1.66575342465753,"FSS","Additional
DoD
Components","CARTER",0.0487138235130509,0.0378303377050349
"2048",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Multi-Awd.","Army","CARTER",1.90470327185494,1.65799533990871
"2049",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Multi-Awd.","Navy","CARTER",0.546576277492512,0.48704765289545
"2050",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Multi-Awd.","Air Force","CARTER",0.501617891110398,0.431646089940807
"2051",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Multi-Awd.","DLA","CARTER",0.0463196079910141,0.0433925538225645
"2052",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Multi-Awd.","MDA","CARTER",4.81386392811297e-05,0.000107215960633291
"2053",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Multi-Awd.","Additional
DoD
Components","CARTER",0.42029537720368,0.498224173259877
"2054",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Other IDV","Army","CARTER",0.0213464748074454,0.0114281592747112
"2055",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Other IDV","Navy","CARTER",0.00897442130937099,0.0113111385287405
"2056",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Other IDV","Air Force","CARTER",0.0153227515618314,0.00729605409713308
"2057",2010-06-30,"Q3",2010-09-30,1.66575342465753,"Other IDV","DLA","CARTER",0.00102287005776637,0.000719983836114677
