"","Fiscal.Year","SinceFirstFiscalYear","Vehicle.sum","SubCustomer.component","ATLpolicy","Obligation.2014"
"4330",2012-03-01,2.08493150684932,"BPA","Air Force","Task &
Delivery Comp.",0.00200442943054268
"4331",2012-03-01,2.08493150684932,"BPA","DLA","Task &
Delivery Comp.",0.00437132924518587
"4332",2012-03-01,2.08493150684932,"BPA","Military
Health","Task &
Delivery Comp.",0
"4333",2012-03-01,2.08493150684932,"BPA","Additional
DoD
Components","Task &
Delivery Comp.",0.0202652899083514
"4334",2012-03-01,2.08493150684932,"Definitive","Army","Task &
Delivery Comp.",1.23474657933272
"4335",2012-03-01,2.08493150684932,"Definitive","Navy","Task &
Delivery Comp.",0.662876749644733
"4336",2012-03-01,2.08493150684932,"Definitive","Air Force","Task &
Delivery Comp.",1.03316315165276
"4337",2012-03-01,2.08493150684932,"Definitive","DLA","Task &
Delivery Comp.",0.103080633930594
"4338",2012-03-01,2.08493150684932,"Definitive","MDA","Task &
Delivery Comp.",0.072841708742663
"4339",2012-03-01,2.08493150684932,"Definitive","Military
Health","Task &
Delivery Comp.",0.367691419709608
"4340",2012-03-01,2.08493150684932,"Definitive","Additional
DoD
Components","Task &
Delivery Comp.",0.0517016918237051
"4341",2012-03-01,2.08493150684932,"FSS","Army","Task &
Delivery Comp.",0.0605840910410874
"4342",2012-03-01,2.08493150684932,"FSS","Navy","Task &
Delivery Comp.",0.0489420823190197
"4343",2012-03-01,2.08493150684932,"FSS","Air Force","Task &
Delivery Comp.",0.0593462824425909
"4344",2012-03-01,2.08493150684932,"FSS","DLA","Task &
Delivery Comp.",0.0159667085264133
"4345",2012-03-01,2.08493150684932,"FSS","MDA","Task &
Delivery Comp.",0.00414246077643909
"4346",2012-03-01,2.08493150684932,"FSS","Military
Health","Task &
Delivery Comp.",0.000193851755740912
"4347",2012-03-01,2.08493150684932,"FSS","Additional
DoD
Components","Task &
Delivery Comp.",0.0314864883843065
"4348",2012-03-01,2.08493150684932,"Multi-Awd.","Army","Task &
Delivery Comp.",0.350845430264648
"4349",2012-03-01,2.08493150684932,"Multi-Awd.","Navy","Task &
Delivery Comp.",0.213031749016579
"4350",2012-03-01,2.08493150684932,"Multi-Awd.","Air Force","Task &
Delivery Comp.",0.158958457996087
"4351",2012-03-01,2.08493150684932,"Multi-Awd.","DLA","Task &
Delivery Comp.",0.0333890968695294
"4352",2012-03-01,2.08493150684932,"Multi-Awd.","MDA","Task &
Delivery Comp.",0.0238030820718773
"4353",2012-03-01,2.08493150684932,"Multi-Awd.","Military
Health","Task &
Delivery Comp.",2.36844815158068e-10
"4354",2012-03-01,2.08493150684932,"Multi-Awd.","Additional
DoD
Components","Task &
Delivery Comp.",0.505985818473896
"4355",2012-03-01,2.08493150684932,"Other IDV","Army","Task &
Delivery Comp.",0.0355671064154052
"4356",2012-03-01,2.08493150684932,"Other IDV","Navy","Task &
Delivery Comp.",0.133324881278962
"4357",2012-03-01,2.08493150684932,"Other IDV","Air Force","Task &
Delivery Comp.",0.158154885058181
"4358",2012-03-01,2.08493150684932,"Other IDV","DLA","Task &
Delivery Comp.",0.0227681064874884
"4359",2012-03-01,2.08493150684932,"Other IDV","Military
Health","Task &
Delivery Comp.",0
"4360",2012-03-01,2.08493150684932,"Other IDV","Additional
DoD
Components","Task &
Delivery Comp.",0.024692135094223
"4361",2012-03-01,2.08493150684932,"Pur. Order","Army","Task &
Delivery Comp.",0.147592686664607
"4362",2012-03-01,2.08493150684932,"Pur. Order","Navy","Task &
Delivery Comp.",0.0727099539079395
"4363",2012-03-01,2.08493150684932,"Pur. Order","Air Force","Task &
Delivery Comp.",0.0321713527134178
"4364",2012-03-01,2.08493150684932,"Pur. Order","DLA","Task &
Delivery Comp.",0.243202649799197
"4365",2012-03-01,2.08493150684932,"Pur. Order","MDA","Task &
Delivery Comp.",0
"4366",2012-03-01,2.08493150684932,"Pur. Order","Military
Health","Task &
Delivery Comp.",0.000179665348573782
"4367",2012-03-01,2.08493150684932,"Pur. Order","Additional
DoD
Components","Task &
Delivery Comp.",0.0356596392956441
"4368",2012-03-01,2.08493150684932,"Single-Awd.","Army","Task &
Delivery Comp.",1.38983597322624
"4369",2012-03-01,2.08493150684932,"Single-Awd.","Navy","Task &
Delivery Comp.",1.05538414798167
"4370",2012-03-01,2.08493150684932,"Single-Awd.","Air Force","Task &
Delivery Comp.",0.997512679250335
"4371",2012-03-01,2.08493150684932,"Single-Awd.","DLA","Task &
Delivery Comp.",1.65895744261157
"4372",2012-03-01,2.08493150684932,"Single-Awd.","MDA","Task &
Delivery Comp.",0.072415740201833
"4373",2012-03-01,2.08493150684932,"Single-Awd.","Military
Health","Task &
Delivery Comp.",0.0750834397281434
"4374",2012-03-01,2.08493150684932,"Single-Awd.","Additional
DoD
Components","Task &
Delivery Comp.",0.382941003933683
"4375",2012-03-01,2.08493150684932,"Unlbd. IDV","Army","Task &
Delivery Comp.",0.00171625332097621
"4376",2012-03-01,2.08493150684932,"Unlbd. IDV","Navy","Task &
Delivery Comp.",0.00124179712696942
"4377",2012-03-01,2.08493150684932,"Unlbd. IDV","DLA","Task &
Delivery Comp.",0.000521582277829266
"4378",2012-03-01,2.08493150684932,"Unlbd. IDV","Additional
DoD
Components","Task &
Delivery Comp.",7.91877046648131e-05
"4379",2012-03-01,2.16712328767123,"BPA","Army","Task &
Delivery Comp.",0.103372716640923
"4380",2012-03-01,2.16712328767123,"BPA","Navy","Task &
Delivery Comp.",0.00511028853877047
"4381",2012-03-01,2.16712328767123,"BPA","Air Force","Task &
Delivery Comp.",0.00360648514056225
"4382",2012-03-01,2.16712328767123,"BPA","DLA","Task &
Delivery Comp.",0.0195768156729482
"4383",2012-03-01,2.16712328767123,"BPA","Military
Health","Task &
Delivery Comp.",0
"4384",2012-03-01,2.16712328767123,"BPA","Additional
DoD
Components","Task &
Delivery Comp.",0.00667350542683555
"4385",2012-03-01,2.16712328767123,"Definitive","Army","Task &
Delivery Comp.",3.26995759416126
"4386",2012-03-01,2.16712328767123,"Definitive","Navy","Task &
Delivery Comp.",3.43876569961899
"4387",2012-03-01,2.16712328767123,"Definitive","Air Force","Task &
Delivery Comp.",1.5605351566677
"4388",2012-03-01,2.16712328767123,"Definitive","DLA","Task &
Delivery Comp.",0.175915462176913
"4389",2012-03-01,2.16712328767123,"Definitive","MDA","Task &
Delivery Comp.",0.0715154618473895
"4390",2012-03-01,2.16712328767123,"Definitive","Military
Health","Task &
Delivery Comp.",0.254893040109155
"4391",2012-03-01,2.16712328767123,"Definitive","Additional
DoD
Components","Task &
Delivery Comp.",0.0926823263515601
"4392",2012-03-01,2.16712328767123,"FSS","Army","Task &
Delivery Comp.",0.085213540768201
"4393",2012-03-01,2.16712328767123,"FSS","Navy","Task &
Delivery Comp.",0.0591280377098136
"4394",2012-03-01,2.16712328767123,"FSS","Air Force","Task &
Delivery Comp.",0.0377540895685305
"4395",2012-03-01,2.16712328767123,"FSS","DLA","Task &
Delivery Comp.",0.0206761201215117
"4396",2012-03-01,2.16712328767123,"FSS","MDA","Task &
Delivery Comp.",0.000211323880135928
"4397",2012-03-01,2.16712328767123,"FSS","Military
Health","Task &
Delivery Comp.",0.0124236379878488
"4398",2012-03-01,2.16712328767123,"FSS","Additional
DoD
Components","Task &
Delivery Comp.",0.0474034699001133
"4399",2012-03-01,2.16712328767123,"Multi-Awd.","Army","Task &
Delivery Comp.",0.939459530264648
"4400",2012-03-01,2.16712328767123,"Multi-Awd.","Navy","Task &
Delivery Comp.",0.323369773617547
"4401",2012-03-01,2.16712328767123,"Multi-Awd.","Air Force","Task &
Delivery Comp.",0.20746685115848
"4402",2012-03-01,2.16712328767123,"Multi-Awd.","DLA","Task &
Delivery Comp.",0.128257522922459
"4403",2012-03-01,2.16712328767123,"Multi-Awd.","MDA","Task &
Delivery Comp.",0.0267809700339821
"4404",2012-03-01,2.16712328767123,"Multi-Awd.","Military
Health","Task &
Delivery Comp.",-0.0699500035732674
"4405",2012-03-01,2.16712328767123,"Multi-Awd.","Additional
DoD
Components","Task &
Delivery Comp.",1.795607708166
"4406",2012-03-01,2.16712328767123,"Other IDV","Army","Task &
Delivery Comp.",0.00379748975388734
"4407",2012-03-01,2.16712328767123,"Other IDV","Navy","Task &
Delivery Comp.",0.186795559283287
"4408",2012-03-01,2.16712328767123,"Other IDV","Air Force","Task &
Delivery Comp.",0.670991030738338
"4409",2012-03-01,2.16712328767123,"Other IDV","DLA","Task &
Delivery Comp.",0.0208174396560601
"4410",2012-03-01,2.16712328767123,"Other IDV","Military
Health","Task &
Delivery Comp.",6.19084543301411e-06
"4411",2012-03-01,2.16712328767123,"Other IDV","Additional
DoD
Components","Task &
Delivery Comp.",0.0307735838430646
"4412",2012-03-01,2.16712328767123,"Pur. Order","Army","Task &
Delivery Comp.",0.158594045000515
"4413",2012-03-01,2.16712328767123,"Pur. Order","Navy","Task &
Delivery Comp.",0.0918201393368345
"4414",2012-03-01,2.16712328767123,"Pur. Order","Air Force","Task &
Delivery Comp.",0.048438868077438
"4415",2012-03-01,2.16712328767123,"Pur. Order","DLA","Task &
Delivery Comp.",0.211031941097724
"4416",2012-03-01,2.16712328767123,"Pur. Order","MDA","Task &
Delivery Comp.",7.88278241169807e-06
"4417",2012-03-01,2.16712328767123,"Pur. Order","Military
Health","Task &
Delivery Comp.",0.000817349809494388
"4418",2012-03-01,2.16712328767123,"Pur. Order","Additional
DoD
Components","Task &
Delivery Comp.",0.0244725319431572
"4419",2012-03-01,2.16712328767123,"Single-Awd.","Army","Task &
Delivery Comp.",2.03266611983318
"4420",2012-03-01,2.16712328767123,"Single-Awd.","Navy","Task &
Delivery Comp.",1.80801854358974
"4421",2012-03-01,2.16712328767123,"Single-Awd.","Air Force","Task &
Delivery Comp.",1.96778798023787
"4422",2012-03-01,2.16712328767123,"Single-Awd.","DLA","Task &
Delivery Comp.",4.98400205565812
"4423",2012-03-01,2.16712328767123,"Single-Awd.","MDA","Task &
Delivery Comp.",0.14325141150242
"4424",2012-03-01,2.16712328767123,"Single-Awd.","Military
Health","Task &
Delivery Comp.",0.0694483844300278
"4425",2012-03-01,2.16712328767123,"Single-Awd.","Additional
DoD
Components","Task &
Delivery Comp.",0.516338080702296
"4426",2012-03-01,2.16712328767123,"Unlbd. IDV","Army","Task &
Delivery Comp.",0.00123277378230872
"4427",2012-03-01,2.16712328767123,"Unlbd. IDV","Navy","Task &
Delivery Comp.",0.00213841679538668
"4428",2012-03-01,2.16712328767123,"Unlbd. IDV","Air Force","Task &
Delivery Comp.",0.00170834425908763
"4429",2012-03-01,2.16712328767123,"Unlbd. IDV","DLA","Task &
Delivery Comp.",0.000494836813922356
"4430",2012-03-01,2.16712328767123,"Unlbd. IDV","Additional
DoD
Components","Task &
Delivery Comp.",4.21035732674287e-05
"4431",2012-03-01,2.25205479452055,"BPA","Army","Task &
Delivery Comp.",0.0609129679847596
"4432",2012-03-01,2.25205479452055,"BPA","Navy","Task &
Delivery Comp.",0.0112527494696736
"4433",2012-03-01,2.25205479452055,"BPA","Air Force","Task &
Delivery Comp.",0.00113252297394707
"4434",2012-03-01,2.25205479452055,"BPA","DLA","Task &
Delivery Comp.",0.00928297801462259
"4435",2012-03-01,2.25205479452055,"BPA","Military
Health","Task &
Delivery Comp.",0.000114917104314695
"4436",2012-03-01,2.25205479452055,"BPA","Additional
DoD
Components","Task &
Delivery Comp.",0.0453310020595201
"4437",2012-03-01,2.25205479452055,"Definitive","Army","Task &
Delivery Comp.",1.32159231936979
"4438",2012-03-01,2.25205479452055,"Definitive","Navy","Task &
Delivery Comp.",1.38542497316445
"4439",2012-03-01,2.25205479452055,"Definitive","Air Force","Task &
Delivery Comp.",2.10344962585728
"4440",2012-03-01,2.25205479452055,"Definitive","DLA","Task &
Delivery Comp.",0.102055624178766
"4441",2012-03-01,2.25205479452055,"Definitive","MDA","Task &
Delivery Comp.",0.376947090124601
"4442",2012-03-01,2.25205479452055,"Definitive","Military
Health","Task &
Delivery Comp.",0.263382414818247
"4443",2012-03-01,2.25205479452055,"Definitive","Additional
DoD
Components","Task &
Delivery Comp.",0.127836571321182
"4444",2012-03-01,2.25205479452055,"FSS","Army","Task &
Delivery Comp.",0.0546555253835856
"4445",2012-03-01,2.25205479452055,"FSS","Navy","Task &
Delivery Comp.",0.0786431535784162
"4446",2012-03-01,2.25205479452055,"FSS","Air Force","Task &
Delivery Comp.",0.0425094309854804
"4447",2012-03-01,2.25205479452055,"FSS","DLA","Task &
Delivery Comp.",0.0171611041190403
"4448",2012-03-01,2.25205479452055,"FSS","MDA","Task &
Delivery Comp.",0.000308389455256925
"4449",2012-03-01,2.25205479452055,"FSS","Military
Health","Task &
Delivery Comp.",0.000359043713314798
"4450",2012-03-01,2.25205479452055,"FSS","Additional
DoD
Components","Task &
Delivery Comp.",0.0580947162393162
"4451",2012-03-01,2.25205479452055,"Multi-Awd.","Army","Task &
Delivery Comp.",0.615223115631758
"4452",2012-03-01,2.25205479452055,"Multi-Awd.","Navy","Task &
Delivery Comp.",0.308575522623829
"4453",2012-03-01,2.25205479452055,"Multi-Awd.","Air Force","Task &
Delivery Comp.",0.288569397405005
"4454",2012-03-01,2.25205479452055,"Multi-Awd.","DLA","Task &
Delivery Comp.",0.0327349116362887
"4455",2012-03-01,2.25205479452055,"Multi-Awd.","MDA","Task &
Delivery Comp.",0.152033261250129
"4456",2012-03-01,2.25205479452055,"Multi-Awd.","Military
Health","Task &
Delivery Comp.",5.37108227782927e-05
"4457",2012-03-01,2.25205479452055,"Multi-Awd.","Additional
DoD
Components","Task &
Delivery Comp.",0.690635287931212
"4458",2012-03-01,2.25205479452055,"Other IDV","Army","Task &
Delivery Comp.",0.214244859170013
"4459",2012-03-01,2.25205479452055,"Other IDV","Navy","Task &
Delivery Comp.",0.0698329302543507
"4460",2012-03-01,2.25205479452055,"Other IDV","Air Force","Task &
Delivery Comp.",0.187603905035527
"4461",2012-03-01,2.25205479452055,"Other IDV","DLA","Task &
Delivery Comp.",0.0312681674183915
"4462",2012-03-01,2.25205479452055,"Other IDV","Additional
DoD
Components","Task &
Delivery Comp.",0.0290936980846463
"4463",2012-03-01,2.25205479452055,"Pur. Order","Army","Task &
Delivery Comp.",0.175939529790959
"4464",2012-03-01,2.25205479452055,"Pur. Order","Navy","Task &
Delivery Comp.",0.0952622121614664
"4465",2012-03-01,2.25205479452055,"Pur. Order","Air Force","Task &
Delivery Comp.",0.0292383612501287
"4466",2012-03-01,2.25205479452055,"Pur. Order","DLA","Task &
Delivery Comp.",0.223999404026362
"4467",2012-03-01,2.25205479452055,"Pur. Order","Military
Health","Task &
Delivery Comp.",0.000578500545772835
"4468",2012-03-01,2.25205479452055,"Pur. Order","Additional
DoD
Components","Task &
Delivery Comp.",0.0273069166821131
"4469",2012-03-01,2.25205479452055,"Single-Awd.","Army","Task &
Delivery Comp.",1.36692046187828
"4470",2012-03-01,2.25205479452055,"Single-Awd.","Navy","Task &
Delivery Comp.",1.81535797962105
"4471",2012-03-01,2.25205479452055,"Single-Awd.","Air Force","Task &
Delivery Comp.",1.59840191382968
"4472",2012-03-01,2.25205479452055,"Single-Awd.","DLA","Task &
Delivery Comp.",1.13466944331222
"4473",2012-03-01,2.25205479452055,"Single-Awd.","MDA","Task &
Delivery Comp.",0.220224185655442
"4474",2012-03-01,2.25205479452055,"Single-Awd.","Military
Health","Task &
Delivery Comp.",0.0391466503037792
"4475",2012-03-01,2.25205479452055,"Single-Awd.","Additional
DoD
Components","Task &
Delivery Comp.",0.36258241532283
"4476",2012-03-01,2.25205479452055,"Unlbd. IDV","Army","Task &
Delivery Comp.",0.000146588652044074
"4477",2012-03-01,2.25205479452055,"Unlbd. IDV","Navy","Task &
Delivery Comp.",0.000341827638760169
"4478",2012-03-01,2.25205479452055,"Unlbd. IDV","Air Force","Task &
Delivery Comp.",2.56704561837092e-05
"4479",2012-03-01,2.25205479452055,"Unlbd. IDV","DLA","Task &
Delivery Comp.",0.000634365750180208
"4480",2012-03-01,2.25205479452055,"Unlbd. IDV","Military
Health","Task &
Delivery Comp.",1.38245288847698e-05
"4481",2012-03-01,2.33698630136986,"BPA","Army","Task &
Delivery Comp.",0.0384419101946247
"4482",2012-03-01,2.33698630136986,"BPA","Navy","Task &
Delivery Comp.",0.0146845114509319
"4483",2012-03-01,2.33698630136986,"BPA","Air Force","Task &
Delivery Comp.",0.00413127697456493
"4484",2012-03-01,2.33698630136986,"BPA","DLA","Task &
Delivery Comp.",0.00365899818762228
"4485",2012-03-01,2.33698630136986,"BPA","Military
Health","Task &
Delivery Comp.",0.000125395613222119
"4486",2012-03-01,2.33698630136986,"BPA","Additional
DoD
Components","Task &
Delivery Comp.",0.00577489006281536
"4487",2012-03-01,2.33698630136986,"Definitive","Army","Task &
Delivery Comp.",2.59814748219545
"4488",2012-03-01,2.33698630136986,"Definitive","Navy","Task &
Delivery Comp.",3.33525687113583
"4489",2012-03-01,2.33698630136986,"Definitive","Air Force","Task &
Delivery Comp.",1.49168608872413
"4490",2012-03-01,2.33698630136986,"Definitive","DLA","Task &
Delivery Comp.",0.166234262485841
"4491",2012-03-01,2.33698630136986,"Definitive","MDA","Task &
Delivery Comp.",0.37203759892905
"4492",2012-03-01,2.33698630136986,"Definitive","Military
Health","Task &
Delivery Comp.",0.00296998066110596
"4493",2012-03-01,2.33698630136986,"Definitive","Additional
DoD
Components","Task &
Delivery Comp.",0.109733868221604
"4494",2012-03-01,2.33698630136986,"FSS","Army","Task &
Delivery Comp.",0.129338673813202
"4495",2012-03-01,2.33698630136986,"FSS","Navy","Task &
Delivery Comp.",0.0946362415611163
"4496",2012-03-01,2.33698630136986,"FSS","Air Force","Task &
Delivery Comp.",0.0488115532900834
"4497",2012-03-01,2.33698630136986,"FSS","DLA","Task &
Delivery Comp.",0.00887042677376171
"4498",2012-03-01,2.33698630136986,"FSS","MDA","Task &
Delivery Comp.",0.000206239831119349
"4499",2012-03-01,2.33698630136986,"FSS","Military
Health","Task &
Delivery Comp.",0.00488382351971991
"4500",2012-03-01,2.33698630136986,"FSS","Additional
DoD
Components","Task &
Delivery Comp.",0.291554788672639
"4501",2012-03-01,2.33698630136986,"Multi-Awd.","Army","Task &
Delivery Comp.",1.07599680082381
"4502",2012-03-01,2.33698630136986,"Multi-Awd.","Navy","Task &
Delivery Comp.",0.511123588549068
"4503",2012-03-01,2.33698630136986,"Multi-Awd.","Air Force","Task &
Delivery Comp.",0.301769822984245
"4504",2012-03-01,2.33698630136986,"Multi-Awd.","DLA","Task &
Delivery Comp.",0.0257365039233859
"4505",2012-03-01,2.33698630136986,"Multi-Awd.","MDA","Task &
Delivery Comp.",0.0508938945525693
"4506",2012-03-01,2.33698630136986,"Multi-Awd.","Military
Health","Task &
Delivery Comp.",0.0700404203789517
"4507",2012-03-01,2.33698630136986,"Multi-Awd.","Additional
DoD
Components","Task &
Delivery Comp.",0.665748721017403
"4508",2012-03-01,2.33698630136986,"Other IDV","Army","Task &
Delivery Comp.",0.0233093694779116
"4509",2012-03-01,2.33698630136986,"Other IDV","Navy","Task &
Delivery Comp.",0.0960020569972196
"4510",2012-03-01,2.33698630136986,"Other IDV","Air Force","Task &
Delivery Comp.",0.21476922734013
"4511",2012-03-01,2.33698630136986,"Other IDV","DLA","Task &
Delivery Comp.",0.02478404424879
"4512",2012-03-01,2.33698630136986,"Other IDV","Additional
DoD
Components","Task &
Delivery Comp.",0.0285621423128411
"4513",2012-03-01,2.33698630136986,"Pur. Order","Army","Task &
Delivery Comp.",0.154839451549789
"4514",2012-03-01,2.33698630136986,"Pur. Order","Navy","Task &
Delivery Comp.",0.0929328143445577
"4515",2012-03-01,2.33698630136986,"Pur. Order","Air Force","Task &
Delivery Comp.",0.0301851803521779
"4516",2012-03-01,2.33698630136986,"Pur. Order","DLA","Task &
Delivery Comp.",0.242937392688704
"4517",2012-03-01,2.33698630136986,"Pur. Order","MDA","Task &
Delivery Comp.",1.74578828133045e-05
"4518",2012-03-01,2.33698630136986,"Pur. Order","Military
Health","Task &
Delivery Comp.",0.000645573514571105
"4519",2012-03-01,2.33698630136986,"Pur. Order","Additional
DoD
Components","Task &
Delivery Comp.",0.0284716248893008
"4520",2012-03-01,2.33698630136986,"Single-Awd.","Army","Task &
Delivery Comp.",2.12738476557512
"4521",2012-03-01,2.33698630136986,"Single-Awd.","Navy","Task &
Delivery Comp.",1.34225827179487
"4522",2012-03-01,2.33698630136986,"Single-Awd.","Air Force","Task &
Delivery Comp.",1.82074558950674
"4523",2012-03-01,2.33698630136986,"Single-Awd.","DLA","Task &
Delivery Comp.",1.78247080482896
"4524",2012-03-01,2.33698630136986,"Single-Awd.","MDA","Task &
Delivery Comp.",0.185024764905777
"4525",2012-03-01,2.33698630136986,"Single-Awd.","Military
Health","Task &
Delivery Comp.",0.0899230054783235
"4526",2012-03-01,2.33698630136986,"Single-Awd.","Additional
DoD
Components","Task &
Delivery Comp.",0.439814878570693
"4527",2012-03-01,2.33698630136986,"Unlbd. IDV","Army","Task &
Delivery Comp.",0.000750843136649161
"4528",2012-03-01,2.33698630136986,"Unlbd. IDV","Navy","Task &
Delivery Comp.",0.000709285037586242
"4529",2012-03-01,2.33698630136986,"Unlbd. IDV","Air Force","Task &
Delivery Comp.",9.86690763052209e-05
"4530",2012-03-01,2.33698630136986,"Unlbd. IDV","DLA","Task &
Delivery Comp.",0.000669125692513644
"4531",2012-03-01,2.33698630136986,"Unlbd. IDV","Additional
DoD
Components","Task &
Delivery Comp.",-7.24230254350736e-08
"4532",2012-03-01,2.41643835616438,"BPA","Army","Task &
Delivery Comp.",0.0687287262279889
"4533",2012-03-01,2.41643835616438,"BPA","Navy","Task &
Delivery Comp.",0.00683609623107816
"4534",2012-03-01,2.41643835616438,"BPA","Air Force","Task &
Delivery Comp.",0.000725968829162805
"4535",2012-03-01,2.41643835616438,"BPA","DLA","Task &
Delivery Comp.",0.000641759118525384
"4536",2012-03-01,2.41643835616438,"BPA","Military
Health","Task &
Delivery Comp.",5.6327875604984e-07
"4537",2012-03-01,2.41643835616438,"BPA","Additional
DoD
Components","Task &
Delivery Comp.",0.00911521984347647
"4538",2012-03-01,2.41643835616438,"Definitive","Army","Task &
Delivery Comp.",2.12463683189167
"4539",2012-03-01,2.41643835616438,"Definitive","Navy","Task &
Delivery Comp.",3.27998646429822
"4540",2012-03-01,2.41643835616438,"Definitive","Air Force","Task &
Delivery Comp.",1.21397748476985
"4541",2012-03-01,2.41643835616438,"Definitive","DLA","Task &
Delivery Comp.",0.0381554341777366
"4542",2012-03-01,2.41643835616438,"Definitive","MDA","Task &
Delivery Comp.",0.274550006199156
"4543",2012-03-01,2.41643835616438,"Definitive","Military
Health","Task &
Delivery Comp.",1.8199215540727
"4544",2012-03-01,2.41643835616438,"Definitive","Additional
DoD
Components","Task &
Delivery Comp.",0.078239493450726
"4545",2012-03-01,2.41643835616438,"FSS","Army","Task &
Delivery Comp.",0.0578619146843785
"4546",2012-03-01,2.41643835616438,"FSS","Navy","Task &
Delivery Comp.",0.0555296454433117
"4547",2012-03-01,2.41643835616438,"FSS","Air Force","Task &
Delivery Comp.",0.11463062506436
"4548",2012-03-01,2.41643835616438,"FSS","DLA","Task &
Delivery Comp.",0.015356875244568
"4549",2012-03-01,2.41643835616438,"FSS","MDA","Task &
Delivery Comp.",0.00119056127072392
"4550",2012-03-01,2.41643835616438,"FSS","Military
Health","Task &
Delivery Comp.",0.000530914869735352
"4551",2012-03-01,2.41643835616438,"FSS","Additional
DoD
Components","Task &
Delivery Comp.",-0.00942295447430748
"4552",2012-03-01,2.41643835616438,"Multi-Awd.","Army","Task &
Delivery Comp.",0.904503407300999
"4553",2012-03-01,2.41643835616438,"Multi-Awd.","Navy","Task &
Delivery Comp.",0.392660594346617
"4554",2012-03-01,2.41643835616438,"Multi-Awd.","Air Force","Task &
Delivery Comp.",0.146552821985377
"4555",2012-03-01,2.41643835616438,"Multi-Awd.","DLA","Task &
Delivery Comp.",0.153464432983215
"4556",2012-03-01,2.41643835616438,"Multi-Awd.","MDA","Task &
Delivery Comp.",0.0271365379466584
"4557",2012-03-01,2.41643835616438,"Multi-Awd.","Military
Health","Task &
Delivery Comp.",0.000285638966120894
"4558",2012-03-01,2.41643835616438,"Multi-Awd.","Additional
DoD
Components","Task &
Delivery Comp.",0.161459454886212
"4559",2012-03-01,2.41643835616438,"Other IDV","Army","Task &
Delivery Comp.",0.0120930880238904
"4560",2012-03-01,2.41643835616438,"Other IDV","Navy","Task &
Delivery Comp.",0.0242335640716713
"4561",2012-03-01,2.41643835616438,"Other IDV","Air Force","Task &
Delivery Comp.",0.0555284343013078
"4562",2012-03-01,2.41643835616438,"Other IDV","DLA","Task &
Delivery Comp.",0.00126769437751004
"4563",2012-03-01,2.41643835616438,"Other IDV","Military
Health","Task &
Delivery Comp.",-1.69930285243538e-05
"4564",2012-03-01,2.41643835616438,"Other IDV","Additional
DoD
Components","Task &
Delivery Comp.",0.0147912458037277
"4565",2012-03-01,2.41643835616438,"Pur. Order","Army","Task &
Delivery Comp.",0.0652483288332818
"4566",2012-03-01,2.41643835616438,"Pur. Order","Navy","Task &
Delivery Comp.",0.0130365668314283
"4567",2012-03-01,2.41643835616438,"Pur. Order","Air Force","Task &
Delivery Comp.",0.00539149471733086
"4568",2012-03-01,2.41643835616438,"Pur. Order","DLA","Task &
Delivery Comp.",0.00842312734012975
"4569",2012-03-01,2.41643835616438,"Pur. Order","MDA","Task &
Delivery Comp.",0
"4570",2012-03-01,2.41643835616438,"Pur. Order","Military
Health","Task &
Delivery Comp.",0.000300648635567913
"4571",2012-03-01,2.41643835616438,"Pur. Order","Additional
DoD
Components","Task &
Delivery Comp.",0.00526679145299145
"4572",2012-03-01,2.41643835616438,"Single-Awd.","Army","Task &
Delivery Comp.",1.17318544022243
"4573",2012-03-01,2.41643835616438,"Single-Awd.","Navy","Task &
Delivery Comp.",0.5415748120173
"4574",2012-03-01,2.41643835616438,"Single-Awd.","Air Force","Task &
Delivery Comp.",1.07920100209041
"4575",2012-03-01,2.41643835616438,"Single-Awd.","DLA","Task &
Delivery Comp.",0.637913066254763
"4576",2012-03-01,2.41643835616438,"Single-Awd.","MDA","Task &
Delivery Comp.",0.183153531541551
"4577",2012-03-01,2.41643835616438,"Single-Awd.","Military
Health","Task &
Delivery Comp.",0.000777276686232108
"4578",2012-03-01,2.41643835616438,"Single-Awd.","Additional
DoD
Components","Task &
Delivery Comp.",0.134335230964782
"4579",2012-03-01,2.41643835616438,"Unlbd. IDV","Army","Task &
Delivery Comp.",0.00113202157347338
"4580",2012-03-01,2.41643835616438,"Unlbd. IDV","Navy","Task &
Delivery Comp.",0.00489202124395016
"4581",2012-03-01,2.41643835616438,"Unlbd. IDV","Air Force","Task &
Delivery Comp.",3.73555761507569e-06
"4582",2012-03-01,2.41643835616438,"Unlbd. IDV","DLA","Task &
Delivery Comp.",1.39551539491299e-05
"4583",2012-03-01,2.41643835616438,"Unlbd. IDV","Additional
DoD
Components","Task &
Delivery Comp.",-1.13526310369684e-05
"4584",2012-09-30,0.416438356164384,"BPA","Army","Impl. of
863-09",0.0872173356914839
"4585",2012-09-30,0.416438356164384,"BPA","Navy","Impl. of
863-09",0.0137756910101946
"4586",2012-09-30,0.416438356164384,"BPA","Air Force","Impl. of
863-09",0.0112973786427762
"4587",2012-09-30,0.416438356164384,"BPA","DLA","Impl. of
863-09",0.00533397955926269
"4588",2012-09-30,0.416438356164384,"BPA","Military
Health","Impl. of
863-09",0.000206260529296674
"4589",2012-09-30,0.416438356164384,"BPA","Additional
DoD
Components","Impl. of
863-09",0.0315412093296262
"4590",2012-09-30,0.416438356164384,"Definitive","Army","Impl. of
863-09",1.01232496515292
