"","SignedMonth","Vehicle.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"4516",2012-06-01,"Other IDV","Navy","KENDALL",0.0827725057151684,0.0920915982871658
"4517",2012-07-01,"Other IDV","Navy","KENDALL",0.104135642621769,0.0868031107129372
"4518",2012-08-01,"Other IDV","Navy","KENDALL",0.246286076799506,0.144398075045481
"4519",2012-09-01,"Other IDV","Navy","KENDALL",0.719866529286376,0.356762749569217
"4520",2012-10-01,"Other IDV","Navy","KENDALL",0.0809464545218848,0.349033020202589
"4521",2012-11-01,"Other IDV","Navy","KENDALL",0.118170948757896,0.306327977522052
"4522",2012-12-01,"Other IDV","Navy","KENDALL",0.372881704611557,0.190666369297113
"4523",2013-01-01,"Other IDV","Navy","KENDALL",0.0815390665764192,0.190863906648624
"4524",2013-02-01,"Other IDV","Navy","KENDALL",0.189477590090078,0.214632787092685
"4525",2013-03-01,"Other IDV","Navy","KENDALL",0.130478820747131,0.133831825804543
"4526",2013-04-01,"Other IDV","Navy","KENDALL",0.191320911983142,0.17042577427345
"4527",2013-05-01,"Other IDV","Navy","KENDALL",0.164801239714025,0.162200324148099
"4528",2013-06-01,"Other IDV","Navy","KENDALL",0.210741360891744,0.188954504196303
"4529",2013-07-01,"Other IDV","Navy","KENDALL",0.176293622652788,0.183945407752852
"4530",2013-08-01,"Other IDV","Navy","KENDALL",0.162506575333198,0.18318051962591
"4531",2013-09-01,"Other IDV","Navy","KENDALL",0.698018396458109,0.345606198148032
"4532",2013-10-01,"Other IDV","Navy","KENDALL",0.0622568630287,0.307593944940002
"4533",2013-11-01,"Other IDV","Navy","KENDALL",0.1607007048629,0.30699198811657
"4534",2013-12-01,"Other IDV","Navy","KENDALL",0.2557470494421,0.1595682057779
"4535",2014-01-01,"Other IDV","Navy","KENDALL",0.3045625326398,0.240336762314933
"4536",2014-02-01,"Other IDV","Navy","KENDALL",0.168558852539,0.242956144873633
"4537",2014-03-01,"Other IDV","Navy","KENDALL",0.2632371800163,0.245452855065033
"4538",2014-04-01,"Other IDV","Navy","KENDALL",0.2184563979624,0.216750810172567
"4539",2014-05-01,"Other IDV","Navy","KENDALL",0.1797818814693,0.220491819816
"4540",2014-06-01,"Other IDV","Navy","KENDALL",0.3198049012015,0.239347726877733
"4541",2014-07-01,"Other IDV","Navy","KENDALL",0.2184996189427,0.239362133871167
"4542",2014-08-01,"Other IDV","Navy","KENDALL",0.2519135441039,0.263406021416033
"4543",2014-09-01,"Other IDV","Navy","KENDALL",0.6494760133182,0.3732963921216
"4544",2007-07-01,"Other IDV","Air Force","YOUNG",0.000477598776518128,NA
"4545",2007-08-01,"Other IDV","Air Force","YOUNG",0.0150054933101358,NA
"4546",2007-09-01,"Other IDV","Air Force","YOUNG",0.0412596231675833,0.0189142384180791
"4547",2007-10-01,"Other IDV","Air Force","YOUNG",0.00331533002169197,0.019860148833137
"4548",2007-11-01,"Other IDV","Air Force","YOUNG",0.0117540847939262,0.0187763459944005
"4549",2007-12-01,"Other IDV","Air Force","YOUNG",0.00377964960954447,0.00628302147505423
"4550",2008-01-01,"Other IDV","Air Force","YOUNG",0.0025346496637744,0.00602279468908171
"4551",2008-02-01,"Other IDV","Air Force","YOUNG",0.004108123329718,0.00347414086767896
"4552",2008-03-01,"Other IDV","Air Force","YOUNG",0.0144449148590022,0.00702922928416486
"4553",2008-04-01,"Other IDV","Air Force","YOUNG",0.00822055278741866,0.00892453032537961
"4554",2008-05-01,"Other IDV","Air Force","YOUNG",0.00700835484815618,0.009891274164859
"4555",2008-06-01,"Other IDV","Air Force","YOUNG",0.00741118481561822,0.00754669748373102
"4556",2008-07-01,"Other IDV","Air Force","YOUNG",0.00916450398047722,0.00786134788141721
"4557",2008-08-01,"Other IDV","Air Force","YOUNG",0.0165739394902386,0.0110498760954447
"4558",2008-09-01,"Other IDV","Air Force","YOUNG",0.0445242892190889,0.0234209108966016
"4559",2008-10-01,"Other IDV","Air Force","YOUNG",0.00894463525654904,0.0233476213219589
"4560",2008-11-01,"Other IDV","Air Force","YOUNG",0.0105551586165837,0.0213413610307405
"4561",2008-12-01,"Other IDV","Air Force","YOUNG",0.00695584811647543,0.00881854732986938
"4562",2009-01-01,"Other IDV","Air Force","YOUNG",0.00179349522623945,0.00643483398643285
"4563",2009-02-01,"Other IDV","Air Force","YOUNG",0.0104693185321498,0.0064062206249549
"4564",2009-03-01,"Other IDV","Air Force","YOUNG",0.00610533166269755,0.00612271514036227
"4565",2009-04-01,"Other IDV","Air Force","YOUNG",0.00546551546871617,0.00734672188785451
"4566",2009-05-01,"Other IDV","Air Force","YOUNG",0.00569089666594501,0.00575391459911958
"4567",2009-06-01,"Other IDV","Air Force","YOUNG",0.00126154062567655,0.00413931758677924
"4568",2009-07-01,"Other IDV","Air Force","YOUNG",0.0035803336219961,0.00351092363787256
"4569",2009-08-01,"Other IDV","Air Force","YOUNG",7.83570902792812e-05,0.00164007711265065
"4570",2009-09-01,"Other IDV","Air Force","YOUNG",0.00269099309374323,0.00211656126867287
"4571",2009-10-01,"Other IDV","Air Force","YOUNG",0.00252507549208387,0.00176480855870213
"4572",2009-11-01,"Other IDV","Air Force","YOUNG",0.00330924188061617,0.00284177015548109
"4573",2009-12-01,"Other IDV","Air Force","YOUNG",0.00113952623020967,0.00232461453430324
"4574",2010-01-01,"Other IDV","Air Force","YOUNG",0.00917622703252033,0.00454166504778206
"4575",2010-02-01,"Other IDV","Air Force","YOUNG",0.00648001982242191,0.00559859102838397
"4576",2010-03-01,"Other IDV","Air Force","YOUNG",0.00547107882969619,0.00704244189487947
"4577",2010-04-01,"Other IDV","Air Force","YOUNG",0.00624097812366282,0.00606402559192697
"4578",2010-05-01,"Other IDV","Air Force","YOUNG",0.00154123935601198,0.004417765436457
"4579",2010-06-01,"Other IDV","Air Force","YOUNG",0.00487794429824561,0.00422005392597347
"4580",2010-07-01,"Other IDV","Air Force","YOUNG",0.000246818281985451,0.00222200064541435
"4581",2010-08-01,"Other IDV","Air Force","YOUNG",0.00150069250106975,0.00220848502710027
"4582",2010-09-01,"Other IDV","Air Force","YOUNG",0.0103252692768507,0.00402426001996862
"4583",2010-10-01,"Other IDV","Air Force","YOUNG",0.00277390675618968,0.00486662284470336
"4584",2010-11-01,"Other IDV","Air Force","YOUNG",0.000678176668065464,0.0045924509003686
"4585",2010-12-01,"Other IDV","Air Force","YOUNG",0.0087373906630298,0.00406315802909498
"4586",2011-01-01,"Other IDV","Air Force","YOUNG",0.00788181382710869,0.00576579371940131
"4587",2011-02-01,"Other IDV","Air Force","YOUNG",0.00358426883130508,0.00673449110714785
"4588",2011-03-01,"Other IDV","Air Force","YOUNG",0.00036611577843055,0.00394406614561477
"4589",2011-04-01,"Other IDV","Air Force","YOUNG",0.00376714945446916,0.00257251135473493
"4590",2011-05-01,"Other IDV","Air Force","YOUNG",0.000655036718422157,0.00159610065044062
"4591",2011-06-01,"Other IDV","Air Force","YOUNG",0.00282550211917751,0.00241589609735627
"4592",2011-07-01,"Other IDV","Air Force","YOUNG",0.0014687368862778,0.00164975857462582
"4593",2011-08-01,"Other IDV","Air Force","YOUNG",0.000618825902224087,0.0016376883025598
"4594",2011-09-01,"Other IDV","Air Force","YOUNG",-0.000370520614771297,0.000572347391243531
"4595",2011-10-01,"Other IDV","Air Force","YOUNG",0.000935009123674184,0.000394438137042325
"4596",2011-11-01,"Other IDV","Air Force","YOUNG",0.00796879597363814,0.00284442816084701
"4597",2011-12-01,"Other IDV","Air Force","YOUNG",0.00391102873030584,0.00427161127587272
"4598",2012-01-01,"Other IDV","Air Force","YOUNG",0.00200093834826485,0.00462692101740295
"4599",2012-02-01,"Other IDV","Air Force","YOUNG",0.000127455174544331,0.00201314075103834
"4600",2012-03-01,"Other IDV","Air Force","YOUNG",0.00417979610750695,0.00210272987677204
"4601",2012-04-01,"Other IDV","Air Force","YOUNG",0,0.00143575042735043
"4602",2012-05-01,"Other IDV","Air Force","YOUNG",-5.34371125527752e-05,0.00137545299831806
"4603",2012-06-01,"Other IDV","Air Force","YOUNG",2.28731335598805e-06,-1.70499330655957e-05
"4604",2012-07-01,"Other IDV","Air Force","YOUNG",-1.09805581299557e-05,-2.07101191089143e-05
"4605",2012-08-01,"Other IDV","Air Force","YOUNG",0.000806255617341159,0.000265854124189064
"4606",2012-09-01,"Other IDV","Air Force","YOUNG",3.77921944187004e-05,0.000277689084543301
"4607",2012-10-01,"Other IDV","Air Force","YOUNG",0.000246455205138621,0.000363501005632827
"4608",2012-11-01,"Other IDV","Air Force","YOUNG",0.000427917548491926,0.000237388316016416
"4609",2012-12-01,"Other IDV","Air Force","YOUNG",0.000341363785924647,0.000338578846518398
"4610",2013-01-01,"Other IDV","Air Force","YOUNG",0,0.000256427111472191
"4611",2013-02-01,"Other IDV","Air Force","YOUNG",0.000307847110795166,0.000216403632239938
"4612",2013-03-01,"Other IDV","Air Force","YOUNG",0,0.000102615703598389
"4613",2013-04-01,"Other IDV","Air Force","YOUNG",-9.45501269422159e-05,7.10989946176501e-05
"4614",2013-06-01,"Other IDV","Air Force","YOUNG",-0.00205254685752006,-0.000715698994820758
"4615",2013-07-01,"Other IDV","Air Force","YOUNG",0,-0.000715698994820758
"4616",2013-08-01,"Other IDV","Air Force","YOUNG",-0.000145221894993399,-0.000732589584171152
"4617",2013-09-01,"Other IDV","Air Force","YOUNG",-7.7180867269219e-08,-4.84330252868894e-05
"4618",2013-12-01,"Other IDV","Air Force","YOUNG",0,-4.84330252868894e-05
"4619",2014-04-01,"Other IDV","Air Force","YOUNG",-7.65e-07,-2.80726955756406e-07
"4620",2014-06-01,"Other IDV","Air Force","YOUNG",-9.028223e-05,-3.03490766666667e-05
"4621",2009-04-01,"Other IDV","Air Force","CARTER",0.0028950331998268,NA
"4622",2009-05-01,"Other IDV","Air Force","CARTER",0.00632581290322581,NA
"4623",2009-06-01,"Other IDV","Air Force","CARTER",0.00624169148084001,0.00515417919463087
"4624",2009-07-01,"Other IDV","Air Force","CARTER",0.0198054603160857,0.0107909882333839
"4625",2009-08-01,"Other IDV","Air Force","CARTER",0.0196316029443603,0.0152262515804287
"4626",2009-09-01,"Other IDV","Air Force","CARTER",0.0391715057912968,0.0262028563505809
"4627",2009-10-01,"Other IDV","Air Force","CARTER",0.00484361098630723,0.0212155732406548
"4628",2009-11-01,"Other IDV","Air Force","CARTER",0.00247076508344031,0.0154952939536815
"4629",2009-12-01,"Other IDV","Air Force","CARTER",0.00067560959563543,0.00266332855512766
"4630",2010-01-01,"Other IDV","Air Force","CARTER",0.00101754837398374,0.00138797435101983
"4631",2010-02-01,"Other IDV","Air Force","CARTER",0.00989993472400514,0.0038643642312081
"4632",2010-03-01,"Other IDV","Air Force","CARTER",0.0070453872165169,0.00598762343816859
"4633",2010-04-01,"Other IDV","Air Force","CARTER",-0.00049693269148481,0.00548279641634574
"4634",2010-05-01,"Other IDV","Air Force","CARTER",0.00706234342105263,0.00453693264869491
"4635",2010-06-01,"Other IDV","Air Force","CARTER",0.0153227515618314,0.00729605409713308
"4636",2010-07-01,"Other IDV","Air Force","CARTER",0.0191223822207959,0.01383582573456
"4637",2010-08-01,"Other IDV","Air Force","CARTER",0.0363171575631151,0.0235874304485808
"4638",2010-09-01,"Other IDV","Air Force","CARTER",0.114231378316217,0.0565569727000428
"4639",2010-10-01,"Other IDV","Air Force","CARTER",0.0209774576164499,0.0571753311652608
"4640",2010-11-01,"Other IDV","Air Force","CARTER",0.0313737003776752,0.0555275121034475
"4641",2010-12-01,"Other IDV","Air Force","CARTER",0.0731158715169954,0.0418223431703735
"4642",2011-01-01,"Other IDV","Air Force","CARTER",0.482776034578263,0.195755202157644
"4643",2011-02-01,"Other IDV","Air Force","CARTER",0.0158632217897608,0.19058504262834
"4644",2011-03-01,"Other IDV","Air Force","CARTER",0.124207183403273,0.207615479923766
"4645",2011-04-01,"Other IDV","Air Force","CARTER",0.0346974383864876,0.0582559478598405
"4646",2011-05-01,"Other IDV","Air Force","CARTER",0.0187062954364247,0.0592036390753952
"4647",2011-06-01,"Other IDV","Air Force","CARTER",0.0451694281472933,0.0328577206567352
"4648",2011-07-01,"Other IDV","Air Force","CARTER",0.0391774083613093,0.0343510439816758
"4649",2011-08-01,"Other IDV","Air Force","CARTER",0.0957394938942509,0.0600287768009512
"4650",2011-09-01,"Other IDV","Air Force","CARTER",0.448064514078892,0.194327138778151
"4651",2011-10-01,"Other IDV","Air Force","CARTER",0.123196157625373,0.222333388532839
"4652",2011-11-01,"Other IDV","Air Force","CARTER",0.0522590560189476,0.207839909241071
"4653",2011-12-01,"Other IDV","Air Force","CARTER",0.0739016835753269,0.0831189657398826
"4654",2012-01-01,"Other IDV","Air Force","CARTER",0.10636015776954,0.0775069657879381
"4655",2012-02-01,"Other IDV","Air Force","CARTER",0.0216349223869838,0.0672989212439501
"4656",2012-03-01,"Other IDV","Air Force","CARTER",0.0356357422098651,0.0545436074554629
"4657",2012-04-01,"Other IDV","Air Force","CARTER",0.234056086458655,0.0971089170185014
"4658",2012-05-01,"Other IDV","Air Force","CARTER",0.0497985423849243,0.106496790351148
"4659",2012-06-01,"Other IDV","Air Force","CARTER",0.00916013226238287,0.0976715870353208
"4660",2012-07-01,"Other IDV","Air Force","CARTER",0.0422732350118422,0.0337439698863831
"4661",2012-08-01,"Other IDV","Air Force","CARTER",0.0193181144784265,0.0235838272508839
"4662",2012-09-01,"Other IDV","Air Force","CARTER",0.0285665924827515,0.0300526473243401
"4663",2012-10-01,"Other IDV","Air Force","CARTER",0.0101218181214583,0.0193355083608788
"4664",2012-11-01,"Other IDV","Air Force","CARTER",0.00709175704945669,0.0152600558845555
"4665",2012-12-01,"Other IDV","Air Force","CARTER",0.0459306186232355,0.0210480645980502
"4666",2013-01-01,"Other IDV","Air Force","CARTER",0.00953917201878745,0.0208538492304932
"4667",2013-02-01,"Other IDV","Air Force","CARTER",0.0123279639218036,0.0225992515212755
"4668",2013-03-01,"Other IDV","Air Force","CARTER",0.00100400563298467,0.00762371385785857
"4669",2013-04-01,"Other IDV","Air Force","CARTER",0.00378201597928303,0.00570466184469043
"4670",2013-05-01,"Other IDV","Air Force","CARTER",0.0217594400449883,0.00884848721908534
"4671",2013-06-01,"Other IDV","Air Force","CARTER",0.00529026027125013,0.0102772387651738
"4672",2013-07-01,"Other IDV","Air Force","CARTER",0.00248898635797705,0.00984622889140517
"4673",2013-08-01,"Other IDV","Air Force","CARTER",0.00929030491977252,0.00568985051633323
"4674",2013-09-01,"Other IDV","Air Force","CARTER",-0.00027674626728953,0.00383418167015335
"4675",2013-10-01,"Other IDV","Air Force","CARTER",0.0079475425054,0.005653700385961
"4676",2013-11-01,"Other IDV","Air Force","CARTER",0.0091536998551,0.00560816536440349
"4677",2013-12-01,"Other IDV","Air Force","CARTER",0.01000101341,0.00903408525683333
"4678",2014-01-01,"Other IDV","Air Force","CARTER",0.0157998419337,0.0116515183996
"4679",2014-02-01,"Other IDV","Air Force","CARTER",0.01981129351,0.0152040496179
"4680",2014-03-01,"Other IDV","Air Force","CARTER",0.0022978200007,0.0126363184814667
"4681",2014-04-01,"Other IDV","Air Force","CARTER",0.0031497442109,0.00841961924053333
"4682",2014-05-01,"Other IDV","Air Force","CARTER",0.0026206968056,0.00268942033906667
"4683",2014-06-01,"Other IDV","Air Force","CARTER",0.0088916416899,0.00488736090213333
"4684",2014-07-01,"Other IDV","Air Force","CARTER",0.00483785037,0.00545006295516667
"4685",2014-08-01,"Other IDV","Air Force","CARTER",-0.0096030203497,0.00137549057006667
"4686",2014-09-01,"Other IDV","Air Force","CARTER",0.0056377265563,0.0002908521922
"4687",2011-11-01,"Other IDV","Air Force","KENDALL",0.105874744907836,NA
"4688",2011-12-01,"Other IDV","Air Force","KENDALL",0.601554614344558,NA
"4689",2012-01-01,"Other IDV","Air Force","KENDALL",0.087727811811348,0.265052390354581
"4690",2012-02-01,"Other IDV","Air Force","KENDALL",0.209375435372258,0.299552620509388
"4691",2012-03-01,"Other IDV","Air Force","KENDALL",0.133869905262074,0.143657717481893
"4692",2012-04-01,"Other IDV","Air Force","KENDALL",0.310287018309134,0.217844119647822
"4693",2012-05-01,"Other IDV","Air Force","KENDALL",0.285544130110184,0.243233684560464
"4694",2012-06-01,"Other IDV","Air Force","KENDALL",0.168198208351354,0.254676452256891
"4695",2012-07-01,"Other IDV","Air Force","KENDALL",0.349779536546185,0.267840625002574
"4696",2012-08-01,"Other IDV","Air Force","KENDALL",0.380829774482546,0.299602506460028
"4697",2012-09-01,"Other IDV","Air Force","KENDALL",0.721211859365668,0.483940390131466
"4698",2012-10-01,"Other IDV","Air Force","KENDALL",0.197108656776988,0.433050096875067
"4699",2012-11-01,"Other IDV","Air Force","KENDALL",0.373633937136793,0.430651484426483
"4700",2012-12-01,"Other IDV","Air Force","KENDALL",0.541518470322636,0.370753688078806
"4701",2013-01-01,"Other IDV","Air Force","KENDALL",0.172127679672083,0.362426695710504
"4702",2013-02-01,"Other IDV","Air Force","KENDALL",0.356074657597035,0.356573602530585
"4703",2013-03-01,"Other IDV","Air Force","KENDALL",0.140976045778917,0.223059461016012
"4704",2013-04-01,"Other IDV","Air Force","KENDALL",0.295905284513151,0.264318662629701
"4705",2013-05-01,"Other IDV","Air Force","KENDALL",0.169062308813953,0.201981213035341
"4706",2013-06-01,"Other IDV","Air Force","KENDALL",0.376329581998984,0.280432391775363
"4707",2013-07-01,"Other IDV","Air Force","KENDALL",0.213734190167158,0.253042026993365
"4708",2013-08-01,"Other IDV","Air Force","KENDALL",0.178141129734031,0.256068300633391
"4709",2013-09-01,"Other IDV","Air Force","KENDALL",0.72150807509871,0.371127798333299
"4710",2013-10-01,"Other IDV","Air Force","KENDALL",0.247216832247,0.38228867902658
"4711",2013-11-01,"Other IDV","Air Force","KENDALL",0.2665261035116,0.411750336952437
"4712",2013-12-01,"Other IDV","Air Force","KENDALL",0.4042635916225,0.3060021757937
"4713",2014-01-01,"Other IDV","Air Force","KENDALL",0.113554701592,0.261448132242033
"4714",2014-02-01,"Other IDV","Air Force","KENDALL",0.3557194583437,0.2911792505194
"4715",2014-03-01,"Other IDV","Air Force","KENDALL",0.3147783411473,0.261350833694333
"4716",2014-04-01,"Other IDV","Air Force","KENDALL",0.5345545602393,0.4016841199101
"4717",2014-05-01,"Other IDV","Air Force","KENDALL",0.1442388933737,0.331190598253433
"4718",2014-06-01,"Other IDV","Air Force","KENDALL",0.2630745246333,0.313955992748767
"4719",2014-07-01,"Other IDV","Air Force","KENDALL",0.1688733841564,0.1920622673878
"4720",2014-08-01,"Other IDV","Air Force","KENDALL",0.1695549493925,0.2005009527274
"4721",2014-09-01,"Other IDV","Air Force","KENDALL",0.6023981189242,0.313608817491033
"4722",2007-07-01,"Other IDV","DLA","YOUNG",0.000229089953979122,NA
"4723",2007-08-01,"Other IDV","DLA","YOUNG",0.00147313273094623,NA
"4724",2007-09-01,"Other IDV","DLA","YOUNG",0.00347907192726456,0.00172709820406331
"4725",2007-10-01,"Other IDV","DLA","YOUNG",9.7763557483731e-06,0.00165399367131972
"4726",2007-11-01,"Other IDV","DLA","YOUNG",8.65902169197397e-05,0.00119181283331089
"4727",2007-12-01,"Other IDV","DLA","YOUNG",0.00160619721258134,0.000567521261749819
"4728",2008-01-01,"Other IDV","DLA","YOUNG",0.000165431453362256,0.00061940629428778
"4729",2008-02-01,"Other IDV","DLA","YOUNG",0.000436354566160521,0.000735994410701374
"4730",2008-03-01,"Other IDV","DLA","YOUNG",0.000793553796095445,0.00046511327187274
"4731",2008-04-01,"Other IDV","DLA","YOUNG",0.000359250672451193,0.000529719678235719
"4732",2008-05-01,"Other IDV","DLA","YOUNG",0.000249856887201735,0.000467553785249458
"4733",2008-06-01,"Other IDV","DLA","YOUNG",0.000325488980477223,0.000311532180043384
"4734",2008-07-01,"Other IDV","DLA","YOUNG",0.000434653123644252,0.00033666633044107
"4735",2008-08-01,"Other IDV","DLA","YOUNG",0.001211811670282,0.000657317924801157
"4736",2008-09-01,"Other IDV","DLA","YOUNG",0.00721709502169197,0.00295451993853941
"4737",2008-10-01,"Other IDV","DLA","YOUNG",0.000323708118640398,0.00291753827020479
"4738",2008-11-01,"Other IDV","DLA","YOUNG",0.000129628382766833,0.00255681050769973
"4739",2008-12-01,"Other IDV","DLA","YOUNG",0.0017745477484304,0.000742628083279209
"4740",2009-01-01,"Other IDV","DLA","YOUNG",0.000265380883308075,0.000723185671501768
"4741",2009-02-01,"Other IDV","DLA","YOUNG",0.000420972840441654,0.000820300490726709
"4742",2009-03-01,"Other IDV","DLA","YOUNG",0.000855421422385798,0.000513925048711842
"4743",2009-04-01,"Other IDV","DLA","YOUNG",0.00055332935700368,0.000609907873277044
"4744",2009-05-01,"Other IDV","DLA","YOUNG",-3.64624377570903e-07,0.000469462051670636
"4745",2009-06-01,"Other IDV","DLA","YOUNG",2.40539294219528e-05,0.000192339554016021
"4746",2009-07-01,"Other IDV","DLA","YOUNG",4.60814029010608e-05,2.32569026484809e-05
"4747",2009-08-01,"Other IDV","DLA","YOUNG",-4.8666378003897e-06,2.17562315075413e-05
"4748",2009-09-01,"Other IDV","DLA","YOUNG",0.00104587780904958,0.000362364191383416
"4749",2009-10-01,"Other IDV","DLA","YOUNG",0.000111745827984596,0.000384252333077928
"4750",2010-01-01,"Other IDV","DLA","YOUNG",0,0.000385874545678058
"4751",2010-02-01,"Other IDV","DLA","YOUNG",0,3.72486093281985e-05
"4752",2010-04-01,"Other IDV","DLA","YOUNG",-0.000156273042362003,-5.20910141206675e-05
"4753",2010-05-01,"Other IDV","DLA","YOUNG",0,-5.20910141206675e-05
"4754",2010-08-01,"Other IDV","DLA","YOUNG",0.000111745827984596,-1.4842404792469e-05
"4755",2011-01-01,"Other IDV","DLA","YOUNG",0,3.72486093281985e-05
"4756",2011-02-01,"Other IDV","DLA","YOUNG",0,3.72486093281985e-05
"4757",2011-06-01,"Other IDV","DLA","YOUNG",0,0
"4758",2011-09-01,"Other IDV","DLA","YOUNG",0,0
"4759",2011-10-01,"Other IDV","DLA","YOUNG",1.79281227473999e-05,5.97604091579995e-06
"4760",2011-11-01,"Other IDV","DLA","YOUNG",1.79281227473999e-05,1.19520818315999e-05
"4761",2012-01-01,"Other IDV","DLA","YOUNG",1.79281227473999e-05,1.79281227473999e-05
"4762",2014-02-01,"Other IDV","DLA","YOUNG",-6e-11,1.19520618315999e-05
"4763",2009-05-01,"Other IDV","DLA","CARTER",0.00122512302446417,NA
"4764",2009-06-01,"Other IDV","DLA","CARTER",0.00175071403983546,NA
"4765",2009-07-01,"Other IDV","DLA","CARTER",0.00130779219528036,0.00142787641986
"4766",2009-08-01,"Other IDV","DLA","CARTER",0.00144231626975536,0.00150027416829039
"4767",2009-09-01,"Other IDV","DLA","CARTER",0.00643991983113228,0.00306334276538933
"4768",2009-10-01,"Other IDV","DLA","CARTER",0.00093434026529739,0.00293885878872834
"4769",2009-11-01,"Other IDV","DLA","CARTER",0.000253626390671801,0.00254262882903382
"4770",2009-12-01,"Other IDV","DLA","CARTER",0.000407928476679504,0.000531965044216232
"4771",2010-01-01,"Other IDV","DLA","CARTER",0.000100392468977321,0.000253982445442875
"4772",2010-02-01,"Other IDV","DLA","CARTER",0.000309004706889174,0.000272441884182
"4773",2010-03-01,"Other IDV","DLA","CARTER",0.00230689082156611,0.000905429332477535
"4774",2010-04-01,"Other IDV","DLA","CARTER",0.000398648983739837,0.00100484817073171
"4775",2010-05-01,"Other IDV","DLA","CARTER",0.000738432466837826,0.00114799075738126
"4776",2010-06-01,"Other IDV","DLA","CARTER",0.00102287005776637,0.000719983836114677
"4777",2010-07-01,"Other IDV","DLA","CARTER",0.0014281553059478,0.001063152610184
"4778",2010-08-01,"Other IDV","DLA","CARTER",0.00686306535087719,0.00310469690486379
"4779",2010-09-01,"Other IDV","DLA","CARTER",0.0158550986307231,0.00804877309584938
"4780",2010-10-01,"Other IDV","DLA","CARTER",0.00210264281368023,0.00827360226509352
"4781",2010-11-01,"Other IDV","DLA","CARTER",0.00183577081409987,0.00659783741950109
"4782",2010-12-01,"Other IDV","DLA","CARTER",0.0061616019827948,0.00336667187019163
"4783",2011-01-01,"Other IDV","DLA","CARTER",0.00626590908518674,0.00475442729402714
"4784",2011-02-01,"Other IDV","DLA","CARTER",0.010914087253462,0.00778053277381452
"4785",2011-03-01,"Other IDV","DLA","CARTER",0.0200424832563995,0.0124074931983494
"4786",2011-04-01,"Other IDV","DLA","CARTER",0.0150137505455308,0.0153234403517975
"4787",2011-05-01,"Other IDV","DLA","CARTER",0.0248943588334033,0.0199835308784445
"4788",2011-06-01,"Other IDV","DLA","CARTER",0.0201878057175829,0.020031971698839
"4789",2011-07-01,"Other IDV","DLA","CARTER",0.0148135362358372,0.0199652335956078
"4790",2011-08-01,"Other IDV","DLA","CARTER",0.024032324066303,0.019677888673241
"4791",2011-09-01,"Other IDV","DLA","CARTER",0.0717890559169115,0.0368783054063505
"4792",2011-10-01,"Other IDV","DLA","CARTER",0.0201668665019051,0.0386627488283732
"4793",2011-11-01,"Other IDV","DLA","CARTER",0.00116111035938626,0.0310390109260676
"4794",2011-12-01,"Other IDV","DLA","CARTER",0.000341301740294511,0.00722309286719528
"4795",2012-01-01,"Other IDV","DLA","CARTER",1.95667799402739e-05,0.000507326293207016
"4796",2012-02-01,"Other IDV","DLA","CARTER",0.000527477396766553,0.000296115305667113
"4797",2012-03-01,"Other IDV","DLA","CARTER",0.000102875955102461,0.00021664004393643
"4798",2012-04-01,"Other IDV","DLA","CARTER",1.07366697559469e-05,0.000213696673874987
"4799",2012-05-01,"Other IDV","DLA","CARTER",7.10760992688704e-05,6.15629080424261e-05
"4800",2012-06-01,"Other IDV","DLA","CARTER",0.000349426279476882,0.000143746349500566
"4801",2012-07-01,"Other IDV","DLA","CARTER",-0.000317790814540212,3.42371880685133e-05
"4802",2012-08-01,"Other IDV","DLA","CARTER",0.0011100359798167,0.000380557148251124
"4803",2012-09-01,"Other IDV","DLA","CARTER",3.62603233446607e-05,0.000276168496207051
"4804",2012-10-01,"Other IDV","DLA","CARTER",-6.04683031380116e-05,0.000361942666674451
"4805",2012-11-01,"Other IDV","DLA","CARTER",0.000587781417081345,0.000187857812429331
"4806",2012-12-01,"Other IDV","DLA","CARTER",-5.07880572763278e-07,0.000175601744456857
"4807",2013-01-01,"Other IDV","DLA","CARTER",0.000110746775667716,0.000232673437392099
"4808",2013-02-01,"Other IDV","DLA","CARTER",-1.30057895805829e-06,3.63127720456315e-05
"4809",2013-03-01,"Other IDV","DLA","CARTER",0.000116799167868386,7.54151215260147e-05
"4810",2013-04-01,"Other IDV","DLA","CARTER",0,3.8499529636776e-05
"4811",2013-05-01,"Other IDV","DLA","CARTER",-1.40692596729969e-06,3.84640806336955e-05
"4812",2013-06-01,"Other IDV","DLA","CARTER",0.000102553640702752,3.37155715784841e-05
"4813",2013-07-01,"Other IDV","DLA","CARTER",-4.29572458616838e-05,1.93964896245895e-05
"4814",2013-08-01,"Other IDV","DLA","CARTER",2.19437392099116e-05,2.718004468366e-05
"4815",2013-09-01,"Other IDV","DLA","CARTER",-1.96140956636539e-05,-1.3542534105142e-05
"4816",2013-10-01,"Other IDV","DLA","CARTER",0.0001634492799,5.52596411487526e-05
"4817",2013-11-01,"Other IDV","DLA","CARTER",-0.00038752,-8.1228271921218e-05
"4818",2013-12-01,"Other IDV","DLA","CARTER",0.0001955628,-9.50264003333334e-06
"4819",2014-03-01,"Other IDV","DLA","CARTER",-2.02613396e-05,-7.07395132e-05
"4820",2014-04-01,"Other IDV","DLA","CARTER",4.01771602e-05,7.18262068666666e-05
"4821",2014-05-01,"Other IDV","DLA","CARTER",0,6.63860686666667e-06
