"","SignedMonth","Vehicle.sum","SubCustomer.component","USDATL","Obligation.2014","MovingAverage"
"75",2012-02-01,"BPA","Army","KENDALL",0.0356348643085161,0.0514861049909038
"76",2012-03-01,"BPA","Army","KENDALL",0.102501807949748,0.0652121488655477
"77",2012-04-01,"BPA","Army","KENDALL",0.0656672337967254,0.0679346353516631
"78",2012-05-01,"BPA","Army","KENDALL",0.0691733020389249,0.0791141145951327
"79",2012-06-01,"BPA","Army","KENDALL",0.0662518723715374,0.0670308027357292
"80",2012-07-01,"BPA","Army","KENDALL",0.0796635570487077,0.0716962438197233
"81",2012-08-01,"BPA","Army","KENDALL",0.0890474247966224,0.0783209514056225
"82",2012-09-01,"BPA","Army","KENDALL",0.130254700463392,0.0996552274362407
"83",2012-10-01,"BPA","Army","KENDALL",0.0699766845796689,0.0964262699465611
"84",2012-11-01,"BPA","Army","KENDALL",0.086488373017061,0.0955732526867073
"85",2012-12-01,"BPA","Army","KENDALL",0.0664391396416167,0.0743013990794489
"86",2013-01-01,"BPA","Army","KENDALL",0.0637316455219864,0.0722197193935547
"87",2013-02-01,"BPA","Army","KENDALL",0.0618285522165126,0.0639997791267053
"88",2013-03-01,"BPA","Army","KENDALL",0.0794589193610237,0.0683397056998409
"89",2013-04-01,"BPA","Army","KENDALL",0.0765634942319488,0.0726169886031617
"90",2013-05-01,"BPA","Army","KENDALL",0.100849607042348,0.0856240068784401
"91",2013-06-01,"BPA","Army","KENDALL",0.0775460161293795,0.0849863724678921
"92",2013-07-01,"BPA","Army","KENDALL",0.0686856446073931,0.0823604225930402
"93",2013-08-01,"BPA","Army","KENDALL",0.0770839934448055,0.0744385513938594
"94",2013-09-01,"BPA","Army","KENDALL",0.175215549997664,0.106995062683288
"95",2013-10-01,"BPA","Army","KENDALL",0.0523912874389,0.10156361029379
"96",2013-11-01,"BPA","Army","KENDALL",0.0485564401533,0.0920544258632881
"97",2013-12-01,"BPA","Army","KENDALL",0.029170204587,0.0433726440597333
"98",2014-01-01,"BPA","Army","KENDALL",0.0440850458087,0.0406038968496667
"99",2014-02-01,"BPA","Army","KENDALL",0.025791309799,0.0330155200649
"100",2014-03-01,"BPA","Army","KENDALL",0.0320629786581,0.0339797780886
"101",2014-04-01,"BPA","Army","KENDALL",0.0463698519311,0.0347413801294
"102",2014-05-01,"BPA","Army","KENDALL",0.0512447763435,0.0432258689775667
"103",2014-06-01,"BPA","Army","KENDALL",0.048828363486,0.0488143305868667
"104",2014-07-01,"BPA","Army","KENDALL",0.0879956806186,0.0626896068160333
"105",2014-08-01,"BPA","Army","KENDALL",0.0607343245251,0.0658527895432333
"106",2014-09-01,"BPA","Army","KENDALL",0.1872828848851,0.112004296676267
"107",2007-07-01,"BPA","Navy","YOUNG",0.000230539903468403,NA
"108",2007-08-01,"BPA","Navy","YOUNG",0.000132733269727242,NA
"109",2008-02-01,"BPA","Navy","YOUNG",0.000131411062906725,0.000164894745367456
"110",2008-03-01,"BPA","Navy","YOUNG",0.000583706399132321,0.000282616910588763
"111",2008-04-01,"BPA","Navy","YOUNG",2.9227114967462e-05,0.000248114859002169
"112",2008-06-01,"BPA","Navy","YOUNG",6.05060629067245e-05,0.000224479859002169
"113",2008-07-01,"BPA","Navy","YOUNG",2.62744034707158e-05,3.86691937816341e-05
"114",2008-08-01,"BPA","Navy","YOUNG",0.000106177006507592,6.43191576283442e-05
"115",2008-09-01,"BPA","Navy","YOUNG",3.10849023861171e-05,5.45121041214751e-05
"116",2008-10-01,"BPA","Navy","YOUNG",4.33566356354189e-05,6.02061815097094e-05
"117",2008-11-01,"BPA","Navy","YOUNG",1.28644728296168e-05,2.9102003617051e-05
"118",2008-12-01,"BPA","Navy","YOUNG",5.48820090928772e-05,3.70343725193043e-05
"119",2009-01-01,"BPA","Navy","YOUNG",3.97728945659234e-05,3.58397921628058e-05
"120",2009-02-01,"BPA","Navy","YOUNG",2.35730244641697e-05,3.94093093743234e-05
"121",2009-03-01,"BPA","Navy","YOUNG",9.3939056072743e-06,2.42466082124558e-05
"122",2009-04-01,"BPA","Navy","YOUNG",4.02321714656852e-05,2.43997005123764e-05
"123",2009-07-01,"BPA","Navy","YOUNG",-5.04676336869452e-06,1.4859771234755e-05
"124",2009-12-01,"BPA","Navy","YOUNG",-4.97304236200257e-06,1.00707885783294e-05
"125",2009-05-01,"BPA","Navy","CARTER",1.21004329941546e-05,NA
"126",2009-06-01,"BPA","Navy","CARTER",7.91664862524356e-06,NA
"127",2009-07-01,"BPA","Navy","CARTER",1.10216497077289e-05,1.0346243775709e-05
"128",2009-08-01,"BPA","Navy","CARTER",1.76920329075557e-05,1.22101104135094e-05
"129",2009-09-01,"BPA","Navy","CARTER",0.00017032473479108,6.6346139135455e-05
"130",2009-10-01,"BPA","Navy","CARTER",0.000374821320068464,0.000187612695922367
"131",2009-11-01,"BPA","Navy","CARTER",4.31408857509628e-05,0.000196095646870169
"132",2009-12-01,"BPA","Navy","CARTER",4.23833975181857e-05,0.000153448534445871
"133",2010-01-01,"BPA","Navy","CARTER",1.67296106118956e-05,3.40846312936814e-05
"134",2010-02-01,"BPA","Navy","CARTER",8.3349379546427e-05,4.74874625588361e-05
"135",2010-03-01,"BPA","Navy","CARTER",8.04391955498502e-05,6.0172728569391e-05
"136",2010-04-01,"BPA","Navy","CARTER",0.000310630156183141,0.000158139577093139
"137",2010-05-01,"BPA","Navy","CARTER",0.00115681861360719,0.000515962655113393
"138",2010-06-01,"BPA","Navy","CARTER",0.00433013706675225,0.00193252861218086
"139",2010-07-01,"BPA","Navy","CARTER",0.00561333080872914,0.00370009549636286
"140",2010-08-01,"BPA","Navy","CARTER",0.00755831553273427,0.00583392780273855
"141",2010-09-01,"BPA","Navy","CARTER",0.0116605127513907,0.00827738636428469
"142",2010-10-01,"BPA","Navy","CARTER",0.00380612601762484,0.00767498476724993
"143",2010-11-01,"BPA","Navy","CARTER",0.00167237607007973,0.00571300494636508
"144",2010-12-01,"BPA","Navy","CARTER",0.00442484340117499,0.00330111516295985
"145",2011-01-01,"BPA","Navy","CARTER",0.00265711590432228,0.002918111791859
"146",2011-02-01,"BPA","Navy","CARTER",0.00428104321233739,0.00378766750594489
"147",2011-03-01,"BPA","Navy","CARTER",0.00516178477759127,0.00403331463141698
"148",2011-04-01,"BPA","Navy","CARTER",0.00209593500839278,0.00384625433277381
"149",2011-05-01,"BPA","Navy","CARTER",0.0102706639949643,0.00584279459364946
"150",2011-06-01,"BPA","Navy","CARTER",0.0285340442719261,0.0136335477584278
"151",2011-07-01,"BPA","Navy","CARTER",0.0110378289236257,0.0166141790635054
"152",2011-08-01,"BPA","Navy","CARTER",0.0144874640264373,0.0180197790739964
"153",2011-09-01,"BPA","Navy","CARTER",0.0419504762798993,0.0224919230766541
"154",2011-10-01,"BPA","Navy","CARTER",0.0041517047265987,0.0201965483443117
"155",2011-11-01,"BPA","Navy","CARTER",0.000290499804345587,0.0154642269369479
"156",2011-12-01,"BPA","Navy","CARTER",0.000389427999176192,0.00161054417670683
"157",2012-01-01,"BPA","Navy","CARTER",-0.000197292369477912,0.000160878478014623
"158",2012-02-01,"BPA","Navy","CARTER",9.2128328699413e-05,9.47546527992311e-05
"159",2012-03-01,"BPA","Navy","CARTER",-0.00202503545463907,-0.000710066498472523
"160",2012-04-01,"BPA","Navy","CARTER",7.59834414581402e-05,-0.000618974561493839
"161",2012-05-01,"BPA","Navy","CARTER",0.000340685830501493,-0.000536122060893145
"162",2012-06-01,"BPA","Navy","CARTER",-0.000111764009885697,0.000101635087357979
"163",2012-07-01,"BPA","Navy","CARTER",0.00147432795798579,0.000567749926200529
"164",2012-08-01,"BPA","Navy","CARTER",0.000401027957985789,0.000587863968695294
"165",2012-09-01,"BPA","Navy","CARTER",0.0014932390896921,0.00112286500188789
"166",2012-10-01,"BPA","Navy","CARTER",-0.000235014217528181,0.00055308427671657
"167",2012-11-01,"BPA","Navy","CARTER",-7.62871940692597e-06,0.000416865384252332
"168",2012-12-01,"BPA","Navy","CARTER",-9.52919245455469e-05,-0.000112644953826885
"169",2013-01-01,"BPA","Navy","CARTER",-0.000298115733218239,-0.000133678792390237
"170",2013-02-01,"BPA","Navy","CARTER",-1.86897126028232e-05,-0.000137365790122203
"171",2013-03-01,"BPA","Navy","CARTER",-0.000149325194983244,-0.000155376880268102
"172",2013-04-01,"BPA","Navy","CARTER",-1.32324159642531e-05,-6.04157745167733e-05
"173",2013-05-01,"BPA","Navy","CARTER",-0.000269550624555702,-0.000144036078501066
"174",2013-06-01,"BPA","Navy","CARTER",-1.48576216106428e-06,-9.47562675603399e-05
"175",2013-07-01,"BPA","Navy","CARTER",-0.000235412831928506,-0.000168816406215091
"176",2013-08-01,"BPA","Navy","CARTER",-4.59314305879963e-05,-9.42766748925223e-05
"177",2013-09-01,"BPA","Navy","CARTER",-0.000177890283842795,-0.000153078182119766
"178",2013-10-01,"BPA","Navy","CARTER",0,-7.4607238143597e-05
"179",2013-11-01,"BPA","Navy","CARTER",-2.5e-05,-6.76300946142649e-05
"180",2013-12-01,"BPA","Navy","CARTER",-1.31551602e-05,-1.27183867333333e-05
"181",2014-01-01,"BPA","Navy","CARTER",0,-1.27183867333333e-05
"182",2014-02-01,"BPA","Navy","CARTER",0.0003523661133,0.0001130703177
"183",2014-03-01,"BPA","Navy","CARTER",-1.06e-05,0.000113922037766667
"184",2014-04-01,"BPA","Navy","CARTER",5.98975883e-05,0.000133887900533333
"185",2014-05-01,"BPA","Navy","CARTER",0,1.64325294333333e-05
"186",2014-06-01,"BPA","Navy","CARTER",-8.84276094e-05,-9.51000703333333e-06
"187",2014-07-01,"BPA","Navy","CARTER",-2.32231196e-05,-3.72169096666667e-05
"188",2014-08-01,"BPA","Navy","CARTER",-3.74e-06,-3.84635763333333e-05
"189",2014-09-01,"BPA","Navy","CARTER",-0.0001301448009,-5.23693068333333e-05
"190",2011-11-01,"BPA","Navy","KENDALL",0.00438476320667285,NA
"191",2011-12-01,"BPA","Navy","KENDALL",0.00472086053959427,NA
"192",2012-01-01,"BPA","Navy","KENDALL",0.0114500418391515,0.00685188852847287
"193",2012-02-01,"BPA","Navy","KENDALL",0.0145923831222325,0.0102544285003261
"194",2012-03-01,"BPA","Navy","KENDALL",0.0226368226959119,0.0162264158857653
"195",2012-04-01,"BPA","Navy","KENDALL",0.0257120913294202,0.0209804323825215
"196",2012-05-01,"BPA","Navy","KENDALL",0.0135379754402224,0.0206289631551848
"197",2012-06-01,"BPA","Navy","KENDALL",0.0485356144475337,0.0292618937390588
"198",2012-07-01,"BPA","Navy","KENDALL",0.0166179256616208,0.0262305051831257
"199",2012-08-01,"BPA","Navy","KENDALL",0.0594277038924931,0.0415270813338825
"200",2012-09-01,"BPA","Navy","KENDALL",0.0717437454124189,0.0492631249888443
"201",2012-10-01,"BPA","Navy","KENDALL",0.00576561026657865,0.0456456865238302
"202",2012-11-01,"BPA","Navy","KENDALL",0.00778034630608307,0.0284299006616935
"203",2012-12-01,"BPA","Navy","KENDALL",0.0131967371642125,0.00891423124562472
"204",2013-01-01,"BPA","Navy","KENDALL",0.0212434740949528,0.0140735191884161
"205",2013-02-01,"BPA","Navy","KENDALL",0.0071235631184117,0.0138545914591923
"206",2013-03-01,"BPA","Navy","KENDALL",0.00839353642195593,0.0122535245451068
"207",2013-04-01,"BPA","Navy","KENDALL",0.0282102517331167,0.0145757837578281
"208",2013-05-01,"BPA","Navy","KENDALL",0.0101716577860262,0.0155918153136996
"209",2013-06-01,"BPA","Navy","KENDALL",0.0290002903331979,0.0224607332841136
"210",2013-07-01,"BPA","Navy","KENDALL",0.0203210691965066,0.0198310057719102
"211",2013-08-01,"BPA","Navy","KENDALL",0.0217222309511526,0.0236811968269524
"212",2013-09-01,"BPA","Navy","KENDALL",0.0968936843043567,0.0463123281506719
"213",2013-10-01,"BPA","Navy","KENDALL",0.0047161598762,0.0411106917105698
"214",2013-11-01,"BPA","Navy","KENDALL",0.0097602283636,0.0371233575147189
"215",2013-12-01,"BPA","Navy","KENDALL",0.0154235601781,0.00996664947263333
"216",2014-01-01,"BPA","Navy","KENDALL",0.0043602282463,0.009848005596
"217",2014-02-01,"BPA","Navy","KENDALL",0.0153000693135,0.0116946192459667
"218",2014-03-01,"BPA","Navy","KENDALL",0.0177747232397,0.0124783402665
"219",2014-04-01,"BPA","Navy","KENDALL",0.0118774774336,0.0149840899956
"220",2014-05-01,"BPA","Navy","KENDALL",0.1051924958669,0.0449482321800667
"221",2014-06-01,"BPA","Navy","KENDALL",0.0184740209196,0.0451813314067
"222",2014-07-01,"BPA","Navy","KENDALL",0.0408892836913,0.0548519334926
"223",2014-08-01,"BPA","Navy","KENDALL",0.0418325094094,0.0337319380067667
"224",2014-09-01,"BPA","Navy","KENDALL",0.0642717294244,0.0489978408417
"225",2007-11-01,"BPA","Air Force","YOUNG",3.56691973969631e-05,NA
"226",2008-07-01,"BPA","Air Force","YOUNG",2.40546637744035e-05,NA
"227",2010-08-01,"BPA","Air Force","YOUNG",-1.09242618741977e-05,1.62665330990563e-05
"228",2009-07-01,"BPA","Air Force","CARTER",0,NA
"229",2009-10-01,"BPA","Air Force","CARTER",0,NA
"230",2009-11-01,"BPA","Air Force","CARTER",0,0
"231",2009-12-01,"BPA","Air Force","CARTER",0,0
"232",2010-01-01,"BPA","Air Force","CARTER",0,0
"233",2010-02-01,"BPA","Air Force","CARTER",0,0
"234",2010-03-01,"BPA","Air Force","CARTER",0,0
"235",2010-04-01,"BPA","Air Force","CARTER",0.000497913457424048,0.000165971152474683
"236",2010-05-01,"BPA","Air Force","CARTER",0.000193929118528027,0.000230614191984025
"237",2010-06-01,"BPA","Air Force","CARTER",0.000124777396234489,0.000272206657395521
"238",2010-07-01,"BPA","Air Force","CARTER",0.00156912348095849,0.000629276665240337
"239",2010-08-01,"BPA","Air Force","CARTER",0.00408800733846812,0.0019273027385537
"240",2010-09-01,"BPA","Air Force","CARTER",0.030954162826273,0.0122037645485665
"241",2010-10-01,"BPA","Air Force","CARTER",0.00124459638061267,0.0120955888484513
"242",2010-11-01,"BPA","Air Force","CARTER",0.000967344628619387,0.0110553679451684
"243",2010-12-01,"BPA","Air Force","CARTER",0.00312567563994964,0.00177920554972723
"244",2011-01-01,"BPA","Air Force","CARTER",0.00216997779060008,0.00208766601972304
"245",2011-02-01,"BPA","Air Force","CARTER",0.00143930017834662,0.00224498453629878
"246",2011-03-01,"BPA","Air Force","CARTER",0.00291693640369282,0.00217540479087984
"247",2011-04-01,"BPA","Air Force","CARTER",0.0041666311791859,0.00284095592040845
"248",2011-05-01,"BPA","Air Force","CARTER",0.00539668329836341,0.00416008362708071
"249",2011-06-01,"BPA","Air Force","CARTER",0.00361888601552665,0.00439406683102532
"250",2011-07-01,"BPA","Air Force","CARTER",0.0128878711183382,0.00730114681074276
"251",2011-08-01,"BPA","Air Force","CARTER",0.0297721194187998,0.0154262921842216
"252",2011-09-01,"BPA","Air Force","CARTER",0.0478413644565674,0.0301671183312351
"253",2011-10-01,"BPA","Air Force","CARTER",0.00542386171352075,0.027679115196296
"254",2011-11-01,"BPA","Air Force","CARTER",0.000149411471527134,0.0178048792138717
"255",2011-12-01,"BPA","Air Force","CARTER",0.000530298270003089,0.00203452381835032
"256",2012-01-01,"BPA","Air Force","CARTER",-5.37276284625682e-06,0.000224778992894656
"257",2012-02-01,"BPA","Air Force","CARTER",0.000110198578931109,0.000211708028695981
"258",2012-03-01,"BPA","Air Force","CARTER",0.000480917619194728,0.00019524781175986
"259",2012-04-01,"BPA","Air Force","CARTER",0.000112306930285244,0.000234474376137027
"260",2012-05-01,"BPA","Air Force","CARTER",0.000148687375141592,0.000247303974873854
"261",2012-06-01,"BPA","Air Force","CARTER",-3.08649984553599e-06,8.59692685270999e-05
"262",2012-07-01,"BPA","Air Force","CARTER",6.69621975079806e-05,7.08543576013456e-05
"263",2012-08-01,"BPA","Air Force","CARTER",5.71259499536608e-05,4.03338825387018e-05
"264",2012-09-01,"BPA","Air Force","CARTER",-0.000553249881577592,-0.000143053911371984
"265",2012-10-01,"BPA","Air Force","CARTER",-4.09478003452828e-06,-0.00016673957055282
"266",2012-11-01,"BPA","Air Force","CARTER",-1.3305372194577e-06,-0.000186225066277193
"267",2012-12-01,"BPA","Air Force","CARTER",-6.85004569919772e-06,-4.09178765106124e-06
"268",2013-01-01,"BPA","Air Force","CARTER",-7.01096780745405e-06,-5.06385024203649e-06
"269",2013-02-01,"BPA","Air Force","CARTER",-1.09678074540469e-05,-8.27627365356623e-06
"270",2013-03-01,"BPA","Air Force","CARTER",-5.05433126840662e-06,-7.67770217663586e-06
"271",2013-04-01,"BPA","Air Force","CARTER",-9.2054735452422e-06,-8.40920408923191e-06
"272",2013-05-01,"BPA","Air Force","CARTER",0,-4.75326827121628e-06
"273",2013-06-01,"BPA","Air Force","CARTER",-6.59083984970042e-07,-3.28818584340408e-06
"274",2013-07-01,"BPA","Air Force","CARTER",-1.8302681425815e-05,-6.32058847026167e-06
"275",2013-08-01,"BPA","Air Force","CARTER",0,-6.32058847026167e-06
"276",2013-09-01,"BPA","Air Force","CARTER",-0.000120645881994516,-4.6316187806777e-05
"277",2013-10-01,"BPA","Air Force","CARTER",0,-4.0215293998172e-05
"278",2013-11-01,"BPA","Air Force","CARTER",-3.188584e-05,-5.08439073315054e-05
"279",2013-12-01,"BPA","Air Force","CARTER",-2.302e-05,-1.83019466666667e-05
"280",2014-01-01,"BPA","Air Force","CARTER",0,-1.83019466666667e-05
"281",2014-02-01,"BPA","Air Force","CARTER",0,-7.67333333333333e-06
"282",2014-03-01,"BPA","Air Force","CARTER",-1.162e-06,-3.87333333333333e-07
"283",2014-04-01,"BPA","Air Force","CARTER",-1.57941e-06,-9.13803333333333e-07
"284",2014-05-01,"BPA","Air Force","CARTER",0,-9.13803333333333e-07
"285",2014-06-01,"BPA","Air Force","CARTER",-2.96946e-06,-1.51629e-06
"286",2014-07-01,"BPA","Air Force","CARTER",1.61741e-06,-4.50683333333333e-07
"287",2014-08-01,"BPA","Air Force","CARTER",-0.0004855721094,-0.000162308053133333
"288",2014-09-01,"BPA","Air Force","CARTER",-6.08276005e-05,-0.000181594099966667
"289",2011-11-01,"BPA","Air Force","KENDALL",0.00185501795901555,NA
"290",2011-12-01,"BPA","Air Force","KENDALL",0.00307618687055916,NA
"291",2012-01-01,"BPA","Air Force","KENDALL",0.00113789573679333,0.00202303352212268
"292",2012-02-01,"BPA","Air Force","KENDALL",0.00402107839563382,0.0027450536676621
"293",2012-03-01,"BPA","Air Force","KENDALL",0.0115424298527443,0.00556713466172382
"294",2012-04-01,"BPA","Air Force","KENDALL",0.00578760286273298,0.00711703703703704
"295",2012-05-01,"BPA","Air Force","KENDALL",0.00883146828338997,0.00872050033295575
"296",2012-06-01,"BPA","Air Force","KENDALL",0.0135164924312635,0.00937852119246216
"297",2012-07-01,"BPA","Air Force","KENDALL",0.00934829641643497,0.0105654190436962
"298",2012-08-01,"BPA","Air Force","KENDALL",0.0155369583976933,0.0128005824151306
"299",2012-09-01,"BPA","Air Force","KENDALL",0.0501831427659355,0.0250227991933546
"300",2012-10-01,"BPA","Air Force","KENDALL",0.00527645078084696,0.0236655173148253
"301",2012-11-01,"BPA","Air Force","KENDALL",0.00223119553143089,0.0192302630260711
"302",2012-12-01,"BPA","Air Force","KENDALL",0.00333740128099929,0.00361501586442571
"303",2013-01-01,"BPA","Air Force","KENDALL",0.0169489606459835,0.00750585248613791
"304",2013-02-01,"BPA","Air Force","KENDALL",0.00309528692495176,0.00779388295064487
"305",2013-03-01,"BPA","Air Force","KENDALL",0.00437358882888189,0.00813927879993907
"306",2013-04-01,"BPA","Air Force","KENDALL",0.00580711829927897,0.00442533135103754
"307",2013-05-01,"BPA","Air Force","KENDALL",0.00486895014847162,0.00501655242554416
"308",2013-06-01,"BPA","Air Force","KENDALL",0.00389312495744897,0.00485639780173318
"309",2013-07-01,"BPA","Air Force","KENDALL",0.00726940949009851,0.00534382819867303
"310",2013-08-01,"BPA","Air Force","KENDALL",0.0120981941449172,0.00775357619748824
"311",2013-09-01,"BPA","Air Force","KENDALL",0.0216590731836092,0.0136755589395417
"312",2013-10-01,"BPA","Air Force","KENDALL",0.0680425260564,0.0339332644616422
"313",2013-11-01,"BPA","Air Force","KENDALL",0.0030576942105,0.0309197644835031
"314",2013-12-01,"BPA","Air Force","KENDALL",0.0057292566378,0.0256098256349
"315",2014-01-01,"BPA","Air Force","KENDALL",0.0035000422022,0.00409566435016667
"316",2014-02-01,"BPA","Air Force","KENDALL",0.0076694398988,0.00563291291293333
"317",2014-03-01,"BPA","Air Force","KENDALL",0.007251452634,0.00614031157833333
"318",2014-04-01,"BPA","Air Force","KENDALL",0.0119038535754,0.00894158203606667
"319",2014-05-01,"BPA","Air Force","KENDALL",0.014345669049,0.0111669917528
"320",2014-06-01,"BPA","Air Force","KENDALL",0.014896485558,0.0137153360608
"321",2014-07-01,"BPA","Air Force","KENDALL",0.0278293283264,0.0190238276444667
"322",2014-08-01,"BPA","Air Force","KENDALL",0.0360507377851,0.0262588505565
"323",2014-09-01,"BPA","Air Force","KENDALL",0.0908698007889,0.0515832889668
"324",2008-08-01,"BPA","DLA","YOUNG",6.65845986984816e-06,NA
"325",2008-10-01,"BPA","DLA","YOUNG",7.5769647109764e-06,NA
"326",2008-12-01,"BPA","DLA","YOUNG",4.65555315003247e-06,6.29699257695234e-06
"327",2009-02-01,"BPA","DLA","YOUNG",5.79001948473696e-06,6.00751244858194e-06
"328",2009-03-01,"BPA","DLA","YOUNG",3.67612037237497e-07,3.60439489066898e-06
"329",2009-05-01,"BPA","DLA","YOUNG",4.12751677852349e-07,2.1901277332756e-06
