"","SignedMonth","Vendor.Size.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"2636",2007-12-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.11243776873102,0.0718140193094721
"2637",2008-01-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0843569574295011,0.0836986004591468
"2638",2008-02-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0944745670173536,0.0970897643926247
"2639",2008-03-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0796463292516269,0.0861592845661605
"2640",2008-04-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0747513921041215,0.0829574294577006
"2641",2008-05-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0528472421800434,0.0690816545119306
"2642",2008-06-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.116146932147505,0.0812485221438901
"2643",2008-07-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0795445043600868,0.0828462262292118
"2644",2008-08-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.101517761724512,0.0990697327440347
"2645",2008-09-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.194015119522777,0.125025795202458
"2646",2008-10-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.118160909709894,0.137897930319061
"2647",2008-11-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0957317148625244,0.135969248031732
"2648",2008-12-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.162671632442087,0.125521419004835
"2649",2009-01-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.123441281153929,0.127281542819514
"2650",2009-02-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.103585249848452,0.129899387814823
"2651",2009-03-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.123450490084434,0.116825673695605
"2652",2009-04-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.089764638817926,0.105600126250271
"2653",2009-05-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0355265856570686,0.0829139048531428
"2654",2009-06-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0652165595366963,0.0635025946705636
"2655",2009-07-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0309291345529335,0.0438907599155661
"2656",2009-08-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0509125846828318,0.0490194262574872
"2657",2009-09-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0449913564299632,0.0422776918885762
"2658",2009-10-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0266144742404792,0.0408394717844247
"2659",2009-11-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0347186489088575,0.0354414931931
"2660",2009-12-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0376382296747967,0.0329904509413778
"2661",2010-01-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0434226673513051,0.0385931819783198
"2662",2010-02-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.054560758461703,0.045207218495935
"2663",2010-03-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0707426844137784,0.0562420367422622
"2664",2010-04-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0743654140885751,0.0665562856546855
"2665",2010-05-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0191200833547283,0.0547427272856939
"2666",2010-06-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.00670399172015405,0.0333964963878191
"2667",2010-07-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.00165334867351305,0.00915914124946513
"2668",2010-08-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0106894580872914,0.00634893282698616
"2669",2010-09-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0401044112858365,0.017482406015547
"2670",2010-10-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0226351191775073,0.0244763295168784
"2671",2010-11-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0231322020877046,0.0286239108503495
"2672",2010-12-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0224418581409987,0.0227363931354036
"2673",2011-01-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0247863399811162,0.0234534667366065
"2674",2011-02-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0251102073017205,0.0241128018079452
"2675",2011-03-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0265495402119178,0.0254820291649182
"2676",2011-04-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0348868589278221,0.0288488688138201
"2677",2011-05-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0528004825954679,0.0380789605784026
"2678",2011-06-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.00662256534830046,0.0314366356238635
"2679",2011-07-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0347248494125052,0.0313826324520912
"2680",2011-08-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0167226260490978,0.0193566802699678
"2681",2011-09-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0464122475136383,0.0326199076584138
"2682",2011-10-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.00432129105138503,0.022485388204707
"2683",2011-11-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0206089660488106,0.023780834871278
"2684",2011-12-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0149765824219957,0.0133022798407304
"2685",2012-01-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.025200671558027,0.0202620733429444
"2686",2012-02-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0300538539903203,0.0234103693234476
"2687",2012-03-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0189565804551539,0.0247370353345004
"2688",2012-04-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0329370808773556,0.0273158384409433
"2689",2012-05-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.00367285242508495,0.0185221712525315
"2690",2012-06-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.00205415669858923,0.0128880300003433
"2691",2012-07-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.00227362854494903,0.0026668792228744
"2692",2012-08-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0095855594274534,0.00463778155699722
"2693",2012-09-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.021311781536402,0.0110569898362681
"2694",2012-10-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0023129516069869,0.0110700975236141
"2695",2012-11-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0136576588133442,0.0124274639855777
"2696",2012-12-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0029652188424901,0.00631194308760705
"2697",2013-01-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0176894399650655,0.0114374392069666
"2698",2013-02-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0009242909569412,0.00719298325483227
"2699",2013-03-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.00795126503970753,0.00885499865390474
"2700",2013-04-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-0.0015734281803595,0.00243404260542974
"2701",2013-05-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-0.00358473205605768,0.000931034934430114
"2702",2013-06-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",3.28641222707423e-05,-0.00170843203804881
"2703",2013-07-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-0.00637463052858739,-0.00330883282079144
"2704",2013-08-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.00308331016888392,-0.00108615207914424
"2705",2013-09-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-0.00709853618685894,-0.0034632855155208
"2706",2013-10-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0101388621521,0.00204121204470833
"2707",2013-11-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-8.99549690999999e-05,0.000983456998713687
"2708",2013-12-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",0.0001633743932,0.00340409385873333
"2709",2014-01-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-0.0005415160759,-0.000156032217266667
"2710",2014-02-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-0.0024150470818,-0.0009310629215
"2711",2014-03-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-0.0277637441798,-0.0102401024458333
"2712",2014-04-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-0.0121201517038,-0.0140996476551333
"2713",2014-05-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-0.0026961285016,-0.0141933414617333
"2714",2014-06-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-0.0084075106677,-0.00774126362436667
"2715",2014-07-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-0.0129170921781,-0.00800691044913333
"2716",2014-08-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-0.0196337994132,-0.013652800753
"2717",2014-09-01,"Large (Big 6)","Additional
DoD
Components","YOUNG",-0.0114800518273,-0.0146769811395333
"2718",2009-04-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.180283027116259,NA
"2719",2009-05-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0805862857544923,NA
"2720",2009-06-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0916951246481923,0.117521479172981
"2721",2009-07-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0902722152738688,0.0875178752255178
"2722",2009-08-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.112978316107383,0.0983152186764812
"2723",2009-09-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.245547185981814,0.149599239121022
"2724",2009-10-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0460549151476252,0.134860139078941
"2725",2009-11-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0613605886499786,0.117654229926473
"2726",2009-12-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.15230023275567,0.0865719121844245
"2727",2010-01-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.121277979086436,0.111646266830695
"2728",2010-02-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0830123916238768,0.118863534488661
"2729",2010-03-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.228425863810441,0.144238744840251
"2730",2010-04-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.10966165,0.140366635144772
"2731",2010-05-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0723062967693624,0.136797936859934
"2732",2010-06-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.186118865275995,0.122695604015119
"2733",2010-07-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.201318232167309,0.153247798070889
"2734",2010-08-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.15158930961703,0.179675469020111
"2735",2010-09-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.271125888714163,0.208011143499501
"2736",2010-10-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0148770356168695,0.145864077982688
"2737",2010-11-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0813411612463282,0.122448028525787
"2738",2010-12-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0731152850818296,0.0564444939816758
"2739",2011-01-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0604097274653798,0.0716220579311792
"2740",2011-02-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.205372045688208,0.112965686078472
"2741",2011-03-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0552734988250105,0.107018423992866
"2742",2011-04-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0215133271821234,0.0940529572317807
"2743",2011-05-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0466758919219471,0.0411542393096937
"2744",2011-06-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0605287921632396,0.04290600375577
"2745",2011-07-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.13232860086026,0.079844428315149
"2746",2011-08-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0500669519093579,0.0809747816442859
"2747",2011-09-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.149630647545111,0.11067540010491
"2748",2011-10-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0138866517351457,0.0711947503965383
"2749",2011-11-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",-0.00224682212954382,0.0537568257169044
"2750",2011-12-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.023978477952837,0.0118727691861463
"2751",2012-01-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0250976367521368,0.01560976419181
"2752",2012-02-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0449411376583256,0.0313390841210998
"2753",2012-03-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.00153336493666976,0.0238573797823774
"2754",2012-04-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.00884461124497992,0.0184397046133251
"2755",2012-05-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0453259891566265,0.0185679884460921
"2756",2012-06-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0843750024611266,0.046181867620911
"2757",2012-07-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.160080659242097,0.0965938836199499
"2758",2012-08-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0289190951086397,0.0911249189372876
"2759",2012-09-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0374097106683143,0.0754698216730168
"2760",2012-10-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.023143995579872,0.029824267118942
"2761",2012-11-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",-0.00112708842865847,0.0198088726065093
"2762",2012-12-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0164398315588504,0.0128189129033547
"2763",2013-01-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",-0.000213414699502386,0.00503310947689652
"2764",2013-02-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0141073357338276,0.0101112508643919
"2765",2013-03-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.033585631278562,0.0158265174376291
"2766",2013-04-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.00239485841261298,0.0166959418083342
"2767",2013-05-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.00521025472966386,0.0137302481402796
"2768",2013-06-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0183132129914695,0.00863944204458211
"2769",2013-07-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0289204351453234,0.0174813009554856
"2770",2013-08-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0158878954746623,0.0210405145371518
"2771",2013-09-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0537257493771707,0.0328446933323855
"2772",2013-10-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",-0.0064565854546,0.021052353132411
"2773",2013-11-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0041651418888,0.0171447686037902
"2774",2013-12-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.018243556589,0.00531737100773333
"2775",2014-01-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.084760494211,0.0357230642296
"2776",2014-02-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.002358758856,0.035120936552
"2777",2014-03-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0100945480942,0.0324046003870667
"2778",2014-04-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0090550297779,0.00716944557603333
"2779",2014-05-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",-0.0002791967834,0.00629012702956667
"2780",2014-06-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",-0.0010442898427,0.0025771810506
"2781",2014-07-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",-0.002173595828,-0.00116569415136667
"2782",2014-08-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.0106185792152,0.00246689784816667
"2783",2014-09-01,"Large (Big 6)","Additional
DoD
Components","CARTER
 pre-IFT",0.000586875957100001,0.00301061978143333
"2784",2010-09-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.165830394169876,NA
"2785",2010-10-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.205941751363827,NA
"2786",2010-11-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0668852425723877,0.146219129368697
"2787",2010-12-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.184317013932018,0.152381335956078
"2788",2011-01-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.096792701888376,0.115998319464261
"2789",2011-02-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0965258840117499,0.125878533277381
"2790",2011-03-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.105537140337809,0.0996185754126451
"2791",2011-04-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.142985832144356,0.115016285497972
"2792",2011-05-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.155502387389845,0.134675119957337
"2793",2011-06-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.246355262389845,0.181614493974682
"2794",2011-07-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.101110392729752,0.167656014169814
"2795",2011-08-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.194185811026018,0.180550488715205
"2796",2011-09-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.507782108738984,0.267692770831585
"2797",2011-10-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0651521630831016,0.255706694282701
"2798",2011-11-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.139931461188343,0.237621911003476
"2799",2011-12-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.251471965811966,0.15218519669447
"2800",2012-01-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.126602285758418,0.172668570919576
"2801",2012-02-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.193084424086088,0.190386225218824
"2802",2012-03-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.210437209566471,0.176707973136992
"2803",2012-04-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.13520014193183,0.179573925194796
"2804",2012-05-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.127526334816188,0.157721228771496
"2805",2012-06-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.212577854639069,0.158434777129029
"2806",2012-07-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.191420126578107,0.177174772011121
"2807",2012-08-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.259713640799094,0.221237207338757
"2808",2012-09-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.494527302152199,0.3152203565098
"2809",2012-10-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0595977190092414,0.271279553986845
"2810",2012-11-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.097793391386209,0.217306137515883
"2811",2012-12-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.238977187414035,0.132122765936495
"2812",2013-01-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.192535244174165,0.176435274324803
"2813",2013-02-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.161300073957246,0.197604168515148
"2814",2013-03-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.103617385939982,0.152484234690464
"2815",2013-04-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0897082202699299,0.118208560055719
"2816",2013-05-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.170784742982533,0.121370116397481
"2817",2013-06-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.141476020028232,0.133989661093565
"2818",2013-07-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0735800181616736,0.128613593724146
"2819",2013-08-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.082427924373007,0.0991613208543042
"2820",2013-09-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0774640517005179,0.0778239980783995
"2821",2013-10-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0128850080878,0.057592328053775
"2822",2013-11-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0310187763051,0.0404559453644726
"2823",2013-12-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0444531404335,0.0294523082754667
"2824",2014-01-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0468381485725,0.0407700217703667
"2825",2014-02-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.085200097028,0.0588304620113333
"2826",2014-03-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0944165870395,0.0754849442133333
"2827",2014-04-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0619720831175,0.0805295890616667
"2828",2014-05-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.018475579815,0.058288083324
"2829",2014-06-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.04190444963,0.0407840375208333
"2830",2014-07-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0187874386673,0.0263891560374333
"2831",2014-08-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.0182079394676,0.0262999425883
"2832",2014-09-01,"Large (Big 6)","Additional
DoD
Components","Small Business
Task Force",0.086677835723,0.0412244046193
"2833",2013-04-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.0161420863245659,NA
"2834",2013-05-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.0721680209975627,NA
"2835",2013-06-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.0753989631742663,0.0545696901654649
"2836",2013-07-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.226399802322433,0.124655595498087
"2837",2013-08-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.158410734558241,0.15340316668498
"2838",2013-09-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.303051774661013,0.229287437180563
"2839",2013-10-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.0783542086815,0.179938905966918
"2840",2013-11-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.1053082331846,0.162238072175704
"2841",2013-12-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.2052513928487,0.129637944904933
"2842",2014-01-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.1611477120576,0.157235779363633
"2843",2014-02-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.1225117370478,0.162970280651367
"2844",2014-03-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.2268610737258,0.1701735076104
"2845",2014-04-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.2668580584058,0.205410289726467
"2846",2014-05-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.0822386384168,0.191985923516133
"2847",2014-06-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.1326981558537,0.160598284225433
"2848",2014-07-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.2017073583213,0.138881384197267
"2849",2014-08-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.1431662659714,0.159190593382133
"2850",2014-09-01,"Large (Big 6)","Additional
DoD
Components","BBP2",0.2092534380495,0.184709020780733
"2851",2007-07-01,"Medium","Army","YOUNG",0.738148618341003,NA
"2852",2007-08-01,"Medium","Army","YOUNG",2.21076884761477,NA
"2853",2007-09-01,"Medium","Army","YOUNG",4.57065245488832,2.50652330694803
"2854",2007-10-01,"Medium","Army","YOUNG",0.778746908112798,2.5200560702053
"2855",2007-11-01,"Medium","Army","YOUNG",1.04651504287419,2.1319714686251
"2856",2007-12-01,"Medium","Army","YOUNG",1.78086032261388,1.20204075786696
"2857",2008-01-01,"Medium","Army","YOUNG",0.988623233481562,1.27199953298988
"2858",2008-02-01,"Medium","Army","YOUNG",2.14646332343818,1.63864895984454
"2859",2008-03-01,"Medium","Army","YOUNG",2.54596937324295,1.89368531005423
"2860",2008-04-01,"Medium","Army","YOUNG",1.77827406073753,2.15690225247288
"2861",2008-05-01,"Medium","Army","YOUNG",1.86123539873102,2.0618262775705
"2862",2008-06-01,"Medium","Army","YOUNG",2.67885110969631,2.10612018972162
"2863",2008-07-01,"Medium","Army","YOUNG",2.58445823815618,2.37484824886117
"2864",2008-08-01,"Medium","Army","YOUNG",2.79247220403471,2.68526051729573
"2865",2008-09-01,"Medium","Army","YOUNG",8.37274148037961,4.58322397419017
"2866",2008-10-01,"Medium","Army","YOUNG",1.13916761281663,4.10146043241031
"2867",2008-11-01,"Medium","Army","YOUNG",1.59450752708378,3.70213887342667
"2868",2008-12-01,"Medium","Army","YOUNG",1.79704633994371,1.51024049328137
"2869",2009-01-01,"Medium","Army","YOUNG",2.12006845046547,1.83720743916432
"2870",2009-02-01,"Medium","Army","YOUNG",2.42468062936783,2.11393180659234
"2871",2009-03-01,"Medium","Army","YOUNG",2.82155364637367,2.45543424206899
"2872",2009-04-01,"Medium","Army","YOUNG",1.74346617442087,2.32990015005412
"2873",2009-05-01,"Medium","Army","YOUNG",0.45505995702533,1.67335992593996
"2874",2009-06-01,"Medium","Army","YOUNG",0.592398634141589,0.93030825519593
"2875",2009-07-01,"Medium","Army","YOUNG",0.685660950898463,0.577706514021794
"2876",2009-08-01,"Medium","Army","YOUNG",0.692496101948474,0.656851895662842
"2877",2009-09-01,"Medium","Army","YOUNG",1.58514435529335,0.987767136046763
"2878",2009-10-01,"Medium","Army","YOUNG",0.23084414783911,0.836161535026979
"2879",2009-11-01,"Medium","Army","YOUNG",0.367376415243902,0.727788306125455
"2880",2009-12-01,"Medium","Army","YOUNG",0.462174370100556,0.353464977727856
"2881",2010-01-01,"Medium","Army","YOUNG",0.376161771084724,0.401904185476394
"2882",2010-02-01,"Medium","Army","YOUNG",0.589352954514335,0.475896365233205
"2883",2010-03-01,"Medium","Army","YOUNG",0.434745600663243,0.466753442087434
"2884",2010-04-01,"Medium","Army","YOUNG",0.41726186182071,0.480453472332763
"2885",2010-05-01,"Medium","Army","YOUNG",0.216847550139067,0.356285004207674
"2886",2010-06-01,"Medium","Army","YOUNG",0.248325117597347,0.294144843185708
