"","SignedMonth","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ProductOrServiceArea","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"22",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Aircraft","Army","YOUNG",1.07373096459136,0.417724506842899
"23",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Aircraft","Army","YOUNG",0.114021499593496,0.406061458215661
"24",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Aircraft","Army","YOUNG",0.019214100427899,0.40232218820425
"25",2010-07-01,2010-09-30,"Q4",2010-09-30,3.75068493150685,"Aircraft","Army","YOUNG",0.0691008927043218,0.0674454975752389
"26",2010-09-01,2010-09-30,"Q4",2010-09-30,3.92054794520548,"Aircraft","Army","YOUNG",0.389830487826273,0.159381826986165
"27",2010-11-01,2010-12-31,"Q1",2011-09-30,4.08767123287671,"Aircraft","Army","YOUNG",0.0752316727549308,0.178054351095175
"28",2010-12-01,2010-12-31,"Q1",2011-09-30,4.16986301369863,"Aircraft","Army","YOUNG",0.430257240809903,0.298439800463702
"29",2011-01-01,2011-03-31,"Q2",2011-09-30,4.25479452054795,"Aircraft","Army","YOUNG",1.51275876961813,0.672749227727654
"30",2011-03-01,2011-03-31,"Q2",2011-09-30,4.41643835616438,"Aircraft","Army","YOUNG",0.764680343411666,0.902565451279899
"31",2011-04-01,2011-06-30,"Q3",2011-09-30,4.5013698630137,"Aircraft","Army","YOUNG",0.0643966039865715,0.780611905672122
"32",2011-05-01,2011-06-30,"Q3",2011-09-30,4.58356164383562,"Aircraft","Army","YOUNG",0.200324809410407,0.343133918936215
"33",2011-06-01,2011-06-30,"Q3",2011-09-30,4.66849315068493,"Aircraft","Army","YOUNG",0.244594860144775,0.169772091180585
"34",2011-07-01,2011-09-30,"Q4",2011-09-30,4.75068493150685,"Aircraft","Army","YOUNG",0.075550782070919,0.173490150542034
"35",2011-08-01,2011-09-30,"Q4",2011-09-30,4.83561643835616,"Aircraft","Army","YOUNG",0.316308588564834,0.212151410260176
"36",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Aircraft","Army","YOUNG",0.162632463890448,0.184830611508734
"37",2011-10-01,2011-12-31,"Q1",2012-09-30,5.0027397260274,"Aircraft","Army","YOUNG",0.0570745506641952,0.178671867706492
"38",2011-11-01,2011-12-31,"Q1",2012-09-30,5.08767123287671,"Aircraft","Army","YOUNG",0.00600492607352487,0.0752373135427227
"39",2012-03-01,2012-03-31,"Q2",2012-09-30,5.41917808219178,"Aircraft","Army","YOUNG",0.0045938187107404,0.0225577651494868
"40",2012-05-01,2012-06-30,"Q3",2012-09-30,5.58630136986301,"Aircraft","Army","YOUNG",0.0202400365667799,0.0102795937836817
"41",2012-07-01,2012-09-30,"Q4",2012-09-30,5.75342465753425,"Aircraft","Army","YOUNG",-0.150210482844197,-0.0417922091888923
"42",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Aircraft","Army","YOUNG",1.02192749832972,0.297319017350767
"43",2012-10-01,2012-12-31,"Q1",2013-09-30,6.00547945205479,"Aircraft","Army","YOUNG",-0.000210072835076673,0.290502314216815
"44",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Aircraft","Army","YOUNG",0.0668115466984196,0.36284299073102
"45",2012-12-01,2012-12-31,"Q1",2013-09-30,6.17260273972603,"Aircraft","Army","YOUNG",0.0376442742544938,0.0347485827059455
"46",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Aircraft","Army","YOUNG",0.343942063119723,0.149465961357545
"47",2013-02-01,2013-03-31,"Q2",2013-09-30,6.34246575342466,"Aircraft","Army","YOUNG",-0.000372852885142683,0.127071161496358
"48",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Aircraft","Army","YOUNG",0.339763953637151,0.227777721290577
"49",2013-03-01,2013-03-31,"Q2",2013-09-30,6.41917808219178,"Aircraft","Army","YOUNG",0.00354888274185031,0.114313327831286
"50",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Aircraft","Army","YOUNG",0.0928878803961897,0.145400238925064
"51",2013-05-01,2013-06-30,"Q3",2013-09-30,6.58630136986301,"Aircraft","Army","YOUNG",0.00587573474946684,0.0341041659625023
"52",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Aircraft","Army","YOUNG",0.188837262513531,0.0958669592197292
"53",2013-07-01,2013-09-30,"Q4",2013-09-30,6.75342465753425,"Aircraft","Army","YOUNG",-0.00109988937087438,0.0645377026307078
"54",2013-08-01,2013-09-30,"Q4",2013-09-30,6.83835616438356,"Aircraft","Army","YOUNG",0.038025426397583,0.0752542665134132
"55",2013-09-01,2013-09-30,"Q4",2013-09-30,6.92328767123288,"Aircraft","Army","YOUNG",-0.00340385702112319,0.0111738933351952
"56",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Aircraft","Army","YOUNG",0.0297608714805306,0.0214608136189968
"57",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Aircraft","Army","YOUNG",1.68608831437741,0.570815109612271
"58",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Aircraft","Army","YOUNG",0.128508549679076,0.614785911845671
"59",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Aircraft","Army","YOUNG",0.0644881379867351,0.626361667347739
"60",2010-06-01,2010-06-30,"Q3",2010-09-30,3.66849315068493,"Aircraft","Army","YOUNG",0.00718595922122379,0.0667275489623449
"61",2010-08-01,2010-09-30,"Q4",2010-09-30,3.83561643835616,"Aircraft","Army","YOUNG",0.14133724898374,0.0710037820638996
"62",2010-10-01,2010-12-31,"Q1",2011-09-30,4.0027397260274,"Aircraft","Army","YOUNG",0.0135908979332774,0.0540380353794137
"63",2011-02-01,2011-03-31,"Q2",2011-09-30,4.33972602739726,"Aircraft","Army","YOUNG",0.0493738250944188,0.0681006573371453
"64",2011-09-01,2011-09-30,"Q4",2011-09-30,4.92054794520548,"Aircraft","Army","YOUNG",0.303823620971465,0.122262781333054
"65",2012-02-01,2012-03-31,"Q2",2012-09-30,5.33972602739726,"Aircraft","Army","YOUNG",0.0431405601276902,0.132112668731191
"66",2012-04-01,2012-06-30,"Q3",2012-09-30,5.5041095890411,"Aircraft","Army","YOUNG",0.138080553918237,0.161681578339131
"67",2011-12-01,2011-12-31,"Q1",2012-09-30,5.16986301369863,"Aircraft","Army","YOUNG",0.442812009834209,0.208011041293379
"68",2012-06-01,2012-06-30,"Q3",2012-09-30,5.67123287671233,"Aircraft","Army","YOUNG",0.478491319328597,0.353127961027014
"69",2012-08-01,2012-09-30,"Q4",2012-09-30,5.83835616438356,"Aircraft","Army","YOUNG",0.0574592703532077,0.326254199838671
"70",2012-01-01,2012-03-31,"Q2",2012-09-30,5.25479452054795,"Aircraft","Army","YOUNG",0.699674546133251,0.411875045271685
"71",2012-09-01,2012-09-30,"Q4",2012-09-30,5.92328767123288,"Aircraft","Army","YOUNG",0.118483190711564,0.291872335732674
"72",2012-11-01,2012-12-31,"Q1",2013-09-30,6.09041095890411,"Aircraft","Army","YOUNG",0.00190738026302427,0.273355039035946
"73",2013-01-01,2013-03-31,"Q2",2013-09-30,6.25753424657534,"Aircraft","Army","YOUNG",0.00327014198253275,0.0412202376523737
"74",2013-11-01,2013-12-31,"Q1",2014-09-30,7.09041095890411,"Aircraft","Army","YOUNG",0.0001300148618,0.00176917903578567
"75",2014-01-01,2014-03-31,"Q2",2014-09-30,7.25753424657534,"Aircraft","Army","YOUNG",0.0100452154765,0.00448179077361092
"76",2013-04-01,2013-06-30,"Q3",2013-09-30,6.5041095890411,"Aircraft","Army","YOUNG",0.00168706043586879,0.00395409692472293
"77",2013-06-01,2013-06-30,"Q3",2013-09-30,6.67123287671233,"Aircraft","Army","YOUNG",0.00241559049436377,0.00471595546891085
"78",2014-04-01,2014-06-30,"Q3",2014-09-30,7.5041095890411,"Aircraft","Army","YOUNG",-0.0016276889991,0.000824987310377519
"79",2014-06-01,2014-06-30,"Q3",2014-09-30,7.67123287671233,"Aircraft","Army","YOUNG",-0.0016117521676,-0.000274616890778745
"80",2013-10-01,2013-12-31,"Q1",2014-09-30,7.00547945205479,"Aircraft","Army","YOUNG",0.0124145668916,0.00305837524163333
"81",2014-08-01,2014-09-30,"Q4",2014-09-30,7.83835616438356,"Aircraft","Army","YOUNG",0.0271609888114,0.0126546011784667
"82",2013-12-01,2013-12-31,"Q1",2014-09-30,7.17260273972603,"Aircraft","Army","YOUNG",0.000399261,0.013324938901
"83",2014-09-01,2014-09-30,"Q4",2014-09-30,7.92328767123288,"Aircraft","Army","YOUNG",-0.0027457249085,0.00827150830096667
"84",2014-02-01,2014-03-31,"Q2",2014-09-30,7.34246575342466,"Aircraft","Army","YOUNG",0.002553853561,6.91298841666667e-05
"85",2014-03-01,2014-03-31,"Q2",2014-09-30,7.41917808219178,"Aircraft","Army","YOUNG",0.0398000818105,0.013202736821
"86",2014-05-01,2014-06-30,"Q3",2014-09-30,7.58630136986301,"Aircraft","Army","YOUNG",0.010015984,0.0174566397905
"87",2014-07-01,2014-09-30,"Q4",2014-09-30,7.75342465753425,"Aircraft","Army","YOUNG",0.0015650089453,0.0171270249186
"88",2010-11-01,2010-12-31,"Q1",2011-09-30,0.0849315068493151,"Aircraft","Army","BBP1",0.0791695562631137,NA
"89",2010-12-01,2010-12-31,"Q1",2011-09-30,0.167123287671233,"Aircraft","Army","BBP1",0.159249703839698,NA
"90",2011-01-01,2011-03-31,"Q2",2011-09-30,0.252054794520548,"Aircraft","Army","BBP1",0.0580967206567352,0.0988386602531823
"91",2011-02-01,2011-03-31,"Q2",2011-09-30,0.336986301369863,"Aircraft","Army","BBP1",0.192602316040705,0.136649580179046
"92",2011-03-01,2011-03-31,"Q2",2011-09-30,0.413698630136986,"Aircraft","Army","BBP1",0.213867404699958,0.154855480465799
"93",2011-04-01,2011-06-30,"Q3",2011-09-30,0.498630136986301,"Aircraft","Army","BBP1",0.388275040851867,0.264914920530843
"94",2011-05-01,2011-06-30,"Q3",2011-09-30,0.580821917808219,"Aircraft","Army","BBP1",0.729746986991187,0.443963144181004
"95",2011-06-01,2011-06-30,"Q3",2011-09-30,0.665753424657534,"Aircraft","Army","BBP1",0.198019014708351,0.438680347517135
"96",2011-07-01,2011-09-30,"Q4",2011-09-30,0.747945205479452,"Aircraft","Army","BBP1",0.107033264288712,0.34493308866275
"97",2011-08-01,2011-09-30,"Q4",2011-09-30,0.832876712328767,"Aircraft","Army","BBP1",0.347445531829627,0.217499270275563
"98",2011-09-01,2011-09-30,"Q4",2011-09-30,0.917808219178082,"Aircraft","Army","BBP1",0.34057322263953,0.265017339585956
"99",2011-10-01,2011-12-31,"Q1",2012-07-30,1,"Aircraft","Army","BBP1",0.0846197113479559,0.257546155272371
"100",2011-11-01,2011-12-31,"Q1",2012-07-30,1.08493150684932,"Aircraft","Army","BBP1",0.0996250291422099,0.174939321043232
"101",2011-12-01,2011-12-31,"Q1",2012-07-30,1.16712328767123,"Aircraft","Army","BBP1",0.681543956173412,0.288596232221192
"102",2012-01-01,2012-03-31,"Q2",2012-07-30,1.25205479452055,"Aircraft","Army","BBP1",0.0389505614045927,0.273373182240071
"103",2012-02-01,2012-03-31,"Q2",2012-07-30,1.33698630136986,"Aircraft","Army","BBP1",0.112462699866131,0.277652405814712
"104",2012-03-01,2012-03-31,"Q2",2012-07-30,1.41643835616438,"Aircraft","Army","BBP1",0.311323454134487,0.154245571801737
"105",2012-04-01,2012-06-30,"Q3",2012-07-30,1.5013698630137,"Aircraft","Army","BBP1",0.304981546874678,0.242922566958432
"106",2012-05-01,2012-06-30,"Q3",2012-07-30,1.58356164383562,"Aircraft","Army","BBP1",0.124642798702502,0.246982599903889
"107",2012-06-01,2012-06-30,"Q3",2012-07-30,1.66849315068493,"Aircraft","Army","BBP1",3.1775131665328,1.20237917070333
"108",2012-07-01,2012-09-30,"Q4",2012-07-30,1.75068493150685,"Aircraft","Army","BBP1",0.926060505910823,1.40940549038204
"109",2012-08-01,2012-09-30,"Q4",2012-09-30,1.83561643835616,"Aircraft","Army","BBP1",0.0836023557718052,1.39572534273848
"110",2012-10-01,2012-12-31,"Q1",2013-09-30,2.0027397260274,"Aircraft","Army","BBP1",0.0608836166032294,0.356848826095286
"111",2012-11-01,2012-12-31,"Q1",2013-09-30,2.08767123287671,"Aircraft","Army","BBP1",0.934761973283335,0.359749315219457
"112",2012-12-01,2012-12-31,"Q1",2013-09-30,2.16986301369863,"Aircraft","Army","BBP1",0.682251372627399,0.559298987504655
"113",2013-01-01,2013-03-31,"Q2",2013-09-30,2.25479452054795,"Aircraft","Army","BBP1",0.0251839088900173,0.547399084933584
"114",2013-02-01,2013-03-31,"Q2",2013-09-30,2.33972602739726,"Aircraft","Army","BBP1",0.0314716926039403,0.246302324707119
"115",2013-03-01,2013-03-31,"Q2",2013-09-30,2.41643835616438,"Aircraft","Army","BBP1",0.079161856381436,0.0452724859584645
"116",2013-04-01,2013-06-30,"Q3",2013-09-30,2.5013698630137,"Aircraft","Army","BBP1",0.0525958155673809,0.0544097881842524
"117",2013-05-01,2013-06-30,"Q3",2013-09-30,2.58356164383562,"Aircraft","Army","BBP1",0.317905474125825,0.149887715358214
"118",2013-06-01,2013-06-30,"Q3",2013-09-30,2.66849315068493,"Aircraft","Army","BBP1",1.03727686735463,0.469259385682611
"119",2013-07-01,2013-09-30,"Q4",2013-09-30,2.75068493150685,"Aircraft","Army","BBP1",0.0566665988066416,0.470616313429031
"120",2013-08-01,2013-09-30,"Q4",2013-09-30,2.83561643835616,"Aircraft","Army","BBP1",0.0582333319609018,0.38405893270739
"121",2013-09-01,2013-09-30,"Q4",2013-09-30,2.92054794520548,"Aircraft","Army","BBP1",0.290399599689956,0.135099843485833
"122",2013-10-01,2013-12-31,"Q1",2014-09-30,3.0027397260274,"Aircraft","Army","BBP1",0.0210112828613,0.123214738170719
"123",2013-11-01,2013-12-31,"Q1",2014-09-30,3.08767123287671,"Aircraft","Army","BBP1",0.1568674408105,0.156092774453919
"124",2013-12-01,2013-12-31,"Q1",2014-09-30,3.16986301369863,"Aircraft","Army","BBP1",0.744914752255,0.307597825308933
"125",2014-01-01,2014-03-31,"Q2",2014-09-30,3.25479452054795,"Aircraft","Army","BBP1",0.566496447209,0.489426213424833
"126",2014-02-01,2014-03-31,"Q2",2014-09-30,3.33972602739726,"Aircraft","Army","BBP1",0.0514284874172,0.454279895627067
"127",2014-03-01,2014-03-31,"Q2",2014-09-30,3.41643835616438,"Aircraft","Army","BBP1",0.59986622503,0.405930386552067
"128",2014-04-01,2014-06-30,"Q3",2014-09-30,3.5013698630137,"Aircraft","Army","BBP1",0.0153591921405,0.2222179681959
"129",2014-05-01,2014-06-30,"Q3",2014-09-30,3.58356164383562,"Aircraft","Army","BBP1",0.1747311732061,0.263318863458867
"130",2014-06-01,2014-06-30,"Q3",2014-09-30,3.66849315068493,"Aircraft","Army","BBP1",0.4374032715951,0.209164545647233
"131",2014-07-01,2014-09-30,"Q4",2014-09-30,3.75068493150685,"Aircraft","Army","BBP1",0.0071112803521,0.206415241717767
"132",2014-08-01,2014-09-30,"Q4",2014-09-30,3.83561643835616,"Aircraft","Army","BBP1",0.0528468201644,0.1657871240372
"133",2014-09-01,2014-09-30,"Q4",2014-09-30,3.92054794520548,"Aircraft","Army","BBP1",0.2746004962061,0.111519532240867
"134",2012-09-01,2012-09-30,"Q4",2012-09-30,1.92054794520548,"Aircraft","Army","BBP1",0.586923264792503,0.304790193721001
"135",2012-08-01,2012-09-30,"Q4",2012-09-30,0.835616438356164,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.180862222819483,NA
"136",2012-09-01,2012-09-30,"Q4",2012-09-30,0.920547945205479,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.319810428792091,NA
"137",2012-10-01,2012-12-31,"Q1",2013-09-30,1.0027397260274,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.114603514323652,0.205092055311742
"138",2012-12-01,2012-12-31,"Q1",2013-09-30,1.16986301369863,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.310897606778613,0.248437183298119
"139",2013-01-01,2013-03-31,"Q2",2013-09-30,1.25479452054795,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.017084284286991,0.147528468463085
"140",2013-02-01,2013-03-31,"Q2",2013-09-30,1.33972602739726,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.0449996940419417,0.124327195035848
"141",2013-03-01,2013-03-31,"Q2",2013-09-30,1.41643835616438,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.0915011979894384,0.0511950587727904
"142",2013-05-01,2013-06-30,"Q3",2013-09-30,1.58356164383562,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.173762444211841,0.103421112081074
"143",2013-06-01,2013-06-30,"Q3",2013-09-30,1.66849315068493,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",1.4644112293008,0.576558290500694
"144",2013-07-01,2013-09-30,"Q4",2013-09-30,1.75068493150685,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.314076150525642,0.650749941346095
"145",2013-08-01,2013-09-30,"Q4",2013-09-30,1.83561643835616,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",1.0615548127845,0.946680730870316
"146",2013-09-01,2013-09-30,"Q4",2013-09-30,1.92054794520548,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.705677500516706,0.693769487942284
"147",2013-10-01,2013-12-31,"Q1",2014-09-18,2.0027397260274,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.0479282682052,0.605053527168803
"148",2013-11-01,2013-12-31,"Q1",2014-09-18,2.08767123287671,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.0693888617704,0.274331543497435
"149",2013-12-01,2013-12-31,"Q1",2014-09-18,2.16986301369863,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.7868921906659,0.3014031068805
"150",2014-01-01,2014-03-31,"Q2",2014-09-18,2.25479452054795,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.0897869150544,0.315355989163567
"151",2014-02-01,2014-03-31,"Q2",2014-09-18,2.33972602739726,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.0978491712165,0.324842758978933
"152",2014-03-01,2014-03-31,"Q2",2014-09-18,2.41643835616438,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.2307644487022,0.139466844991033
"153",2014-04-01,2014-06-30,"Q3",2014-09-18,2.5013698630137,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.3130480034666,0.2138872077951
"154",2014-05-01,2014-06-30,"Q3",2014-09-18,2.58356164383562,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.1071284392042,0.216980297124333
"155",2014-06-01,2014-06-30,"Q3",2014-09-18,2.66849315068493,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.2514784749185,0.223884972529767
"156",2014-07-01,2014-09-30,"Q4",2014-09-18,2.75068493150685,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.1792960406923,0.179300984938333
"157",2014-09-01,2014-09-30,"Q4",2014-09-18,2.92054794520548,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.1127877609526,0.181187425521133
"158",2012-07-01,2012-09-30,"Q4",2012-09-30,0.750684931506849,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.00355173891463289,0.098545180186511
"159",2012-11-01,2012-12-31,"Q1",2013-09-30,1.08767123287671,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.0444194452177313,0.0535863150283214
"160",2013-04-01,2013-06-30,"Q3",2013-09-30,1.5013698630137,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",0.122496332726211,0.0568225056195251
"161",2014-08-01,2014-09-30,"Q4",2014-09-18,2.83561643835616,"Aircraft","Army","Section 808
FY12 NDAA
Implem.",1.3491613869077,0.505359054950547
"162",2007-07-01,2007-09-30,"Q4",2007-09-30,0.747945205479452,"Aircraft","Navy","YOUNG",0.237759255146481,NA
"163",2007-09-01,2007-09-30,"Q4",2007-09-30,0.917808219178082,"Aircraft","Navy","YOUNG",0.303508358154675,NA
"164",2007-10-01,2007-12-31,"Q1",2008-09-30,1,"Aircraft","Navy","YOUNG",0.510759371106291,0.350675661469149
"165",2007-11-01,2007-12-31,"Q1",2008-09-30,1.08493150684932,"Aircraft","Navy","YOUNG",0.104920604240781,0.306396111167249
"166",2007-12-01,2007-12-31,"Q1",2008-09-30,1.16712328767123,"Aircraft","Navy","YOUNG",0.353376254577006,0.323018743308026
"167",2008-01-01,2008-03-31,"Q2",2008-09-30,1.25205479452055,"Aircraft","Navy","YOUNG",0.244385801822126,0.234227553546638
"168",2008-02-01,2008-03-31,"Q2",2008-09-30,1.33698630136986,"Aircraft","Navy","YOUNG",0.246870953893709,0.281544336764281
"169",2008-03-01,2008-03-31,"Q2",2008-09-30,1.41643835616438,"Aircraft","Navy","YOUNG",0.305942640422993,0.265733132046276
"170",2008-04-01,2008-06-30,"Q3",2008-09-30,1.5013698630137,"Aircraft","Navy","YOUNG",0.510783351670282,0.354532315328995
"171",2008-05-01,2008-06-30,"Q3",2008-09-30,1.58356164383562,"Aircraft","Navy","YOUNG",1.35610417909978,0.724276723731019
"172",2008-06-01,2008-06-30,"Q3",2008-09-30,1.66849315068493,"Aircraft","Navy","YOUNG",0.35741108845987,0.741432873076645
"173",2008-07-01,2008-09-30,"Q4",2008-09-30,1.75068493150685,"Aircraft","Navy","YOUNG",1.38370533886117,1.03240686880694
"174",2008-08-01,2008-09-30,"Q4",2008-09-30,1.83561643835616,"Aircraft","Navy","YOUNG",0.238720479652928,0.65994563565799
"175",2008-09-01,2008-09-30,"Q4",2008-09-30,1.92054794520548,"Aircraft","Navy","YOUNG",0.309425406572668,0.643950408362256
"176",2008-10-01,2008-12-31,"Q1",2009-04-26,2.0027397260274,"Aircraft","Navy","YOUNG",0.321066267904308,0.289737384709968
"177",2008-11-01,2008-12-31,"Q1",2009-04-26,2.08767123287671,"Aircraft","Navy","YOUNG",0.259434188428231,0.296641954301736
"178",2008-12-01,2008-12-31,"Q1",2009-04-26,2.16986301369863,"Aircraft","Navy","YOUNG",0.841055355672223,0.473851937334921
"179",2009-01-01,2009-03-31,"Q2",2009-04-26,2.25479452054795,"Aircraft","Navy","YOUNG",0.328037580212167,0.476175708104207
"180",2009-02-01,2009-03-31,"Q2",2009-04-26,2.33972602739726,"Aircraft","Navy","YOUNG",0.360230917633687,0.509774617839359
"181",2009-03-01,2009-03-31,"Q2",2009-04-26,2.41643835616438,"Aircraft","Navy","YOUNG",1.80670803132713,0.83165884305766
"182",2009-04-01,2009-06-30,"Q3",2009-04-26,2.5013698630137,"Aircraft","Navy","YOUNG",0.442096170870318,0.869678373277044
"183",2009-05-01,2009-06-30,"Q3",2009-09-30,2.58356164383562,"Aircraft","Navy","YOUNG",0.068806797705131,0.772536999967525
"184",2009-06-01,2009-06-30,"Q3",2009-09-30,2.66849315068493,"Aircraft","Navy","YOUNG",2.40687435442737,0.972592441000938
"185",2009-07-01,2009-09-30,"Q4",2009-09-30,2.75068493150685,"Aircraft","Navy","YOUNG",0.478896726001299,0.984859292711265
"186",2009-08-01,2009-09-30,"Q4",2009-09-30,2.83561643835616,"Aircraft","Navy","YOUNG",0.0674102078371942,0.984393762755286
"187",2009-09-01,2009-09-30,"Q4",2009-09-30,2.92054794520548,"Aircraft","Navy","YOUNG",0.244886579118857,0.263731170985783
"188",2009-10-01,2009-12-31,"Q1",2010-09-30,3.0027397260274,"Aircraft","Navy","YOUNG",0.0181459210419341,0.110147569332662
"189",2009-11-01,2009-12-31,"Q1",2010-09-30,3.08767123287671,"Aircraft","Navy","YOUNG",0.715396387066752,0.326142962409181
"190",2009-12-01,2009-12-31,"Q1",2010-09-30,3.16986301369863,"Aircraft","Navy","YOUNG",0.293529973652118,0.342357427253602
"191",2010-01-01,2010-03-31,"Q2",2010-09-30,3.25479452054795,"Aircraft","Navy","YOUNG",0.0880849737376979,0.365670444818856
"192",2010-02-01,2010-03-31,"Q2",2010-09-30,3.33972602739726,"Aircraft","Navy","YOUNG",0.102197557841249,0.161270835077022
"193",2010-03-01,2010-03-31,"Q2",2010-09-30,3.41643835616438,"Aircraft","Navy","YOUNG",0.103657104022251,0.0979798785337327
"194",2010-04-01,2010-06-30,"Q3",2010-09-30,3.5013698630137,"Aircraft","Navy","YOUNG",0.113591249753958,0.106481970539153
"195",2010-05-01,2010-06-30,"Q3",2010-09-30,3.58356164383562,"Aircraft","Navy","YOUNG",0.160455919865212,0.12590142454714
