"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ServicesCategory.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"1398",2011-03-31,"Q2",2011-09-30,2.33698630136986,"R&D","Army","CARTER
pre-BBP",0.121567434536299,0.157940479836341
"1399",2011-03-31,"Q2",2011-09-30,2.33698630136986,"R&D","Navy","CARTER
pre-BBP",0.151011190652539,0.130634553689327
"1400",2011-03-31,"Q2",2011-09-30,2.33698630136986,"R&D","Air Force","CARTER
pre-BBP",0.310732430119597,0.324787095240593
"1401",2011-03-31,"Q2",2011-09-30,2.33698630136986,"R&D","DLA","CARTER
pre-BBP",5.46978598405371e-05,0.00273557770317527
"1402",2011-03-31,"Q2",2011-09-30,2.33698630136986,"R&D","MDA","CARTER
pre-BBP",0.176200587305917,0.120854508434746
"1403",2011-03-31,"Q2",2011-09-30,2.33698630136986,"R&D","Additional DoD Components","CARTER
pre-BBP",0.300948321821234,0.130249164998601
"1404",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Services (Non-R&D)","Army","CARTER
pre-BBP",0.91467707682543,1.5261756502273
"1405",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Services (Non-R&D)","Navy","CARTER
pre-BBP",0.595584165967268,0.64119688004616
"1406",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Services (Non-R&D)","Air Force","CARTER
pre-BBP",0.266391412358372,0.537663545362988
"1407",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Services (Non-R&D)","DLA","CARTER
pre-BBP",0.0278191708140999,0.0193506658238915
"1408",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Services (Non-R&D)","MDA","CARTER
pre-BBP",0.00602777356273605,0.00999664625122395
"1409",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Services (Non-R&D)","MilitaryHealth","CARTER
pre-BBP",0.00266860365086026,0.0256314431319066
"1410",2011-03-31,"Q2",2011-09-30,2.33698630136986,"Services (Non-R&D)","Additional DoD Components","CARTER
pre-BBP",0.104442539603441,0.16954646373269
"1411",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Products (All)","Army","CARTER
pre-BBP",1.19940150505665,0.605111909746118
"1412",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Products (All)","Navy","CARTER
pre-BBP",0.564593331630298,0.539229218701916
"1413",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Products (All)","Air Force","CARTER
pre-BBP",0.317286369785984,0.334450212309414
"1414",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Products (All)","DLA","CARTER
pre-BBP",0.00937132229332774,0.0592175939536998
"1415",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Products (All)","MDA","CARTER
pre-BBP",0.0238211030004196,0.0119990646873689
"1416",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Products (All)","MilitaryHealth","CARTER
pre-BBP",9.00279584557281e-05,2.95896803748776e-05
"1417",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Products (All)","Additional DoD Components","CARTER
pre-BBP",0.0456845435060848,0.0415782512449294
"1418",2011-03-31,"Q2",2011-09-30,2.41369863013699,"R&D","Army","CARTER
pre-BBP",0.264192772786404,0.172715984983914
"1419",2011-03-31,"Q2",2011-09-30,2.41369863013699,"R&D","Navy","CARTER
pre-BBP",0.310800512106588,0.20250109155826
"1420",2011-03-31,"Q2",2011-09-30,2.41369863013699,"R&D","Air Force","CARTER
pre-BBP",0.507594469051616,0.383275134060708
"1421",2011-03-31,"Q2",2011-09-30,2.41369863013699,"R&D","DLA","CARTER
pre-BBP",0.00565563765211918,0.00345339131696741
"1422",2011-03-31,"Q2",2011-09-30,2.41369863013699,"R&D","MDA","CARTER
pre-BBP",0.10093733948804,0.132045257315708
"1423",2011-03-31,"Q2",2011-09-30,2.41369863013699,"R&D","Additional DoD Components","CARTER
pre-BBP",0.0992224850083928,0.143962502801091
"1424",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Services (Non-R&D)","Army","CARTER
pre-BBP",1.65731000135334,1.62330609882151
"1425",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Services (Non-R&D)","Navy","CARTER
pre-BBP",0.792221549758708,0.658353048255001
"1426",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Services (Non-R&D)","Air Force","CARTER
pre-BBP",0.502968735889635,0.520414029727934
"1427",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Services (Non-R&D)","DLA","CARTER
pre-BBP",0.0180986612358372,0.01844307689537
"1428",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Services (Non-R&D)","MDA","CARTER
pre-BBP",0.0161206508392782,0.0117288109071199
"1429",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Services (Non-R&D)","MilitaryHealth","CARTER
pre-BBP",0.240971805770038,0.0854789836515596
"1430",2011-03-31,"Q2",2011-09-30,2.41369863013699,"Services (Non-R&D)","Additional DoD Components","CARTER
pre-BBP",0.273466488428452,0.212911586452651
"1431",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Products (All)","Army","YOUNG",1.56782878336131,1.30716869685271
"1432",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Products (All)","Navy","YOUNG",4.28197170707092,3.36296520019583
"1433",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Products (All)","Air Force","YOUNG",0.24538229152329,0.141603406343545
"1434",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Products (All)","DLA","YOUNG",0.00639099261435166,0.0195492664148832
"1435",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Products (All)","MDA","YOUNG",0.0852157333193454,0.0391751181983494
"1436",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Products (All)","Additional DoD Components","YOUNG",0.0176587163029794,0.01131232263953
"1437",2011-03-31,"Q2",2011-09-30,4.25479452054795,"R&D","Army","YOUNG",0.0354617522031053,0.0518897378234718
"1438",2011-03-31,"Q2",2011-09-30,4.25479452054795,"R&D","Navy","YOUNG",0.154551524129249,0.132094284770597
"1439",2011-03-31,"Q2",2011-09-30,4.25479452054795,"R&D","Air Force","YOUNG",0.307494712809484,0.19695843004616
"1440",2011-03-31,"Q2",2011-09-30,4.25479452054795,"R&D","DLA","YOUNG",0.000157364666386907,7.92094737763863e-05
"1441",2011-03-31,"Q2",2011-09-30,4.25479452054795,"R&D","MDA","YOUNG",0.190603839750315,0.0909235733948804
"1442",2011-03-31,"Q2",2011-09-30,4.25479452054795,"R&D","Additional DoD Components","YOUNG",0.00547215626311372,0.00763413114071898
"1443",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Services (Non-R&D)","Army","YOUNG",1.06737439506924,0.770026322391244
"1444",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Services (Non-R&D)","Navy","YOUNG",0.377118782144356,0.401770254535599
"1445",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Services (Non-R&D)","Air Force","YOUNG",0.308017289676878,0.42841489195342
"1446",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Services (Non-R&D)","DLA","YOUNG",0.0170115932438103,0.0172572398866974
"1447",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Services (Non-R&D)","MDA","YOUNG",0.0230482889425094,0.0145771467617849
"1448",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.168640000367184,0.168941375863757
"1449",2011-03-31,"Q2",2011-09-30,4.25479452054795,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.117695322366765,0.102764845464401
"1450",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Products (All)","Army","YOUNG",0.330097944869912,0.888899782854245
"1451",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Products (All)","Navy","YOUNG",0.655897701563156,2.25086513307456
"1452",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Products (All)","Air Force","YOUNG",0.309466967362568,0.249990383910337
"1453",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Products (All)","DLA","YOUNG",0.000516767257658414,0.00445570156665268
"1454",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Products (All)","MDA","YOUNG",0.000631766680654637,0.0317738008812421
"1455",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Products (All)","Additional DoD Components","YOUNG",-0.000232516607217793,0.0094014105644146
"1456",2011-03-31,"Q2",2011-09-30,4.33972602739726,"R&D","Army","YOUNG",0.0791528720625262,0.0480117692404532
"1457",2011-03-31,"Q2",2011-09-30,4.33972602739726,"R&D","Navy","YOUNG",0.141021069827948,0.148501224436984
"1458",2011-03-31,"Q2",2011-09-30,4.33972602739726,"R&D","Air Force","YOUNG",0.136265660186739,0.205532130560218
"1459",2011-03-31,"Q2",2011-09-30,4.33972602739726,"R&D","DLA","YOUNG",0.000183955707091901,0.000159234361449154
"1460",2011-03-31,"Q2",2011-09-30,4.33972602739726,"R&D","MDA","YOUNG",0.0409396498006714,0.0986924344908379
"1461",2011-03-31,"Q2",2011-09-30,4.33972602739726,"R&D","Additional DoD Components","YOUNG",0.0208329722198909,0.0131115253776752
"1462",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Services (Non-R&D)","Army","YOUNG",0.457551109158624,0.762033448433347
"1463",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Services (Non-R&D)","Navy","YOUNG",0.266642052538817,0.379705222443698
"1464",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Services (Non-R&D)","Air Force","YOUNG",0.547520724937054,0.436835606805147
"1465",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Services (Non-R&D)","DLA","YOUNG",0.0141219297524129,0.0151154565009092
"1466",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Services (Non-R&D)","MDA","YOUNG",0.0101882899811162,0.0160349052210099
"1467",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.225576865589593,0.192434684760106
"1468",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.0931163623373898,0.102354053231221
"1469",2011-03-31,"Q2",2011-09-30,4.33972602739726,"Unlabeled","Army","YOUNG",0,0.00013800243902439
"1470",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Products (All)","Army","YOUNG",0.920907981924045,0.939611570051755
"1471",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Products (All)","Navy","YOUNG",0.319422770079731,1.75243072623794
"1472",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Products (All)","Air Force","YOUNG",0.0834820856903063,0.212777114858721
"1473",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Products (All)","DLA","YOUNG",0.00435458818715904,0.00375411601972304
"1474",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Products (All)","MDA","YOUNG",0.0234198478808225,0.0364224492936075
"1475",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Products (All)","MilitaryHealth","YOUNG",0,0
"1476",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Products (All)","Additional DoD Components","YOUNG",0.0129723125681914,0.0101328374213177
"1477",2011-03-31,"Q2",2011-09-30,4.41643835616438,"R&D","Army","YOUNG",0.0366658903063365,0.050426838190656
"1478",2011-03-31,"Q2",2011-09-30,4.41643835616438,"R&D","Navy","YOUNG",0.199097251699538,0.164889948552245
"1479",2011-03-31,"Q2",2011-09-30,4.41643835616438,"R&D","Air Force","YOUNG",0.193960207700378,0.212573526898867
"1480",2011-03-31,"Q2",2011-09-30,4.41643835616438,"R&D","DLA","YOUNG",0.00144861656525388,0.00059664564624423
"1481",2011-03-31,"Q2",2011-09-30,4.41643835616438,"R&D","MDA","YOUNG",0.087040667436005,0.106194718995664
"1482",2011-03-31,"Q2",2011-09-30,4.41643835616438,"R&D","Additional DoD Components","YOUNG",0.024078013690726,0.0167943807245769
"1483",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Services (Non-R&D)","Army","YOUNG",0.793049976636592,0.772658493621485
"1484",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Services (Non-R&D)","Navy","YOUNG",0.585894972765422,0.409885269149531
"1485",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Services (Non-R&D)","Air Force","YOUNG",0.314008509809064,0.389848841474332
"1486",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Services (Non-R&D)","DLA","YOUNG",0.018620806619807,0.0165847765386767
"1487",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Services (Non-R&D)","MDA","YOUNG",0.015357709882501,0.0161980962687089
"1488",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.203737436088963,0.199318100681914
"1489",2011-03-31,"Q2",2011-09-30,4.41643835616438,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.160179778703315,0.123663821135823
"1490",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Products (All)","Army","BBP1",2.02497577822073,2.33520297180375
"1491",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Products (All)","Navy","BBP1",1.03387303378095,1.34056848074206
"1492",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Products (All)","Air Force","BBP1",0.864072046170793,1.06184543706113
"1493",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Products (All)","DLA","BBP1",2.5170871119807,2.20312348959994
"1494",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Products (All)","MDA","BBP1",0.00852798814519513,0.0113714454399217
"1495",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Products (All)","MilitaryHealth","BBP1",0.000237466932438103,0.000238969838438943
"1496",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Products (All)","Additional DoD Components","BBP1",0.155671557595468,0.135202397272346
"1497",2011-06-30,"Q3",2011-09-30,0.498630136986301,"R&D","Army","BBP1",0.147425607364666,0.172456285655336
"1498",2011-06-30,"Q3",2011-09-30,0.498630136986301,"R&D","Navy","BBP1",0.10908177296475,0.141095938519373
"1499",2011-06-30,"Q3",2011-09-30,0.498630136986301,"R&D","Air Force","BBP1",0.214667906693244,0.208558575797314
"1500",2011-06-30,"Q3",2011-09-30,0.498630136986301,"R&D","DLA","BBP1",0.00205392009022241,0.00264506613862079
"1501",2011-06-30,"Q3",2011-09-30,0.498630136986301,"R&D","MDA","BBP1",0.00951957826269408,0.0459147296859701
"1502",2011-06-30,"Q3",2011-09-30,0.498630136986301,"R&D","Additional DoD Components","BBP1",0.0407116302979438,0.0582187682857742
"1503",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Services (Non-R&D)","Army","BBP1",3.0475166892992,2.35949819724437
"1504",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Services (Non-R&D)","Navy","BBP1",1.15239982966848,1.12558441066583
"1505",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Services (Non-R&D)","Air Force","BBP1",0.854727175083928,0.801712594474752
"1506",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Services (Non-R&D)","DLA","BBP1",0.0538448764372639,0.0470443837389845
"1507",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Services (Non-R&D)","MDA","BBP1",0.00907564516365925,0.0121670906665268
"1508",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Services (Non-R&D)","MilitaryHealth","BBP1",0.000368032480067142,0.0515676199503427
"1509",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Services (Non-R&D)","Additional DoD Components","BBP1",0.5254753319765,0.623458740491677
"1510",2011-06-30,"Q3",2011-09-30,0.498630136986301,"Unlabeled","Army","BBP1",-1.26731011330256e-06,NA
"1511",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Products (All)","Army","BBP1",2.68474389196391,2.58142449308295
"1512",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Products (All)","Navy","BBP1",1.54570923013009,1.59175925355994
"1513",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Products (All)","Air Force","BBP1",1.48642824721989,1.37346383387187
"1514",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Products (All)","DLA","BBP1",2.60890099275073,2.55435660887187
"1515",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Products (All)","MDA","BBP1",0.0181993534934956,0.0172282067911596
"1516",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Products (All)","MilitaryHealth","BBP1",0.000115345614771297,0.000263872128969087
"1517",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Products (All)","Additional DoD Components","BBP1",0.115660989509022,0.142375625381172
"1518",2011-06-30,"Q3",2011-09-30,0.580821917808219,"R&D","Army","BBP1",0.184659724863617,0.199716885469996
"1519",2011-06-30,"Q3",2011-09-30,0.580821917808219,"R&D","Navy","BBP1",0.136857824643307,0.14929943072108
"1520",2011-06-30,"Q3",2011-09-30,0.580821917808219,"R&D","Air Force","BBP1",0.26570726330256,0.267034052912995
"1521",2011-06-30,"Q3",2011-09-30,0.580821917808219,"R&D","DLA","BBP1",0.000157021611414184,0.00181451204014547
"1522",2011-06-30,"Q3",2011-09-30,0.580821917808219,"R&D","MDA","BBP1",0.0227663869072598,0.0465994516750594
"1523",2011-06-30,"Q3",2011-09-30,0.580821917808219,"R&D","Additional DoD Components","BBP1",0.0869651839907679,0.0646134332284236
"1524",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Services (Non-R&D)","Army","BBP1",2.76461085694503,2.7998118510456
"1525",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Services (Non-R&D)","Navy","BBP1",1.10810411361729,1.1674241687159
"1526",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Services (Non-R&D)","Air Force","BBP1",0.722329619880403,0.82975115680165
"1527",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Services (Non-R&D)","DLA","BBP1",0.0851117592635334,0.0563951262064624
"1528",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Services (Non-R&D)","MDA","BBP1",0.0238576290390264,0.0170484228458526
"1529",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Services (Non-R&D)","MilitaryHealth","BBP1",6.72275493075955e-06,0.0247078577388446
"1530",2011-06-30,"Q3",2011-09-30,0.580821917808219,"Services (Non-R&D)","Additional DoD Components","BBP1",0.530660811309274,0.546153414050916
"1531",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Products (All)","Army","BBP1",2.98212648784096,2.56394871934187
"1532",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Products (All)","Navy","BBP1",2.39077335858162,1.65678520749755
"1533",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Products (All)","Air Force","BBP1",1.36754720250734,1.23934916529934
"1534",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Products (All)","DLA","BBP1",3.07256042089803,2.73284950854315
"1535",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Products (All)","MDA","BBP1",0.0128553672576584,0.013194236298783
"1536",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Products (All)","MilitaryHealth","BBP1",0.000183931357532522,0.000178914634913974
"1537",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Products (All)","Additional DoD Components","BBP1",0.2726326417436,0.18132172961603
"1538",2011-06-30,"Q3",2011-09-30,0.665753424657534,"R&D","Army","BBP1",0.246306680014687,0.192797337414324
"1539",2011-06-30,"Q3",2011-09-30,0.665753424657534,"R&D","Navy","BBP1",0.229582265673521,0.158507287760526
"1540",2011-06-30,"Q3",2011-09-30,0.665753424657534,"R&D","Air Force","BBP1",0.439253072125472,0.306542747373759
"1541",2011-06-30,"Q3",2011-09-30,0.665753424657534,"R&D","DLA","BBP1",0.00120121695342006,0.00113738621835222
"1542",2011-06-30,"Q3",2011-09-30,0.665753424657534,"R&D","MDA","BBP1",0.0964395383969786,0.0429085011889775
"1543",2011-06-30,"Q3",2011-09-30,0.665753424657534,"R&D","Additional DoD Components","BBP1",0.114747218957197,0.0808080110819695
"1544",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Services (Non-R&D)","Army","BBP1",4.15949619908728,3.32387458177717
"1545",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Services (Non-R&D)","Navy","BBP1",2.62244437087705,1.62764943805427
"1546",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Services (Non-R&D)","Air Force","BBP1",1.03331123657155,0.870122677178626
"1547",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Services (Non-R&D)","DLA","BBP1",0.0442929656315569,0.0610832004441181
"1548",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Services (Non-R&D)","MDA","BBP1",0.06297641652329,0.0319698969086585
"1549",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Services (Non-R&D)","MilitaryHealth","BBP1",0.0896904190621066,0.0300217247657015
"1550",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Services (Non-R&D)","Additional DoD Components","BBP1",0.816974984148133,0.624370375811302
"1551",2011-06-30,"Q3",2011-09-30,0.665753424657534,"Unlabeled","Army","BBP1",-3.03451531682753e-06,-7.50675968666946e-06
"1552",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Products (All)","Army","CARTER
pre-BBP",0.206572905234998,0.590709853913135
"1553",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Products (All)","Navy","CARTER
pre-BBP",0.454781320751154,0.645544819768499
"1554",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Products (All)","Air Force","CARTER
pre-BBP",0.123403871086865,0.265288093306756
"1555",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Products (All)","DLA","CARTER
pre-BBP",0.0320213796265212,0.0173521058469716
"1556",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Products (All)","MDA","CARTER
pre-BBP",0.000666382710868653,0.010949159455868
"1557",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Products (All)","MilitaryHealth","CARTER
pre-BBP",-2.21182438103231e-05,2.22169324381032e-05
"1558",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Products (All)","Additional DoD Components","CARTER
pre-BBP",0.0203894699853126,0.0272676674185201
"1559",2011-06-30,"Q3",2011-09-30,2.4986301369863,"R&D","Army","CARTER
pre-BBP",0.295415571873689,0.227058593065464
"1560",2011-06-30,"Q3",2011-09-30,2.4986301369863,"R&D","Navy","CARTER
pre-BBP",0.2250244458141,0.228945382857742
"1561",2011-06-30,"Q3",2011-09-30,2.4986301369863,"R&D","Air Force","CARTER
pre-BBP",0.338435786854805,0.385587562008673
"1562",2011-06-30,"Q3",2011-09-30,2.4986301369863,"R&D","DLA","CARTER
pre-BBP",0.000142637389844734,0.00195099096726815
"1563",2011-06-30,"Q3",2011-09-30,2.4986301369863,"R&D","MDA","CARTER
pre-BBP",0.0802998842740243,0.119145937022661
"1564",2011-06-30,"Q3",2011-09-30,2.4986301369863,"R&D","Additional DoD Components","CARTER
pre-BBP",0.00761029488040285,0.135927033903343
"1565",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Services (Non-R&D)","Army","CARTER
pre-BBP",1.38094958795636,1.31764555537837
"1566",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Services (Non-R&D)","Navy","CARTER
pre-BBP",0.515025197796895,0.63427697117429
"1567",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Services (Non-R&D)","Air Force","CARTER
pre-BBP",0.694119734578263,0.487826627608756
"1568",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Services (Non-R&D)","DLA","CARTER
pre-BBP",0.0266161030528745,0.0241779783676039
"1569",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Services (Non-R&D)","MDA","CARTER
pre-BBP",0.00716505121695342,0.00977115853965589
"1570",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Services (Non-R&D)","MilitaryHealth","CARTER
pre-BBP",0.00640259116659673,0.0833476668624982
"1571",2011-06-30,"Q3",2011-09-30,2.4986301369863,"Services (Non-R&D)","Additional DoD Components","CARTER
pre-BBP",0.247560217635334,0.208489748555742
"1572",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Products (All)","Army","CARTER
pre-BBP",0.407882965600084,0.604619125297244
"1573",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Products (All)","Navy","CARTER
pre-BBP",1.47498399012799,0.831452880836481
"1574",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Products (All)","Air Force","CARTER
pre-BBP",0.0964913336970206,0.179060524856623
"1575",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Products (All)","DLA","CARTER
pre-BBP",0.0282958673835501,0.023229523101133
"1576",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Products (All)","MDA","CARTER
pre-BBP",1.64498531263114e-05,0.00816797852147153
"1577",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Products (All)","Additional DoD Components","CARTER
pre-BBP",0.0683530279060008,0.0448090137991327
"1578",2011-06-30,"Q3",2011-09-30,2.58082191780822,"R&D","Army","CARTER
pre-BBP",0.182532915684012,0.247380420114701
"1579",2011-06-30,"Q3",2011-09-30,2.58082191780822,"R&D","Navy","CARTER
pre-BBP",0.277620245719681,0.271148401213456
"1580",2011-06-30,"Q3",2011-09-30,2.58082191780822,"R&D","Air Force","CARTER
pre-BBP",0.324011340946286,0.390013865617569
"1581",2011-06-30,"Q3",2011-09-30,2.58082191780822,"R&D","DLA","CARTER
pre-BBP",0,0.0019327583473213
"1582",2011-06-30,"Q3",2011-09-30,2.58082191780822,"R&D","MDA","CARTER
pre-BBP",0.181092439152329,0.120776554304798
"1583",2011-06-30,"Q3",2011-09-30,2.58082191780822,"R&D","Additional DoD Components","CARTER
pre-BBP",0.0642079036193873,0.0570135611693943
"1584",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Services (Non-R&D)","Army","CARTER
pre-BBP",1.41106961187579,1.48310973372849
"1585",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Services (Non-R&D)","Navy","CARTER
pre-BBP",0.570171631399496,0.625806126318366
"1586",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Services (Non-R&D)","Air Force","CARTER
pre-BBP",0.305171847629039,0.500753439365645
"1587",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Services (Non-R&D)","DLA","CARTER
pre-BBP",0.0153499571758288,0.0200215738215135
"1588",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Services (Non-R&D)","MDA","CARTER
pre-BBP",0.00921497372010071,0.0108335585921108
"1589",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Services (Non-R&D)","MilitaryHealth","CARTER
pre-BBP",0.490905715684012,0.246093370873549
"1590",2011-06-30,"Q3",2011-09-30,2.58082191780822,"Services (Non-R&D)","Additional DoD Components","CARTER
pre-BBP",0.195199703294167,0.238742136452651
"1591",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Products (All)","Army","CARTER
pre-BBP",0.673176497838859,0.42921078955798
"1592",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Products (All)","Navy","CARTER
pre-BBP",1.14771537076164,1.02582689388026
"1593",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Products (All)","Air Force","CARTER
pre-BBP",0.382550778231221,0.200815327671702
"1594",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Products (All)","DLA","CARTER
pre-BBP",0.12552205236047,0.0619464331235138
"1595",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Products (All)","MDA","CARTER
pre-BBP",0.00315435669324381,0.00127906308574626
"1596",2011-06-30,"Q3",2011-09-30,2.66575342465753,"Products (All)","Additional DoD Components","CARTER
pre-BBP",0.0133346038606798,0.0340257005839978
"1597",2011-06-30,"Q3",2011-09-30,2.66575342465753,"R&D","Army","CARTER
pre-BBP",0.3275307736047,0.268493087054133
"1598",2011-06-30,"Q3",2011-09-30,2.66575342465753,"R&D","Navy","CARTER
pre-BBP",0.213085722545111,0.238576804692964
