"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ServicesCategory.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"3178",2013-06-30,"Q3",2013-09-30,2.5013698630137,"R&D","Army","BBP1",0.112921884109983,0.129999832234488
"3179",2013-06-30,"Q3",2013-09-30,2.5013698630137,"R&D","Navy","BBP1",0.0663082952052402,0.125734501232897
"3180",2013-06-30,"Q3",2013-09-30,2.5013698630137,"R&D","Air Force","BBP1",0.0665211556782776,0.0860915020904167
"3181",2013-06-30,"Q3",2013-09-30,2.5013698630137,"R&D","MDA","BBP1",0.0850578237344369,0.0573453705790596
"3182",2013-06-30,"Q3",2013-09-30,2.5013698630137,"R&D","Additional DoD Components","BBP1",0.0417892586838631,0.0245653897466233
"3183",2013-06-30,"Q3",2013-09-30,2.5013698630137,"Services (Non-R&D)","Army","BBP1",0.736727607885854,0.729429314213771
"3184",2013-06-30,"Q3",2013-09-30,2.5013698630137,"Services (Non-R&D)","Navy","BBP1",0.345304006014827,0.378424429100809
"3185",2013-06-30,"Q3",2013-09-30,2.5013698630137,"Services (Non-R&D)","Air Force","BBP1",0.261127223658881,0.324589103984293
"3186",2013-06-30,"Q3",2013-09-30,2.5013698630137,"Services (Non-R&D)","DLA","BBP1",0.012847648699807,0.0140099728446566
"3187",2013-06-30,"Q3",2013-09-30,2.5013698630137,"Services (Non-R&D)","MDA","BBP1",0.0232197788393419,0.0179352689586676
"3188",2013-06-30,"Q3",2013-09-30,2.5013698630137,"Services (Non-R&D)","MilitaryHealth","BBP1",0.313005487040825,0.281584508185877
"3189",2013-06-30,"Q3",2013-09-30,2.5013698630137,"Services (Non-R&D)","Additional DoD Components","BBP1",0.184307998564233,0.165269847072679
"3190",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Products (All)","Army","BBP1",0.78246477015426,0.540483958421042
"3191",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Products (All)","Navy","BBP1",0.479505861825226,0.955910383672828
"3192",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Products (All)","Air Force","BBP1",2.02172604044694,0.959183945275718
"3193",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Products (All)","DLA","BBP1",0.495282155030365,0.166668682110897
"3194",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Products (All)","MDA","BBP1",0.0410792745170103,0.0253728411601842
"3195",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Products (All)","MilitaryHealth","BBP1",0.000339860140144206,0.000536984459937037
"3196",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Products (All)","Additional DoD Components","BBP1",0.0646712994448055,0.00736215289523036
"3197",2013-06-30,"Q3",2013-09-30,2.58356164383562,"R&D","Army","BBP1",0.123968852138316,0.144974695363021
"3198",2013-06-30,"Q3",2013-09-30,2.58356164383562,"R&D","Navy","BBP1",0.0986968637666294,0.129652086003351
"3199",2013-06-30,"Q3",2013-09-30,2.58356164383562,"R&D","Air Force","BBP1",0.074604011232355,0.0757450835685657
"3200",2013-06-30,"Q3",2013-09-30,2.58356164383562,"R&D","DLA","BBP1",0,0.000192415086253004
"3201",2013-06-30,"Q3",2013-09-30,2.58356164383562,"R&D","MDA","BBP1",0.262548399374733,0.128398875487052
"3202",2013-06-30,"Q3",2013-09-30,2.58356164383562,"R&D","Additional DoD Components","BBP1",0.0524297495303138,0.0380725674809587
"3203",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Services (Non-R&D)","Army","BBP1",1.04678442399309,0.834750877218848
"3204",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Services (Non-R&D)","Navy","BBP1",0.385693315277445,0.390921996535933
"3205",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Services (Non-R&D)","Air Force","BBP1",0.292513584494567,0.318389279377035
"3206",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Services (Non-R&D)","DLA","BBP1",0.00465555432121458,0.010424156806337
"3207",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Services (Non-R&D)","MDA","BBP1",0.0699612456867066,0.0338660403406791
"3208",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Services (Non-R&D)","MilitaryHealth","BBP1",0.248273628850513,0.364018355781626
"3209",2013-06-30,"Q3",2013-09-30,2.58356164383562,"Services (Non-R&D)","Additional DoD Components","BBP1",0.226916707828069,0.181855314195356
"3210",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Products (All)","Army","BBP1",1.24371090443902,0.883074807594563
"3211",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Products (All)","Navy","BBP1",0.909252953861684,0.649196888058224
"3212",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Products (All)","Air Force","BBP1",0.279559998200162,0.952656835368369
"3213",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Products (All)","DLA","BBP1",0.0392610271795471,0.177512834244271
"3214",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Products (All)","MDA","BBP1",0.02018343835686,0.0290226817707593
"3215",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Products (All)","MilitaryHealth","BBP1",0.0017226692706408,0.000713130873667107
"3216",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Products (All)","Additional DoD Components","BBP1",0.0280413109205849,0.0332656746776345
"3217",2013-06-30,"Q3",2013-09-30,2.66849315068493,"R&D","Army","BBP1",0.0926477256913781,0.109846153979892
"3218",2013-06-30,"Q3",2013-09-30,2.66849315068493,"R&D","Navy","BBP1",0.105478828293795,0.0901613290885549
"3219",2013-06-30,"Q3",2013-09-30,2.66849315068493,"R&D","Air Force","BBP1",0.124071099285569,0.088398755398734
"3220",2013-06-30,"Q3",2013-09-30,2.66849315068493,"R&D","DLA","BBP1",0.000385904336346095,0.000253887383230087
"3221",2013-06-30,"Q3",2013-09-30,2.66849315068493,"R&D","MDA","BBP1",0.118923154704479,0.15550979260455
"3222",2013-06-30,"Q3",2013-09-30,2.66849315068493,"R&D","Additional DoD Components","BBP1",0.0786966573505636,0.0576385551882468
"3223",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Services (Non-R&D)","Army","BBP1",0.936719180822789,0.906743737567246
"3224",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Services (Non-R&D)","Navy","BBP1",0.383465514521174,0.371487611937815
"3225",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Services (Non-R&D)","Air Force","BBP1",0.294758771791409,0.282799859981619
"3226",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Services (Non-R&D)","DLA","BBP1",0.00820276862445415,0.00856865721515859
"3227",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Services (Non-R&D)","MDA","BBP1",0.0277086826233371,0.0402965690497952
"3228",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Services (Non-R&D)","MilitaryHealth","BBP1",1.01977034402833,0.52701648663989
"3229",2013-06-30,"Q3",2013-09-30,2.66849315068493,"Services (Non-R&D)","Additional DoD Components","BBP1",0.267710482224231,0.226311729538844
"3230",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Products (All)","Army","CARTER
pre-BBP",0.138223454805626,0.133129158540029
"3231",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Products (All)","Navy","CARTER
pre-BBP",0.425285093276125,0.252994587754443
"3232",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Products (All)","Air Force","CARTER
pre-BBP",0.00722930748928608,0.035950045513659
"3233",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Products (All)","DLA","CARTER
pre-BBP",-0.00174029163714837,-0.000682877933651535
"3234",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Products (All)","MDA","CARTER
pre-BBP",0.00218146846755357,0.00328179931072069
"3235",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Products (All)","MilitaryHealth","CARTER
pre-BBP",-2.61704072306286e-06,2.39317084729698e-05
"3236",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Products (All)","Additional DoD Components","CARTER
pre-BBP",-0.00264403962943028,-0.00272758495294675
"3237",2013-06-30,"Q3",2013-09-30,4.5013698630137,"R&D","Army","CARTER
pre-BBP",0.0318103682098101,0.0363242552797806
"3238",2013-06-30,"Q3",2013-09-30,4.5013698630137,"R&D","Navy","CARTER
pre-BBP",0.019216727134051,0.0628878668540672
"3239",2013-06-30,"Q3",2013-09-30,4.5013698630137,"R&D","Air Force","CARTER
pre-BBP",0.0510687195733726,0.0517969029674351
"3240",2013-06-30,"Q3",2013-09-30,4.5013698630137,"R&D","MDA","CARTER
pre-BBP",0.0643817390766731,0.0326058309954978
"3241",2013-06-30,"Q3",2013-09-30,4.5013698630137,"R&D","Additional DoD Components","CARTER
pre-BBP",0.00522335475708338,0.0154634423024271
"3242",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Services (Non-R&D)","Army","CARTER
pre-BBP",0.308657692769371,0.696423741675976
"3243",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Services (Non-R&D)","Navy","CARTER
pre-BBP",0.180543922748858,0.211146678831184
"3244",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Services (Non-R&D)","Air Force","CARTER
pre-BBP",0.0973527220237636,0.0770397056629769
"3245",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Services (Non-R&D)","DLA","CARTER
pre-BBP",0.0116603738448258,0.00938837317798991
"3246",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Services (Non-R&D)","MDA","CARTER
pre-BBP",0.000875452295115264,0.00114791378832809
"3247",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Services (Non-R&D)","MilitaryHealth","CARTER
pre-BBP",0.256581036057276,0.165897511647439
"3248",2013-06-30,"Q3",2013-09-30,4.5013698630137,"Services (Non-R&D)","Additional DoD Components","CARTER
pre-BBP",0.0523623105039098,0.10522928644247
"3249",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Products (All)","Army","CARTER
pre-BBP",0.0871854367396161,0.140699300527843
"3250",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Products (All)","Navy","CARTER
pre-BBP",0.143072717567686,0.255465749963339
"3251",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Products (All)","Air Force","CARTER
pre-BBP",0.112324131442978,0.049784439370265
"3252",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Products (All)","DLA","CARTER
pre-BBP",-0.0756359401931553,-0.0259427034580414
"3253",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Products (All)","MDA","CARTER
pre-BBP",0.00357927515994719,0.00260142725364747
"3254",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Products (All)","MilitaryHealth","CARTER
pre-BBP",2.29943843810298e-05,3.15965032666464e-05
"3255",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Products (All)","Additional DoD Components","CARTER
pre-BBP",-0.00256710971453234,-0.00286483952598084
"3256",2013-06-30,"Q3",2013-09-30,4.58356164383562,"R&D","Army","CARTER
pre-BBP",0.0245325546523814,0.0369381296829491
"3257",2013-06-30,"Q3",2013-09-30,4.58356164383562,"R&D","Navy","CARTER
pre-BBP",0.086017860422159,0.0751456727999052
"3258",2013-06-30,"Q3",2013-09-30,4.58356164383562,"R&D","Air Force","CARTER
pre-BBP",0.064249288988626,0.0578465858228902
"3259",2013-06-30,"Q3",2013-09-30,4.58356164383562,"R&D","MDA","CARTER
pre-BBP",0.162012355761958,0.0812099937587082
"3260",2013-06-30,"Q3",2013-09-30,4.58356164383562,"R&D","Additional DoD Components","CARTER
pre-BBP",0.00936654155255408,0.0172120926026201
"3261",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Services (Non-R&D)","Army","CARTER
pre-BBP",0.464102920095867,0.550552476310958
"3262",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Services (Non-R&D)","Navy","CARTER
pre-BBP",0.226984760618462,0.216828200908297
"3263",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Services (Non-R&D)","Air Force","CARTER
pre-BBP",0.143416850059917,0.108812635664297
"3264",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Services (Non-R&D)","DLA","CARTER
pre-BBP",0.0236662678322332,0.0150166348490572
"3265",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Services (Non-R&D)","MDA","CARTER
pre-BBP",0.00168487001289733,0.00101061856257405
"3266",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Services (Non-R&D)","MilitaryHealth","CARTER
pre-BBP",0.114418607241596,0.204032814633391
"3267",2013-06-30,"Q3",2013-09-30,4.58356164383562,"Services (Non-R&D)","Additional DoD Components","CARTER
pre-BBP",0.0906573966315629,0.0907632632365864
"3268",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Products (All)","Army","CARTER
pre-BBP",0.104336890811008,0.109915260785417
"3269",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Products (All)","Navy","CARTER
pre-BBP",0.230868131189296,0.266408647344369
"3270",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Products (All)","Air Force","CARTER
pre-BBP",0.0594230250907891,0.0596588213410176
"3271",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Products (All)","DLA","CARTER
pre-BBP",-0.00263185507616533,-0.0266693623021563
"3272",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Products (All)","MDA","CARTER
pre-BBP",0.00253213615192444,0.0027642932598084
"3273",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Products (All)","MilitaryHealth","CARTER
pre-BBP",0.000291122727734335,0.000103833357130767
"3274",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Products (All)","Additional DoD Components","CARTER
pre-BBP",5.15161206458819e-06,-0.00173533257729935
"3275",2013-06-30,"Q3",2013-09-30,4.66849315068493,"R&D","Army","CARTER
pre-BBP",0.103842075715954,0.0533949995260485
"3276",2013-06-30,"Q3",2013-09-30,4.66849315068493,"R&D","Navy","CARTER
pre-BBP",0.0481140852561186,0.0511162242707762
"3277",2013-06-30,"Q3",2013-09-30,4.66849315068493,"R&D","Air Force","CARTER
pre-BBP",0.168348561892353,0.0945555234847839
"3278",2013-06-30,"Q3",2013-09-30,4.66849315068493,"R&D","DLA","CARTER
pre-BBP",1.11709149994922e-07,2.93411619782675e-05
"3279",2013-06-30,"Q3",2013-09-30,4.66849315068493,"R&D","MDA","CARTER
pre-BBP",0.0715271828983447,0.0993070925789919
"3280",2013-06-30,"Q3",2013-09-30,4.66849315068493,"R&D","Additional DoD Components","CARTER
pre-BBP",0.0113862321735554,0.00865870949439762
"3281",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Services (Non-R&D)","Army","CARTER
pre-BBP",0.419081520103382,0.39728071098954
"3282",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Services (Non-R&D)","Navy","CARTER
pre-BBP",0.241998481659693,0.216509055009004
"3283",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Services (Non-R&D)","Air Force","CARTER
pre-BBP",0.198605296626688,0.146458289570123
"3284",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Services (Non-R&D)","DLA","CARTER
pre-BBP",0.00683855878460445,0.0140550668205545
"3285",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Services (Non-R&D)","MDA","CARTER
pre-BBP",0.000409982418503097,0.00099010157550523
"3286",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Services (Non-R&D)","MilitaryHealth","CARTER
pre-BBP",0.526247550459531,0.299082397919468
"3287",2013-06-30,"Q3",2013-09-30,4.66849315068493,"Services (Non-R&D)","Additional DoD Components","CARTER
pre-BBP",0.124491212673708,0.0891703066030601
"3288",2013-06-30,"Q3",2013-09-30,6.5041095890411,"Products (All)","Army","YOUNG",0.0434771276047527,0.0200183713051691
"3289",2013-06-30,"Q3",2013-09-30,6.5041095890411,"Products (All)","Navy","YOUNG",0.086626415994313,0.0676178860161132
"3290",2013-06-30,"Q3",2013-09-30,6.5041095890411,"Products (All)","Air Force","YOUNG",0.000660287943536102,0.0315353394973088
"3291",2013-06-30,"Q3",2013-09-30,6.5041095890411,"Products (All)","DLA","YOUNG",-0.000649162208997664,-9.56329105311264e-06
"3292",2013-06-30,"Q3",2013-09-30,6.5041095890411,"Products (All)","MDA","YOUNG",0.0100155834264243,0.00642282105548221
"3293",2013-06-30,"Q3",2013-09-30,6.5041095890411,"Products (All)","Additional DoD Components","YOUNG",-0.00259998873372601,7.64359921465083e-05
"3294",2013-06-30,"Q3",2013-09-30,6.5041095890411,"R&D","Army","YOUNG",0.0211295494606479,0.0164521814033716
"3295",2013-06-30,"Q3",2013-09-30,6.5041095890411,"R&D","Navy","YOUNG",0.0651483225651467,0.035761579291087
"3296",2013-06-30,"Q3",2013-09-30,6.5041095890411,"R&D","Air Force","YOUNG",0.117879259984868,0.0948236106239464
"3297",2013-06-30,"Q3",2013-09-30,6.5041095890411,"R&D","DLA","YOUNG",7.61521275515385e-05,0.000200395044175891
"3298",2013-06-30,"Q3",2013-09-30,6.5041095890411,"R&D","MDA","YOUNG",0.000447529633695542,0.000938604048407298
"3299",2013-06-30,"Q3",2013-09-30,6.5041095890411,"R&D","Additional DoD Components","YOUNG",0.000873117349751193,0.000589185144307911
"3300",2013-06-30,"Q3",2013-09-30,6.5041095890411,"Services (Non-R&D)","Army","YOUNG",0.0268649548541688,0.0934569449602925
"3301",2013-06-30,"Q3",2013-09-30,6.5041095890411,"Services (Non-R&D)","Navy","YOUNG",0.101377187127552,0.112442481776582
"3302",2013-06-30,"Q3",2013-09-30,6.5041095890411,"Services (Non-R&D)","Air Force","YOUNG",0.277943939683558,0.100774742386615
"3303",2013-06-30,"Q3",2013-09-30,6.5041095890411,"Services (Non-R&D)","DLA","YOUNG",0.0257696439595816,0.0149387761585254
"3304",2013-06-30,"Q3",2013-09-30,6.5041095890411,"Services (Non-R&D)","MDA","YOUNG",-6.53775261500965e-05,1.98351707795945e-06
"3305",2013-06-30,"Q3",2013-09-30,6.5041095890411,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.0677276129785721,0.0976908158220778
"3306",2013-06-30,"Q3",2013-09-30,6.5041095890411,"Services (Non-R&D)","Additional DoD Components","YOUNG",-0.0135484425331573,0.00286681567001794
"3307",2013-06-30,"Q3",2013-09-30,6.58630136986301,"Products (All)","Army","YOUNG",0.0204361809753224,0.0235185115397583
"3308",2013-06-30,"Q3",2013-09-30,6.58630136986301,"Products (All)","Navy","YOUNG",0.69019512750848,0.287690693193731
"3309",2013-06-30,"Q3",2013-09-30,6.58630136986301,"Products (All)","Air Force","YOUNG",0.0137587855860668,0.00899719169530483
"3310",2013-06-30,"Q3",2013-09-30,6.58630136986301,"Products (All)","DLA","YOUNG",-4.51199116482178e-05,4.83326071900071e-05
"3311",2013-06-30,"Q3",2013-09-30,6.58630136986301,"Products (All)","MDA","YOUNG",0.0147791215598659,0.0113491949087709
"3312",2013-06-30,"Q3",2013-09-30,6.58630136986301,"Products (All)","Additional DoD Components","YOUNG",8.75404409464808e-05,0.00135721934433499
"3313",2013-06-30,"Q3",2013-09-30,6.58630136986301,"R&D","Army","YOUNG",0.0193344065787549,0.0173173277227582
"3314",2013-06-30,"Q3",2013-09-30,6.58630136986301,"R&D","Navy","YOUNG",0.187014288509191,0.087834816302224
"3315",2013-06-30,"Q3",2013-09-30,6.58630136986301,"R&D","Air Force","YOUNG",0.0145051118142581,0.0464335663580786
"3316",2013-06-30,"Q3",2013-09-30,6.58630136986301,"R&D","MDA","YOUNG",0.00040568976337971,0.000314447394976473
"3317",2013-06-30,"Q3",2013-09-30,6.58630136986301,"R&D","Additional DoD Components","YOUNG",0.000967857185335635,0.000179313744219898
"3318",2013-06-30,"Q3",2013-09-30,6.58630136986301,"Services (Non-R&D)","Army","YOUNG",0.378366450222911,0.188825381584577
"3319",2013-06-30,"Q3",2013-09-30,6.58630136986301,"Services (Non-R&D)","Navy","YOUNG",0.0639401488313192,0.108766828015809
"3320",2013-06-30,"Q3",2013-09-30,6.58630136986301,"Services (Non-R&D)","Air Force","YOUNG",0.0615655248082665,0.112483395129109
"3321",2013-06-30,"Q3",2013-09-30,6.58630136986301,"Services (Non-R&D)","DLA","YOUNG",0.0136534691667513,0.0162700459418774
"3322",2013-06-30,"Q3",2013-09-30,6.58630136986301,"Services (Non-R&D)","MDA","YOUNG",-0.000686128709251549,-0.000227403077824041
"3323",2013-06-30,"Q3",2013-09-30,6.58630136986301,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.0985954867748553,0.125510845376663
"3324",2013-06-30,"Q3",2013-09-30,6.58630136986301,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.00441702228221793,0.00113084758650689
"3325",2013-06-30,"Q3",2013-09-30,6.67123287671233,"Products (All)","Army","YOUNG",0.0338230653004976,0.0325787912935242
"3326",2013-06-30,"Q3",2013-09-30,6.67123287671233,"Products (All)","Navy","YOUNG",0.258256676064284,0.345026073189025
"3327",2013-06-30,"Q3",2013-09-30,6.67123287671233,"Products (All)","Air Force","YOUNG",0.0651206516297349,0.0265132417197793
"3328",2013-06-30,"Q3",2013-09-30,6.67123287671233,"Products (All)","DLA","YOUNG",-7.62246373514776e-05,-0.00025683558599912
"3329",2013-06-30,"Q3",2013-09-30,6.67123287671233,"Products (All)","MDA","YOUNG",0.00278978673707728,0.00919483057445584
"3330",2013-06-30,"Q3",2013-09-30,6.67123287671233,"Products (All)","Additional DoD Components","YOUNG",-0.00137127227297654,-0.00129457352191869
"3331",2013-06-30,"Q3",2013-09-30,6.67123287671233,"R&D","Army","YOUNG",0.0085118812060526,0.0163252790818185
"3332",2013-06-30,"Q3",2013-09-30,6.67123287671233,"R&D","Navy","YOUNG",0.0608381159031177,0.104333575659152
"3333",2013-06-30,"Q3",2013-09-30,6.67123287671233,"R&D","Air Force","YOUNG",0.0702464604272367,0.0675436107421211
"3334",2013-06-30,"Q3",2013-09-30,6.67123287671233,"R&D","DLA","YOUNG",0.000558545749974612,0.000383191835076673
"3335",2013-06-30,"Q3",2013-09-30,6.67123287671233,"R&D","MDA","YOUNG",0.00120636162628212,0.000686527007785789
"3336",2013-06-30,"Q3",2013-09-30,6.67123287671233,"R&D","Additional DoD Components","YOUNG",-0.00160891205260485,7.73541608273247e-05
"3337",2013-06-30,"Q3",2013-09-30,6.67123287671233,"Services (Non-R&D)","Army","YOUNG",0.479574021058495,0.294935142045191
"3338",2013-06-30,"Q3",2013-09-30,6.67123287671233,"Services (Non-R&D)","Navy","YOUNG",0.064760457337057,0.0766925977653092
"3339",2013-06-30,"Q3",2013-09-30,6.67123287671233,"Services (Non-R&D)","Air Force","YOUNG",0.0987320062066619,0.146080490232829
"3340",2013-06-30,"Q3",2013-09-30,6.67123287671233,"Services (Non-R&D)","DLA","YOUNG",0.0359532414040825,0.0251254515101384
"3341",2013-06-30,"Q3",2013-09-30,6.67123287671233,"Services (Non-R&D)","MDA","YOUNG",0,-0.000250502078467215
"3342",2013-06-30,"Q3",2013-09-30,6.67123287671233,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.0857946793915913,0.0840392597150063
"3343",2013-06-30,"Q3",2013-09-30,6.67123287671233,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.0090427696568498,-2.95501980298561e-05
"3344",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Products (All)","Army","Section 808
FY12 NDAA
Implem.",1.77033760737991,1.87912409980346
"3345",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Products (All)","Navy","Section 808
FY12 NDAA
Implem.",3.12664829363634,2.83020593458529
"3346",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Products (All)","Air Force","Section 808
FY12 NDAA
Implem.",0.516203884935006,0.815582725807725
"3347",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Products (All)","DLA","Section 808
FY12 NDAA
Implem.",1.36445970413222,3.09138355346021
"3348",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Products (All)","MDA","Section 808
FY12 NDAA
Implem.",0.0380474151667513,0.0528605853701635
"3349",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Products (All)","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.000741947394942622,0.000603611609119529
"3350",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Products (All)","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.168114426392201,0.202716535944044
"3351",2013-09-30,"Q4",2013-09-30,1.75068493150685,"R&D","Army","Section 808
FY12 NDAA
Implem.",0.220499801807352,0.166325805756102
"3352",2013-09-30,"Q4",2013-09-30,1.75068493150685,"R&D","Navy","Section 808
FY12 NDAA
Implem.",0.256144146686707,0.259082262461731
"3353",2013-09-30,"Q4",2013-09-30,1.75068493150685,"R&D","Air Force","Section 808
FY12 NDAA
Implem.",0.365561132355032,0.357658198976135
"3354",2013-09-30,"Q4",2013-09-30,1.75068493150685,"R&D","MDA","Section 808
FY12 NDAA
Implem.",0.0692085174994415,0.0803315765793304
"3355",2013-09-30,"Q4",2013-09-30,1.75068493150685,"R&D","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.0048210033512745,0.00261031210859483
"3356",2013-09-30,"Q4",2013-09-30,1.75068493150685,"R&D","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.117126791865746,0.0928946221568329
"3357",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Services (Non-R&D)","Army","Section 808
FY12 NDAA
Implem.",2.43006900492637,2.41689416663535
"3358",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Services (Non-R&D)","Navy","Section 808
FY12 NDAA
Implem.",1.11484070936641,1.15938769862577
"3359",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Services (Non-R&D)","Air Force","Section 808
FY12 NDAA
Implem.",0.758508037801564,0.824054638134423
"3360",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Services (Non-R&D)","DLA","Section 808
FY12 NDAA
Implem.",0.0657548334418605,0.0608143009920111
"3361",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Services (Non-R&D)","MDA","Section 808
FY12 NDAA
Implem.",0.0133464897938458,0.0221810272708439
"3362",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Services (Non-R&D)","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.0145266001534478,0.0264998060080566
"3363",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Services (Non-R&D)","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.832600215802173,0.670444567674622
"3364",2013-09-30,"Q4",2013-09-30,1.75068493150685,"Unlabeled","Army","Section 808
FY12 NDAA
Implem.",-1.54976337970956e-05,-1.59028130395044e-05
"3365",2013-09-30,"Q4",2013-09-30,1.83561643835616,"Products (All)","Army","Section 808
FY12 NDAA
Implem.",2.86026229680583,2.46418099164304
"3366",2013-09-30,"Q4",2013-09-30,1.83561643835616,"Products (All)","Navy","Section 808
FY12 NDAA
Implem.",1.32169584550239,2.80907174679611
"3367",2013-09-30,"Q4",2013-09-30,1.83561643835616,"Products (All)","Air Force","Section 808
FY12 NDAA
Implem.",0.947286575317762,0.979819095852442
"3368",2013-09-30,"Q4",2013-09-30,1.83561643835616,"Products (All)","DLA","Section 808
FY12 NDAA
Implem.",2.10309053456301,3.12278940877458
"3369",2013-09-30,"Q4",2013-09-30,1.83561643835616,"Products (All)","MDA","Section 808
FY12 NDAA
Implem.",0.231712371250432,0.130070686837175
"3370",2013-09-30,"Q4",2013-09-30,1.83561643835616,"Products (All)","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.00209647584990352,0.00115952480400122
"3371",2013-09-30,"Q4",2013-09-30,1.83561643835616,"Products (All)","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.195073659632071,0.192740035228631
"3372",2013-09-30,"Q4",2013-09-30,1.83561643835616,"R&D","Army","Section 808
FY12 NDAA
Implem.",0.271212353893369,0.226491681367658
