"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","Vendor.Size.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"4021",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Large","Additional DoD Components","Small Business
Task Force",0.655224020328019,0.715559646529298
"4022",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Large (Big 6)","Army","Small Business
Task Force",3.38328686111587,1.77863204321831
"4023",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Large (Big 6)","Navy","Small Business
Task Force",7.00415330931177,2.99736938760783
"4024",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Large (Big 6)","Air Force","Small Business
Task Force",3.64111392104225,2.63066286514607
"4025",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Large (Big 6)","DLA","Small Business
Task Force",0.0957730863846857,0.0929029250374395
"4026",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Large (Big 6)","MDA","Small Business
Task Force",0.439086434224942,0.29496560650611
"4027",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Large (Big 6)","Additional DoD Components","Small Business
Task Force",0.238977187414035,0.132122765936495
"4028",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Medium","Army","Small Business
Task Force",1.58060514921814,1.22486744574466
"4029",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Medium","Navy","Small Business
Task Force",0.835600460010968,0.697168829873092
"4030",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Medium","Air Force","Small Business
Task Force",1.08014368977719,0.779152463801936
"4031",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Medium","DLA","Small Business
Task Force",2.05180082744501,1.09251595084415
"4032",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Medium","MDA","Small Business
Task Force",0.0220652262007718,0.0528298554093971
"4033",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Medium","MilitaryHealth","Small Business
Task Force",0.0116210880663146,0.0274050053778139
"4034",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Medium","Additional DoD Components","Small Business
Task Force",0.266763184309637,0.421103017328933
"4035",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Small","Army","Small Business
Task Force",0.801130327088453,0.739846945691513
"4036",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Small","Navy","Small Business
Task Force",0.704214047156393,0.575456042074202
"4037",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Small","Air Force","Small Business
Task Force",0.378353030122677,0.401332432898175
"4038",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Small","DLA","Small Business
Task Force",0.454551653944755,0.552945300292339
"4039",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Small","MDA","Small Business
Task Force",0.0239647599268813,0.0253518144060797
"4040",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Small","MilitaryHealth","Small Business
Task Force",0.0154423679036255,0.00628011141691209
"4041",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Small","Additional DoD Components","Small Business
Task Force",0.259501623614096,0.220400809767273
"4042",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Unlabeled","Army","Small Business
Task Force",0.187273696373413,0.114547347691243
"4043",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Unlabeled","Navy","Small Business
Task Force",0.00172749621884838,0.00118035475681257
"4044",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Unlabeled","Air Force","Small Business
Task Force",0.0039178315355946,0.0158327900601198
"4045",2012-12-31,"Q1",2013-04-23,3.16986301369863,"Unlabeled","Additional DoD Components","Small Business
Task Force",0.000330855558850411,0.000245967090789073
"4046",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large","Army","CARTER
 pre-IFT",0.119855846577232,0.452737462022843
"4047",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large","Navy","CARTER
 pre-IFT",0.0503323637966893,0.196298997409455
"4048",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large","Air Force","CARTER
 pre-IFT",0.100141972410074,0.122714268481592
"4049",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large","DLA","CARTER
 pre-IFT",0.0116402929563319,0.00913018797236601
"4050",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large","MDA","CARTER
 pre-IFT",0,-2.58650979988329e-05
"4051",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large","MilitaryHealth","CARTER
 pre-IFT",0.565826777698792,0.214590843371193
"4052",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large","Additional DoD Components","CARTER
 pre-IFT",0.0271177228992587,0.0490038224032781
"4053",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large (Big 6)","Army","CARTER
 pre-IFT",0.10507117957449,0.204644134550093
"4054",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.800722332816188,0.537856276153434
"4055",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.114305742424596,0.200172089351775
"4056",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large (Big 6)","DLA","CARTER
 pre-IFT",3.51008506144003e-05,-8.2906614383537e-06
"4057",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.22759119028953,0.0853325391961564
"4058",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Large (Big 6)","Additional DoD Components","CARTER
 pre-IFT",0.023143995579872,0.029824267118942
"4059",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Medium","Army","CARTER
 pre-IFT",0.0796897809229207,0.201961265586877
"4060",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Medium","Navy","CARTER
 pre-IFT",0.0287569615663654,0.101119651421789
"4061",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Medium","Air Force","CARTER
 pre-IFT",0.0519908422762263,0.0639533790012849
"4062",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Medium","DLA","CARTER
 pre-IFT",0.00622421419010866,0.0171516455359951
"4063",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Medium","MDA","CARTER
 pre-IFT",-1.33850512846552e-05,0.000273203887926912
"4064",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Medium","MilitaryHealth","CARTER
 pre-IFT",8.88595511323246e-07,-0.00468963225033431
"4065",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Medium","Additional DoD Components","CARTER
 pre-IFT",0.028945032803595,0.0305518939984111
"4066",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Small","Army","CARTER
 pre-IFT",0.102406554285772,0.152176079407172
"4067",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Small","Navy","CARTER
 pre-IFT",0.0690772959534884,0.109947114749745
"4068",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Small","Air Force","CARTER
 pre-IFT",0.064883932998172,0.0378124439688755
"4069",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Small","DLA","CARTER
 pre-IFT",0.00215740195815985,0.00277620049139087
"4070",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Small","MDA","CARTER
 pre-IFT",0.00318370975931756,0.00207435267472395
"4071",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Small","Additional DoD Components","CARTER
 pre-IFT",0.0048995566232355,0.0235275255300944
"4072",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Unlabeled","Army","CARTER
 pre-IFT",0.00315615121600487,0.000837713845420085
"4073",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Unlabeled","Navy","CARTER
 pre-IFT",-2.7325886056667e-06,4.49499170030677e-05
"4074",2012-12-31,"Q1",2013-09-30,4.0027397260274,"Unlabeled","Air Force","CARTER
 pre-IFT",6.44407323042551e-05,0.000260384579391296
"4075",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large","Army","CARTER
 pre-IFT",0.181237375541688,0.424289125548238
"4076",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large","Navy","CARTER
 pre-IFT",0.160258754668528,0.181632779820675
"4077",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large","Air Force","CARTER
 pre-IFT",0.0921000412705392,0.116420515235384
"4078",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large","DLA","CARTER
 pre-IFT",-0.00168889359480045,0.00798434370301142
"4079",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large","MDA","CARTER
 pre-IFT",0,-2.58650979988329e-05
"4080",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large","MilitaryHealth","CARTER
 pre-IFT",0.465358827101554,0.369539521845198
"4081",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large","Additional DoD Components","CARTER
 pre-IFT",0.124128633305982,0.0771594499711354
"4082",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large (Big 6)","Army","CARTER
 pre-IFT",0.197825205183406,0.236135802680257
"4083",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large (Big 6)","Navy","CARTER
 pre-IFT",0.171563175674012,0.423515724901257
"4084",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.121270690810196,0.166033193201629
"4085",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large (Big 6)","DLA","CARTER
 pre-IFT",-0.000494687710267086,-0.000171485164387026
"4086",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.0177741941708134,0.0845017809217861
"4087",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Large (Big 6)","Additional DoD Components","CARTER
 pre-IFT",-0.00112708842865847,0.0198088726065093
"4088",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Medium","Army","CARTER
 pre-IFT",0.103589134577536,0.149084377301512
"4089",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Medium","Navy","CARTER
 pre-IFT",0.157295304036762,0.114193226432979
"4090",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Medium","Air Force","CARTER
 pre-IFT",0.0181709368060323,0.0556117336926445
"4091",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Medium","DLA","CARTER
 pre-IFT",0.000592866495074642,0.00694623466631706
"4092",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Medium","MDA","CARTER
 pre-IFT",0.0018620489743069,0.000827849330878007
"4093",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Medium","MilitaryHealth","CARTER
 pre-IFT",0.000814472987508886,0.000419134875663655
"4094",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Medium","Additional DoD Components","CARTER
 pre-IFT",0.0159847464687722,0.0267403598467016
"4095",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Small","Army","CARTER
 pre-IFT",0.110461897771098,0.152067850997984
"4096",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Small","Navy","CARTER
 pre-IFT",0.0611561821706103,0.0979801494478125
"4097",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Small","Air Force","CARTER
 pre-IFT",0.0350226098795572,0.0434958621695544
"4098",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Small","DLA","CARTER
 pre-IFT",-0.00301027746907688,0.00144654697125201
"4099",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Small","MDA","CARTER
 pre-IFT",0.00342783360911953,0.0029672062317953
"4100",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Small","MilitaryHealth","CARTER
 pre-IFT",2.13262922717579e-05,0.000556932554980642
"4101",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Small","Additional DoD Components","CARTER
 pre-IFT",0.013490129508886,0.0181688510770958
"4102",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Unlabeled","Army","CARTER
 pre-IFT",0.00767634839189601,0.00306358918382334
"4103",2012-12-31,"Q1",2013-09-30,4.08767123287671,"Unlabeled","Air Force","CARTER
 pre-IFT",5.07768863613283e-05,0.000125866827819362
"4104",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large","Army","CARTER
 pre-IFT",0.129875483104397,0.143656235074439
"4105",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large","Navy","CARTER
 pre-IFT",0.169023419711689,0.126538179392302
"4106",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large","Air Force","CARTER
 pre-IFT",0.06640373569869,0.0862152497931011
"4107",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large","DLA","CARTER
 pre-IFT",0.0118331105238144,0.00726150329511526
"4108",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large","MDA","CARTER
 pre-IFT",0.00232941708134457,0.000776472360448191
"4109",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large","MilitaryHealth","CARTER
 pre-IFT",-0.00453862241515182,0.342215660795064
"4110",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large","Additional DoD Components","CARTER
 pre-IFT",0.0559507556769574,0.0690657039607325
"4111",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large (Big 6)","Army","CARTER
 pre-IFT",0.350282888155784,0.21772642430456
"4112",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large (Big 6)","Navy","CARTER
 pre-IFT",1.48185329839169,0.818046268960631
"4113",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large (Big 6)","Air Force","CARTER
 pre-IFT",0.323455653536813,0.186344028923869
"4114",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large (Big 6)","DLA","CARTER
 pre-IFT",-6.52905746927998e-05,-0.000174959144781829
"4115",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large (Big 6)","MDA","CARTER
 pre-IFT",0.0395773758505128,0.0949809201036187
"4116",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Large (Big 6)","Additional DoD Components","CARTER
 pre-IFT",0.0164398315588504,0.0128189129033547
"4117",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Medium","Army","CARTER
 pre-IFT",0.217299625263735,0.133526180254731
"4118",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Medium","Navy","CARTER
 pre-IFT",0.0882289762490098,0.0914270806173792
"4119",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Medium","Air Force","CARTER
 pre-IFT",0.035218211928303,0.0351266636701872
"4120",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Medium","DLA","CARTER
 pre-IFT",-0.000273528411698995,0.00218118409116144
"4121",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Medium","MDA","CARTER
 pre-IFT",4.37538336549203e-06,0.000617679768795911
"4122",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Medium","MilitaryHealth","CARTER
 pre-IFT",-9.80978470600183e-05,0.00023908791198673
"4123",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Medium","Additional DoD Components","CARTER
 pre-IFT",0.0354855900312786,0.0268051231012153
"4124",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Small","Army","CARTER
 pre-IFT",0.052986427521174,0.0886182931926813
"4125",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Small","Navy","CARTER
 pre-IFT",0.084275849713009,0.0715031092790359
"4126",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Small","Air Force","CARTER
 pre-IFT",0.0223460916423276,0.0407508781733523
"4127",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Small","DLA","CARTER
 pre-IFT",0.0353076726461867,0.0114849323784232
"4128",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Small","MDA","CARTER
 pre-IFT",0.0011874217429674,0.00259965503713483
"4129",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Small","MilitaryHealth","CARTER
 pre-IFT",0.000346443098913375,0.000170576286609646
"4130",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Small","Additional DoD Components","CARTER
 pre-IFT",0.011896303854575,0.0100953299955655
"4131",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Unlabeled","Army","CARTER
 pre-IFT",0.000983626796283132,0.00393870880139467
"4132",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Unlabeled","Navy","CARTER
 pre-IFT",0,1.12983672141685e-05
"4133",2012-12-31,"Q1",2013-09-30,4.16986301369863,"Unlabeled","Air Force","CARTER
 pre-IFT",-6.77025479841576e-06,3.61491212890559e-05
"4134",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Large","Army","YOUNG",0.0324424113670153,0.126195655733535
"4135",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Large","Navy","YOUNG",0.0699400525872855,0.232687015579416
"4136",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Large","Air Force","YOUNG",0.195548605966183,0.168381636461662
"4137",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Large","DLA","YOUNG",0.00511862185762161,0.00167975726012987
"4138",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Large","MDA","YOUNG",-0.000524169108662537,-0.000181062822717259
"4139",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Large","MilitaryHealth","YOUNG",0.193447362610338,0.0700031185565851
"4140",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Large","Additional DoD Components","YOUNG",0.0164415190043668,0.0219317672176366
"4141",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Large (Big 6)","Army","YOUNG",0.0294621411328323,0.099836534059003
"4142",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Large (Big 6)","Navy","YOUNG",0.263560325498121,0.844562990756608
"4143",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Large (Big 6)","Air Force","YOUNG",0.0632921215057378,0.194080769403845
"4144",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Large (Big 6)","DLA","YOUNG",-1.11709149994922e-06,8.8810638260529e-05
"4145",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Large (Big 6)","MDA","YOUNG",0.0450470711891947,0.0188353042432386
"4146",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Large (Big 6)","Additional DoD Components","YOUNG",0.0023129516069869,0.0110700975236141
"4147",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Medium","Army","YOUNG",0.0361381748794557,0.080071954208437
"4148",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Medium","Navy","YOUNG",0.0501302811792424,0.0978448237130272
"4149",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Medium","Air Force","YOUNG",0.113486820240378,0.0614630008771602
"4150",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Medium","DLA","YOUNG",0.0186903864027623,0.0341368991884538
"4151",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Medium","MDA","YOUNG",0,-0.000210755109326194
"4152",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Medium","MilitaryHealth","YOUNG",0.141531294810602,0.0383828900321202
"4153",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Medium","Additional DoD Components","YOUNG",0.0278016472557124,0.0246890191844377
"4154",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Small","Army","YOUNG",0.0437710928504113,0.0828562950732964
"4155",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Small","Navy","YOUNG",0.140116328319793,0.104470454793997
"4156",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Small","Air Force","YOUNG",0.0439098400402153,0.0406557498517328
"4157",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Small","DLA","YOUNG",0.000595168011678684,0.00113742238565928
"4158",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Small","MDA","YOUNG",0.000636081563521885,0.00802088486126938
"4159",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Small","MilitaryHealth","YOUNG",0.000264159182390576,0.000107527196656537
"4160",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Small","Additional DoD Components","YOUNG",0.016096376147253,0.0082086760157201
"4161",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Unlabeled","Army","YOUNG",5.1980995531634e-05,-0.00116598518355103
"4162",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Unlabeled","Navy","YOUNG",-9.73799126637555e-08,0.000590798508346827
"4163",2012-12-31,"Q1",2013-09-30,6.00547945205479,"Unlabeled","Air Force","YOUNG",9.85274702955215e-05,0.000226027764529565
"4164",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Large","Army","YOUNG",0.0839922393618361,0.113695382168945
"4165",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Large","Navy","YOUNG",0.649172263019904,0.345915319794097
"4166",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Large","Air Force","YOUNG",0.138149352378796,0.176941280513098
"4167",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Large","DLA","YOUNG",0.000116672358586371,0.00206032908157745
"4168",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Large","MDA","YOUNG",-8.03097310856098e-05,-0.000201492946582716
"4169",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Large","MilitaryHealth","YOUNG",0.150485146427846,0.11539699247485
"4170",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Large","Additional DoD Components","YOUNG",0.0278989037068143,0.0240126095784258
"4171",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Large (Big 6)","Army","YOUNG",0.109875553810602,0.110885633885823
"4172",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Large (Big 6)","Navy","YOUNG",1.87183891236976,1.42639206153966
"4173",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Large (Big 6)","Air Force","YOUNG",0.226807761642937,0.136692929885586
"4174",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Large (Big 6)","DLA","YOUNG",0,9.92833708989568e-07
"4175",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Large (Big 6)","MDA","YOUNG",0.00354458312176297,0.0172996586556039
"4176",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Large (Big 6)","Additional DoD Components","YOUNG",0.0136576588133442,0.0124274639855777
"4177",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Medium","Army","YOUNG",0.0591670360230527,0.0747622036444671
"4178",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Medium","Navy","YOUNG",0.0517917145320402,0.0869280517849952
"4179",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Medium","Air Force","YOUNG",0.155116973178836,0.113036037630659
"4180",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Medium","DLA","YOUNG",0.0367684145525541,0.0401323886512572
"4181",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Medium","MDA","YOUNG",-3.78339595815985e-06,-1.27031770895442e-05
"4182",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Medium","MilitaryHealth","YOUNG",0.153473138836702,0.0994232603971087
"4183",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Medium","Additional DoD Components","YOUNG",0.00358112160729156,0.022055493523792
"4184",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Small","Army","YOUNG",0.0554940018819945,0.0810420285911644
"4185",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Small","Navy","YOUNG",0.0440586807934396,0.0911560847869632
"4186",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Small","Air Force","YOUNG",0.0209783145627095,0.0404470191655168
"4187",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Small","DLA","YOUNG",-1.1686930740327e-05,0.000647923330140816
"4188",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Small","MDA","YOUNG",0.00738767146724891,0.00852541145030773
"4189",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Small","Additional DoD Components","YOUNG",0.00663662354046918,0.0104625757754941
"4190",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Unlabeled","Army","YOUNG",-2.30498933685386e-05,-0.00244907215415145
"4191",2012-12-31,"Q1",2013-09-30,6.09041095890411,"Unlabeled","Air Force","YOUNG",0.000494658132019905,0.000305428434561669
"4192",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Large","Army","YOUNG",0.286263803978674,0.134232818235842
"4193",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Large","Navy","YOUNG",0.113239324143394,0.277450546583528
"4194",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Large","Air Force","YOUNG",0.0683467198232964,0.134014892722758
"4195",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Large","DLA","YOUNG",0.00128868130445821,0.00217465850688873
"4196",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Large","MDA","YOUNG",0.000830006918350767,7.51760262008734e-05
"4197",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Large","MilitaryHealth","YOUNG",0.101128297927084,0.148353602321756
"4198",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Large","Additional DoD Components","YOUNG",0.0330601456594902,0.0258001894568904
"4199",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Large (Big 6)","Army","YOUNG",0.213766679892556,0.117701458278664
"4200",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Large (Big 6)","Navy","YOUNG",2.86845775709272,1.66795233165353
"4201",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Large (Big 6)","Air Force","YOUNG",0.679538503106631,0.323212795418435
"4202",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Large (Big 6)","DLA","YOUNG",-4.81801881791409e-05,-1.64324265596967e-05
"4203",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Large (Big 6)","MDA","YOUNG",0.00161494465319387,0.0167355329880505
"4204",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Large (Big 6)","Additional DoD Components","YOUNG",0.0029652188424901,0.00631194308760705
"4205",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Medium","Army","YOUNG",0.082950704934904,0.0594186386124708
"4206",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Medium","Navy","YOUNG",0.0595866402619072,0.0538362119910633
"4207",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Medium","Air Force","YOUNG",0.16449963377516,0.144367809064791
"4208",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Medium","DLA","YOUNG",0.00514566320473241,0.0202014880533496
"4209",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Medium","MilitaryHealth","YOUNG",0.165278765106124,0.153427732917809
"4210",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Medium","Additional DoD Components","YOUNG",0.0141649651842185,0.0151825780157408
"4211",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Small","Army","YOUNG",0.0515218739212958,0.0502623228845672
"4212",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Small","Navy","YOUNG",0.053144889303138,0.0791066328054568
"4213",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Small","Air Force","YOUNG",0.0189172773041535,0.0279351439690261
"4214",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Small","DLA","YOUNG",0.00251021951152635,0.00103123353082157
"4215",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Small","MDA","YOUNG",0.00114451101858434,0.00305608801645171
"4216",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Small","MilitaryHealth","YOUNG",3.85904336346095e-06,9.5083410232295e-05
"4217",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Small","Additional DoD Components","YOUNG",0.005121146759216,0.00928471548231272
"4218",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Unlabeled","Army","YOUNG",0.00215078928993602,0.000726573464033039
"4219",2012-12-31,"Q1",2013-09-30,6.17260273972603,"Unlabeled","Air Force","YOUNG",1.12758813851935e-05,0.00020148716123354
"4220",2013-03-31,"Q2",2013-04-23,3.25479452054795,"Large","Army","Small Business
Task Force",0.987111607931756,1.49608669466071
"4221",2013-03-31,"Q2",2013-04-23,3.25479452054795,"Large","Navy","Small Business
Task Force",0.861151616672286,1.48924721990393
