"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ProductOrServiceArea","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"1415",2011-03-31,"Q2",2011-09-30,4.33972602739726,"PAMS","Navy","YOUNG",0.19658665740663,0.243392650199329
"1416",2011-03-31,"Q2",2011-09-30,4.33972602739726,"PAMS","Air Force","YOUNG",0.0582706156945027,0.0977448652783606
"1417",2011-03-31,"Q2",2011-09-30,4.33972602739726,"PAMS","DLA","YOUNG",0.00601220549727234,0.00593941053294167
"1418",2011-03-31,"Q2",2011-09-30,4.33972602739726,"PAMS","MDA","YOUNG",0.0101237956462442,0.0160134071093859
"1419",2011-03-31,"Q2",2011-09-30,4.33972602739726,"PAMS","MilitaryHealth","YOUNG",0.00257345874947545,0.000857819583158484
"1420",2011-03-31,"Q2",2011-09-30,4.33972602739726,"PAMS","Additional DoD Components","YOUNG",0.0491878300986152,0.0471249418135403
"1421",2011-03-31,"Q2",2011-09-30,4.41643835616438,"ERS","Army","YOUNG",0.0324304390788922,0.0366300931389005
"1422",2011-03-31,"Q2",2011-09-30,4.41643835616438,"ERS","Navy","YOUNG",0.057512795289551,0.0388794102846552
"1423",2011-03-31,"Q2",2011-09-30,4.41643835616438,"ERS","Air Force","YOUNG",0.145705431567352,0.223790728017905
"1424",2011-03-31,"Q2",2011-09-30,4.41643835616438,"ERS","DLA","YOUNG",0.000947039173310953,0.000650689592950063
"1425",2011-03-31,"Q2",2011-09-30,4.41643835616438,"ERS","Additional DoD Components","YOUNG",-0.00240421063785145,-0.00390442381102252
"1426",2011-03-31,"Q2",2011-09-30,4.41643835616438,"FRS&C","Army","YOUNG",0.321317727633235,0.194399053528465
"1427",2011-03-31,"Q2",2011-09-30,4.41643835616438,"FRS&C","Navy","YOUNG",0.0599929429710449,0.0440083912015666
"1428",2011-03-31,"Q2",2011-09-30,4.41643835616438,"FRS&C","Air Force","YOUNG",0.0450230913239614,0.0487619245838579
"1429",2011-03-31,"Q2",2011-09-30,4.41643835616438,"FRS&C","DLA","YOUNG",0.00964436177087705,0.0110011322912295
"1430",2011-03-31,"Q2",2011-09-30,4.41643835616438,"FRS&C","Additional DoD Components","YOUNG",0.00697612003776752,0.00267289106868093
"1431",2011-03-31,"Q2",2011-09-30,4.41643835616438,"ICT","Army","YOUNG",0.0569200926143517,0.057717040575605
"1432",2011-03-31,"Q2",2011-09-30,4.41643835616438,"ICT","Navy","YOUNG",0.0439524400230802,0.0319430954399217
"1433",2011-03-31,"Q2",2011-09-30,4.41643835616438,"ICT","Air Force","YOUNG",0.00696616199118758,0.0146063361449154
"1434",2011-03-31,"Q2",2011-09-30,4.41643835616438,"ICT","DLA","YOUNG",0.00163948075954679,0.000181535130787523
"1435",2011-03-31,"Q2",2011-09-30,4.41643835616438,"ICT","MilitaryHealth","YOUNG",-6.12987830465799e-07,2.38501188977479e-05
"1436",2011-03-31,"Q2",2011-09-30,4.41643835616438,"ICT","Additional DoD Components","YOUNG",0.0499421827003777,0.0579574196216254
"1437",2011-03-31,"Q2",2011-09-30,4.41643835616438,"MED","Army","YOUNG",0.00351663922576584,0.00727564543992167
"1438",2011-03-31,"Q2",2011-09-30,4.41643835616438,"MED","Navy","YOUNG",-0.00228396920898028,-0.00109913919079592
"1439",2011-03-31,"Q2",2011-09-30,4.41643835616438,"MED","Air Force","YOUNG",-0.00102765415442719,-0.000142997415722479
"1440",2011-03-31,"Q2",2011-09-30,4.41643835616438,"MED","DLA","YOUNG",0,0
"1441",2011-03-31,"Q2",2011-09-30,4.41643835616438,"MED","MilitaryHealth","YOUNG",0.203738049076794,0.198436430979857
"1442",2011-03-31,"Q2",2011-09-30,4.41643835616438,"PAMS","Army","YOUNG",0.378865078084347,0.476636660938593
"1443",2011-03-31,"Q2",2011-09-30,4.41643835616438,"PAMS","Navy","YOUNG",0.426720763690726,0.296153511414184
"1444",2011-03-31,"Q2",2011-09-30,4.41643835616438,"PAMS","Air Force","YOUNG",0.11734147908099,0.102832850143377
"1445",2011-03-31,"Q2",2011-09-30,4.41643835616438,"PAMS","DLA","YOUNG",0.00638992491607218,0.00475141952370961
"1446",2011-03-31,"Q2",2011-09-30,4.41643835616438,"PAMS","MDA","YOUNG",0.015357709882501,0.0161765981570849
"1447",2011-03-31,"Q2",2011-09-30,4.41643835616438,"PAMS","MilitaryHealth","YOUNG",0,0.000857819583158484
"1448",2011-03-31,"Q2",2011-09-30,4.41643835616438,"PAMS","Additional DoD Components","YOUNG",0.105665686603021,0.0673079198943908
"1449",2011-06-30,"Q3",2011-09-30,0.498630136986301,"ERS","Army","BBP1",0.289139353934117,0.199982867652819
"1450",2011-06-30,"Q3",2011-09-30,0.498630136986301,"ERS","Navy","BBP1",0.190588569628619,0.203830310428032
"1451",2011-06-30,"Q3",2011-09-30,0.498630136986301,"ERS","Air Force","BBP1",0.279194241302979,0.207511955805008
"1452",2011-06-30,"Q3",2011-09-30,0.498630136986301,"ERS","DLA","BBP1",0.0019171366974402,0.00122318597006574
"1453",2011-06-30,"Q3",2011-09-30,0.498630136986301,"ERS","MDA","BBP1",0.00528668485102812,0.00368557420618268
"1454",2011-06-30,"Q3",2011-09-30,0.498630136986301,"ERS","Additional DoD Components","BBP1",0.122468752056232,0.136342467964051
"1455",2011-06-30,"Q3",2011-09-30,0.498630136986301,"FRS&C","Army","BBP1",1.64269314809064,1.18220053277731
"1456",2011-06-30,"Q3",2011-09-30,0.498630136986301,"FRS&C","Navy","BBP1",0.272046767981536,0.289544907637432
"1457",2011-06-30,"Q3",2011-09-30,0.498630136986301,"FRS&C","Air Force","BBP1",0.157850245446916,0.18859397925584
"1458",2011-06-30,"Q3",2011-09-30,0.498630136986301,"FRS&C","DLA","BBP1",0.030166155193034,0.0326747220974962
"1459",2011-06-30,"Q3",2011-09-30,0.498630136986301,"FRS&C","MilitaryHealth","BBP1",2.72272345782627e-07,NA
"1460",2011-06-30,"Q3",2011-09-30,0.498630136986301,"FRS&C","Additional DoD Components","BBP1",0.00596297744439782,0.0169673335921108
"1461",2011-06-30,"Q3",2011-09-30,0.498630136986301,"ICT","Army","BBP1",0.161400963187159,0.135138833501189
"1462",2011-06-30,"Q3",2011-09-30,0.498630136986301,"ICT","Navy","BBP1",0.241065869838439,0.25067785554623
"1463",2011-06-30,"Q3",2011-09-30,0.498630136986301,"ICT","Air Force","BBP1",0.0575518042908099,0.0590352018254301
"1464",2011-06-30,"Q3",2011-09-30,0.498630136986301,"ICT","DLA","BBP1",0.0150624649181704,0.00920217560847671
"1465",2011-06-30,"Q3",2011-09-30,0.498630136986301,"ICT","MDA","BBP1",-3.6093159882501e-05,0.000149406560358092
"1466",2011-06-30,"Q3",2011-09-30,0.498630136986301,"ICT","Additional DoD Components","BBP1",0.123418480885439,0.212735438785145
"1467",2011-06-30,"Q3",2011-09-30,0.498630136986301,"MED","Army","BBP1",0.0263273596726815,0.0570527966463841
"1468",2011-06-30,"Q3",2011-09-30,0.498630136986301,"MED","Navy","BBP1",0.0233076951531683,0.020603992936075
"1469",2011-06-30,"Q3",2011-09-30,0.498630136986301,"MED","Air Force","BBP1",0.00490428761015527,0.0101365265316828
"1470",2011-06-30,"Q3",2011-09-30,0.498630136986301,"MED","MilitaryHealth","BBP1",-3.75494125052455e-05,0.0513692048048678
"1471",2011-06-30,"Q3",2011-09-30,0.498630136986301,"MED","Additional DoD Components","BBP1",6.6090505665128e-05,5.4668624982515e-05
"1472",2011-06-30,"Q3",2011-09-30,0.498630136986301,"PAMS","Army","BBP1",0.927955864414603,0.785123166666667
"1473",2011-06-30,"Q3",2011-09-30,0.498630136986301,"PAMS","Navy","BBP1",0.425390927066723,0.360927344118058
"1474",2011-06-30,"Q3",2011-09-30,0.498630136986301,"PAMS","Air Force","BBP1",0.355226596433068,0.336434931056791
"1475",2011-06-30,"Q3",2011-09-30,0.498630136986301,"PAMS","DLA","BBP1",0.00669911962861939,0.00389174093229822
"1476",2011-06-30,"Q3",2011-09-30,0.498630136986301,"PAMS","MDA","BBP1",0.00382505347251364,0.00833210989998601
"1477",2011-06-30,"Q3",2011-09-30,0.498630136986301,"PAMS","MilitaryHealth","BBP1",0.000405309620226605,NA
"1478",2011-06-30,"Q3",2011-09-30,0.498630136986301,"PAMS","Additional DoD Components","BBP1",0.273559031084767,0.257358831525388
"1479",2011-06-30,"Q3",2011-09-30,0.580821917808219,"ERS","Army","BBP1",0.273679272880822,0.261847283375297
"1480",2011-06-30,"Q3",2011-09-30,0.580821917808219,"ERS","Navy","BBP1",0.218244862190516,0.210158476556162
"1481",2011-06-30,"Q3",2011-09-30,0.580821917808219,"ERS","Air Force","BBP1",0.143124653063365,0.199026684952441
"1482",2011-06-30,"Q3",2011-09-30,0.580821917808219,"ERS","DLA","BBP1",0.000934766911456148,0.00116672907049937
"1483",2011-06-30,"Q3",2011-09-30,0.580821917808219,"ERS","MDA","BBP1",0.000356165547629039,0.00345459679675479
"1484",2011-06-30,"Q3",2011-09-30,0.580821917808219,"ERS","Additional DoD Components","BBP1",0.0971590298258498,0.137391386491118
"1485",2011-06-30,"Q3",2011-09-30,0.580821917808219,"FRS&C","Army","BBP1",1.68186293634075,1.50563031023919
"1486",2011-06-30,"Q3",2011-09-30,0.580821917808219,"FRS&C","Navy","BBP1",0.22968131652329,0.276115474122255
"1487",2011-06-30,"Q3",2011-09-30,0.580821917808219,"FRS&C","Air Force","BBP1",0.204218026636592,0.17838008308155
"1488",2011-06-30,"Q3",2011-09-30,0.580821917808219,"FRS&C","DLA","BBP1",0.0611246398866974,0.0362105532487061
"1489",2011-06-30,"Q3",2011-09-30,0.580821917808219,"FRS&C","Additional DoD Components","BBP1",0.00849917154846832,0.0127542978738285
"1490",2011-06-30,"Q3",2011-09-30,0.580821917808219,"ICT","Army","BBP1",0.138681657658414,0.152812659669184
"1491",2011-06-30,"Q3",2011-09-30,0.580821917808219,"ICT","Navy","BBP1",0.219681502853546,0.254777793397678
"1492",2011-06-30,"Q3",2011-09-30,0.580821917808219,"ICT","Air Force","BBP1",0.0591037109525808,0.0698517081305078
"1493",2011-06-30,"Q3",2011-09-30,0.580821917808219,"ICT","DLA","BBP1",0.0208841788292069,0.0147865507728354
"1494",2011-06-30,"Q3",2011-09-30,0.580821917808219,"ICT","MDA","BBP1",0,0
"1495",2011-06-30,"Q3",2011-09-30,0.580821917808219,"ICT","Additional DoD Components","BBP1",0.131769441565254,0.118546157035949
"1496",2011-06-30,"Q3",2011-09-30,0.580821917808219,"MED","Army","BBP1",0.0330106996957616,0.0644619195971464
"1497",2011-06-30,"Q3",2011-09-30,0.580821917808219,"MED","Navy","BBP1",0.0115281839907679,0.021046182070919
"1498",2011-06-30,"Q3",2011-09-30,0.580821917808219,"MED","Air Force","BBP1",0.00734914698908938,0.00911084105818995
"1499",2011-06-30,"Q3",2011-09-30,0.580821917808219,"MED","DLA","BBP1",4.91869702056232e-05,6.89547873828508e-05
"1500",2011-06-30,"Q3",2011-09-30,0.580821917808219,"MED","MilitaryHealth","BBP1",6.72275493075955e-06,0.0245094425933697
"1501",2011-06-30,"Q3",2011-09-30,0.580821917808219,"MED","Additional DoD Components","BBP1",0.000108698489299203,6.99771996083368e-05
"1502",2011-06-30,"Q3",2011-09-30,0.580821917808219,"PAMS","Army","BBP1",0.637376290369282,0.815059678164778
"1503",2011-06-30,"Q3",2011-09-30,0.580821917808219,"PAMS","Navy","BBP1",0.428968248059169,0.405326242568891
"1504",2011-06-30,"Q3",2011-09-30,0.580821917808219,"PAMS","Air Force","BBP1",0.308534082238775,0.373381839578962
"1505",2011-06-30,"Q3",2011-09-30,0.580821917808219,"PAMS","DLA","BBP1",0.00211898666596727,0.00421263140649042
"1506",2011-06-30,"Q3",2011-09-30,0.580821917808219,"PAMS","MDA","BBP1",0.0235014634913974,0.0135938260490978
"1507",2011-06-30,"Q3",2011-09-30,0.580821917808219,"PAMS","Additional DoD Components","BBP1",0.293124469880403,0.277391595450413
"1508",2011-06-30,"Q3",2011-09-30,0.665753424657534,"ERS","Army","BBP1",0.640133486309274,0.400984037708071
"1509",2011-06-30,"Q3",2011-09-30,0.665753424657534,"ERS","Navy","BBP1",0.429750791082669,0.279528074300601
"1510",2011-06-30,"Q3",2011-09-30,0.665753424657534,"ERS","Air Force","BBP1",0.222065146821234,0.21479468039586
"1511",2011-06-30,"Q3",2011-09-30,0.665753424657534,"ERS","DLA","BBP1",0.00220914675828787,0.00168701678906141
"1512",2011-06-30,"Q3",2011-09-30,0.665753424657534,"ERS","MDA","BBP1",0.0023213588229123,0.00265473640718982
"1513",2011-06-30,"Q3",2011-09-30,0.665753424657534,"ERS","Additional DoD Components","BBP1",0.165552238501888,0.12839334012799
"1514",2011-06-30,"Q3",2011-09-30,0.665753424657534,"FRS&C","Army","BBP1",2.19490797113932,1.8398213518569
"1515",2011-06-30,"Q3",2011-09-30,0.665753424657534,"FRS&C","Navy","BBP1",1.40125375285355,0.634327279119457
"1516",2011-06-30,"Q3",2011-09-30,0.665753424657534,"FRS&C","Air Force","BBP1",0.250617793925724,0.204228688669744
"1517",2011-06-30,"Q3",2011-09-30,0.665753424657534,"FRS&C","DLA","BBP1",0.0167226214960134,0.036004472191915
"1518",2011-06-30,"Q3",2011-09-30,0.665753424657534,"FRS&C","MDA","BBP1",4.72093999160722e-06,NA
"1519",2011-06-30,"Q3",2011-09-30,0.665753424657534,"FRS&C","Additional DoD Components","BBP1",0.0141069151489719,0.00952302138061267
"1520",2011-06-30,"Q3",2011-09-30,0.665753424657534,"ICT","Army","BBP1",0.140021914173311,0.146701511672961
"1521",2011-06-30,"Q3",2011-09-30,0.665753424657534,"ICT","Navy","BBP1",0.245287688250105,0.23534502031403
"1522",2011-06-30,"Q3",2011-09-30,0.665753424657534,"ICT","Air Force","BBP1",0.0466647505350399,0.0544400885928102
"1523",2011-06-30,"Q3",2011-09-30,0.665753424657534,"ICT","DLA","BBP1",0.0213672570499371,0.0191046335991048
"1524",2011-06-30,"Q3",2011-09-30,0.665753424657534,"ICT","Additional DoD Components","BBP1",0.21744338068611,0.157543767712267
"1525",2011-06-30,"Q3",2011-09-30,0.665753424657534,"MED","Army","BBP1",0.016944936298783,0.0254276652224087
"1526",2011-06-30,"Q3",2011-09-30,0.665753424657534,"MED","Navy","BBP1",0.0239693840851867,0.0196017544097076
"1527",2011-06-30,"Q3",2011-09-30,0.665753424657534,"MED","Air Force","BBP1",0.0148241236571548,0.00902585275213317
"1528",2011-06-30,"Q3",2011-09-30,0.665753424657534,"MED","MilitaryHealth","BBP1",0.0879618773080151,0.0293103502168135
"1529",2011-06-30,"Q3",2011-09-30,0.665753424657534,"MED","Additional DoD Components","BBP1",1.13973982375157e-05,6.20621310672821e-05
"1530",2011-06-30,"Q3",2011-09-30,0.665753424657534,"PAMS","Army","BBP1",1.1674878911666,0.910940015316827
"1531",2011-06-30,"Q3",2011-09-30,0.665753424657534,"PAMS","Navy","BBP1",0.522182754605539,0.458847309910477
"1532",2011-06-30,"Q3",2011-09-30,0.665753424657534,"PAMS","Air Force","BBP1",0.499139421632396,0.387633366768079
"1533",2011-06-30,"Q3",2011-09-30,0.665753424657534,"PAMS","DLA","BBP1",0.00399394032731851,0.00427068220730172
"1534",2011-06-30,"Q3",2011-09-30,0.665753424657534,"PAMS","MDA","BBP1",0.0606503367603861,0.029325617908099
"1535",2011-06-30,"Q3",2011-09-30,0.665753424657534,"PAMS","MilitaryHealth","BBP1",0.00172854175409148,0.000774504972723458
"1536",2011-06-30,"Q3",2011-09-30,0.665753424657534,"PAMS","Additional DoD Components","BBP1",0.419861052412925,0.328848184459365
"1537",2011-06-30,"Q3",2011-09-30,4.5013698630137,"ERS","Army","YOUNG",0.00128489342215694,0.0313309148936914
"1538",2011-06-30,"Q3",2011-09-30,4.5013698630137,"ERS","Navy","YOUNG",0.0414380880717583,0.0416961784655197
"1539",2011-06-30,"Q3",2011-09-30,4.5013698630137,"ERS","Air Force","YOUNG",0.128034244324381,0.245577607584977
"1540",2011-06-30,"Q3",2011-09-30,4.5013698630137,"ERS","DLA","YOUNG",0.000460700566512799,0.000593235281158204
"1541",2011-06-30,"Q3",2011-09-30,4.5013698630137,"ERS","MilitaryHealth","YOUNG",-4.54122954259337e-06,2.49781009256301e-06
"1542",2011-06-30,"Q3",2011-09-30,4.5013698630137,"ERS","Additional DoD Components","YOUNG",0.00184084831095258,-0.0028637105679116
"1543",2011-06-30,"Q3",2011-09-30,4.5013698630137,"FRS&C","Army","YOUNG",0.148200923342426,0.189742896621905
"1544",2011-06-30,"Q3",2011-09-30,4.5013698630137,"FRS&C","Navy","YOUNG",0.0293126897922786,0.0387466062701077
"1545",2011-06-30,"Q3",2011-09-30,4.5013698630137,"FRS&C","Air Force","YOUNG",0.0176046935690306,0.026579573125612
"1546",2011-06-30,"Q3",2011-09-30,4.5013698630137,"FRS&C","DLA","YOUNG",0.0195555616135124,0.0137308659113163
"1547",2011-06-30,"Q3",2011-09-30,4.5013698630137,"FRS&C","Additional DoD Components","YOUNG",-2.04947230381872e-05,0.00260281228143796
"1548",2011-06-30,"Q3",2011-09-30,4.5013698630137,"ICT","Army","YOUNG",0.0460656944817457,0.0436372289271227
"1549",2011-06-30,"Q3",2011-09-30,4.5013698630137,"ICT","Navy","YOUNG",0.0240515177402434,0.028463427367464
"1550",2011-06-30,"Q3",2011-09-30,4.5013698630137,"ICT","Air Force","YOUNG",0.00810678455728074,0.00801070950832284
"1551",2011-06-30,"Q3",2011-09-30,4.5013698630137,"ICT","DLA","YOUNG",0.0013750870751154,-0.000413449454469156
"1552",2011-06-30,"Q3",2011-09-30,4.5013698630137,"ICT","Additional DoD Components","YOUNG",0.046366775020982,0.0495063864071898
"1553",2011-06-30,"Q3",2011-09-30,4.5013698630137,"MED","Army","YOUNG",0.00136984901384809,0.00518420991397398
"1554",2011-06-30,"Q3",2011-09-30,4.5013698630137,"MED","Navy","YOUNG",0.000427916512798993,-0.00075293999510421
"1555",2011-06-30,"Q3",2011-09-30,4.5013698630137,"MED","Air Force","YOUNG",3.1274433487201e-05,-0.000269844600643447
"1556",2011-06-30,"Q3",2011-09-30,4.5013698630137,"MED","DLA","YOUNG",0,0
"1557",2011-06-30,"Q3",2011-09-30,4.5013698630137,"MED","MilitaryHealth","YOUNG",0.036782724506924,0.154488886935236
"1558",2011-06-30,"Q3",2011-09-30,4.5013698630137,"MED","Additional DoD Components","YOUNG",-1.5091334452371e-05,-0.000375016082668905
"1559",2011-06-30,"Q3",2011-09-30,4.5013698630137,"PAMS","Army","YOUNG",0.504996928703315,0.380944541229543
"1560",2011-06-30,"Q3",2011-09-30,4.5013698630137,"PAMS","Navy","YOUNG",0.177684205822493,0.266997208973283
"1561",2011-06-30,"Q3",2011-09-30,4.5013698630137,"PAMS","Air Force","YOUNG",0.0628582763638271,0.0794901237131067
"1562",2011-06-30,"Q3",2011-09-30,4.5013698630137,"PAMS","DLA","YOUNG",0.00430952437054133,0.00557055159462862
"1563",2011-06-30,"Q3",2011-09-30,4.5013698630137,"PAMS","MDA","YOUNG",0.00235829199538397,0.00927993250804308
"1564",2011-06-30,"Q3",2011-09-30,4.5013698630137,"PAMS","MilitaryHealth","YOUNG",0,0.000857819583158484
"1565",2011-06-30,"Q3",2011-09-30,4.5013698630137,"PAMS","Additional DoD Components","YOUNG",0.0393139789865715,0.064722498562736
"1566",2011-06-30,"Q3",2011-09-30,4.58356164383562,"ERS","Army","YOUNG",0.0418196348405371,0.0251783224471954
"1567",2011-06-30,"Q3",2011-09-30,4.58356164383562,"ERS","Navy","YOUNG",0.049032498573227,0.0493277939781788
"1568",2011-06-30,"Q3",2011-09-30,4.58356164383562,"ERS","Air Force","YOUNG",0.210996669009652,0.161578781633795
"1569",2011-06-30,"Q3",2011-09-30,4.58356164383562,"ERS","DLA","YOUNG",0.000135939603441041,0.000514559781088264
"1570",2011-06-30,"Q3",2011-09-30,4.58356164383562,"ERS","Additional DoD Components","YOUNG",-0.0158424741397398,-0.00546861215554623
"1571",2011-06-30,"Q3",2011-09-30,4.58356164383562,"FRS&C","Army","YOUNG",0.170380178629878,0.213299609868513
"1572",2011-06-30,"Q3",2011-09-30,4.58356164383562,"FRS&C","Navy","YOUNG",0.0177031016261016,0.0356695781298084
"1573",2011-06-30,"Q3",2011-09-30,4.58356164383562,"FRS&C","Air Force","YOUNG",0.0733974233738984,0.0453417360889635
"1574",2011-06-30,"Q3",2011-09-30,4.58356164383562,"FRS&C","DLA","YOUNG",0.0106375150650441,0.0132791461498112
"1575",2011-06-30,"Q3",2011-09-30,4.58356164383562,"FRS&C","Additional DoD Components","YOUNG",0.000493170436424675,0.00248293191705134
"1576",2011-06-30,"Q3",2011-09-30,4.58356164383562,"ICT","Army","YOUNG",0.0272622794586655,0.043416022184921
"1577",2011-06-30,"Q3",2011-09-30,4.58356164383562,"ICT","Navy","YOUNG",0.0434883722618548,0.0371641100083928
"1578",2011-06-30,"Q3",2011-09-30,4.58356164383562,"ICT","Air Force","YOUNG",0.0110942543747377,0.00872240030773535
"1579",2011-06-30,"Q3",2011-09-30,4.58356164383562,"ICT","DLA","YOUNG",0.000200750230801511,0.0010717726884879
"1580",2011-06-30,"Q3",2011-09-30,4.58356164383562,"ICT","MilitaryHealth","YOUNG",0,1.89688767659813e-05
"1581",2011-06-30,"Q3",2011-09-30,4.58356164383562,"ICT","Additional DoD Components","YOUNG",0.0375428134494335,0.044617257056931
"1582",2011-06-30,"Q3",2011-09-30,4.58356164383562,"MED","Army","YOUNG",-0.00243458487201007,0.00081730112253462
"1583",2011-06-30,"Q3",2011-09-30,4.58356164383562,"MED","Navy","YOUNG",-0.00203796385858162,-0.0012980055182543
"1584",2011-06-30,"Q3",2011-09-30,4.58356164383562,"MED","Air Force","YOUNG",-0.000804428157784305,-0.000600269292908099
"1585",2011-06-30,"Q3",2011-09-30,4.58356164383562,"MED","DLA","YOUNG",0,0
"1586",2011-06-30,"Q3",2011-09-30,4.58356164383562,"MED","MilitaryHealth","YOUNG",0.446985965621066,0.229168913068261
"1587",2011-06-30,"Q3",2011-09-30,4.58356164383562,"PAMS","Army","YOUNG",0.469066711151909,0.450976239313191
"1588",2011-06-30,"Q3",2011-09-30,4.58356164383562,"PAMS","Navy","YOUNG",0.266013370111204,0.290139446541474
"1589",2011-06-30,"Q3",2011-09-30,4.58356164383562,"PAMS","Air Force","YOUNG",0.0768426180444817,0.0856807911630997
"1590",2011-06-30,"Q3",2011-09-30,4.58356164383562,"PAMS","DLA","YOUNG",0.0053755177822073,0.0053583223562736
"1591",2011-06-30,"Q3",2011-09-30,4.58356164383562,"PAMS","MDA","YOUNG",0.00493040327318506,0.00754880171702336
"1592",2011-06-30,"Q3",2011-09-30,4.58356164383562,"PAMS","MilitaryHealth","YOUNG",-0.000887699863617289,-0.000295899954539096
"1593",2011-06-30,"Q3",2011-09-30,4.58356164383562,"PAMS","Additional DoD Components","YOUNG",0.0421920201531683,0.0623905619142537
"1594",2011-06-30,"Q3",2011-09-30,4.66849315068493,"ERS","Army","YOUNG",0.0140798414183802,0.0190614565603581
"1595",2011-06-30,"Q3",2011-09-30,4.66849315068493,"ERS","Navy","YOUNG",0.0574946486571548,0.0493217451007134
"1596",2011-06-30,"Q3",2011-09-30,4.66849315068493,"ERS","Air Force","YOUNG",0.459554396590432,0.266195103308155
"1597",2011-06-30,"Q3",2011-09-30,4.66849315068493,"ERS","DLA","YOUNG",0.000247726237935376,0.000281455469296405
"1598",2011-06-30,"Q3",2011-09-30,4.66849315068493,"ERS","Additional DoD Components","YOUNG",-0.00452212126521192,-0.00617458236466639
"1599",2011-06-30,"Q3",2011-09-30,4.66849315068493,"FRS&C","Army","YOUNG",0.164273638879564,0.160951580283956
"1600",2011-06-30,"Q3",2011-09-30,4.66849315068493,"FRS&C","Navy","YOUNG",0.024020039152329,0.0236786101902364
"1601",2011-06-30,"Q3",2011-09-30,4.66849315068493,"FRS&C","Air Force","YOUNG",0.0297786372010071,0.0402602513813121
"1602",2011-06-30,"Q3",2011-09-30,4.66849315068493,"FRS&C","DLA","YOUNG",0.013086157532522,0.0144264114036928
"1603",2011-06-30,"Q3",2011-09-30,4.66849315068493,"FRS&C","Additional DoD Components","YOUNG",0.000980513501888376,0.000484396405091621
"1604",2011-06-30,"Q3",2011-09-30,4.66849315068493,"ICT","Army","YOUNG",0.0427331502937474,0.0386870414113862
"1605",2011-06-30,"Q3",2011-09-30,4.66849315068493,"ICT","Navy","YOUNG",0.0339611834032732,0.0338336911351238
"1606",2011-06-30,"Q3",2011-09-30,4.66849315068493,"ICT","Air Force","YOUNG",0.0120342986886278,0.0104117792068821
"1607",2011-06-30,"Q3",2011-09-30,4.66849315068493,"ICT","DLA","YOUNG",0.00741646079521611,0.00299743270037767
"1608",2011-06-30,"Q3",2011-09-30,4.66849315068493,"ICT","Additional DoD Components","YOUNG",0.0297910201846412,0.0379002028850189
"1609",2011-06-30,"Q3",2011-09-30,4.66849315068493,"MED","Army","YOUNG",-0.00538931176038607,-0.00215134920618268
"1610",2011-06-30,"Q3",2011-09-30,4.66849315068493,"MED","Navy","YOUNG",-0.00226841328157784,-0.00129282020912016
"1611",2011-06-30,"Q3",2011-09-30,4.66849315068493,"MED","Air Force","YOUNG",0.000739537903902644,-1.12052734648202e-05
"1612",2011-06-30,"Q3",2011-09-30,4.66849315068493,"MED","DLA","YOUNG",4.87201007133865e-06,1.62400335711288e-06
"1613",2011-06-30,"Q3",2011-09-30,4.66849315068493,"MED","MilitaryHealth","YOUNG",-9.79122954259337e-06,0.161252966299482
"1614",2011-06-30,"Q3",2011-09-30,4.66849315068493,"MED","Additional DoD Components","YOUNG",-8.58075954678976e-06,-0.000376794502727654
"1615",2011-06-30,"Q3",2011-09-30,4.66849315068493,"PAMS","Army","YOUNG",0.253353732217793,0.409139124024339
"1616",2011-06-30,"Q3",2011-09-30,4.66849315068493,"PAMS","Navy","YOUNG",0.278631123447335,0.240776233127011
"1617",2011-06-30,"Q3",2011-09-30,4.66849315068493,"PAMS","Air Force","YOUNG",0.0829776159987411,0.0742261701356833
"1618",2011-06-30,"Q3",2011-09-30,4.66849315068493,"PAMS","DLA","YOUNG",0.00293829876206462,0.00420778030493775
"1619",2011-06-30,"Q3",2011-09-30,4.66849315068493,"PAMS","MDA","YOUNG",0.00695091482375157,0.0047465366974402
"1620",2011-06-30,"Q3",2011-09-30,4.66849315068493,"PAMS","MilitaryHealth","YOUNG",0,-0.000295899954539096
"1621",2011-06-30,"Q3",2011-09-30,4.66849315068493,"PAMS","Additional DoD Components","YOUNG",0.0313355100398657,0.0376138363932018
"1622",2011-09-30,"Q4",2011-09-30,0.747945205479452,"ERS","Army","BBP1",0.3112722944188,0.408361684536299
"1623",2011-09-30,"Q4",2011-09-30,0.747945205479452,"ERS","Navy","BBP1",0.251220559483844,0.299738737585676
"1624",2011-09-30,"Q4",2011-09-30,0.747945205479452,"ERS","Air Force","BBP1",0.294723100597986,0.219970966827528
"1625",2011-09-30,"Q4",2011-09-30,0.747945205479452,"ERS","DLA","BBP1",0.00122993040285355,0.00145794802419919
"1626",2011-09-30,"Q4",2011-09-30,0.747945205479452,"ERS","MDA","BBP1",0.00438214225765841,0.00235322220939992
"1627",2011-09-30,"Q4",2011-09-30,0.747945205479452,"ERS","MilitaryHealth","BBP1",0,NA
"1628",2011-09-30,"Q4",2011-09-30,0.747945205479452,"ERS","Additional DoD Components","BBP1",0.351788184735627,0.204833151021122
"1629",2011-09-30,"Q4",2011-09-30,0.747945205479452,"FRS&C","Army","BBP1",1.73830839910827,1.87169310219611
"1630",2011-09-30,"Q4",2011-09-30,0.747945205479452,"FRS&C","Navy","BBP1",0.582200974339068,0.737712014571968
