"","SignedQuarter","Quarter","Fiscal.Year","SinceFirstFiscalYear","ProductOrServiceArea","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"3373",2013-06-30,"Q3",2013-09-30,6.58630136986301,"PAMS","Army","YOUNG",0.184389969098812,0.114714712344877
"3374",2013-06-30,"Q3",2013-09-30,6.58630136986301,"PAMS","Navy","YOUNG",0.0235238683234488,0.046815489031854
"3375",2013-06-30,"Q3",2013-09-30,6.58630136986301,"PAMS","Air Force","YOUNG",0.00816779792454555,0.0101031762361802
"3376",2013-06-30,"Q3",2013-09-30,6.58630136986301,"PAMS","DLA","YOUNG",0.000551640950238651,0.000865190417081345
"3377",2013-06-30,"Q3",2013-09-30,6.58630136986301,"PAMS","MDA","YOUNG",-0.000684776815273687,-0.000219335913543888
"3378",2013-06-30,"Q3",2013-09-30,6.58630136986301,"PAMS","Additional DoD Components","YOUNG",0.00287473571382147,0.0037309298009546
"3379",2013-06-30,"Q3",2013-09-30,6.67123287671233,"ERS","Army","YOUNG",0.00975838391296842,-0.000345302284215159
"3380",2013-06-30,"Q3",2013-09-30,6.67123287671233,"ERS","Navy","YOUNG",0.0173743617163603,0.0201814808260045
"3381",2013-06-30,"Q3",2013-09-30,6.67123287671233,"ERS","Air Force","YOUNG",0.0337864249136793,0.096134837171829
"3382",2013-06-30,"Q3",2013-09-30,6.67123287671233,"ERS","DLA","YOUNG",2.98651370975932e-05,-0.000221715262482651
"3383",2013-06-30,"Q3",2013-09-30,6.67123287671233,"ERS","Additional DoD Components","YOUNG",-0.00092654026891439,-0.00528999101878745
"3384",2013-06-30,"Q3",2013-09-30,6.67123287671233,"FRS&C","Army","YOUNG",0.334020015988829,0.16794840327274
"3385",2013-06-30,"Q3",2013-09-30,6.67123287671233,"FRS&C","Navy","YOUNG",0.00155323817132121,0.0124867475338343
"3386",2013-06-30,"Q3",2013-09-30,6.67123287671233,"FRS&C","Air Force","YOUNG",0.0175167382772418,0.0270557370444467
"3387",2013-06-30,"Q3",2013-09-30,6.67123287671233,"FRS&C","DLA","YOUNG",0.0193597699198741,0.0191415306423953
"3388",2013-06-30,"Q3",2013-09-30,6.67123287671233,"FRS&C","MilitaryHealth","YOUNG",0.000264159182390576,0.000264159182390576
"3389",2013-06-30,"Q3",2013-09-30,6.67123287671233,"FRS&C","Additional DoD Components","YOUNG",-0.000886080955621001,0.00118165888128364
"3390",2013-06-30,"Q3",2013-09-30,6.67123287671233,"ICT","Army","YOUNG",0.085140894825226,0.0350005924915203
"3391",2013-06-30,"Q3",2013-09-30,6.67123287671233,"ICT","Navy","YOUNG",0.0144097017555601,0.0110109877508209
"3392",2013-06-30,"Q3",2013-09-30,6.67123287671233,"ICT","Air Force","YOUNG",0.00856911480694628,0.00282952748065401
"3393",2013-06-30,"Q3",2013-09-30,6.67123287671233,"ICT","DLA","YOUNG",0.0159319418807759,0.0052853440134051
"3394",2013-06-30,"Q3",2013-09-30,6.67123287671233,"ICT","MDA","YOUNG",0,-4.50631325953759e-07
"3395",2013-06-30,"Q3",2013-09-30,6.67123287671233,"ICT","Additional DoD Components","YOUNG",0.01838991808693,0.00680586353048306
"3396",2013-06-30,"Q3",2013-09-30,6.67123287671233,"MED","Army","YOUNG",-0.000740615717985173,-0.00248134343701974
"3397",2013-06-30,"Q3",2013-09-30,6.67123287671233,"MED","Navy","YOUNG",-0.000983294071696963,-0.000606255258318947
"3398",2013-06-30,"Q3",2013-09-30,6.67123287671233,"MED","Air Force","YOUNG",-0.000189988219762364,-0.000290921135472733
"3399",2013-06-30,"Q3",2013-09-30,6.67123287671233,"MED","MilitaryHealth","YOUNG",0.0855305202092008,0.0838550148099252
"3400",2013-06-30,"Q3",2013-09-30,6.67123287671233,"PAMS","Army","YOUNG",0.0513953420494567,0.0948127920021665
"3401",2013-06-30,"Q3",2013-09-30,6.67123287671233,"PAMS","Navy","YOUNG",0.0324064497655123,0.0336196369129684
"3402",2013-06-30,"Q3",2013-09-30,6.67123287671233,"PAMS","Air Force","YOUNG",0.0390497164285569,0.020351309671372
"3403",2013-06-30,"Q3",2013-09-30,6.67123287671233,"PAMS","DLA","YOUNG",0.000631664466334924,0.000914984239633052
"3404",2013-06-30,"Q3",2013-09-30,6.67123287671233,"PAMS","MDA","YOUNG",0,-0.000242434914187062
"3405",2013-06-30,"Q3",2013-09-30,6.67123287671233,"PAMS","Additional DoD Components","YOUNG",-0.00753452720554484,-0.00272708159100911
"3406",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ERS","Army","Section 808
FY12 NDAA
Implem.",0.168199223597949,0.221267893009275
"3407",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ERS","Navy","Section 808
FY12 NDAA
Implem.",0.192886164871941,0.204659941227413
"3408",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ERS","Air Force","Section 808
FY12 NDAA
Implem.",0.168001931858434,0.135091750498798
"3409",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ERS","DLA","Section 808
FY12 NDAA
Implem.",0.000866360567787143,0.00184978682008057
"3410",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ERS","MDA","Section 808
FY12 NDAA
Implem.",0,0.00675648386987577
"3411",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ERS","MilitaryHealth","Section 808
FY12 NDAA
Implem.",4.7552857926272e-05,9.07358684201618e-05
"3412",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ERS","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.241342204356555,0.196913875568803
"3413",2013-09-30,"Q4",2013-09-30,1.75068493150685,"FRS&C","Army","Section 808
FY12 NDAA
Implem.",1.19568021257439,1.22858563048847
"3414",2013-09-30,"Q4",2013-09-30,1.75068493150685,"FRS&C","Navy","Section 808
FY12 NDAA
Implem.",0.244102147670356,0.242498916322366
"3415",2013-09-30,"Q4",2013-09-30,1.75068493150685,"FRS&C","Air Force","Section 808
FY12 NDAA
Implem.",0.145847793788463,0.125657695394198
"3416",2013-09-30,"Q4",2013-09-30,1.75068493150685,"FRS&C","DLA","Section 808
FY12 NDAA
Implem.",0.0393323286262821,0.0343981868287126
"3417",2013-09-30,"Q4",2013-09-30,1.75068493150685,"FRS&C","MilitaryHealth","Section 808
FY12 NDAA
Implem.",1.95762161064284e-05,4.20523001929522e-05
"3418",2013-09-30,"Q4",2013-09-30,1.75068493150685,"FRS&C","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.0136857789279984,0.0238812793718222
"3419",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ICT","Army","Section 808
FY12 NDAA
Implem.",0.182649842808977,0.180904921578755
"3420",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ICT","Navy","Section 808
FY12 NDAA
Implem.",0.239379910708439,0.283140885741038
"3421",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ICT","Air Force","Section 808
FY12 NDAA
Implem.",0.0720699907348431,0.0645272974915203
"3422",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ICT","DLA","Section 808
FY12 NDAA
Implem.",0.0173614194373921,0.014325225483159
"3423",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ICT","MDA","Section 808
FY12 NDAA
Implem.",0.000612973494465319,0.00171536241494872
"3424",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ICT","MilitaryHealth","Section 808
FY12 NDAA
Implem.",9.7466466944247e-05,0.00297974589553502
"3425",2013-09-30,"Q4",2013-09-30,1.75068493150685,"ICT","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.14639336977384,0.160910327478555
"3426",2013-09-30,"Q4",2013-09-30,1.75068493150685,"MED","Army","Section 808
FY12 NDAA
Implem.",0.0219856804469382,0.0254012332705731
"3427",2013-09-30,"Q4",2013-09-30,1.75068493150685,"MED","Navy","Section 808
FY12 NDAA
Implem.",0.0356133978842287,0.0228498148563353
"3428",2013-09-30,"Q4",2013-09-30,1.75068493150685,"MED","Air Force","Section 808
FY12 NDAA
Implem.",0.0192635104031685,0.0128397171868589
"3429",2013-09-30,"Q4",2013-09-30,1.75068493150685,"MED","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.00685008029897431,0.0186295902966724
"3430",2013-09-30,"Q4",2013-09-30,1.75068493150685,"MED","Additional DoD Components","Section 808
FY12 NDAA
Implem.",6.22524626789885e-05,0.00163049187464879
"3431",2013-09-30,"Q4",2013-09-30,1.75068493150685,"PAMS","Army","Section 808
FY12 NDAA
Implem.",0.861554045498121,0.760734488288277
"3432",2013-09-30,"Q4",2013-09-30,1.75068493150685,"PAMS","Navy","Section 808
FY12 NDAA
Implem.",0.402859088231441,0.406238140478623
"3433",2013-09-30,"Q4",2013-09-30,1.75068493150685,"PAMS","Air Force","Section 808
FY12 NDAA
Implem.",0.353324811016655,0.485938177563048
"3434",2013-09-30,"Q4",2013-09-30,1.75068493150685,"PAMS","DLA","Section 808
FY12 NDAA
Implem.",0.00819472481039911,0.0102382799345994
"3435",2013-09-30,"Q4",2013-09-30,1.75068493150685,"PAMS","MDA","Section 808
FY12 NDAA
Implem.",0.0127335162993805,0.0137091809860194
"3436",2013-09-30,"Q4",2013-09-30,1.75068493150685,"PAMS","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.0075119243134965,0.00476099907047832
"3437",2013-09-30,"Q4",2013-09-30,1.75068493150685,"PAMS","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.431116610281101,0.287108593380793
"3438",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ERS","Army","Section 808
FY12 NDAA
Implem.",0.210430727704479,0.205152209918791
"3439",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ERS","Navy","Section 808
FY12 NDAA
Implem.",0.257583988356048,0.215545752502725
"3440",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ERS","Air Force","Section 808
FY12 NDAA
Implem.",0.151008124271555,0.408273213093125
"3441",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ERS","DLA","Section 808
FY12 NDAA
Implem.",0.00403902942419011,0.00235193603815037
"3442",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ERS","MDA","Section 808
FY12 NDAA
Implem.",0,0.000625772316441556
"3443",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ERS","MilitaryHealth","Section 808
FY12 NDAA
Implem.",6.86208179140855e-05,4.81240713245997e-05
"3444",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ERS","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.202198326900173,0.206851329418029
"3445",2013-09-30,"Q4",2013-09-30,1.83561643835616,"FRS&C","Army","Section 808
FY12 NDAA
Implem.",1.40237266657581,1.25369355318743
"3446",2013-09-30,"Q4",2013-09-30,1.83561643835616,"FRS&C","Navy","Section 808
FY12 NDAA
Implem.",0.491927463794455,0.348486996260892
"3447",2013-09-30,"Q4",2013-09-30,1.83561643835616,"FRS&C","Air Force","Section 808
FY12 NDAA
Implem.",0.196478685599472,0.162809835912461
"3448",2013-09-30,"Q4",2013-09-30,1.83561643835616,"FRS&C","DLA","Section 808
FY12 NDAA
Implem.",0.0387089294676551,0.0347092015031989
"3449",2013-09-30,"Q4",2013-09-30,1.83561643835616,"FRS&C","Additional DoD Components","Section 808
FY12 NDAA
Implem.",-0.0426831534489692,0.00750444417162587
"3450",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ICT","Army","Section 808
FY12 NDAA
Implem.",0.209218361779019,0.187662738255103
"3451",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ICT","Navy","Section 808
FY12 NDAA
Implem.",0.255042509615517,0.249665795483193
"3452",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ICT","Air Force","Section 808
FY12 NDAA
Implem.",0.083727574755357,0.0762456930752513
"3453",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ICT","DLA","Section 808
FY12 NDAA
Implem.",0.0192305735249314,0.0184268719610034
"3454",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ICT","MDA","Section 808
FY12 NDAA
Implem.",0.00025653678277648,0.00164312781557835
"3455",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ICT","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.00240411229816188,0.00305664787921871
"3456",2013-09-30,"Q4",2013-09-30,1.83561643835616,"ICT","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.215328397532243,0.183771536110423
"3457",2013-09-30,"Q4",2013-09-30,1.83561643835616,"MED","Army","Section 808
FY12 NDAA
Implem.",0.00362646986970651,0.0207698269357503
"3458",2013-09-30,"Q4",2013-09-30,1.83561643835616,"MED","Navy","Section 808
FY12 NDAA
Implem.",0.0811510212400731,0.0460329259932298
"3459",2013-09-30,"Q4",2013-09-30,1.83561643835616,"MED","Air Force","Section 808
FY12 NDAA
Implem.",0.0185862369295217,0.0169320368950272
"3460",2013-09-30,"Q4",2013-09-30,1.83561643835616,"MED","DLA","Section 808
FY12 NDAA
Implem.",1.11449174367828e-05,1.53898988185911e-05
"3461",2013-09-30,"Q4",2013-09-30,1.83561643835616,"MED","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.0170035061440032,0.0243489700993196
"3462",2013-09-30,"Q4",2013-09-30,1.83561643835616,"MED","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.00508223693703666,0.00178004764862395
"3463",2013-09-30,"Q4",2013-09-30,1.83561643835616,"PAMS","Army","Section 808
FY12 NDAA
Implem.",0.773135603119427,0.743913250028435
"3464",2013-09-30,"Q4",2013-09-30,1.83561643835616,"PAMS","Navy","Section 808
FY12 NDAA
Implem.",0.587885853332792,0.471338351221929
"3465",2013-09-30,"Q4",2013-09-30,1.83561643835616,"PAMS","Air Force","Section 808
FY12 NDAA
Implem.",0.400870151554585,0.42736825512481
"3466",2013-09-30,"Q4",2013-09-30,1.83561643835616,"PAMS","DLA","Section 808
FY12 NDAA
Implem.",0.0129812367665279,0.0114644413570631
"3467",2013-09-30,"Q4",2013-09-30,1.83561643835616,"PAMS","MDA","Section 808
FY12 NDAA
Implem.",0.00982390677363664,0.011474770442199
"3468",2013-09-30,"Q4",2013-09-30,1.83561643835616,"PAMS","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.0111342953920991,0.00928501944744592
"3469",2013-09-30,"Q4",2013-09-30,1.83561643835616,"PAMS","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.269004261922108,0.29638703819522
"3470",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ERS","Army","Section 808
FY12 NDAA
Implem.",0.603212046940489,0.327280666080972
"3471",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ERS","Navy","Section 808
FY12 NDAA
Implem.",0.497331141408348,0.315933764878779
"3472",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ERS","Air Force","Section 808
FY12 NDAA
Implem.",0.372774382878542,0.230594813002844
"3473",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ERS","DLA","Section 808
FY12 NDAA
Implem.",0.0156645162797806,0.0068566354239193
"3474",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ERS","MDA","Section 808
FY12 NDAA
Implem.",0.00109170305676856,0.000363901018922853
"3475",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ERS","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.000169555163501574,9.52429464473105e-05
"3476",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ERS","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.269676381286077,0.237738970847602
"3477",2013-09-30,"Q4",2013-09-30,1.92054794520548,"FRS&C","Army","Section 808
FY12 NDAA
Implem.",5.11029243821174,2.56944843912065
"3478",2013-09-30,"Q4",2013-09-30,1.92054794520548,"FRS&C","Navy","Section 808
FY12 NDAA
Implem.",2.49623854973657,1.07742272040046
"3479",2013-09-30,"Q4",2013-09-30,1.92054794520548,"FRS&C","Air Force","Section 808
FY12 NDAA
Implem.",1.14412630478552,0.495484261391151
"3480",2013-09-30,"Q4",2013-09-30,1.92054794520548,"FRS&C","DLA","Section 808
FY12 NDAA
Implem.",0.0608147350224434,0.0462853310387935
"3481",2013-09-30,"Q4",2013-09-30,1.92054794520548,"FRS&C","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.000166365572966386,9.41900679394739e-05
"3482",2013-09-30,"Q4",2013-09-30,1.92054794520548,"FRS&C","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.0578039225231035,0.00960218266737754
"3483",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ICT","Army","Section 808
FY12 NDAA
Implem.",0.671325415926069,0.354397873504688
"3484",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ICT","Navy","Section 808
FY12 NDAA
Implem.",0.775148476937646,0.423190299087201
"3485",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ICT","Air Force","Section 808
FY12 NDAA
Implem.",0.214233911366914,0.123343825619038
"3486",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ICT","DLA","Section 808
FY12 NDAA
Implem.",0.161948229595714,0.0661800741860127
"3487",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ICT","MDA","Section 808
FY12 NDAA
Implem.",0.0012405924951762,0.000703367590805998
"3488",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ICT","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.0193267524322129,0.00727611039910633
"3489",2013-09-30,"Q4",2013-09-30,1.92054794520548,"ICT","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.500059323182492,0.287260363496192
"3490",2013-09-30,"Q4",2013-09-30,1.92054794520548,"MED","Army","Section 808
FY12 NDAA
Implem.",0.023454781504316,0.0163556439403202
"3491",2013-09-30,"Q4",2013-09-30,1.92054794520548,"MED","Navy","Section 808
FY12 NDAA
Implem.",0.129138664988728,0.0819676947043431
"3492",2013-09-30,"Q4",2013-09-30,1.92054794520548,"MED","Air Force","Section 808
FY12 NDAA
Implem.",0.0276368624998477,0.0218288699441793
"3493",2013-09-30,"Q4",2013-09-30,1.92054794520548,"MED","DLA","Section 808
FY12 NDAA
Implem.",0.000226638474966995,8.20830562607901e-05
"3494",2013-09-30,"Q4",2013-09-30,1.92054794520548,"MED","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.174671568914593,0.0661750517858569
"3495",2013-09-30,"Q4",2013-09-30,1.92054794520548,"MED","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.015024617613791,0.00672303567116888
"3496",2013-09-30,"Q4",2013-09-30,1.92054794520548,"PAMS","Army","Section 808
FY12 NDAA
Implem.",3.27810839625673,1.63759934829143
"3497",2013-09-30,"Q4",2013-09-30,1.92054794520548,"PAMS","Navy","Section 808
FY12 NDAA
Implem.",1.40428411279933,0.798343018121187
"3498",2013-09-30,"Q4",2013-09-30,1.92054794520548,"PAMS","Air Force","Section 808
FY12 NDAA
Implem.",1.16440096019742,0.63953197425622
"3499",2013-09-30,"Q4",2013-09-30,1.92054794520548,"PAMS","DLA","Section 808
FY12 NDAA
Implem.",0.088120670170915,0.036432210582614
"3500",2013-09-30,"Q4",2013-09-30,1.92054794520548,"PAMS","MDA","Section 808
FY12 NDAA
Implem.",0.0107925248648319,0.0111166493126164
"3501",2013-09-30,"Q4",2013-09-30,1.92054794520548,"PAMS","MilitaryHealth","Section 808
FY12 NDAA
Implem.",0.0867087211580177,0.0351183136212044
"3502",2013-09-30,"Q4",2013-09-30,1.92054794520548,"PAMS","Additional DoD Components","Section 808
FY12 NDAA
Implem.",0.373663352434955,0.357928074879388
"3503",2013-09-30,"Q4",2013-09-30,2.75068493150685,"ERS","Army","BBP1",0.102808513742663,0.192911262000677
"3504",2013-09-30,"Q4",2013-09-30,2.75068493150685,"ERS","Navy","BBP1",0.253211270400934,0.149514161889645
"3505",2013-09-30,"Q4",2013-09-30,2.75068493150685,"ERS","Air Force","BBP1",0.0794145431596425,0.0640136676897871
"3506",2013-09-30,"Q4",2013-09-30,2.75068493150685,"ERS","DLA","BBP1",0.000162870889712603,0.000178888610405877
"3507",2013-09-30,"Q4",2013-09-30,2.75068493150685,"ERS","MDA","BBP1",0,0.00119035679225483
"3508",2013-09-30,"Q4",2013-09-30,2.75068493150685,"ERS","MilitaryHealth","BBP1",4.85085812937951e-06,5.42474699908602e-05
"3509",2013-09-30,"Q4",2013-09-30,2.75068493150685,"ERS","Additional DoD Components","BBP1",-0.000417243289732914,-0.00206498295724586
"3510",2013-09-30,"Q4",2013-09-30,2.75068493150685,"FRS&C","Army","BBP1",0.140967551039606,0.143229499103348
"3511",2013-09-30,"Q4",2013-09-30,2.75068493150685,"FRS&C","Navy","BBP1",0.0467994786246573,0.0392094431755188
"3512",2013-09-30,"Q4",2013-09-30,2.75068493150685,"FRS&C","Air Force","BBP1",0.0303264689436377,0.039891884572831
"3513",2013-09-30,"Q4",2013-09-30,2.75068493150685,"FRS&C","DLA","BBP1",0.0206982060966792,0.00906584379398125
"3514",2013-09-30,"Q4",2013-09-30,2.75068493150685,"FRS&C","MDA","BBP1",0.00170697179343963,0.00155568915872855
"3515",2013-09-30,"Q4",2013-09-30,2.75068493150685,"FRS&C","MilitaryHealth","BBP1",2.98568091804611e-06,0.000310983791611658
"3516",2013-09-30,"Q4",2013-09-30,2.75068493150685,"FRS&C","Additional DoD Components","BBP1",0.000279599466944247,0.00105269296225585
"3517",2013-09-30,"Q4",2013-09-30,2.75068493150685,"ICT","Army","BBP1",0.0529020504261196,0.0616256373725331
"3518",2013-09-30,"Q4",2013-09-30,2.75068493150685,"ICT","Navy","BBP1",0.0677032916988931,0.0543476001863173
"3519",2013-09-30,"Q4",2013-09-30,2.75068493150685,"ICT","Air Force","BBP1",0.0399788368991571,0.0256878186892116
"3520",2013-09-30,"Q4",2013-09-30,2.75068493150685,"ICT","DLA","BBP1",0.00672968228902204,0.00424484606330185
"3521",2013-09-30,"Q4",2013-09-30,2.75068493150685,"ICT","MDA","BBP1",0,0.00388879218712975
"3522",2013-09-30,"Q4",2013-09-30,2.75068493150685,"ICT","Additional DoD Components","BBP1",0.101508655367117,0.0957199033544565
"3523",2013-09-30,"Q4",2013-09-30,2.75068493150685,"MED","Army","BBP1",-0.00306105891835077,-0.000856868201414983
"3524",2013-09-30,"Q4",2013-09-30,2.75068493150685,"MED","Navy","BBP1",0.00383552984137301,0.00125441204133239
"3525",2013-09-30,"Q4",2013-09-30,2.75068493150685,"MED","Air Force","BBP1",0.00103938115842389,0.0107837284402695
"3526",2013-09-30,"Q4",2013-09-30,2.75068493150685,"MED","DLA","BBP1",0.000954344978165939,0.000315018956704242
"3527",2013-09-30,"Q4",2013-09-30,2.75068493150685,"MED","MilitaryHealth","BBP1",0.356892719221286,0.540485161163332
"3528",2013-09-30,"Q4",2013-09-30,2.75068493150685,"MED","Additional DoD Components","BBP1",0.00170253258860567,0.000453134368640195
"3529",2013-09-30,"Q4",2013-09-30,2.75068493150685,"PAMS","Army","BBP1",0.429433765307403,0.505275278529298
"3530",2013-09-30,"Q4",2013-09-30,2.75068493150685,"PAMS","Navy","BBP1",0.21068930854118,0.206140285675739
"3531",2013-09-30,"Q4",2013-09-30,2.75068493150685,"PAMS","Air Force","BBP1",0.126322590717376,0.147740959662638
"3532",2013-09-30,"Q4",2013-09-30,2.75068493150685,"PAMS","DLA","BBP1",0.000252482939372398,7.76099191293457e-05
"3533",2013-09-30,"Q4",2013-09-30,2.75068493150685,"PAMS","MDA","BBP1",0.0455145799798924,0.0426490204505941
"3534",2013-09-30,"Q4",2013-09-30,2.75068493150685,"PAMS","MilitaryHealth","BBP1",0.00389585042165126,0.00212215361277546
"3535",2013-09-30,"Q4",2013-09-30,2.75068493150685,"PAMS","Additional DoD Components","BBP1",0.156137984168884,0.156118825056599
"3536",2013-09-30,"Q4",2013-09-30,2.83561643835616,"ERS","Army","BBP1",0.0384913444198233,0.076471684080566
"3537",2013-09-30,"Q4",2013-09-30,2.83561643835616,"ERS","Navy","BBP1",0.143506857732812,0.155594408738567
"3538",2013-09-30,"Q4",2013-09-30,2.83561643835616,"ERS","Air Force","BBP1",0.0357893138775262,0.0582891825824109
"3539",2013-09-30,"Q4",2013-09-30,2.83561643835616,"ERS","DLA","BBP1",0.000152267156595918,0.000240867328154091
"3540",2013-09-30,"Q4",2013-09-30,2.83561643835616,"ERS","Additional DoD Components","BBP1",0.00454463291977252,-0.000432605268609729
"3541",2013-09-30,"Q4",2013-09-30,2.83561643835616,"FRS&C","Army","BBP1",0.114864504008531,0.129132755603805
"3542",2013-09-30,"Q4",2013-09-30,2.83561643835616,"FRS&C","Navy","BBP1",0.0426830170282319,0.0451185290293829
"3543",2013-09-30,"Q4",2013-09-30,2.83561643835616,"FRS&C","Air Force","BBP1",0.0202491689303341,0.0293689023758844
"3544",2013-09-30,"Q4",2013-09-30,2.83561643835616,"FRS&C","DLA","BBP1",6.26711477607393e-05,0.00916807750949528
"3545",2013-09-30,"Q4",2013-09-30,2.83561643835616,"FRS&C","MDA","BBP1",0.000137097593175586,0.000722458225449375
"3546",2013-09-30,"Q4",2013-09-30,2.83561643835616,"FRS&C","Additional DoD Components","BBP1",0.0074355247282421,0.00334955474530314
"3547",2013-09-30,"Q4",2013-09-30,2.83561643835616,"ICT","Army","BBP1",0.0710246452127552,0.0566524374903355
"3548",2013-09-30,"Q4",2013-09-30,2.83561643835616,"ICT","Navy","BBP1",0.0721571000447852,0.0589051145585119
"3549",2013-09-30,"Q4",2013-09-30,2.83561643835616,"ICT","Air Force","BBP1",0.0420881362236214,0.0316726245676856
"3550",2013-09-30,"Q4",2013-09-30,2.83561643835616,"ICT","DLA","BBP1",0.00210296355235097,0.00329225714281846
"3551",2013-09-30,"Q4",2013-09-30,2.83561643835616,"ICT","MDA","BBP1",0.00177719102264649,0.00378727869740361
"3552",2013-09-30,"Q4",2013-09-30,2.83561643835616,"ICT","MilitaryHealth","BBP1",7.37635828171016e-05,3.41933346873836e-05
"3553",2013-09-30,"Q4",2013-09-30,2.83561643835616,"ICT","Additional DoD Components","BBP1",0.12727578251244,0.105586185541925
"3554",2013-09-30,"Q4",2013-09-30,2.83561643835616,"MED","Army","BBP1",-0.00985754098385295,-0.00436223395765208
"3555",2013-09-30,"Q4",2013-09-30,2.83561643835616,"MED","Navy","BBP1",0.0119567662056464,0.00559626911123523
"3556",2013-09-30,"Q4",2013-09-30,2.83561643835616,"MED","Air Force","BBP1",0.000220982414136285,0.000749060159913341
"3557",2013-09-30,"Q4",2013-09-30,2.83561643835616,"MED","DLA","BBP1",-8.77576926982837e-06,0.000313971091026032
"3558",2013-09-30,"Q4",2013-09-30,2.83561643835616,"MED","MilitaryHealth","BBP1",0.414101795470702,0.596392131808131
"3559",2013-09-30,"Q4",2013-09-30,2.83561643835616,"MED","Additional DoD Components","BBP1",1.68833147151417e-05,0.000335544912731458
"3560",2013-09-30,"Q4",2013-09-30,2.83561643835616,"PAMS","Army","BBP1",0.337929660896923,0.479512895441082
"3561",2013-09-30,"Q4",2013-09-30,2.83561643835616,"PAMS","Navy","BBP1",0.241043375188687,0.227136181838428
"3562",2013-09-30,"Q4",2013-09-30,2.83561643835616,"PAMS","Air Force","BBP1",0.0709607498911344,0.126969878316238
"3563",2013-09-30,"Q4",2013-09-30,2.83561643835616,"PAMS","DLA","BBP1",-0.000174199188382248,2.87025220540943e-05
"3564",2013-09-30,"Q4",2013-09-30,2.83561643835616,"PAMS","MDA","BBP1",0.0106313611153651,0.0247632899954978
"3565",2013-09-30,"Q4",2013-09-30,2.83561643835616,"PAMS","MilitaryHealth","BBP1",8.71229816187671e-05,0.00182597998974307
"3566",2013-09-30,"Q4",2013-09-30,2.83561643835616,"PAMS","Additional DoD Components","BBP1",0.0446774204123083,0.128118738206493
